fac_id,m1saq1,m1saq2,m1saq3,m1saq5,m1saq7,m1saq10_1b,m1saq10_2b,m1saq11,m1saq11_hr,m1saq11_mn,m1saq12,m1saq12_hr,m1saq12_mn,m1saq14a,m1saq14a_hr,m1saq14a_mn,m1saq14b,m1saq14b_hr,m1saq14b_mn,m1saq15_1b,m1saq15_2b,m1saq16a,m1saq16c,m1sa1q1,m1sa1q2,m1sbq4,m1sbq8,m1sbq14,m1sbq15,m1scq14a,m1scq14b,m1scq15a,m1scq15b,m1scq16a,m1scq16b,m1scq17a,m1scq17b,m1scq18a,m1scq18b,m1scq19a,m1scq19b,m1scq25a,m1scq25b,m1scq25c,m1scq25d,m1scq25e,m1scq25f,m1scq25g,m1scq25h,m1scq25i,m1scq25j,m1scq25k,m1scq25l,m1scq25m,m1scq25m_oth,m1scq25n,m1scq26,m1scq27a,m1scq27b,m1scq27c,m1scq27d,m1scq27e,m1scq27f,m1scq27g,m1scq27h,m1scq27i,m1scq27j,m1scq27k,m1scq27l,m1scq27m,m1scq27m_oth,m1scq27n,m1scq28,m1scq29,m1scq30,m1scq31,m1scq32,m1sdq1a,m1sdq1b,m1sdq2a,m1sdq2b,m1sdq3a,m1sdq3b,m1sdq4a,m1sdq4b,m1sdq5a,m1sdq5b,m1sdq6a,m1sdq6b,m1sdq7a,m1sdq7b,m1sdq8a,m1sdq8b,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq55,m1seq56,m1seq57,m1seq58
407001,4,7.0,711.0,407001,Rural,43001,43002.0,,10,49,,13.0,36.0,,12.0,30.0,,12.0,45.0,43001.0,43002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Post,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",No,No,Yes,No,No,No,No,No,No,No,No,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",,,No,No,Yes (observed),No,Yes (observed),Yes,No,,No,,No,,No,,No,,No,,No,,No,,No,,At least one observed (AND non-expired),Never available,Not available today,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Yes and observed,Yes,,Yes,,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
407003,4,7.0,710.0,407003,Urban,43001,43002.0,,11,34,,13.0,52.0,,12.0,0.0,,12.0,10.0,43001.0,43002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Post,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,Yes - guidelines not observed,No,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),No,No,,No,,No,,Yes (observed),Yes,No,,Not available today,Never available,Never available,Never available,Not available today,Not available today,Not available today,Never available,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,Not available today,Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Not available on the day,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
407007,4,7.0,702.0,407007,Rural,43001,43002.0,,10,50,,11.0,45.0,,13.0,45.0,,13.0,55.0,43001.0,43002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines not observed,Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Yes and observed,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
408001,4,8.0,811.0,408001,Rural,41001,41002.0,,10,17,,14.0,58.0,,10.0,25.0,,13.0,2.0,41001.0,41002.0,Questionnaire Completed,10.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,Never available,At least one observed (AND non-expired),Never available,Available BUT not observed,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (BUT expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,Yes and observed,Yes,,No,Yes,,,,,,,,,Available,Available,Not available on the day,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
408002,4,8.0,813.0,408002,Rural,42001,42002.0,,12,35,,14.0,30.0,,10.0,30.0,,11.0,0.0,42001.0,42002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,No,No,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),,,,,,,,,Yes and observed,Yes and observed,No,Yes and observed,Yes and observed
408005,4,8.0,809.0,408005,Rural,42001,42002.0,,8,35,,11.0,30.0,,10.0,0.0,,10.0,45.0,42001.0,42002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Available,Available,Available,Available,Available,Available,Yes and observed,Yes and observed,No,Yes and observed,Yes and observed
408006,4,8.0,801.0,408006,Rural,42005,42006.0,,8,30,,15.0,38.0,,8.0,30.0,,9.0,30.0,42005.0,42006.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",No,No,No,No,No,No,No,No,No,No,Yes,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",,,No,No,Yes (observed),No,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Not available on the day,Available,Never available,Available,Available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
408029,4,8.0,814.0,408029,Rural,42001,42002.0,,12,30,,13.0,45.0,,11.0,0.0,,11.0,20.0,42001.0,42002.0,Questionnaire Completed,20.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,No,Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Yes and observed,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
409003,4,9.0,908.0,409003,Urban,43005,43006.0,,14,40,,17.0,30.0,,14.0,15.0,,14.0,20.0,43005.0,43006.0,Questionnaire Completed,30.0,Yes,.,Public,Hospital,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),No,Yes (not obsered),Yes,Yes (observed),Yes,Yes (not obsered),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Not available on the day,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
409004,4,9.0,904.0,409004,Urban,43005,43006.0,,9,0,,12.0,20.0,,14.0,7.0,,14.0,13.0,43005.0,43006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines not observed,Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
409005,4,9.0,914.0,409005,Urban,43005,43006.0,,13,30,,16.0,7.0,,15.0,10.0,,15.0,20.0,43005.0,43006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,Yes(Observed),Yes,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Yes and observed,Yes,,No,Yes,,,,,,,,,Not available on the day,Available,Never available,Available,Never available,Available,Available,Not available on the day,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
409006,4,9.0,905.0,409006,Urban,43005,43006.0,,10,0,,12.0,59.0,,13.0,15.0,,13.0,25.0,43005.0,43006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Never available,Not available today,At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
409007,4,9.0,907.0,409007,Urban,43005,43006.0,,13,20,,15.0,17.0,,13.0,57.0,,14.0,9.0,43005.0,43006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,No,No,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,No,,No,,No,,No,,Yes (observed),Yes,No,,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,No,Yes and observed,Yes and observed
409008,4,9.0,909.0,409008,Urban,43005,43006.0,,11,30,,13.0,46.0,,9.0,0.0,,9.0,20.0,43005.0,43006.0,Questionnaire Completed,10.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",No,No,No,No,No,No,No,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (not obsered),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
409010,4,9.0,908.0,409010,Urban,43005,43006.0,,11,30,,14.0,25.0,,14.0,30.0,,14.0,33.0,43005.0,43006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (BUT expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Not available on the day,Available,Never available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
409011,4,9.0,914.0,409011,Urban,43006,43005.0,,9,20,,13.0,5.0,,13.0,55.0,,14.0,5.0,43005.0,43006.0,Questionnaire Completed,30.0,Yes,.,Public,,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,No,,No,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Never available,Available,Not available on the day,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
409013,4,9.0,906.0,409013,Urban,42003,42004.0,,9,50,,13.0,25.0,,10.0,51.0,,11.0,22.0,42003.0,42004.0,Questionnaire Completed,20.0,Yes,.,Public,Hospital,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",No,No,Yes,No,No,No,No,No,No,No,No,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",,,No,No,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Never available,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Not available today,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Never available,Never available,Never available,Never available,Never available,Available,Never available,Never available,Yes and observed,Yes and observed,No,Yes and observed,No
