fac_id,staff_id,m2saq1a,m2saq1b,m2saq3,m2saq4,m2saq5,m2saq6,m2saq7,m2saq8,m2saq9,m2saq10,m2saq10_oth,m2sbq2,m2sbq3,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq9_oth,m2sbq10,m2sbq10_oth,m2sbq11,m2sbq12
1804082,21,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1804082,22,11-50,Over 5,Other,Secondary,None,Male,35-44,No,No,Not his/her shift,,22.0,Other,Male,35-44,None,After 2000,Yes,,,Other (specify),TALKING WITH SOMEONE,No,
1804082,23,11-50,Over 5,Other,Secondary,None,Female,35-44,No,No,Not his/her shift,,,,,,,,,,,,,,
1804082,24,11-50,Over 5,Other,,None,Female,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1804082,25,11-50,Over 5,Other,Primary,None,Female,25-34,No,No,Not his/her shift,,25.0,Other,Female,25-34,None,After 2000,Yes,,,Telephone call from/to patient or family members,,No,
1804091,1,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,1.0,Other,Female,35-44,Certificate,In the 1990s,Yes,,,Writing a prescription,,No,
1804093,1,6-10,5 or less,Nurse,Secondary,Advanced,Female,45 or older,Yes,Yes,,,1.0,Nurse,Female,45 or older,Advanced,Before 1990,Yes,,,Providing Consultation (face-to face patient care),,No,
1804093,2,6-10,5 or less,Other,Secondary,Certificate,Female,25-34,Yes,Yes,,,2.0,Other,Female,25-34,Certificate,After 2000,No,Approved absence,,,,,
1804093,3,6-10,5 or less,Other,Secondary,Certificate,Male,25-34,No,No,In training/seminar,,3.0,Other,Male,25-34,Certificate,After 2000,No,In training/seminar,,,,,
1804093,4,6-10,5 or less,Other,Secondary,Certificate,Male,25-34,No,No,In training/seminar,,4.0,Other,Male,25-34,Certificate,In the 1990s,No,In training/seminar,,,,,
1804093,5,6-10,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,,5.0,Other,Female,25-34,Certificate,After 2000,No,Not his/her shift,,,,,
1804093,6,6-10,5 or less,Other,Secondary,,Female,25-34,No,No,Approved absence,,6.0,Other,Female,25-34,,After 2000,No,Not his/her shift,,,,,
1804093,7,6-10,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,,7.0,Other,Female,25-34,Certificate,After 2000,No,Not approved Absence,,,,,
1804093,8,6-10,5 or less,,,,,,,,,,,,,,,,,,,,,,
1804093,9,6-10,5 or less,,,,,,,,,,,,,,,,,,,,,,
1804093,10,6-10,5 or less,Other,Secondary,Certificate,Male,35-44,No,Yes,,,10.0,Other,Male,35-44,Certificate,After 2000,No,Official mission,,,,,
1804093,11,6-10,5 or less,,,,,,,,,,,,,,,,,,,,,,
1804093,12,6-10,5 or less,Nurse,Secondary,Advanced,Female,25-34,Yes,No,Sick/maternity,,12.0,Nurse,Female,25-34,Advanced,After 2000,No,Sick/maternity,,,,,
1805003,1,5 or less,5 or less,Nurse,,Diploma,Male,45 or older,Yes,Yes,,,1.0,Nurse,Male,45 or older,Diploma,Before 1990,Yes,,,Other (specify),SITTING IN THE OFFICE,,
1805003,2,5 or less,5 or less,Other,Secondary,Diploma,Female,45 or older,No,No,Other (to specify),LEAVE,2.0,Other,Female,45 or older,Diploma,Before 1990,No,Approved absence,,,,,
1805003,3,5 or less,5 or less,Other,Secondary,Certificate,Male,35-44,No,No,Not his/her shift,,3.0,Other,Male,35-44,Certificate,After 2000,No,Approved absence,,,,,
1805003,4,5 or less,5 or less,Other,Secondary,,Male,35-44,No,No,Not his/her shift,,4.0,Other,Male,35-44,,After 2000,No,Not his/her shift,,,,,
1805004,1,11-50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,,1.0,Doctor,Male,35-44,Advanced,After 2000,Yes,,,Providing Consultation (face-to face patient care),,No,
1805004,2,11-50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,,,,,,,,,,,,,,
1805004,3,11-50,Over 5,Other,Secondary,,Male,25-34,No,Yes,,,3.0,Other,Male,25-34,,After 2000,No,Sick/maternity,,,,,
1805004,4,11-50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,No,Yes,,,,,,,,,,,,,,,
1805004,5,11-50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,No,No,In training/seminar,,,,,,,,,,,,,,
1805004,6,11-50,Over 5,Nurse,Secondary,Advanced,Female,45 or older,No,Yes,,,6.0,Nurse,Female,45 or older,Advanced,Before 1990,Yes,,,Waiting for patient to undress,,No,
1805004,7,11-50,Over 5,Nurse,Secondary,Advanced,Female,45 or older,No,Yes,,,7.0,Nurse,Female,45 or older,Advanced,Before 1990,Yes,,,Consultation with other physician or staff,,No,
1805004,8,11-50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,Yes,Yes,,,8.0,Nurse,Male,45 or older,Advanced,Before 1990,No,Not his/her shift,,,,,
1805004,9,11-50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,No,No,Approved absence,,,,,,,,,,,,,,
1805004,10,11-50,Over 5,Nurse,Post-Secondary,Advanced,Male,35-44,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,11,11-50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,No,Yes,,,,,,,,,,,,,,,
1805004,12,11-50,Over 5,Nurse,Secondary,Advanced,Male,35-44,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,13,11-50,Over 5,Nurse,Post-Secondary,Advanced,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1805004,14,11-50,Over 5,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,,,,,,,,,,,,,,
1805004,15,11-50,Over 5,Nurse,Secondary,Advanced,Female,35-44,No,No,In training/seminar,,,,,,,,,,,,,,
1805004,16,11-50,Over 5,Nurse,Post-Secondary,Advanced,Male,25-34,No,No,In training/seminar,,,,,,,,,,,,,,
1805004,17,11-50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,18,11-50,Over 5,Nurse,Secondary,Advanced,Male,25-34,No,No,Sick/maternity,,,,,,,,,,,,,,
1805004,19,11-50,Over 5,Nurse,Secondary,Advanced,Male,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,20,11-50,Over 5,Nurse,Secondary,Advanced,Male,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,21,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,22,11-50,Over 5,Nurse,Secondary,Advanced,Female,35-44,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,23,11-50,Over 5,Nurse,Secondary,Advanced,Male,25-34,No,No,Not his/her shift,,23.0,Nurse,Male,25-34,Advanced,After 2000,No,Not his/her shift,,,,,
1805004,24,11-50,Over 5,Nurse,Secondary,Advanced,Male,35-44,No,No,Other (to specify),ANNUAL LEAVE,,,,,,,,,,,,,
1805004,25,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,Other (to specify),ANNUAL LEAVE,25.0,Nurse,Female,25-34,Advanced,After 2000,No,Not his/her shift,,,,,
1805004,26,11-50,Over 5,Other,Secondary,,Male,35-44,No,No,Other (to specify),LOST A FAMILY,,,,,,,,,,,,,
1805004,27,11-50,Over 5,Other,Secondary,,Male,45 or older,No,Yes,,,,,,,,,,,,,,,
1805004,28,11-50,Over 5,Other,Secondary,,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1805004,29,11-50,Over 5,Other,Secondary,,Male,45 or older,No,Yes,,,,,,,,,,,,,,,
1805004,30,11-50,Over 5,Other,Secondary,None,Female,35-44,No,Yes,,,,,,,,,,,,,,,
1805004,31,11-50,Over 5,Other,Secondary,None,Male,45 or older,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,32,11-50,Over 5,Other,Secondary,Diploma,Male,45 or older,No,No,Not his/her shift,,32.0,Other,Male,45 or older,Diploma,In the 1990s,Yes,,,Performing laboratory work,,No,
1805004,33,11-50,Over 5,Other,Secondary,Diploma,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1805004,34,11-50,Over 5,Other,Post-Secondary,Advanced,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1805004,35,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,,35.0,Other,Male,25-34,Certificate,After 2000,Yes,,,Providing Consultation (face-to face patient care),,No,
1805004,36,11-50,Over 5,Other,Secondary,,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1805004,37,11-50,Over 5,Other,Secondary,,Male,25-34,No,No,Not his/her shift,,37.0,Other,Male,25-34,,After 2000,No,Sick/maternity,,,,,
1805004,38,11-50,Over 5,Other,Secondary,,Male,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,39,11-50,Over 5,Other,Secondary,,Female,25-34,No,Yes,,,,,,,,,,,,,,,
1805004,40,11-50,Over 5,Other,Secondary,,Male,25-34,No,Yes,,,,,,,,,,,,,,,
1805004,41,11-50,Over 5,Other,Secondary,None,Male,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1805004,42,11-50,Over 5,Other,Secondary,None,Male,25-34,No,Yes,,,,,,,,,,,,,,,
1805004,43,11-50,Over 5,Other,Secondary,,Male,25-34,No,Yes,,,,,,,,,,,,,,,
1805004,44,11-50,Over 5,Other,Secondary,,Male,Younger than 25,No,Yes,,,,,,,,,,,,,,,
1805004,45,11-50,Over 5,Other,Secondary,,Female,25-34,No,No,Sick/maternity,,,,,,,,,,,,,,
1805007,1,5 or less,5 or less,Other,Secondary,Certificate,Male,45 or older,Yes,Yes,,,1.0,Other,Male,45 or older,Certificate,After 2000,Yes,,,Telephone call from/to patient or family members,,No,
1805010,1,5 or less,5 or less,Other,,,Male,45 or older,Yes,No,Other (to specify),SON NOT FEELING FINE,1.0,Other,Male,45 or older,,Before 1990,Yes,,,Providing Consultation (face-to face patient care),,No,
1805010,2,5 or less,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,Yes,,,2.0,Other,Male,25-34,Certificate,After 2000,No,Approved absence,,,,,
1805010,3,5 or less,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,,3.0,Other,Female,25-34,Certificate,After 2000,Yes,,,Waiting for patient to undress,,No,
1805010,4,5 or less,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,,4.0,Other,Female,25-34,Certificate,After 2000,No,Not his/her shift,,,,,
1805013,1,5 or less,5 or less,Other,Secondary,Certificate,Female,45 or older,Yes,Yes,,,1.0,Other,Female,45 or older,Certificate,Before 1990,Yes,,,Providing Consultation (face-to face patient care),,No,
1805013,2,5 or less,5 or less,Other,Secondary,,Male,25-34,No,No,Doing fieldwork or outreach work,,2.0,Other,Male,25-34,,After 2000,Yes,,,Looking up medical information,,No,
1805013,3,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,No,Yes,,,3.0,Other,Female,35-44,Certificate,In the 1990s,No,Approved absence,,,,,
1805018,1,5 or less,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,Yes,,,1.0,Other,Male,25-34,Certificate,After 2000,Yes,,,Reviewing or writing in chart,,Yes,Bank proccessing delays
1805020,1,5 or less,5 or less,Other,Secondary,Certificate,Male,35-44,Yes,Yes,,,1.0,Other,Male,35-44,Certificate,In the 1990s,Yes,,,Providing Consultation (face-to face patient care),,No,
1805020,2,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,2.0,Other,Female,35-44,Certificate,In the 1990s,Yes,,,Completing forms,,No,
1805020,3,5 or less,5 or less,Other,Secondary,,Female,25-34,No,No,Sick/maternity,,3.0,Other,Female,25-34,,After 2000,No,Sick/maternity,,,,,
1805020,4,5 or less,5 or less,Other,Secondary,,Female,35-44,No,Yes,,,4.0,Other,Female,35-44,,In the 1990s,No,Sick/maternity,,,,,
1805020,5,5 or less,5 or less,Other,Secondary,,Male,45 or older,No,No,Sick/maternity,,5.0,Other,Male,45 or older,,Before 1990,Yes,,,Telephone call from/to patient or family members,,No,
1805029,1,5 or less,5 or less,Other,Secondary,Certificate,Male,45 or older,Yes,Yes,,,1.0,Other,Male,45 or older,Certificate,Before 1990,Yes,,,Providing Consultation (face-to face patient care),,No,
1805037,1,5 or less,5 or less,Other,Secondary,Certificate,Male,35-44,Yes,Yes,,,1.0,Other,Male,35-44,Certificate,After 2000,Yes,,,Reviewing or writing in chart,,Yes,Late release
1805037,2,5 or less,5 or less,Other,Secondary,,Male,25-34,No,Yes,,,2.0,Other,Male,25-34,,After 2000,Yes,,,Completing forms,,Yes,Late release
1805037,3,5 or less,5 or less,Other,Secondary,Certificate,Male,Younger than 25,No,Yes,,,3.0,Other,Male,Younger than 25,Certificate,After 2000,Yes,,,Telephone call from/to patient or family members,,Yes,Late release
1805037,4,5 or less,5 or less,Other,Secondary,,Male,25-34,No,Yes,,,4.0,Other,Male,25-34,,After 2000,Yes,,,Telephone call from/to patient or family members,,Yes,Late release
1805037,5,5 or less,5 or less,Other,Secondary,Certificate,Female,Younger than 25,No,No,Sick/maternity,,5.0,Other,Female,Younger than 25,Certificate,After 2000,No,Sick/maternity,,,,,
1805038,1,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,1.0,Other,Female,35-44,Certificate,After 2000,Yes,,,Reviewing or writing in chart,,Yes,Bank proccessing delays
1805038,2,5 or less,5 or less,Other,Secondary,Certificate,Female,25-34,Yes,Yes,,,2.0,Other,Female,25-34,Certificate,After 2000,No,Sick/maternity,,,,,
1805038,3,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,No,Yes,,,3.0,Other,Female,35-44,Certificate,In the 1990s,Yes,,,Telephone call from/to patient or family members,,No,
1805038,4,5 or less,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,,4.0,Other,Female,25-34,Certificate,After 2000,Yes,,,Telephone call from/to patient or family members,,No,
1806001,1,11-50,Over 5,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,No,Approved absence,,1.0,Doctor,Male,45 or older,Advanced,In the 1990s,No,Approved absence,,,,,
1806001,2,11-50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,,,,,,,,,,,,,,
1806001,3,11-50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,,,,,,,,,,,,,,
1806001,4,11-50,Over 5,Nurse,Secondary,Advanced,Female,45 or older,Yes,Yes,,,,,,,,,,,,,,,
1806001,5,11-50,Over 5,Nurse,Secondary,Advanced,Female,45 or older,No,Yes,,,5.0,Nurse,Female,45 or older,Advanced,Before 1990,No,Approved absence,,,,,
1806001,6,11-50,Over 5,Nurse,Secondary,Advanced,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1806001,7,11-50,Over 5,Other,Secondary,Advanced,Female,45 or older,No,No,In training/seminar,,,,,,,,,,,,,,
1806001,8,11-50,Over 5,Nurse,Secondary,Advanced,Female,45 or older,No,Yes,,,,,,,,,,,,,,,
1806001,9,11-50,Over 5,Nurse,Secondary,Advanced,Female,35-44,No,Yes,,,9.0,Nurse,Female,35-44,Advanced,After 2000,Yes,,,Consultation with other physician or staff,,No,
1806001,10,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,Not his/her shift,,10.0,Nurse,Female,25-34,Advanced,After 2000,Yes,,,Consultation with other physician or staff,,No,
1806001,11,11-50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,No,Yes,,,,,,,,,,,,,,,
1806001,12,11-50,Over 5,Nurse,Secondary,Advanced,Female,45 or older,No,Yes,,,,,,,,,,,,,,,
1806001,13,11-50,Over 5,Nurse,Secondary,Advanced,Female,35-44,No,No,In training/seminar,,,,,,,,,,,,,,
1806001,14,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,In training/seminar,,,,,,,,,,,,,,
1806001,15,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1806001,16,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1806001,17,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,In training/seminar,,,,,,,,,,,,,,
1806001,18,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,No,Not his/her shift,,18.0,Nurse,Female,25-34,Advanced,After 2000,Yes,,,Getting materials or equipment for consultation,,No,
1806001,19,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,No,Yes,,,,,,,,,,,,,,,
1806001,20,11-50,Over 5,Other,Secondary,Advanced,Female,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1806001,21,11-50,Over 5,Other,Secondary,,Female,45 or older,No,Yes,,,,,,,,,,,,,,,
1806001,22,11-50,Over 5,Other,Secondary,,Male,45 or older,No,Yes,,,,,,,,,,,,,,,
1806001,23,11-50,Over 5,Other,Secondary,,Female,35-44,No,Yes,,,23.0,Other,Female,35-44,,After 2000,Yes,,,Completing encounter form or billing sheet,,No,
1806001,24,11-50,Over 5,Other,Secondary,,Male,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1806001,25,11-50,Over 5,Other,Post-Secondary,,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1806001,26,11-50,Over 5,Other,Secondary,,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1806001,27,11-50,Over 5,Other,Secondary,,Male,35-44,No,No,Not his/her shift,,,,,,,,,,,,,,
1806001,28,11-50,Over 5,Other,Secondary,,Male,25-34,No,No,Not his/her shift,,,,,,,,,,,,,,
1806001,29,11-50,Over 5,Other,Secondary,,Female,35-44,No,No,Not his/her shift,,29.0,Other,Female,35-44,,In the 1990s,No,Not his/her shift,,,,,
1806001,30,11-50,Over 5,Other,Secondary,,Male,25-34,No,Yes,,,,,,,,,,,,,,,
1806001,31,11-50,Over 5,Other,Secondary,Diploma,Male,45 or older,No,Yes,,,31.0,Other,Male,45 or older,Diploma,After 2000,Yes,,,Interpreting laboratory work or radiographs,,No,
1806001,32,11-50,Over 5,Other,Secondary,Diploma,Male,35-44,No,Yes,,,,,,,,,,,,,,,
1806001,33,11-50,Over 5,Other,Secondary,Diploma,Female,35-44,No,No,Approved absence,,,,,,,,,,,,,,
1806001,34,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,,34.0,Other,Male,25-34,Certificate,After 2000,Yes,,,Performing laboratory work,,No,
1806001,35,11-50,Over 5,Other,,,Male,45 or older,Yes,No,Approved absence,,35.0,Other,Male,45 or older,,After 2000,No,Approved absence,,,,,
1806001,36,11-50,Over 5,Other,Secondary,,Female,25-34,No,No,Approved absence,,,,,,,,,,,,,,
1806007,1,6-10,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,Yes,,,1.0,Other,Male,35-44,Certificate,In the 1990s,No,In training/seminar,,,,,
1806007,2,6-10,Over 5,Other,Secondary,Certificate,Female,25-34,Yes,No,Sick/maternity,,2.0,Other,Female,25-34,Certificate,After 2000,No,Not his/her shift,,,,,
1806007,3,6-10,Over 5,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,3.0,Other,Female,35-44,Certificate,After 2000,Yes,,,Consultation with other physician or staff,,No,
1806007,4,6-10,Over 5,Other,Secondary,Certificate,Female,25-34,No,No,In training/seminar,,4.0,Other,Female,25-34,Certificate,After 2000,No,In training/seminar,,,,,
1806007,5,6-10,Over 5,Other,Secondary,Diploma,Female,25-34,No,Yes,,,5.0,Other,Female,25-34,Diploma,After 2000,No,Official mission,,,,,
1806007,6,6-10,Over 5,Other,Secondary,Certificate,Female,35-44,Yes,No,In training/seminar,,6.0,Other,Female,35-44,Certificate,In the 1990s,Yes,,,Providing Consultation (face-to face patient care),,No,
1806016,1,5 or less,5 or less,Other,Secondary,Certificate,Female,45 or older,Yes,No,Not approved Absence,,1.0,Other,Female,45 or older,Certificate,In the 1990s,No,Not approved Absence,,,,No,
1806016,2,5 or less,5 or less,Other,Secondary,Certificate,Female,45 or older,Yes,Yes,,,2.0,Other,Female,45 or older,Certificate,After 2000,Yes,,,Providing Consultation (face-to face patient care),,No,
1806038,1,5 or less,5 or less,Other,Secondary,Certificate,Female,25-34,Yes,Yes,,,1.0,Other,Female,25-34,Certificate,After 2000,Yes,,,Providing Consultation (face-to face patient care),,No,
1806040,1,5 or less,5 or less,Other,Secondary,Certificate,Female,45 or older,Yes,Yes,,,1.0,Other,Female,45 or older,Certificate,In the 1990s,Yes,,,Providing Consultation (face-to face patient care),,No,
1806040,2,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,2.0,Other,Female,35-44,Certificate,After 2000,Yes,,,Consultation with other physician or staff,,No,
1806047,1,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,1.0,Other,Female,35-44,Certificate,After 2000,Yes,,,Providing Consultation (face-to face patient care),,No,
1806047,2,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,2.0,Other,Female,35-44,Certificate,After 2000,No,Sick/maternity,,,,,
1806053,1,5 or less,Over 5,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,1.0,Other,Female,35-44,Certificate,In the 1990s,Yes,,,Providing Consultation (face-to face patient care),,No,
1806053,2,5 or less,Over 5,Other,Secondary,Certificate,Female,45 or older,Yes,Yes,,,2.0,Other,Female,45 or older,Certificate,In the 1990s,Yes,,,Consultation with other physician or staff,,No,
1806053,3,5 or less,Over 5,Other,Secondary,Certificate,Female,35-44,No,No,Approved absence,,3.0,Other,Female,35-44,Certificate,After 2000,Yes,,,Arranging for tests or consultations,,No,
1806053,4,5 or less,Over 5,Other,Secondary,Certificate,Female,35-44,No,No,In training/seminar,,4.0,Other,Female,35-44,Certificate,After 2000,No,In training/seminar,,,,,
1806057,1,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,1.0,Other,Female,35-44,Certificate,In the 1990s,Yes,,,Providing Consultation (face-to face patient care),,No,
1806057,2,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,2.0,Other,Female,35-44,Certificate,In the 1990s,Yes,,,Consultation with other physician or staff,,No,
1807003,1,5 or less,5 or less,Other,Secondary,Certificate,Male,45 or older,Yes,Yes,,,1.0,Other,Male,45 or older,Certificate,Before 1990,Yes,,,Providing Consultation (face-to face patient care),,No,
1807023,1,5 or less,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,,1.0,Other,Female,35-44,Certificate,In the 1990s,Yes,,,Providing Consultation (face-to face patient care),,No,
1807023,2,5 or less,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,,2.0,Other,Female,25-34,Certificate,After 2000,Yes,,,Telephone call from/to patient or family members,,No,
1807036,1,11-50,Over 5,Other,Secondary,Advanced,Female,25-34,Yes,Yes,,,1.0,Other,Female,25-34,Advanced,After 2000,Yes,,,Providing Consultation (face-to face patient care),,No,Bank proccessing delays
1807036,2,11-50,Over 5,Other,Secondary,Advanced,Female,45 or older,Yes,No,Sick/maternity,,2.0,Other,Female,45 or older,Advanced,Before 1990,No,Official mission,,,,,
1807036,3,11-50,Over 5,Other,Secondary,Advanced,Female,45 or older,Yes,Yes,,,,,,,,,,,,,,,
1807036,4,11-50,Over 5,Other,Secondary,Advanced,Female,45 or older,Yes,No,Sick/maternity,,4.0,Other,Female,45 or older,Advanced,Before 1990,No,Official mission,,,,,
1807036,5,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,No,No,Not his/her shift,,,,,,,,,,,,,,
1807036,6,11-50,Over 5,Other,Secondary,Diploma,Female,35-44,No,Yes,,,,,,,,,,,,,,,
1807036,7,11-50,Over 5,Other,Secondary,Certificate,Female,25-34,No,No,Official mission,,7.0,Other,Female,25-34,Certificate,,No,Official mission,,,,,
1807036,8,11-50,Over 5,Other,Secondary,Certificate,Female,45 or older,No,No,Gone to retrieve salary,,8.0,Other,Female,45 or older,Certificate,,No,Sick/maternity,,,,,
1807036,9,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,No,Yes,,,9.0,Other,Female,35-44,Certificate,,No,Sick/maternity,,,,,
1807036,10,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,No,No,Not his/her shift,,,,,,,,,,,,,,
1807036,11,11-50,Over 5,Other,Secondary,Certificate,Female,,No,No,Not his/her shift,,,,,,,,,,,,,,
1807036,12,11-50,Over 5,Other,Secondary,Certificate,Female,,No,No,Approved absence,,12.0,Other,Female,,Certificate,,No,Approved absence,,,,,
1807036,13,11-50,Over 5,Other,Secondary,Certificate,Female,,No,No,Doing fieldwork or outreach work,,,,,,,,,,,,,,
1807036,14,11-50,Over 5,Other,Secondary,Certificate,Female,,No,No,Sick/maternity,,14.0,Other,Female,,Certificate,,No,Sick/maternity,,,,,
1807036,15,11-50,Over 5,Other,Secondary,Diploma,Male,,No,Yes,,,,,,,,,,,,,,,
1807036,16,11-50,Over 5,Other,Secondary,Certificate,Male,,No,No,Doing fieldwork or outreach work,,,,,,,,,,,,,,
1807036,17,11-50,Over 5,Other,Secondary,,Female,45 or older,No,Yes,,,17.0,Other,Female,45 or older,,Before 1990,Yes,,,Other (specify),SITTING DOING NOTHING,No,
1807036,18,11-50,Over 5,Other,Primary,,Female,45 or older,No,Yes,,,18.0,Other,Female,45 or older,,In the 1990s,Yes,,,Other (specify),SITTING DOING NOTHING,,
1807036,19,11-50,Over 5,Other,Primary,,Female,35-44,No,Yes,,,,,,,,,,,,,,,
1807036,20,11-50,Over 5,Other,Secondary,Certificate,Male,45 or older,No,Yes,,,,,,,,,,,,,,,
1807040,1,Over 50,Over 5,Other,Secondary,Advanced,Female,45 or older,No,Yes,,,,,,,,,,,,,,,
1807040,2,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,No,Approved absence,,,,,,,,,,,,,,
1807040,3,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,No,Approved absence,,,,,,,,,,,,,,
1807040,4,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,No,Not his/her shift,,,,,,,,,,,,,,
1807040,5,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,,,,,,,,,,,,,,
1807040,6,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,,,,,,,,,,,,,,
1807040,7,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,,,,,,,,,,,,,,
1807040,8,Over 50,Over 5,Doctor,Secondary,Advanced,Male,25-34,Yes,Yes,,,8.0,Doctor,Male,25-34,Advanced,After 2000,Yes,,,Providing Consultation (face-to face patient care),,No,
1807040,9,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,,,,,,,,,,,,,,
1807040,10,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,,10.0,Doctor,Male,25-34,Advanced,After 2000,No,Approved absence,,,,,
1807040,11,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,Approved absence,,11.0,Doctor,Male,25-34,Advanced,After 2000,No,Not his/her shift,,,,,
1807040,12,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,No,Approved absence,,12.0,Doctor,Male,35-44,Advanced,After 2000,No,Approved absence,,,,,
1807040,13,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,,,,,,,,,,,,,,
1807040,14,Over 50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,Approved absence,,,,,,,,,,,,,,
