unique_id,fac_id,staff_id,m2sfq1,m2sfq3,m2sfq4,m2sfq7,m2sfq8,m2sfq9,m2sfq10,m2sfq11,m2sfq12,m2sfq13,m2sfq14,m2sfq14aut,m2sfq15,m2sfq16,m2sgq1,m2sgq3,m2sgq5,m2sgq6,m2sgq7,m2sgq8,m2sgq8aut,m2sgq9,m2sgq10,has_roster,has_absentee,country,absence_rate
137_2,137,2,5 or less,5 or less,2,Nurse,Primary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.6666667
137_3,137,3,5 or less,5 or less,3,Other,Secondary,Diploma,0,25-34,Oui,0,Maladie/maternité,,Oui,Non,3.0,3.0,Other,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.6666667
137_1,137,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.6666667
138_1,138,1,5 or less,5 or less,1,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.0
139_2,139,2,5 or less,5 or less,2,Other,Primary,None,0,Younger than 25,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.0
139_1,139,1,5 or less,5 or less,1,Nurse,Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
14_5,14,5,6-10,5 or less,5,Other,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.5
14_4,14,4,6-10,5 or less,4,Other,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.5
14_2,14,2,6-10,5 or less,2,Other,Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
14_3,14,3,6-10,5 or less,3,Other,Secondary,None,Homme,35-44,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.5
14_6,14,6,6-10,5 or less,6,Other,Post-Secondary,None,Homme,35-44,0,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.5
14_1,14,1,6-10,5 or less,1,Nurse,Post-Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,,1.0,Nurse,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.5
140_2,140,2,5 or less,5 or less,2,Other,Secondary,None,0,25-34,0,0,Absence autorisée (permission/congé),,Oui,Non,2.0,2.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
140_1,140,1,5 or less,5 or less,1,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
141_2,141,2,5 or less,5 or less,2,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
141_1,141,1,5 or less,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
141_3,141,3,5 or less,5 or less,3,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
141_4,141,4,5 or less,5 or less,4,Other,Secondary,None,Homme,45 or older,0,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.0
142_10,142,10,11-50,Over 5,10,Other,Secondary,Diploma,0,25-34,Oui,0,Maladie/maternité,,Oui,,6.0,10.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.1
142_7,142,7,11-50,Over 5,7,Other,Primary,None,0,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.1
142_16,142,16,11-50,Over 5,16,Other,Secondary,None,Homme,35-44,0,Oui,,,Oui,Non,10.0,16.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.1
142_13,142,13,11-50,Over 5,13,Other,Post-Secondary,,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.1
142_2,142,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Clinical Officer,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.1
142_5,142,5,11-50,Over 5,5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.1
142_11,142,11,11-50,Over 5,11,Other,Secondary,None,0,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.1
142_15,142,15,11-50,Over 5,15,Other,Post-Secondary,None,Homme,45 or older,0,Oui,,,Oui,Non,9.0,15.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.1
142_4,142,4,11-50,Over 5,4,Other,Secondary,Diploma,Homme,45 or older,0,0,Absence autorisée (permission/congé),,Oui,,4.0,4.0,Other,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.1
142_9,142,9,11-50,Over 5,9,Other,Secondary,Diploma,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,,5.0,9.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.1
142_6,142,6,11-50,Over 5,6,Nurse,Secondary,Diploma,Homme,45 or older,Oui,0,Mission officielle,,Non,,,,,,,,,,,1,,Togo-2013,0.1
142_14,142,14,11-50,Over 5,14,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,8.0,14.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.1
142_3,142,3,11-50,Over 5,3,Other,Post-Secondary,Advanced,Homme,35-44,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.1
142_8,142,8,11-50,Over 5,8,Nurse,Secondary,Diploma,0,35-44,Oui,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.1
142_12,142,12,11-50,Over 5,12,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,7.0,12.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.1
142_1,142,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,35-44,0,Oui,,,Oui,Non,1.0,1.0,Doctor,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.1
143_1,143,1,5 or less,5 or less,1,Nurse,Primary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
143_2,143,2,5 or less,5 or less,2,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
144_3,144,3,5 or less,5 or less,3,Other,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
144_1,144,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
144_2,144,2,5 or less,5 or less,2,Other,Primary,Certificate,0,Younger than 25,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
145_1,145,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,1.0
145_2,145,2,5 or less,5 or less,2,Other,Secondary,Diploma,0,45 or older,Oui,0,Absence non autorisée,,Oui,,2.0,2.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,1.0
146_6,146,6,11-50,5 or less,6,Other,Primary,None,0,45 or older,Oui,Oui,,,Oui,Oui,6.0,6.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
146_4,146,4,11-50,5 or less,4,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
146_7,146,7,11-50,5 or less,7,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,7.0,7.0,Other,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.33333334
146_5,146,5,11-50,5 or less,5,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,0.0,0.0,Autres (à préciser),ELLE A ETE AFFECTEE DU CMS. ELLE EST PARTI DEPUIS,,,1,1.0,Togo-2013,0.33333334
146_8,146,8,11-50,5 or less,8,Other,Secondary,None,Homme,25-34,0,Oui,,,Oui,Non,8.0,8.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.33333334
146_2,146,2,11-50,5 or less,2,Nurse,Secondary,Certificate,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
146_9,146,9,11-50,5 or less,9,Other,Secondary,None,0,25-34,0,0,Absence autorisée (permission/congé),,Oui,,9.0,9.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.33333334
146_1,146,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.33333334
146_3,146,3,11-50,5 or less,3,Nurse,Secondary,None,Homme,Younger than 25,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
147_1,147,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.33333334
147_2,147,2,5 or less,5 or less,2,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
147_3,147,3,5 or less,5 or less,3,Other,Secondary,None,Homme,Younger than 25,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.33333334
148_3,148,3,5 or less,5 or less,3,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.0
148_1,148,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.0
148_4,148,4,5 or less,5 or less,4,Other,Secondary,None,Homme,25-34,0,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.0
148_2,148,2,5 or less,5 or less,2,Nurse,Primary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.0
149_1,149,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.6666667
149_3,149,3,5 or less,5 or less,3,Other,Secondary,None,0,35-44,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.6666667
149_2,149,2,5 or less,5 or less,2,Other,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,0.0,Autres (à préciser),ELLE A ETE AFFECTEE DEPUIS HIER DU CENTRE DONC ELL,,,1,1.0,Togo-2013,0.6666667
15_2,15,2,11-50,5 or less,2,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.4
15_12,15,12,11-50,5 or less,12,Other,Secondary,Diploma,0,45 or older,0,Oui,,,Oui,Non,9.0,12.0,Other,0.0,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.4
15_5,15,5,11-50,5 or less,5,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,4.0,5.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.4
15_10,15,10,11-50,5 or less,10,Other,Secondary,Diploma,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.4
15_13,15,13,11-50,5 or less,13,Other,Primary,None,0,25-34,0,0,Absence autorisée (permission/congé),,Oui,Non,10.0,13.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.4
15_11,15,11,11-50,5 or less,11,Other,Primary,Certificate,0,35-44,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.4
15_4,15,4,11-50,5 or less,4,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,3.0,4.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.4
15_6,15,6,11-50,5 or less,6,Nurse,Secondary,None,Homme,35-44,Oui,0,Absence autorisée (permission/congé),,Oui,Non,5.0,6.0,Nurse,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.4
15_3,15,3,11-50,5 or less,3,Nurse,Post-Secondary,Advanced,0,Younger than 25,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,2.0,3.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.4
15_9,15,9,11-50,5 or less,9,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,8.0,9.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.4
15_7,15,7,11-50,5 or less,7,Nurse,Secondary,None,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,6.0,7.0,Nurse,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.4
15_1,15,1,11-50,5 or less,1,Nurse,Post-Secondary,Advanced,0,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.4
15_8,15,8,11-50,5 or less,8,Other,Secondary,None,0,35-44,Oui,Oui,,,Oui,Oui,7.0,8.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.4
150_5,150,5,11-50,5 or less,5,Other,Primary,None,0,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.7
150_8,150,8,11-50,5 or less,8,Other,Secondary,None,Homme,45 or older,0,Oui,,,Oui,Non,8.0,8.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.7
150_7,150,7,11-50,5 or less,7,Other,Primary,None,0,45 or older,0,Oui,,,Oui,Non,7.0,7.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.7
150_3,150,3,11-50,5 or less,3,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Absence autorisée (permission/congé),,Oui,Non,3.0,3.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.7
150_10,150,10,11-50,5 or less,10,Other,Primary,None,0,25-34,0,Oui,,,Oui,Non,10.0,10.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.7
150_9,150,9,11-50,5 or less,9,Other,Primary,None,Homme,45 or older,0,Oui,,,Oui,Non,9.0,9.0,Other,Homme,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.7
150_1,150,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.7
150_2,150,2,11-50,5 or less,2,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.7
150_6,150,6,11-50,5 or less,6,Other,Primary,None,0,25-34,0,Oui,,,Oui,Non,6.0,6.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.7
150_4,150,4,11-50,5 or less,4,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.7
151_2,151,2,5 or less,5 or less,2,Other,Secondary,None,0,35-44,Oui,0,Absence autorisée (permission/congé),,Oui,Non,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
151_1,151,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.33333334
151_3,151,3,5 or less,5 or less,3,Other,Secondary,None,Homme,45 or older,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.33333334
152_12,152,12,11-50,Over 5,12,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,9.0,12.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.1
152_3,152,3,11-50,Over 5,3,Nurse,Secondary,Diploma,0,45 or older,Oui,Oui,,,Oui,Oui,2.0,3.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.1
152_11,152,11,11-50,Over 5,11,Other,Secondary,Diploma,0,35-44,Oui,Oui,,,Oui,Oui,8.0,11.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.1
152_14,152,14,11-50,Over 5,14,Other,Post-Secondary,Advanced,Homme,35-44,0,Oui,,,Oui,Non,10.0,14.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.1
152_15,152,15,11-50,Over 5,15,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,,1,,Togo-2013,0.1
152_16,152,16,11-50,Over 5,16,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.1
152_4,152,4,11-50,Over 5,4,Other,Secondary,Diploma,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,,3.0,4.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.1
152_5,152,5,11-50,Over 5,5,Nurse,Secondary,None,Homme,45 or older,0,Oui,,,Oui,Non,4.0,5.0,Nurse,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.1
152_2,152,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,0,35-44,Oui,Oui,,,Oui,Oui,1.0,2.0,Clinical Officer,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.1
152_8,152,8,11-50,Over 5,8,Other,Primary,None,0,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.1
152_7,152,7,11-50,Over 5,7,Other,Secondary,Diploma,Homme,35-44,0,Oui,,,Oui,Non,5.0,7.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.1
152_10,152,10,11-50,Over 5,10,Other,Primary,None,0,45 or older,0,Oui,,,Oui,Non,7.0,10.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.1
152_6,152,6,11-50,Over 5,6,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.1
152_13,152,13,11-50,Over 5,13,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.1
152_9,152,9,11-50,Over 5,9,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,6.0,9.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.1
152_1,152,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.1
153_4,153,4,5 or less,5 or less,4,Nurse,Primary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.2
153_3,153,3,5 or less,5 or less,3,Other,Secondary,None,0,35-44,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.2
153_5,153,5,5 or less,5 or less,5,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,5.0,5.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.2
153_1,153,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.2
153_2,153,2,5 or less,5 or less,2,Other,Secondary,Diploma,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.2
154_5,154,5,6-10,5 or less,5,Other,Secondary,None,Homme,45 or older,0,Oui,,,Oui,Non,5.0,5.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.0
154_1,154,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
154_3,154,3,6-10,5 or less,3,Nurse,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
154_2,154,2,6-10,5 or less,2,Nurse,Secondary,Diploma,0,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
154_4,154,4,6-10,5 or less,4,Nurse,Primary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
155_1,155,1,5 or less,5 or less,1,Nurse,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
155_2,155,2,5 or less,5 or less,2,Nurse,Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
156_1,156,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
156_2,156,2,5 or less,5 or less,2,Other,Primary,None,0,25-34,Oui,0,Absence autorisée (permission/congé),,Oui,Non,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
157_1,157,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
157_2,157,2,5 or less,5 or less,2,Other,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
158_2,158,2,5 or less,5 or less,2,Other,Primary,Certificate,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.5
158_1,158,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
159_2,159,2,5 or less,5 or less,2,Nurse,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
159_1,159,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,Absence autorisée (permission/congé),,Oui,Non,1.0,1.0,Nurse,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.33333334
159_3,159,3,5 or less,5 or less,3,Other,Primary,None,0,Younger than 25,0,Oui,,,Oui,Non,3.0,3.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.33333334
16_2,16,2,6-10,5 or less,2,Other,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,2.0,2.0,Other,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.16666667
16_4,16,4,6-10,5 or less,4,Nurse,Primary,None,Homme,45 or older,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.16666667
16_6,16,6,6-10,5 or less,6,Other,Secondary,None,Homme,35-44,0,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.16666667
