fac_id,fpc_fac,fpc_abs,wgt_abs,wgt_know_b,wgt_know_c,wgt_know_d,wgt_know_e,wgt_know_f,wgt_know_g,wgt_know_h,fpc_know_b,fpc_know_c,fpc_know_d,fpc_know_e,fpc_know_f,fpc_know_g,fpc_know_h,fpc_15,fpc_67,wgt_fac,has_weights,m1saq1,m1saq2a,m1saq3,m1saq4,m1saq6,m1saq7,m1saq9b_1,m1saq9b_2,m1saq10h,m1saq10m,m1saq11h,m1saq11m,m1saq15b_1,m1saq15b_2,m1saq16,m1saq16s,m1sbq4,m1sbq8,m1sbq11,m1sbq12,m1sbq20,m1sbq23,m1sbq24,m1sbq25,m1sbq26,m1sbq27,m1sbq28,m1sbq29,m1scq17,m1scq18b,m1scq19b,m1scq20,m1sdq1a,m1sdq1b,m1sdq1c,m1sdq2a,m1sdq2b,m1sdq2c,m1sdq3a,m1sdq3b,m1sdq3c,m1sdq4a,m1sdq4b,m1sdq4c,m1sdq5a,m1sdq5b,m1sdq5c,m1sdq6a,m1sdq6b,m1sdq6c,m1sdq7a,m1sdq7b,m1sdq7c,m1sdq8a,m1sdq8b,m1sdq8c,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1sdq12a,m1sdq12b,m1sdq13a,m1sdq13b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq54aut,m1seq55,m1seq56,m1seq57,m1seq58,m1seq59,m1seq60,m1seq61,m1seq62,m1seq63,m1seq64,m1seq65,m1seq66,has_facility,country,m1scq18a,m1scq19a
170,0.21064301,1.0,9.342543,6.228362,6.228362,6.228362,6.228362,6.228362,3.114181,3.114181,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,3.114181,1,Oui,,6,602,170,Rural,122,121,9,10,13,1,122,121,Questionnaire rempli,5,Public,Health Post,501-1000,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,Oui,0,Oui,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (observé),Public,Non,Oui (non observé),Public,0,,0,,0,,Non,Oui (non observé),Non,0.0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,1.0,"Oui, pas observé",Panneau solaire,,Oui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
171,0.21064301,1.0,11.612974,7.2581086,7.2581086,7.2581086,7.2581086,7.2581086,2.4193695,2.4193695,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.2,0.6,1.4516218,1,Oui,,6,602,171,Rural,101,102,15,49,19,56,101,102,Questionnaire rempli,5,Public,Health Post,1001-2000,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,"Oui, payé par un privé","Oui, payé par un privé",0,Non,0.0,Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,0.0,Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,Non,Oui (non observé),0,,Non,Oui (non observé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Disponible mais non observé (non-périmé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,6.0,"Oui, pas observé",Réseau électrique (CEET),,Oui,Au moins un observé (MAIS TOUS périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
172,0.21064301,1.0,26.227608,10.491043,10.491043,10.491043,10.491043,10.491043,5.2455215,5.2455215,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,5.2455215,1,Oui,,6,602,172,Rural,101,102,11,25,15,45,122,121,Questionnaire rempli,5,Public,Health Post,0-500,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,0.0,Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,0,,Non,Oui (non observé),Non,Oui (non observé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),0,0,0,,,,,,Oui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
173,0.21064301,1.0,20.871298,10.435649,10.435649,10.435649,10.435649,10.435649,5.2178245,5.2178245,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,5.2178245,1,Oui,,6,602,173,Rural,122,121,15,55,18,32,122,121,Questionnaire rempli,5,Public,Health Post,0-500,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,0,,,,,,Oui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
174,0.7307692,0.5263158,43.789474,6.385965,6.385965,6.385965,6.385965,6.385965,3.831579,3.831579,0.21428572,0.21428572,0.21428572,0.21428572,0.21428572,0.35714287,0.35714287,0.21428572,0.35714287,1.3684211,1,Oui,,6,604,174,Urban,122,121,8,10,14,3,122,121,Questionnaire rempli,5,Public,Hospital,1001-2000,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,Oui,0,Oui,Non,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,0,,Non,Oui (non observé),0,,Non,Oui (non observé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Disponible mais non observé (non-périmé),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,3.0,"Oui, pas observé",Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,2
175,0.36619717,1.0,33.283825,6.0516047,6.0516047,6.0516047,6.0516047,6.0516047,4.5387034,4.5387034,0.5,0.5,0.5,0.5,0.5,0.6666667,0.6666667,0.5,0.6666667,3.0258024,1,Oui,,6,604,175,Rural,122,121,10,5,16,43,122,121,Questionnaire rempli,5,Public,Health Center,1001-2000,Permanence et garde,Over 50,Oui,Oui,Oui,Oui,Oui,0,Oui,0,"Oui, payé par un privé","Oui, payé par un privé",0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),0,,0,,0,,Non,Oui (non observé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,22.0,0.0,Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
176,0.21064301,1.0,187.52548,93.76274,93.76274,93.76274,93.76274,93.76274,46.88137,46.88137,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.4,18.752548,1,Oui,,6,604,176,Rural,101,102,11,45,14,25,101,102,Questionnaire rempli,5,Private,Health Post,Over 3000,Permanence,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,"Oui, observé",,,Gaz,,,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
177,0.21064301,1.0,22.097809,8.839124,8.839124,8.839124,8.839124,8.839124,8.839124,8.839124,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4.419562,1,Oui,,6,604,177,Rural,101,102,8,1,13,20,101,102,Questionnaire rempli,5,Public,Health Post,1001-2000,Permanence et garde,Over 50,Oui,Oui,Oui,Oui,0,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,Non,Oui (non observé),Non,Oui (non observé),0,,Au moins un observé (ET non-périmés),Disponible mais non observé (non-périmé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (MAIS TOUS périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,1.0,0.0,Pétrole,,,Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
178,0.21064301,1.0,14.280511,5.355191,5.355191,5.355191,5.355191,5.355191,3.5701277,3.5701277,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,1.0,1.0,0.6666667,1.0,3.5701277,1,Oui,,6,604,178,Rural,122,121,8,40,13,0,122,121,Questionnaire rempli,5,Public,Health Post,1001-2000,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,Oui,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,1.0,"Oui, pas observé",Panneau solaire,,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
179,0.7307692,0.4,69.789474,10.85614,10.85614,10.85614,10.85614,10.85614,6.5136843,6.5136843,0.12605043,0.12605043,0.12605043,0.12605043,0.12605043,0.21008404,0.21008404,0.12605043,0.21008404,1.3684211,1,Oui,,6,605,179,Urban,101,102,6,50,16,20,101,102,Questionnaire rempli,5,Public,Health Center,1001-2000,Permanence et garde,Over 50,Oui,Oui,Oui,Oui,0,0,0,0,"Oui, payé par un privé","Oui, payé par un privé","Oui, payé par un privé",Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,Non,Oui (non observé),Non,Oui (non observé),0,,Non,Oui (non observé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),0,0,Oui,Non functionnel,5.0,"Oui, pas observé",Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
18,0.21064301,1.0,20.27077,10.135385,10.135385,10.135385,10.135385,10.135385,5.0676923,5.0676923,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,0.6666667,0.6666667,0.33333334,0.6666667,3.3784616,1,Oui,,4,401,18,Rural,81,82,9,25,12,57,81,82,Questionnaire rempli,4,Public,Health Post,501-1000,Permanence et garde,Over 50,Oui,Oui,Oui,Oui,0,0,0,0,0,0,0,Non,0.0,Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,Non,Oui (non observé),0,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Oui,Non functionnel,6.0,"Oui, pas observé",Gaz,,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
