unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2q5_c,m2q6_hr,m2q6_mn,m2q7_hr,m2q7_mn,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq14,has_roster,has_absentee,country,absence_rate
132_1,132,1,11-50,11-50,5 or less,403,12,9,12,50,1,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
132_2,132,2,11-50,11-50,5 or less,403,12,9,12,50,2,Clinical Officer,Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
132_8,132,8,11-50,11-50,5 or less,403,12,9,12,50,8,Nurse,Secondary,Certificate,0,25-34,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
132_7,132,7,11-50,11-50,5 or less,403,12,9,12,50,7,Nurse,Secondary,Certificate,0,25-34,0,Yes,,Yes,,7.0,7.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
132_6,132,6,11-50,11-50,5 or less,403,12,9,12,50,6,Nurse,Primary,Certificate,0,45 or older,0,Yes,,Yes,,6.0,6.0,Nurse,Primary,Certificate,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
132_9,132,9,11-50,11-50,5 or less,403,12,9,12,50,9,Other,Primary,Certificate,0,45 or older,0,Yes,,Yes,,8.0,9.0,Other,Primary,Certificate,Before 1990,0.0,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
132_5,132,5,11-50,11-50,5 or less,403,12,9,12,50,5,Nurse,Secondary,Certificate,0,45 or older,0,Yes,,Yes,,5.0,5.0,Nurse,Secondary,Certificate,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
133_7,133,7,11-50,6-10,5 or less,201,15,45,16,0,7,Other,Secondary,Certificate,0,Younger than 25,0,0,"On call (pre on call, post on call)",Yes,,7.0,7.0,Other,Secondary,Certificate,After 2000,0.0,Younger than 25,Yes,,Discussion with colleages/staff meeting,Yes,1,1.0,Tanzania-2014,0.44444445
133_4,133,4,11-50,6-10,5 or less,201,15,45,16,0,4,Nurse,Post-Secondary,Certificate,0,35-44,0,Yes,,Yes,,4.0,4.0,Nurse,Post-Secondary,Certificate,In the 1990s,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.44444445
133_8,133,8,11-50,6-10,5 or less,201,15,45,16,0,8,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Tanzania-2014,0.44444445
133_2,133,2,11-50,6-10,5 or less,201,15,45,16,0,2,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,2.0,2.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.44444445
133_9,133,9,11-50,6-10,5 or less,201,15,45,16,0,9,Other,Post-Secondary,Certificate,Male,35-44,0,Yes,,Yes,,9.0,9.0,Other,Post-Secondary,Certificate,In the 1990s,Male,35-44,Yes,,Laboratory/investigations/X-ray,Yes,1,1.0,Tanzania-2014,0.44444445
133_5,133,5,11-50,6-10,5 or less,201,15,45,16,0,5,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,5.0,5.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Discussion with colleages/staff meeting,Yes,1,1.0,Tanzania-2014,0.44444445
133_6,133,6,11-50,6-10,5 or less,201,15,45,16,0,6,Other,Secondary,Certificate,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,6.0,6.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.44444445
133_1,133,1,11-50,6-10,5 or less,201,15,45,16,0,1,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,1.0,1.0,Doctor,Post-Secondary,Diploma,Before 1990,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.44444445
133_3,133,3,11-50,6-10,5 or less,201,15,45,16,0,3,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,3.0,3.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.44444445
135_14,135,14,11-50,11-50,5 or less,403,12,33,13,42,14,Other,Secondary,Certificate,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
135_2,135,2,11-50,11-50,5 or less,403,12,33,13,42,2,Doctor,Secondary,Advanced,Male,25-34,Yes,0,Other (specify),Yes,,2.0,2.0,Doctor,Secondary,Advanced,After 2000,Male,25-34,0.0,Other (specify),,,1,1.0,Tanzania-2014,0.4
135_11,135,11,11-50,11-50,5 or less,403,12,33,13,42,11,Nurse,Secondary,Certificate,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
135_5,135,5,11-50,11-50,5 or less,403,12,33,13,42,5,Nurse,Secondary,Certificate,0,35-44,0,0,Authorised absence (permision/leave),Yes,,4.0,5.0,Nurse,Secondary,Certificate,In the 1990s,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.4
135_12,135,12,11-50,11-50,5 or less,403,12,33,13,42,12,Nurse,Secondary,Certificate,0,25-34,0,Yes,,Yes,,9.0,12.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
135_3,135,3,11-50,11-50,5 or less,403,12,33,13,42,3,Doctor,Secondary,Advanced,Male,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,3.0,3.0,Doctor,Secondary,Advanced,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.4
135_7,135,7,11-50,11-50,5 or less,403,12,33,13,42,7,Nurse,Primary,Certificate,0,35-44,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
135_10,135,10,11-50,11-50,5 or less,403,12,33,13,42,10,Nurse,Primary,Certificate,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,8.0,10.0,Nurse,Primary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.4
135_4,135,4,11-50,11-50,5 or less,403,12,33,13,42,4,Clinical Officer,Secondary,Diploma,0,25-34,Yes,0,Other (specify),No,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
135_6,135,6,11-50,11-50,5 or less,403,12,33,13,42,6,Nurse,Primary,Certificate,0,25-34,0,Yes,,Yes,,5.0,6.0,Nurse,Primary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
135_9,135,9,11-50,11-50,5 or less,403,12,33,13,42,9,Nurse,Secondary,Certificate,0,Younger than 25,0,0,"On call (pre on call, post on call)",Yes,,7.0,9.0,Nurse,Secondary,Certificate,After 2000,0.0,Younger than 25,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.4
135_13,135,13,11-50,11-50,5 or less,403,12,33,13,42,13,Other,Secondary,Diploma,Male,35-44,0,0,"On call (pre on call, post on call)",Yes,,10.0,13.0,Other,Secondary,Certificate,After 2000,Male,35-44,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.4
135_8,135,8,11-50,11-50,5 or less,403,12,33,13,42,8,Nurse,Secondary,Certificate,0,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,6.0,8.0,Nurse,Secondary,Certificate,In the 1990s,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.4
135_1,135,1,11-50,11-50,5 or less,403,12,33,13,42,1,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
136_9,136,9,11-50,6-10,5 or less,603,14,10,14,40,9,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,9.0,9.0,Other,Secondary,Certificate,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
136_7,136,7,11-50,6-10,5 or less,603,14,10,14,40,7,Nurse,Secondary,Certificate,0,35-44,0,Yes,,Yes,,7.0,7.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
136_5,136,5,11-50,6-10,5 or less,603,14,10,14,40,5,Nurse,Secondary,Certificate,0,35-44,0,0,"On call (pre on call, post on call)",Yes,,5.0,5.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
136_6,136,6,11-50,6-10,5 or less,603,14,10,14,40,6,Nurse,Secondary,Certificate,0,35-44,0,0,"On call (pre on call, post on call)",Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
136_4,136,4,11-50,6-10,5 or less,603,14,10,14,40,4,Nurse,Secondary,Diploma,0,45 or older,0,Yes,,Yes,,4.0,4.0,Nurse,Secondary,Diploma,In the 1990s,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
136_8,136,8,11-50,6-10,5 or less,603,14,10,14,40,8,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
136_10,136,10,11-50,6-10,5 or less,603,14,10,14,40,10,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,10.0,10.0,Other,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
136_3,136,3,11-50,6-10,5 or less,603,14,10,14,40,3,Clinical Officer,Secondary,Diploma,0,45 or older,Yes,Yes,,Yes,Yes,3.0,3.0,Clinical Officer,Secondary,Diploma,In the 1990s,0.0,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
136_1,136,1,11-50,6-10,5 or less,603,14,10,14,40,1,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,Training/seminar/meeting,Yes,,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
136_2,136,2,11-50,6-10,5 or less,603,14,10,14,40,2,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
138_8,138,8,Over 50,11-50,Over 5,602,10,0,10,45,8,Other,Secondary,Certificate,Male,35-44,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_16,138,16,Over 50,11-50,Over 5,602,10,0,10,45,16,Other,Secondary,Diploma,Male,35-44,0,0,Sickness/maternity,Yes,,5.0,16.0,Other,Secondary,Diploma,In the 1990s,Male,35-44,0.0,Sickness/maternity,,,1,1.0,Tanzania-2014,0.5
138_25,138,25,Over 50,11-50,Over 5,602,10,0,10,45,25,Other,Primary,Certificate,0,45 or older,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_12,138,12,Over 50,11-50,Over 5,602,10,0,10,45,12,Nurse,Secondary,Certificate,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_9,138,9,Over 50,11-50,Over 5,602,10,0,10,45,9,Other,Secondary,Certificate,Male,25-34,0,Yes,,Yes,,8.0,9.0,Other,Secondary,Certificate,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.5
138_1,138,1,Over 50,11-50,Over 5,602,10,0,10,45,1,Doctor,Secondary,Diploma,Male,45 or older,Yes,0,Official mission,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_13,138,13,Over 50,11-50,Over 5,602,10,0,10,45,13,Nurse,Secondary,Certificate,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_21,138,21,Over 50,11-50,Over 5,602,10,0,10,45,21,Other,Secondary,Certificate,Male,25-34,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_3,138,3,Over 50,11-50,Over 5,602,10,0,10,45,3,Clinical Officer,Secondary,Diploma,0,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,10.0,3.0,Clinical Officer,Secondary,Diploma,Before 1990,0.0,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.5
138_2,138,2,Over 50,11-50,Over 5,602,10,0,10,45,2,Doctor,Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,1.0,2.0,Doctor,Secondary,Diploma,In the 1990s,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.5
138_15,138,15,Over 50,11-50,Over 5,602,10,0,10,45,15,Other,Secondary,Certificate,Male,25-34,0,0,"On call (pre on call, post on call)",Yes,,3.0,15.0,Other,Secondary,Certificate,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.5
138_19,138,19,Over 50,11-50,Over 5,602,10,0,10,45,19,Other,Secondary,Certificate,0,45 or older,0,0,Intership,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_4,138,4,Over 50,11-50,Over 5,602,10,0,10,45,4,Clinical Officer,Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,6.0,4.0,Clinical Officer,Secondary,Diploma,In the 1990s,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.5
138_11,138,11,Over 50,11-50,Over 5,602,10,0,10,45,11,Nurse,Secondary,Certificate,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_20,138,20,Over 50,11-50,Over 5,602,10,0,10,45,20,Other,Primary,Certificate,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_5,138,5,Over 50,11-50,Over 5,602,10,0,10,45,5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_23,138,23,Over 50,11-50,Over 5,602,10,0,10,45,23,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_10,138,10,Over 50,11-50,Over 5,602,10,0,10,45,10,Nurse,Secondary,Diploma,0,45 or older,0,Yes,,Yes,,2.0,10.0,Nurse,Secondary,Diploma,After 2000,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.5
138_17,138,17,Over 50,11-50,Over 5,602,10,0,10,45,17,Other,Secondary,Diploma,Male,35-44,0,0,Intership,Yes,,9.0,17.0,Other,Secondary,Diploma,In the 1990s,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.5
138_6,138,6,Over 50,11-50,Over 5,602,10,0,10,45,6,Doctor,Secondary,Diploma,Male,35-44,Yes,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_7,138,7,Over 50,11-50,Over 5,602,10,0,10,45,7,Other,Secondary,Diploma,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_18,138,18,Over 50,11-50,Over 5,602,10,0,10,45,18,Other,Secondary,Certificate,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
138_22,138,22,Over 50,11-50,Over 5,602,10,0,10,45,22,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,4.0,22.0,Other,Secondary,Certificate,In the 1990s,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.5
138_14,138,14,Over 50,11-50,Over 5,602,10,0,10,45,14,Nurse,Secondary,Certificate,Male,25-34,0,Yes,,Yes,,7.0,14.0,Nurse,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.5
138_24,138,24,Over 50,11-50,Over 5,602,10,0,10,45,24,Other,Secondary,Certificate,Male,25-34,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.5
139_2,139,2,11-50,6-10,Over 5,403,9,15,10,0,2,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.375
139_1,139,1,11-50,6-10,Over 5,403,9,15,10,0,1,Nurse,Primary,Certificate,0,35-44,0,Yes,,Yes,,1.0,1.0,Nurse,Primary,Certificate,In the 1990s,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.375
139_5,139,5,11-50,6-10,Over 5,403,9,15,10,0,5,Other,Secondary,Diploma,Male,35-44,0,Yes,,Yes,,5.0,5.0,Other,Secondary,Diploma,After 2000,Male,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.375
139_8,139,8,11-50,6-10,Over 5,403,9,15,10,0,8,Nurse,Secondary,Certificate,0,45 or older,0,0,"On call (pre on call, post on call)",Yes,,8.0,8.0,Nurse,Secondary,Certificate,After 2000,0.0,45 or older,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.375
139_3,139,3,11-50,6-10,Over 5,403,9,15,10,0,3,Nurse,Secondary,Certificate,0,25-34,0,Yes,,Yes,,3.0,3.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.375
139_4,139,4,11-50,6-10,Over 5,403,9,15,10,0,4,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,4.0,4.0,Clinical Officer,Secondary,Diploma,After 2000,Male,45 or older,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.375
139_7,139,7,11-50,6-10,Over 5,403,9,15,10,0,7,Other,Secondary,Certificate,Male,25-34,0,Yes,,Yes,,7.0,7.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.375
139_6,139,6,11-50,6-10,Over 5,403,9,15,10,0,6,Nurse,Secondary,Certificate,0,35-44,0,0,"On call (pre on call, post on call)",Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.375
140_6,140,6,6-10,6-10,5 or less,403,8,17,8,44,6,Nurse,Secondary,Certificate,0,35-44,0,Yes,,Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.25
140_2,140,2,6-10,6-10,5 or less,403,8,17,8,44,2,Clinical Officer,Secondary,Diploma,0,45 or older,Yes,Yes,,Yes,Yes,2.0,2.0,Clinical Officer,Secondary,Diploma,In the 1990s,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.25
140_7,140,7,6-10,6-10,5 or less,403,8,17,8,44,7,Nurse,Secondary,Certificate,0,45 or older,0,Yes,,Yes,,7.0,7.0,Nurse,Secondary,Certificate,After 2000,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.25
140_8,140,8,6-10,6-10,5 or less,403,8,17,8,44,8,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.25
140_4,140,4,6-10,6-10,5 or less,403,8,17,8,44,4,Nurse,Secondary,Certificate,0,35-44,0,0,"On call (pre on call, post on call)",Yes,,4.0,4.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.25
140_1,140,1,6-10,6-10,5 or less,403,8,17,8,44,1,Clinical Officer,Secondary,Diploma,0,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.25
140_5,140,5,6-10,6-10,5 or less,403,8,17,8,44,5,Nurse,Primary,Certificate,0,45 or older,0,Yes,,Yes,,5.0,5.0,Nurse,Primary,Certificate,Before 1990,0.0,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.25
140_3,140,3,6-10,6-10,5 or less,403,8,17,8,44,3,Clinical Officer,Secondary,Diploma,0,45 or older,Yes,0,Authorised absence (permision/leave),Yes,,3.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,45 or older,0.0,Authorised absence (permision/leave),,,1,1.0,Tanzania-2014,0.25
142_10,142,10,11-50,6-10,5 or less,501,8,0,8,40,10,Other,Secondary,Certificate,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,10.0,10.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Discussion with colleages/staff meeting,Yes,1,1.0,Tanzania-2014,0.4
142_9,142,9,11-50,6-10,5 or less,501,8,0,8,40,9,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,9.0,9.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
142_5,142,5,11-50,6-10,5 or less,501,8,0,8,40,5,Nurse,Secondary,Diploma,0,35-44,0,Yes,,Yes,,5.0,5.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
142_7,142,7,11-50,6-10,5 or less,501,8,0,8,40,7,Other,Secondary,Certificate,0,45 or older,0,0,"On call (pre on call, post on call)",Yes,,7.0,7.0,Other,Secondary,Certificate,In the 1990s,0.0,45 or older,Yes,,Discussion with colleages/staff meeting,Yes,1,1.0,Tanzania-2014,0.4
142_2,142,2,11-50,6-10,5 or less,501,8,0,8,40,2,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
142_4,142,4,11-50,6-10,5 or less,501,8,0,8,40,4,Nurse,Secondary,Certificate,0,35-44,0,Yes,,Yes,,4.0,4.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
142_6,142,6,11-50,6-10,5 or less,501,8,0,8,40,6,Nurse,Secondary,Certificate,0,25-34,0,Yes,,Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Tanzania-2014,0.4
142_1,142,1,11-50,6-10,5 or less,501,8,0,8,40,1,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
142_3,142,3,11-50,6-10,5 or less,501,8,0,8,40,3,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,3.0,3.0,Clinical Officer,Secondary,Diploma,In the 1990s,Male,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
142_8,142,8,11-50,6-10,5 or less,501,8,0,8,40,8,Other,Secondary,Certificate,0,45 or older,0,0,"On call (pre on call, post on call)",Yes,,8.0,8.0,Other,Secondary,Certificate,Before 1990,0.0,45 or older,Yes,,Paperwork/reports,Yes,1,1.0,Tanzania-2014,0.4
143_5,143,5,11-50,6-10,Over 5,403,8,9,8,49,5,Other,Secondary,Certificate,0,Younger than 25,0,Yes,,Yes,,5.0,5.0,Other,Secondary,Certificate,After 2000,0.0,Younger than 25,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.33333334
143_8,143,8,11-50,6-10,Over 5,403,8,9,8,49,8,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.33333334
143_7,143,7,11-50,6-10,Over 5,403,8,9,8,49,7,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,7.0,7.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.33333334
143_4,143,4,11-50,6-10,Over 5,403,8,9,8,49,4,Nurse,Secondary,Diploma,0,Younger than 25,0,0,"On call (pre on call, post on call)",Yes,,4.0,4.0,Nurse,Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.33333334
143_2,143,2,11-50,6-10,Over 5,403,8,9,8,49,2,Doctor,Secondary,Advanced,Male,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,2.0,2.0,Doctor,Secondary,Advanced,Before 1990,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.33333334
143_6,143,6,11-50,6-10,Over 5,403,8,9,8,49,6,Other,Secondary,Diploma,0,Younger than 25,0,0,"On call (pre on call, post on call)",Yes,,6.0,6.0,Other,Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Laboratory/investigations/X-ray,Yes,1,1.0,Tanzania-2014,0.33333334
143_3,143,3,11-50,6-10,Over 5,403,8,9,8,49,3,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Authorised absence (permision/leave),Yes,,3.0,3.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Tanzania-2014,0.33333334
143_1,143,1,11-50,6-10,Over 5,403,8,9,8,49,1,Doctor,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Doctor,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.33333334
