country,facility_id,abs_prob,abs_wt,act_a,admin1,admin3,admin4,admin5,admin6,adultscale_a,adultscale_b,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,autoclave_a,autoclave_b,azithromycin_a,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,cefixime_a,ceftriaxone2_a,childscale_a,childscale_b,contraceptive_a,cotrimoxazole3_a,depo_a,dryheat_a,dryheat_b,expired_drugs,faccomputer_b,facility_level,facmobile_b,fansidar_a,final_wt,folic_a,fridge_tempmon,gentamycin_a,glucometer_a,glucometer_b,has_antibiotics,has_anticonvuls,has_autosyringe,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_implants,has_iuds,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_sharps,has_vaccarrier,has_weights,hivtest_a,hivtest_b,incinerator_a,incinerator_b,indmobile1_b,infantscale_a,infantscale_b,internet_b,ipw,irona_a,magsulf_a,measles_vac,methasone_a,metronidazole_a,microscope_a,microscope_b,misoprostol_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_med,num_nonmed,num_outpatient,ors_a,oxytocin_a,pentavalent_vac,phone_b,pneumococ_vac,polio_vac,publicprivate,radio_b,rdt_a,rdt_b,ruralurban,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,tbtest_a,tbtest_b,thermometer_a,thermometer_b,urinetest_a,urinetest_b,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,zinctabs_a
Uganda-2013,200,1.0,18.642029,At least one observed (not expired),4,326,1,8,127.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not available today,Never available,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,,No,Health Post,No,At least one observed (not expired),18.642029,At least one observed (not expired),,Never available,No,,No,No,Yes (Observed),No,Yes (Observed),1,No,,Yes,,No,No,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),No,18.642029,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Not recommended at given facility level,No,,Not available today,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),At least one observed (not expired),Not available today,No,Never available,Not available today,Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,1.0,18.642029,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,201,1.0,17.732508,At least one observed (not expired),4,326,1,10,248.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Yes (Not Observed),,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),17.732508,Not available today,Yes,At least one observed (not expired),Yes,Yes,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),No,No,Yes (Observed),Yes (Observed),No,17.732508,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Not available today,No,,Over 50,11-50,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,Yes,Yes,0.54545456,32.509598,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,202,1.0,12.447098,At least one observed (not expired),4,326,1,11,322.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),12.447098,At least one observed (not expired),Yes,At least one observed (not expired),Yes,Yes,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),Yes (Observed),No,Yes (Observed),No,No,12.447098,Never available,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),No,Not available today,At least one observed (not expired),Not available today,Yes (Observed),No,50 or less,6-10,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),No,Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.33333334,37.341293,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,203,1.0,7.935661,At least one observed (all expired),4,330,1,3,109.0,Yes (Observed),Yes (Observed),Never available,Not available today,Not available today,Never available,No,,Not recommended at given facility level,At least one observed (not expired),Not available today,Available but not observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Available but not observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,No,Not available today,7.935661,At least one observed (not expired),Yes,Never available,No,,No,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,7.935661,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not available today,Not recommended at given facility level,Yes (Observed),Yes (Not Observed),Over 50,5 or less,5 or less,0-500,Not available today,Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Private,Yes (Observed),Yes,Yes,Rural,Yes (Observed),No,No,,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.6666667,11.903491,At least one observed (not expired),Not recommended at given facility level
Uganda-2013,204,0.375,29.66193,At least one observed (not expired),4,330,1,4,324.0,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),Never available,No,,Yes,No,Health Center,No,At least one observed (not expired),11.123223,At least one observed (not expired),Yes,At least one observed (not expired),Yes,Yes,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,11.123223,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),Not recommended at given facility level,At least one observed (not expired),Not available today,Yes (Observed),Yes (Not Observed),Over 50,6-10,5 or less,501-1000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.375,29.66193,At least one observed (not expired),Never available
Uganda-2013,205,0.18181819,61.177727,At least one observed (not expired),4,330,1,4,324.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Not recommended at given facility level,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),11.123223,At least one observed (not expired),Yes,Never available,Yes,Yes,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,No,Yes (Observed),Yes (Observed),No,11.123223,At least one observed (not expired),Available but not observed (not expired),At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Not Observed),At least one observed (all expired),At least one observed (not expired),Not recommended at given facility level,Yes (Observed),Yes (Not Observed),Over 50,11-50,Over 5,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.18181819,61.177727,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,206,1.0,26.65632,At least one observed (not expired),4,330,1,6,316.0,No,,Never available,Never available,Never available,Never available,No,,Never available,Not available today,Never available,At least one observed (not expired),Never available,Never available,Not recommended at given facility level,Yes (Observed),No,At least one observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),26.65632,At least one observed (not expired),Yes,Never available,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,26.65632,Never available,Never available,At least one observed (not expired),Never available,Not recommended at given facility level,No,,Never available,Not recommended at given facility level,Never available,No,,Over 50,6-10,5 or less,2001-3000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,0.5714286,46.64856,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,207,0.1,40.26587,At least one observed (not expired),4,330,1,7,87.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Not Observed),No,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,Yes (Observed),Health Center,No,At least one observed (not expired),4.026587,At least one observed (not expired),Yes,Not available today,Yes,Yes,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,No,Yes (Observed),Yes (Observed),Yes (Observed),4.026587,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Never available,No,,Over 50,11-50,Over 5,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,No,,Urban,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes (Observed),Yes (Observed),No,,Yes,No,0.05,80.53174,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,208,0.90909094,14.020428,At least one observed (not expired),5,401,1,1,39.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Not Observed),No,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,Never available,Not available today,Yes (Not Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Not Observed),No,Yes,No,Health Center,No,At least one observed (not expired),12.745843,At least one observed (not expired),Yes,Not available today,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),Yes (Observed),No,Yes (Not Observed),Yes (Observed),No,12.745843,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),At least one observed (all expired),Not available today,Yes (Observed),Yes (Observed),Not available today,Not available today,At least one observed (all expired),Yes (Observed),Yes (Observed),50 or less,11-50,5 or less,2001-3000,At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),No,Never available,Not available today,Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,Yes,Yes,0.18181819,70.102135,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,209,1.0,23.628391,At least one observed (not expired),5,401,1,2,59.0,Yes (Observed),Yes (Observed),Never available,Never available,At least one observed (not expired),Never available,No,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (all expired),Available but not observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,No,No,Health Post,No,At least one observed (not expired),23.628391,At least one observed (not expired),Yes,Available but not observed (not expired),No,,No,No,No,No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,23.628391,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Never available,Never available,No,,Never available,Available but not observed (not expired),Not recommended at given facility level,No,,Over 50,5 or less,5 or less,2001-3000,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Not Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.5,47.256783,Not available today,At least one observed (not expired)
Uganda-2013,21,0.4,15.515669,At least one observed (not expired),1,112,2,4,271.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Not available today,Never available,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),Never available,No,,Yes,No,Health Post,Yes (Observed),At least one observed (not expired),6.2062674,At least one observed (not expired),Yes,At least one observed (not expired),No,,Yes,Yes,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),Yes (Observed),Yes (Observed),No,,No,6.2062674,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Over 50,5 or less,5 or less,501-1000,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.4,15.515669,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,210,1.0,11.958991,Not available today,5,401,1,5,302.0,Yes (Observed),Yes (Observed),Not available today,Not available today,Not available today,Never available,No,,Not available today,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,No,,,No,Health Post,No,Not available today,11.958991,At least one observed (not expired),,Not available today,No,,No,No,No,No,Yes (Observed),1,No,,Yes,Yes (Observed),No,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,11.958991,At least one observed (not expired),Not recommended at given facility level,Not available today,Not available today,Not available today,No,,Never available,At least one observed (not expired),Not available today,No,,Over 50,5 or less,5 or less,0-500,At least one observed (not expired),Not available today,Not available today,No,Never available,Not available today,Private,No,No,,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,0.33333334,35.876972,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,211,0.5,38.96134,At least one observed (not expired),5,403,1,1,150.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,At least one observed (all expired),Never available,No,,At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (all expired),At least one observed (all expired),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Yes,Yes (Observed),Health Center,No,At least one observed (not expired),19.48067,At least one observed (not expired),Yes,At least one observed (not expired),Yes,Yes,Yes,Yes,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),No,19.48067,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (all expired),At least one observed (all expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (all expired),At least one observed (not expired),No,,50 or less,6-10,5 or less,Over 3000,At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,At least one observed (not expired),Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.25,77.92268,At least one observed (not expired),Not available today
Uganda-2013,212,0.44444445,22.941319,At least one observed (not expired),5,403,1,2,110.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Not recommended at given facility level,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),10.196141,At least one observed (not expired),Yes,Never available,No,,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,10.196141,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Not available today,No,,50 or less,6-10,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.11111111,91.765274,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,213,1.0,10.196141,At least one observed (not expired),5,403,1,2,343.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,At least one observed (not expired),Never available,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),10.196141,At least one observed (not expired),Yes,At least one observed (not expired),No,,No,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,10.196141,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,At least one observed (not expired),Not available today,Never available,No,,50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.5,20.392282,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,214,1.0,7.335994,At least one observed (not expired),5,403,1,5,29.0,Yes (Observed),Yes (Observed),Never available,Never available,Never available,Not available today,Yes (Not Observed),No,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Not recommended at given facility level,Never available,Never available,Yes (Not Observed),Yes (Not Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),7.335994,At least one observed (not expired),Yes,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Not Observed),Yes (Not Observed),No,7.335994,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Never available,Never available,No,,Not recommended at given facility level,Not available today,Never available,Yes (Observed),No,50 or less,5 or less,5 or less,2001-3000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),No,No,,Yes (Not Observed),No,No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.33333334,22.00798,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,215,1.0,7.335994,At least one observed (not expired),5,403,1,5,55.0,Yes (Observed),Yes (Observed),Never available,Never available,Not recommended at given facility level,Never available,No,,Never available,At least one observed (not expired),Never available,At least one observed (not expired),Not recommended at given facility level,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,Not available today,7.335994,At least one observed (not expired),Yes,Never available,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,7.335994,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Never available,Never available,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,0.5,14.671988,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,216,0.75,9.781325,At least one observed (not expired),5,403,1,5,178.0,Yes (Observed),No,Never available,At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,No,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),7.335994,At least one observed (not expired),Yes,Never available,No,,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,7.335994,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Never available,No,,50 or less,11-50,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.33333334,22.00798,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,217,1.0,7.335994,At least one observed (not expired),5,403,1,5,181.0,Yes (Observed),Yes (Observed),Never available,Never available,Never available,Never available,No,,Never available,At least one observed (not expired),Never available,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),7.335994,At least one observed (not expired),Yes,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,Yes (Observed),Yes (Observed),No,7.335994,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.33333334,22.00798,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,218,0.2,41.251945,At least one observed (not expired),5,403,1,6,61.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (all expired),Yes (Not Observed),Yes (Not Observed),Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),8.250389,At least one observed (not expired),Yes,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,8.250389,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Never available,Yes (Observed),Yes (Not Observed),50 or less,6-10,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.1,82.50389,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,219,1.0,8.250389,At least one observed (not expired),5,403,1,6,165.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,Not available today,8.250389,At least one observed (not expired),Yes,Not available today,No,,No,No,Yes (Not Observed),No,Yes (Not Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,8.250389,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not available today,Not recommended at given facility level,No,,50 or less,5 or less,5 or less,2001-3000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,No,,No,,No,,No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.5,16.500778,At least one observed (not expired),At least one observed (not expired)
