survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_nonmed,num_staff,provider_activity,provider_age1,provider_cadre1,provider_cadre2,provider_educ1,provider_male1,provider_male2,provider_mededuc1,provider_present1,provider_present2,salary_delay
Togo-2013_139_2,Togo-2013,139_2,139,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,6.0,Younger than 25,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_139_1,Togo-2013,139_1,139,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_14_5,Togo-2013,14_5,14,5,0.5,,,,Unauthorized absence,1.0,1,Yes,5 or less,6-10,,25-34,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_14_4,Togo-2013,14_4,14,4,0.5,,,,Unauthorized absence,1.0,1,Yes,5 or less,6-10,,25-34,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_14_2,Togo-2013,14_2,14,2,0.5,,,,,1.0,1,Yes,5 or less,6-10,With patient,25-34,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_14_3,Togo-2013,14_3,14,3,0.5,,,,,1.0,1,No,5 or less,6-10,6.0,35-44,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_14_6,Togo-2013,14_6,14,6,0.5,,,,,1.0,1,No,5 or less,6-10,"Laboratory, investigations, or x-ray",35-44,Other,Other,Post-Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_14_1,Togo-2013,14_1,14,1,0.5,,,,Unauthorized absence,1.0,1,Yes,5 or less,6-10,,35-44,Nurse,Nurse,Post-Secondary,Male,Male,Diploma,Yes,No,
Togo-2013_140_2,Togo-2013,140_2,140,2,0.5,,,Authorized absence,Authorized absence,1.0,1,No,5 or less,5 or less,,25-34,Other,Other,Secondary,Female,Female,None,No,No,
Togo-2013_140_1,Togo-2013,140_1,140,1,0.5,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_141_2,Togo-2013,141_2,141,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_141_1,Togo-2013,141_1,141,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_141_3,Togo-2013,141_3,141,3,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_141_4,Togo-2013,141_4,141,4,0.0,,,,,1.0,1,No,5 or less,5 or less,6.0,45 or older,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_142_10,Togo-2013,142_10,142,10,0.1,,,Sick or on maternity leave,,1.0,1,Yes,Over 5,11-50,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,No,Yes,No
Togo-2013_142_7,Togo-2013,142_7,142,7,0.1,,,,,,1,No,Over 5,11-50,,45 or older,Other,,Primary,Female,,None,Yes,,
Togo-2013_142_16,Togo-2013,142_16,142,16,0.1,,,,,1.0,1,No,Over 5,11-50,6.0,35-44,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_142_13,Togo-2013,142_13,142,13,0.1,,,,,,1,No,Over 5,11-50,,25-34,Other,,Post-Secondary,Male,,,Yes,,
Togo-2013_142_2,Togo-2013,142_2,142,2,0.1,,,,,1.0,1,Yes,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_142_5,Togo-2013,142_5,142,5,0.1,,,,,,1,Yes,Over 5,11-50,,35-44,Nurse,,Secondary,Male,,Diploma,Yes,,
Togo-2013_142_11,Togo-2013,142_11,142,11,0.1,,,,,,1,Yes,Over 5,11-50,,35-44,Other,,Secondary,Female,,None,Yes,,
Togo-2013_142_15,Togo-2013,142_15,142,15,0.1,,,,,1.0,1,No,Over 5,11-50,6.0,45 or older,Other,Other,Post-Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_142_4,Togo-2013,142_4,142,4,0.1,,,Authorized absence,Authorized absence,1.0,1,No,Over 5,11-50,,45 or older,Other,Other,Secondary,Male,Male,Diploma,No,No,
Togo-2013_142_9,Togo-2013,142_9,142,9,0.1,,,On-call,,1.0,1,Yes,Over 5,11-50,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,No,Yes,No
Togo-2013_142_6,Togo-2013,142_6,142,6,0.1,,,Official mission,,,1,Yes,Over 5,11-50,,45 or older,Nurse,,Secondary,Male,,Diploma,No,,
Togo-2013_142_14,Togo-2013,142_14,142,14,0.1,,,,,1.0,1,No,Over 5,11-50,6.0,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_142_3,Togo-2013,142_3,142,3,0.1,,,,,1.0,1,No,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_142_8,Togo-2013,142_8,142,8,0.1,,,Authorized absence,,,1,Yes,Over 5,11-50,,35-44,Nurse,,Secondary,Female,,Diploma,No,,
Togo-2013_142_12,Togo-2013,142_12,142,12,0.1,,,,,1.0,1,No,Over 5,11-50,6.0,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_142_1,Togo-2013,142_1,142,1,0.1,,,,,1.0,1,No,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,Doctor,Doctor,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_143_1,Togo-2013,143_1,143,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,45 or older,Nurse,Nurse,Primary,Male,Male,None,Yes,Yes,No
Togo-2013_143_2,Togo-2013,143_2,143,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_144_3,Togo-2013,144_3,144,3,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_144_1,Togo-2013,144_1,144,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,35-44,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_144_2,Togo-2013,144_2,144,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,Younger than 25,Other,Other,Primary,Female,Female,Certificate,Yes,Yes,No
Togo-2013_145_1,Togo-2013,145_1,145,1,1.0,,,,Authorized absence,1.0,1,Yes,5 or less,5 or less,,45 or older,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,No,
Togo-2013_145_2,Togo-2013,145_2,145,2,1.0,,,Unauthorized absence,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,,45 or older,Other,Other,Secondary,Female,Female,Diploma,No,No,
Togo-2013_146_6,Togo-2013,146_6,146,6,0.33333334,,,,,1.0,1,Yes,5 or less,11-50,With patient,45 or older,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_146_4,Togo-2013,146_4,146,4,0.33333334,,,,,1.0,1,Yes,5 or less,11-50,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_146_7,Togo-2013,146_7,146,7,0.33333334,,,,Authorized absence,1.0,1,No,5 or less,11-50,,25-34,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_146_5,Togo-2013,146_5,146,5,0.33333334,,ELLE A ETE AFFECTEE DU CMS. ELLE EST PARTI DEPUIS,,Internal organization for day,1.0,1,Yes,5 or less,11-50,,35-44,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_146_8,Togo-2013,146_8,146,8,0.33333334,,,,,1.0,1,No,5 or less,11-50,"Laboratory, investigations, or x-ray",25-34,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_146_2,Togo-2013,146_2,146,2,0.33333334,,,,,1.0,1,Yes,5 or less,11-50,With patient,35-44,Nurse,Nurse,Secondary,Male,Male,Certificate,Yes,Yes,No
Togo-2013_146_9,Togo-2013,146_9,146,9,0.33333334,,,Authorized absence,,1.0,1,No,5 or less,11-50,Discussion with colleagues or staff meeting,25-34,Other,Other,Secondary,Female,Female,None,No,Yes,No
Togo-2013_146_1,Togo-2013,146_1,146,1,0.33333334,,,,Authorized absence,1.0,1,Yes,5 or less,11-50,,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_146_3,Togo-2013,146_3,146,3,0.33333334,,,,,1.0,1,Yes,5 or less,11-50,With patient,Younger than 25,Nurse,Nurse,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_147_1,Togo-2013,147_1,147,1,0.33333334,,,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_147_2,Togo-2013,147_2,147,2,0.33333334,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_147_3,Togo-2013,147_3,147,3,0.33333334,,,,,1.0,1,No,5 or less,5 or less,Paperwork,Younger than 25,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_148_3,Togo-2013,148_3,148,3,0.0,,,,,1.0,1,Yes,5 or less,5 or less,Discussion with colleagues or staff meeting,25-34,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_148_1,Togo-2013,148_1,148,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,Paperwork,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_148_4,Togo-2013,148_4,148,4,0.0,,,,,1.0,1,No,5 or less,5 or less,Paperwork,25-34,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_148_2,Togo-2013,148_2,148,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,Nurse,Nurse,Primary,Male,Male,None,Yes,Yes,No
Togo-2013_149_1,Togo-2013,149_1,149,1,0.6666667,,,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,,45 or older,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,No,
Togo-2013_149_3,Togo-2013,149_3,149,3,0.6666667,,,,,1.0,1,Yes,5 or less,5 or less,With patient,35-44,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_149_2,Togo-2013,149_2,149,2,0.6666667,,ELLE A ETE AFFECTEE DEPUIS HIER DU CENTRE DONC ELL,,Internal organization for day,1.0,1,Yes,5 or less,5 or less,,25-34,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_15_2,Togo-2013,15_2,15,2,0.4,,,,,,1,Yes,5 or less,11-50,,35-44,Doctor,,Post-Secondary,Male,,Advanced,Yes,,
Togo-2013_15_12,Togo-2013,15_12,15,12,0.4,,,,Internal organization for day,1.0,1,No,5 or less,11-50,,45 or older,Other,Other,Secondary,Female,Female,Diploma,Yes,No,
Togo-2013_15_5,Togo-2013,15_5,15,5,0.4,,,,,1.0,1,Yes,5 or less,11-50,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_15_10,Togo-2013,15_10,15,10,0.4,,,,,,1,No,5 or less,11-50,,25-34,Other,,Secondary,Male,,Diploma,Yes,,
Togo-2013_15_13,Togo-2013,15_13,15,13,0.4,,,Authorized absence,,1.0,1,No,5 or less,11-50,6.0,25-34,Other,Other,Primary,Female,Female,None,No,Yes,No
Togo-2013_15_11,Togo-2013,15_11,15,11,0.4,,,,,,1,No,5 or less,11-50,,35-44,Other,,Primary,Female,,Certificate,Yes,,
Togo-2013_15_4,Togo-2013,15_4,15,4,0.4,,,,,1.0,1,Yes,5 or less,11-50,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_15_6,Togo-2013,15_6,15,6,0.4,,,Authorized absence,Authorized absence,1.0,1,Yes,5 or less,11-50,,35-44,Nurse,Nurse,Secondary,Male,Male,None,No,No,
Togo-2013_15_3,Togo-2013,15_3,15,3,0.4,,,On-call,,1.0,1,Yes,5 or less,11-50,With patient,Younger than 25,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,No,Yes,No
Togo-2013_15_9,Togo-2013,15_9,15,9,0.4,,,,,1.0,1,Yes,5 or less,11-50,With patient,25-34,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_15_7,Togo-2013,15_7,15,7,0.4,,,On-call,On-call,1.0,1,Yes,5 or less,11-50,,45 or older,Nurse,Nurse,Secondary,Male,Male,None,No,No,
Togo-2013_15_1,Togo-2013,15_1,15,1,0.4,,,,,1.0,1,Yes,5 or less,11-50,With patient,35-44,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,Yes,Yes,No
Togo-2013_15_8,Togo-2013,15_8,15,8,0.4,,,,On-call,1.0,1,Yes,5 or less,11-50,,35-44,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_150_5,Togo-2013,150_5,150,5,0.7,,,,Unauthorized absence,1.0,1,Yes,5 or less,11-50,,25-34,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_150_8,Togo-2013,150_8,150,8,0.7,,,,,1.0,1,No,5 or less,11-50,6.0,45 or older,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_150_7,Togo-2013,150_7,150,7,0.7,,,,,1.0,1,No,5 or less,11-50,With patient,45 or older,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_150_3,Togo-2013,150_3,150,3,0.7,,,Authorized absence,Authorized absence,1.0,1,Yes,5 or less,11-50,,45 or older,Nurse,Nurse,Secondary,Female,Female,Diploma,No,No,
Togo-2013_150_10,Togo-2013,150_10,150,10,0.7,,,,Unauthorized absence,1.0,1,No,5 or less,11-50,,25-34,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_150_9,Togo-2013,150_9,150,9,0.7,,,,On-call,1.0,1,No,5 or less,11-50,,45 or older,Other,Other,Primary,Male,Male,None,Yes,No,
Togo-2013_150_1,Togo-2013,150_1,150,1,0.7,,,,Authorized absence,1.0,1,Yes,5 or less,11-50,,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_150_2,Togo-2013,150_2,150,2,0.7,,,,Unauthorized absence,1.0,1,Yes,5 or less,11-50,,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_150_6,Togo-2013,150_6,150,6,0.7,,,,,1.0,1,No,5 or less,11-50,With patient,25-34,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_150_4,Togo-2013,150_4,150,4,0.7,,,,Unauthorized absence,1.0,1,Yes,5 or less,11-50,,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,No,
Togo-2013_151_2,Togo-2013,151_2,151,2,0.33333334,,,Authorized absence,,1.0,1,Yes,5 or less,5 or less,With patient,35-44,Other,Other,Secondary,Female,Female,None,No,Yes,No
Togo-2013_151_1,Togo-2013,151_1,151,1,0.33333334,,,,"Training, seminar or meeting",1.0,1,Yes,5 or less,5 or less,,35-44,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_151_3,Togo-2013,151_3,151,3,0.33333334,,,,,1.0,1,No,5 or less,5 or less,6.0,45 or older,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_152_12,Togo-2013,152_12,152,12,0.1,,,,,1.0,1,Yes,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_152_3,Togo-2013,152_3,152,3,0.1,,,,,1.0,1,Yes,Over 5,11-50,With patient,45 or older,Nurse,Nurse,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_152_11,Togo-2013,152_11,152,11,0.1,,,,,1.0,1,Yes,Over 5,11-50,With patient,35-44,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_152_14,Togo-2013,152_14,152,14,0.1,,,,,1.0,1,No,Over 5,11-50,6.0,35-44,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_152_15,Togo-2013,152_15,152,15,0.1,,,On-call,,,1,Yes,Over 5,11-50,,25-34,Nurse,,Post-Secondary,Male,,Advanced,No,,
Togo-2013_152_16,Togo-2013,152_16,152,16,0.1,,,,,,1,Yes,Over 5,11-50,,45 or older,Nurse,,Secondary,Male,,Diploma,Yes,,
Togo-2013_152_4,Togo-2013,152_4,152,4,0.1,,,On-call,On-call,1.0,1,Yes,Over 5,11-50,,35-44,Other,Other,Secondary,Female,Female,Diploma,No,No,
Togo-2013_152_5,Togo-2013,152_5,152,5,0.1,,,,,1.0,1,No,Over 5,11-50,6.0,45 or older,Nurse,Nurse,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_152_2,Togo-2013,152_2,152,2,0.1,,,,,1.0,1,Yes,Over 5,11-50,With patient,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Female,Female,Advanced,Yes,Yes,No
Togo-2013_152_8,Togo-2013,152_8,152,8,0.1,,,,,,1,No,Over 5,11-50,,25-34,Other,,Primary,Female,,None,Yes,,
Togo-2013_152_7,Togo-2013,152_7,152,7,0.1,,,,,1.0,1,No,Over 5,11-50,"Laboratory, investigations, or x-ray",35-44,Other,Other,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_152_10,Togo-2013,152_10,152,10,0.1,,,,,1.0,1,No,Over 5,11-50,6.0,45 or older,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_152_6,Togo-2013,152_6,152,6,0.1,,,,,,1,Yes,Over 5,11-50,,35-44,Nurse,,Secondary,Male,,Diploma,Yes,,
Togo-2013_152_13,Togo-2013,152_13,152,13,0.1,,,,,,1,No,Over 5,11-50,,25-34,Other,,Post-Secondary,Male,,Advanced,Yes,,
Togo-2013_152_9,Togo-2013,152_9,152,9,0.1,,,,,1.0,1,Yes,Over 5,11-50,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_152_1,Togo-2013,152_1,152,1,0.1,,,Authorized absence,,,1,Yes,Over 5,11-50,,25-34,Doctor,,Post-Secondary,Male,,Advanced,No,,
Togo-2013_153_4,Togo-2013,153_4,153,4,0.2,,,,Authorized absence,1.0,1,Yes,5 or less,5 or less,,45 or older,Nurse,Nurse,Primary,Male,Male,None,Yes,No,
Togo-2013_153_3,Togo-2013,153_3,153,3,0.2,,,,,1.0,1,Yes,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_153_5,Togo-2013,153_5,153,5,0.2,,,,,1.0,1,No,5 or less,5 or less,"Laboratory, investigations, or x-ray",25-34,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_153_1,Togo-2013,153_1,153,1,0.2,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_153_2,Togo-2013,153_2,153,2,0.2,,,,,1.0,1,Yes,5 or less,5 or less,With patient,35-44,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_154_5,Togo-2013,154_5,154,5,0.0,,,,,1.0,1,No,5 or less,6-10,6.0,45 or older,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_154_1,Togo-2013,154_1,154,1,0.0,,,,,1.0,1,Yes,5 or less,6-10,With patient,35-44,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_154_3,Togo-2013,154_3,154,3,0.0,,,,,1.0,1,Yes,5 or less,6-10,With patient,25-34,Nurse,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_154_2,Togo-2013,154_2,154,2,0.0,,,,,1.0,1,Yes,5 or less,6-10,With patient,45 or older,Nurse,Nurse,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_154_4,Togo-2013,154_4,154,4,0.0,,,,,1.0,1,Yes,5 or less,6-10,With patient,35-44,Nurse,Nurse,Primary,Male,Male,None,Yes,Yes,No
Togo-2013_155_1,Togo-2013,155_1,155,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Nurse,Nurse,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_155_2,Togo-2013,155_2,155,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_156_1,Togo-2013,156_1,156,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_156_2,Togo-2013,156_2,156,2,0.0,,,Authorized absence,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Primary,Female,Female,None,No,Yes,No
Togo-2013_157_1,Togo-2013,157_1,157,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_157_2,Togo-2013,157_2,157,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_158_2,Togo-2013,158_2,158,2,0.5,,,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,,35-44,Other,Other,Primary,Female,Female,Certificate,Yes,No,
Togo-2013_158_1,Togo-2013,158_1,158,1,0.5,,,,,1.0,1,Yes,5 or less,5 or less,With patient,35-44,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_159_2,Togo-2013,159_2,159,2,0.33333334,,,,,1.0,1,Yes,5 or less,5 or less,With patient,35-44,Nurse,Nurse,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_159_1,Togo-2013,159_1,159,1,0.33333334,,,Authorized absence,Authorized absence,1.0,1,Yes,5 or less,5 or less,,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,No,No,
Togo-2013_159_3,Togo-2013,159_3,159,3,0.33333334,,,,,1.0,1,No,5 or less,5 or less,6.0,Younger than 25,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_16_2,Togo-2013,16_2,16,2,0.16666667,,,,,1.0,1,No,5 or less,6-10,With patient,25-34,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_16_4,Togo-2013,16_4,16,4,0.16666667,,,,,1.0,1,Yes,5 or less,6-10,With patient,45 or older,Nurse,Nurse,Primary,Male,Male,None,Yes,Yes,No
Togo-2013_16_6,Togo-2013,16_6,16,6,0.16666667,,,,,1.0,1,No,5 or less,6-10,"Laboratory, investigations, or x-ray",35-44,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_16_3,Togo-2013,16_3,16,3,0.16666667,,,Unauthorized absence,Unauthorized absence,1.0,1,Yes,5 or less,6-10,,45 or older,Other,Other,Post-Secondary,Female,Female,Advanced,No,No,
Togo-2013_16_1,Togo-2013,16_1,16,1,0.16666667,,,,,1.0,1,Yes,5 or less,6-10,With patient,35-44,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_16_5,Togo-2013,16_5,16,5,0.16666667,,,,,1.0,1,Yes,5 or less,6-10,With patient,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_160_2,Togo-2013,160_2,160,2,0.25,,,,Official mission,1.0,1,Yes,5 or less,5 or less,,35-44,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_160_4,Togo-2013,160_4,160,4,0.25,,,,,1.0,1,No,5 or less,5 or less,6.0,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_160_3,Togo-2013,160_3,160,3,0.25,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_160_1,Togo-2013,160_1,160,1,0.25,,,,,1.0,1,Yes,5 or less,5 or less,With patient,45 or older,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_161_1,Togo-2013,161_1,161,1,0.5,,,,"Training, seminar or meeting",1.0,1,Yes,5 or less,5 or less,,45 or older,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_161_2,Togo-2013,161_2,161,2,0.5,,,,,1.0,1,Yes,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,Nurse,Nurse,Post-Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_162_2,Togo-2013,162_2,162,2,0.6,,,,,,1,Yes,Over 5,11-50,,25-34,Nurse,,Post-Secondary,Male,,Advanced,Yes,,
Togo-2013_162_10,Togo-2013,162_10,162,10,0.6,,,,,,1,No,Over 5,11-50,,45 or older,Other,,Primary,Male,,None,Yes,,
Togo-2013_162_3,Togo-2013,162_3,162,3,0.6,,,"Training, seminar or meeting",,1.0,1,Yes,Over 5,11-50,Discussion with colleagues or staff meeting,25-34,Other,Other,Secondary,Female,Female,Diploma,No,Yes,No
Togo-2013_162_9,Togo-2013,162_9,162,9,0.6,,,,,1.0,1,Yes,Over 5,11-50,Paperwork,25-34,Other,Other,Primary,Male,Male,None,Yes,Yes,No
Togo-2013_162_7,Togo-2013,162_7,162,7,0.6,,,,Unauthorized absence,1.0,1,No,Over 5,11-50,,45 or older,Other,Other,Primary,Male,Male,None,Yes,No,
Togo-2013_162_4,Togo-2013,162_4,162,4,0.6,,,,Unauthorized absence,1.0,1,No,Over 5,11-50,,45 or older,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_162_11,Togo-2013,162_11,162,11,0.6,,,,,,1,No,Over 5,11-50,,45 or older,Other,,Primary,Female,,None,Yes,,
Togo-2013_162_16,Togo-2013,162_16,162,16,0.6,,,,,,1,No,Over 5,11-50,,45 or older,Other,,Primary,Female,,None,Yes,,
Togo-2013_162_6,Togo-2013,162_6,162,6,0.6,,,Authorized absence,Authorized absence,1.0,1,Yes,Over 5,11-50,,35-44,Nurse,Nurse,Secondary,Female,Female,Diploma,No,No,
Togo-2013_162_8,Togo-2013,162_8,162,8,0.6,,,,,,1,No,Over 5,11-50,,45 or older,Other,,Primary,Male,,None,Yes,,
Togo-2013_162_15,Togo-2013,162_15,162,15,0.6,,,,Unauthorized absence,1.0,1,No,Over 5,11-50,,25-34,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_162_1,Togo-2013,162_1,162,1,0.6,,,,,1.0,1,Yes,Over 5,11-50,Discussion with colleagues or staff meeting,35-44,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,Yes,Yes,No
Togo-2013_162_13,Togo-2013,162_13,162,13,0.6,,,"Training, seminar or meeting",Unauthorized absence,1.0,1,No,Over 5,11-50,With patient,35-44,Other,Other,Secondary,Male,Male,None,No,Yes,No
Togo-2013_162_12,Togo-2013,162_12,162,12,0.6,,,,,,1,No,Over 5,11-50,,35-44,Other,,Primary,Male,,None,Yes,,
Togo-2013_162_5,Togo-2013,162_5,162,5,0.6,,,Authorized absence,Official mission,1.0,1,Yes,Over 5,11-50,,35-44,Nurse,Nurse,Secondary,Female,Female,Diploma,No,No,
