survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_med,num_nonmed,num_staff,provider_activity,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ1,provider_educ2,provider_male1,provider_male2,provider_mededuc1,provider_mededuc2,provider_present1,provider_present2,salary_delay,year_started
Tanzania-2014_205_1,Tanzania-2014,205_1,205,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,After 2000
Tanzania-2014_206_4,Tanzania-2014,206_4,206,4,0.5,On-call,,1.0,1,No,5 or less,5 or less,5 or less,With patient,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,Yes,Yes,After 2000
Tanzania-2014_206_3,Tanzania-2014,206_3,206,3,0.5,On-call,On-call,1.0,1,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,No,No,,After 2000
Tanzania-2014_206_2,Tanzania-2014,206_2,206,2,0.5,,,1.0,1,Yes,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,After 2000
Tanzania-2014_206_1,Tanzania-2014,206_1,206,1,0.5,,On-call,1.0,1,No,5 or less,5 or less,5 or less,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,No,,After 2000
Tanzania-2014_207_5,Tanzania-2014,207_5,207,5,0.5,,On-call,1.0,1,No,11-50,Over 5,11-50,,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,No,,Before 1990
Tanzania-2014_207_1,Tanzania-2014,207_1,207,1,0.5,On-call,,,1,Yes,11-50,Over 5,11-50,,45 or older,,Doctor,,Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_207_6,Tanzania-2014,207_6,207,6,0.5,Sick or on maternity leave,,1.0,1,No,11-50,Over 5,11-50,With patient,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Tanzania-2014_207_4,Tanzania-2014,207_4,207,4,0.5,,,1.0,1,No,11-50,Over 5,11-50,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,No,Before 1990
Tanzania-2014_207_11,Tanzania-2014,207_11,207,11,0.5,Sick or on maternity leave,Sick or on maternity leave,1.0,1,No,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,No,No,,After 2000
Tanzania-2014_207_3,Tanzania-2014,207_3,207,3,0.5,,,1.0,1,No,11-50,Over 5,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,Before 1990
Tanzania-2014_207_8,Tanzania-2014,207_8,207,8,0.5,,,,1,No,11-50,Over 5,11-50,,25-34,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_207_12,Tanzania-2014,207_12,207,12,0.5,,,,1,Yes,11-50,Over 5,11-50,,45 or older,,Doctor,,Secondary,,Male,,Advanced,,Yes,,,
Tanzania-2014_207_9,Tanzania-2014,207_9,207,9,0.5,On-call,,1.0,1,No,11-50,Over 5,11-50,With patient,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,Yes,No,After 2000
Tanzania-2014_207_10,Tanzania-2014,207_10,207,10,0.5,,On-call,1.0,1,No,11-50,Over 5,11-50,,Younger than 25,Younger than 25,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,No,,After 2000
Tanzania-2014_207_13,Tanzania-2014,207_13,207,13,0.5,On-call,,1.0,1,No,11-50,Over 5,11-50,With patient,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,Yes,No,After 2000
Tanzania-2014_207_7,Tanzania-2014,207_7,207,7,0.5,Authorized absence,Authorized absence,1.0,1,No,11-50,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,No,No,,After 2000
Tanzania-2014_207_14,Tanzania-2014,207_14,207,14,0.5,,,,1,Yes,11-50,Over 5,11-50,,45 or older,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2014_207_2,Tanzania-2014,207_2,207,2,0.5,On-call,On-call,1.0,1,Yes,11-50,Over 5,11-50,,45 or older,45 or older,Doctor,Doctor,Secondary,Secondary,Male,Male,Advanced,Advanced,No,No,,Before 1990
Tanzania-2014_208_9,Tanzania-2014,208_9,208,9,0.3,,,1.0,1,No,11-50,5 or less,11-50,With patient,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,In the 1990s
Tanzania-2014_208_21,Tanzania-2014,208_21,208,21,0.3,,,,1,No,11-50,5 or less,11-50,,Younger than 25,,Other,,Secondary,,Male,,Certificate,,Yes,,,
Tanzania-2014_208_14,Tanzania-2014,208_14,208,14,0.3,On-call,,1.0,1,No,11-50,5 or less,11-50,With patient,Younger than 25,Younger than 25,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,No,Yes,No,After 2000
Tanzania-2014_208_22,Tanzania-2014,208_22,208,22,0.3,,,,1,No,11-50,5 or less,11-50,,Younger than 25,,Other,,Secondary,,Male,,Certificate,,Yes,,,
Tanzania-2014_208_12,Tanzania-2014,208_12,208,12,0.3,,,,1,No,11-50,5 or less,11-50,,35-44,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_208_20,Tanzania-2014,208_20,208,20,0.3,On-call,On-call,1.0,1,No,11-50,5 or less,11-50,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,No,,In the 1990s
Tanzania-2014_208_4,Tanzania-2014,208_4,208,4,0.3,,,1.0,1,No,11-50,5 or less,11-50,Paperwork,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,Before 1990
Tanzania-2014_208_17,Tanzania-2014,208_17,208,17,0.3,On-call,,,1,No,11-50,5 or less,11-50,,25-34,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2014_208_8,Tanzania-2014,208_8,208,8,0.3,On-call,On-call,1.0,1,No,11-50,5 or less,11-50,,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,No,No,,Before 1990
Tanzania-2014_208_11,Tanzania-2014,208_11,208,11,0.3,,,1.0,1,No,11-50,5 or less,11-50,With patient,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2014_208_13,Tanzania-2014,208_13,208,13,0.3,,,1.0,1,No,11-50,5 or less,11-50,Looking for information or teaching,45 or older,45 or older,Other,Other,Primary,Primary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,In the 1990s
Tanzania-2014_208_16,Tanzania-2014,208_16,208,16,0.3,,,,1,No,11-50,5 or less,11-50,,35-44,,Other,,Primary,,Female,,Certificate,,Yes,,,
Tanzania-2014_208_1,Tanzania-2014,208_1,208,1,0.3,,,,1,Yes,11-50,5 or less,11-50,,45 or older,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2014_208_10,Tanzania-2014,208_10,208,10,0.3,Official mission,,,1,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_208_2,Tanzania-2014,208_2,208,2,0.3,On-call,,1.0,1,Yes,11-50,5 or less,11-50,With patient,45 or older,45 or older,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Certificate,Certificate,No,Yes,Yes,Before 1990
Tanzania-2014_208_19,Tanzania-2014,208_19,208,19,0.3,,,,1,No,11-50,5 or less,11-50,,25-34,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_208_15,Tanzania-2014,208_15,208,15,0.3,Authorized absence,Authorized absence,1.0,1,No,11-50,5 or less,11-50,,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,None,None,No,No,,Before 1990
Tanzania-2014_208_5,Tanzania-2014,208_5,208,5,0.3,On-call,,,1,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_208_18,Tanzania-2014,208_18,208,18,0.3,On-call,,,1,No,11-50,5 or less,11-50,,25-34,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2014_208_3,Tanzania-2014,208_3,208,3,0.3,,,1.0,1,Yes,11-50,5 or less,11-50,With patient,45 or older,45 or older,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,Before 1990
Tanzania-2014_208_6,Tanzania-2014,208_6,208,6,0.3,On-call,,,1,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_208_7,Tanzania-2014,208_7,208,7,0.3,,,,1,No,11-50,5 or less,11-50,,35-44,,Nurse,,Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2014_209_6,Tanzania-2014,209_6,209,6,0.33333334,,,1.0,1,No,6-10,5 or less,6-10,"Laboratory, investigations, or x-ray",25-34,25-34,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2014_209_1,Tanzania-2014,209_1,209,1,0.33333334,On-call,,1.0,1,Yes,6-10,5 or less,6-10,With patient,45 or older,45 or older,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,No,Yes,No,After 2000
Tanzania-2014_209_7,Tanzania-2014,209_7,209,7,0.33333334,,,1.0,1,No,6-10,5 or less,6-10,With patient,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2014_209_3,Tanzania-2014,209_3,209,3,0.33333334,On-call,On-call,1.0,1,No,6-10,5 or less,6-10,,45 or older,45 or older,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Certificate,Certificate,No,No,,In the 1990s
Tanzania-2014_209_9,Tanzania-2014,209_9,209,9,0.33333334,Official mission,On-call,1.0,1,No,6-10,5 or less,6-10,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,No,,After 2000
Tanzania-2014_209_4,Tanzania-2014,209_4,209,4,0.33333334,,,1.0,1,No,6-10,5 or less,6-10,With patient,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2014_209_2,Tanzania-2014,209_2,209,2,0.33333334,,Authorized absence,1.0,1,Yes,6-10,5 or less,6-10,,35-44,35-44,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,No,,After 2000
Tanzania-2014_209_8,Tanzania-2014,209_8,209,8,0.33333334,,,1.0,1,Yes,6-10,5 or less,6-10,With patient,25-34,25-34,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Tanzania-2014_209_5,Tanzania-2014,209_5,209,5,0.33333334,,,1.0,1,No,6-10,5 or less,6-10,"Laboratory, investigations, or x-ray",25-34,25-34,Other,Other,Secondary,Secondary,Female,Male,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2014_21_2,Tanzania-2014,21_2,21,2,0.0,,,1.0,1,No,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,In the 1990s
Tanzania-2014_21_3,Tanzania-2014,21_3,21,3,0.0,,,1.0,1,No,5 or less,5 or less,5 or less,With patient,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,In the 1990s
Tanzania-2014_21_1,Tanzania-2014,21_1,21,1,0.0,,,1.0,1,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,Yes,Yes,In the 1990s
Tanzania-2014_21_4,Tanzania-2014,21_4,21,4,0.0,,,1.0,1,No,5 or less,5 or less,5 or less,With patient,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Tanzania-2014_210_4,Tanzania-2014,210_4,210,4,0.22222222,,,1.0,1,No,6-10,5 or less,6-10,"Laboratory, investigations, or x-ray",25-34,25-34,Nurse,Nurse,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2014_210_8,Tanzania-2014,210_8,210,8,0.22222222,,On-call,1.0,1,No,6-10,5 or less,6-10,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,No,,In the 1990s
Tanzania-2014_210_9,Tanzania-2014,210_9,210,9,0.22222222,Authorized absence,Sick or on maternity leave,1.0,1,No,6-10,5 or less,6-10,,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,No,,In the 1990s
Tanzania-2014_210_3,Tanzania-2014,210_3,210,3,0.22222222,,,1.0,1,No,6-10,5 or less,6-10,With patient,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,Before 1990
Tanzania-2014_210_1,Tanzania-2014,210_1,210,1,0.22222222,"Training, seminar or meeting",,1.0,1,Yes,6-10,5 or less,6-10,Discussion with colleagues or staff meeting,45 or older,45 or older,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,No,Yes,No,In the 1990s
Tanzania-2014_210_6,Tanzania-2014,210_6,210,6,0.22222222,,,1.0,1,No,6-10,5 or less,6-10,With patient,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,In the 1990s
Tanzania-2014_210_7,Tanzania-2014,210_7,210,7,0.22222222,,,1.0,1,No,6-10,5 or less,6-10,With patient,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,In the 1990s
Tanzania-2014_210_2,Tanzania-2014,210_2,210,2,0.22222222,,,1.0,1,Yes,6-10,5 or less,6-10,With patient,35-44,35-44,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,In the 1990s
Tanzania-2014_210_5,Tanzania-2014,210_5,210,5,0.22222222,Sick or on maternity leave,,1.0,1,No,6-10,5 or less,6-10,With patient,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,Yes,No,In the 1990s
Tanzania-2014_211_37,Tanzania-2014,211_37,211,37,0.2,,,,1,No,Over 50,Over 5,Over 50,,35-44,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_211_31,Tanzania-2014,211_31,211,31,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Other,,Primary,,Female,,Certificate,,No,,,
Tanzania-2014_211_16,Tanzania-2014,211_16,211,16,0.2,Official mission,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_17,Tanzania-2014,211_17,211,17,0.2,Sick or on maternity leave,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_27,Tanzania-2014,211_27,211,27,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_2,Tanzania-2014,211_2,211,2,0.2,Official mission,,,1,Yes,Over 50,Over 5,Over 50,,35-44,,Doctor,,Post-Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_211_5,Tanzania-2014,211_5,211,5,0.2,,,1.0,1,Yes,Over 50,Over 5,Over 50,With patient,35-44,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Tanzania-2014_211_3,Tanzania-2014,211_3,211,3,0.2,Authorized absence,,,1,Yes,Over 50,Over 5,Over 50,,35-44,,Doctor,,Post-Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_211_1,Tanzania-2014,211_1,211,1,0.2,"Training, seminar or meeting",,,1,No,Over 50,Over 5,Over 50,,35-44,,Doctor,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_21,Tanzania-2014,211_21,211,21,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2014_211_49,Tanzania-2014,211_49,211,49,0.2,,On-call,1.0,1,No,Over 50,Over 5,Over 50,,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,No,,Before 1990
Tanzania-2014_211_41,Tanzania-2014,211_41,211,41,0.2,,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_211_14,Tanzania-2014,211_14,211,14,0.2,,,,1,No,Over 50,Over 5,Over 50,,25-34,,Nurse,,Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2014_211_32,Tanzania-2014,211_32,211,32,0.2,,,,1,No,Over 50,Over 5,Over 50,,35-44,,Other,,Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2014_211_24,Tanzania-2014,211_24,211,24,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_20,Tanzania-2014,211_20,211,20,0.2,,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Male,,Certificate,,Yes,,,
Tanzania-2014_211_8,Tanzania-2014,211_8,211,8,0.2,On-call,On-call,1.0,1,Yes,Over 50,Over 5,Over 50,,25-34,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Female,Female,Certificate,Certificate,No,No,,After 2000
Tanzania-2014_211_10,Tanzania-2014,211_10,211,10,0.2,Internship,,,1,No,Over 50,Over 5,Over 50,,25-34,,Other,,Post-Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_211_6,Tanzania-2014,211_6,211,6,0.2,,,,1,Yes,Over 50,Over 5,Over 50,,35-44,,Clinical Officer,,Post-Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2014_211_7,Tanzania-2014,211_7,211,7,0.2,On-call,,,1,Yes,Over 50,Over 5,Over 50,,35-44,,Clinical Officer,,Post-Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_211_13,Tanzania-2014,211_13,211,13,0.2,,,,1,No,Over 50,Over 5,Over 50,,35-44,,Nurse,,Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2014_211_12,Tanzania-2014,211_12,211,12,0.2,,,1.0,1,No,Over 50,Over 5,Over 50,Looking for information or teaching,45 or older,45 or older,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,Before 1990
Tanzania-2014_211_29,Tanzania-2014,211_29,211,29,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_30,Tanzania-2014,211_30,211,30,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Other,,Primary,,Female,,Certificate,,No,,,
Tanzania-2014_211_44,Tanzania-2014,211_44,211,44,0.2,,,,1,No,Over 50,Over 5,Over 50,,35-44,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_211_40,Tanzania-2014,211_40,211,40,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,25-34,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2014_211_35,Tanzania-2014,211_35,211,35,0.2,Outreach or fieldwork,,,1,No,Over 50,Over 5,Over 50,,25-34,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2014_211_39,Tanzania-2014,211_39,211,39,0.2,,,,1,No,Over 50,Over 5,Over 50,,35-44,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_211_15,Tanzania-2014,211_15,211,15,0.2,,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2014_211_9,Tanzania-2014,211_9,211,9,0.2,Internship,,,1,No,Over 50,Over 5,Over 50,,25-34,,Other,,Post-Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_211_4,Tanzania-2014,211_4,211,4,0.2,On-call,,1.0,1,Yes,Over 50,Over 5,Over 50,With patient,45 or older,45 or older,Clinical Officer,Clinical Officer,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,Before 1990
Tanzania-2014_211_33,Tanzania-2014,211_33,211,33,0.2,,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Other,,Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2014_211_45,Tanzania-2014,211_45,211,45,0.2,,,1.0,1,No,Over 50,Over 5,Over 50,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,No,Before 1990
Tanzania-2014_211_25,Tanzania-2014,211_25,211,25,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,35-44,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_26,Tanzania-2014,211_26,211,26,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_22,Tanzania-2014,211_22,211,22,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_50,Tanzania-2014,211_50,211,50,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,35-44,,Other,,Primary,,Female,,Certificate,,No,,,
Tanzania-2014_211_34,Tanzania-2014,211_34,211,34,0.2,,,,1,No,Over 50,Over 5,Over 50,,25-34,,Other,,Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2014_211_18,Tanzania-2014,211_18,211,18,0.2,,,,1,No,Over 50,Over 5,Over 50,,35-44,,Nurse,,Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2014_211_46,Tanzania-2014,211_46,211,46,0.2,,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_211_43,Tanzania-2014,211_43,211,43,0.2,On-call,,1.0,1,No,Over 50,Over 5,Over 50,Looking for information or teaching,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,No,Yes,No,Before 1990
Tanzania-2014_211_19,Tanzania-2014,211_19,211,19,0.2,,,1.0,1,No,Over 50,Over 5,Over 50,Paperwork,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,Before 1990
Tanzania-2014_211_11,Tanzania-2014,211_11,211,11,0.2,,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Other,,Post-Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2014_211_47,Tanzania-2014,211_47,211,47,0.2,,,,1,No,Over 50,Over 5,Over 50,,35-44,,Other,,Secondary,,Female,,Certificate,,Yes,,,
Tanzania-2014_211_48,Tanzania-2014,211_48,211,48,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Other,,Primary,,Female,,Certificate,,No,,,
Tanzania-2014_211_42,Tanzania-2014,211_42,211,42,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,35-44,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2014_211_36,Tanzania-2014,211_36,211,36,0.2,Outreach or fieldwork,,,1,No,Over 50,Over 5,Over 50,,35-44,,Other,,Secondary,,Female,,Certificate,,No,,,
Tanzania-2014_211_28,Tanzania-2014,211_28,211,28,0.2,On-call,,,1,No,Over 50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_211_23,Tanzania-2014,211_23,211,23,0.2,On-call,,1.0,1,No,Over 50,Over 5,Over 50,With patient,35-44,35-44,Nurse,Nurse,Secondary,Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Tanzania-2014_211_38,Tanzania-2014,211_38,211,38,0.2,,,1.0,1,No,Over 50,Over 5,Over 50,With patient,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,No,Before 1990
Tanzania-2014_212_11,Tanzania-2014,212_11,212,11,0.0,Official mission,,,1,Yes,11-50,Over 5,Over 50,,45 or older,,Clinical Officer,,Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_212_18,Tanzania-2014,212_18,212,18,0.0,,,,1,Yes,11-50,Over 5,Over 50,,45 or older,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2014_212_27,Tanzania-2014,212_27,212,27,0.0,,,,1,No,11-50,Over 5,Over 50,,35-44,,Other,,Secondary,,Male,,Certificate,,Yes,,,
Tanzania-2014_212_34,Tanzania-2014,212_34,212,34,0.0,,,,1,No,11-50,Over 5,Over 50,,45 or older,,Other,,Primary,,Female,,Certificate,,Yes,,,
Tanzania-2014_212_20,Tanzania-2014,212_20,212,20,0.0,,,1.0,1,No,11-50,Over 5,Over 50,With patient,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Tanzania-2014_212_35,Tanzania-2014,212_35,212,35,0.0,On-call,,,1,No,11-50,Over 5,Over 50,,45 or older,,Other,,Primary,,Female,,Certificate,,No,,,
Tanzania-2014_212_19,Tanzania-2014,212_19,212,19,0.0,Internship,,1.0,1,Yes,11-50,Over 5,Over 50,With patient,45 or older,45 or older,Clinical Officer,Clinical Officer,Secondary,Secondary,Male,Male,Diploma,Diploma,No,Yes,No,Before 1990
Tanzania-2014_212_26,Tanzania-2014,212_26,212,26,0.0,On-call,,,1,No,11-50,Over 5,Over 50,,35-44,,Other,,Secondary,,Male,,Certificate,,No,,,
Tanzania-2014_212_37,Tanzania-2014,212_37,212,37,0.0,,,,1,No,11-50,Over 5,Over 50,,35-44,,Nurse,,Secondary,,Female,,Diploma,,Yes,,,
Tanzania-2014_212_43,Tanzania-2014,212_43,212,43,0.0,,,1.0,1,No,11-50,Over 5,Over 50,Paperwork,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,Before 1990
Tanzania-2014_212_31,Tanzania-2014,212_31,212,31,0.0,On-call,,,1,Yes,11-50,Over 5,Over 50,,45 or older,,Clinical Officer,,Secondary,,Female,,Diploma,,No,,,
Tanzania-2014_212_33,Tanzania-2014,212_33,212,33,0.0,,,,1,No,11-50,Over 5,Over 50,,45 or older,,Other,,Primary,,Male,,Certificate,,Yes,,,
Tanzania-2014_212_8,Tanzania-2014,212_8,212,8,0.0,On-call,,,1,No,11-50,Over 5,Over 50,,45 or older,,Nurse,,Secondary,,Male,,Diploma,,No,,,
Tanzania-2014_212_3,Tanzania-2014,212_3,212,3,0.0,,,,1,Yes,11-50,Over 5,Over 50,,35-44,,Clinical Officer,,Secondary,,Male,,Diploma,,Yes,,,
Tanzania-2014_212_42,Tanzania-2014,212_42,212,42,0.0,,,,1,Yes,11-50,Over 5,Over 50,,45 or older,,Clinical Officer,,Secondary,,Male,,Certificate,,Yes,,,
