country,facility_id,abs_fpc,abs_wt,act_a,admin1,admin2,adultscale_a,adultscale_b,airway_a,airway_b,albendazole_a,amitriptyline_a,amoxicillin1_a,amoxicillin3_a,ampicillin_a,artesunate_a,asphyxia_fpc,asphyxia_wt,atenolol_a,autoclave_a,autoclave_b,azithromycin_a,bagmask_a,bagmask_b,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,captopril_a,cefixime_a,ceftriaxone_a,childscale_a,childscale_b,ciproflox_a,contraceptive_a,cotrimoxazole3_a,depo_a,diabetes_fpc,diabetes_wt,diarrhea_fpc,diarrhea_wt,diazepam1a_a,diclofenac_a,does_vaccines,dryheat_a,dryheat_b,eclampsia_fpc,eclampsia_wt,ethambutol_a,fac_fpc,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,folic_a,fridge_power,fridge_temp,fridge_temptodate,gentamycin_a,glibenclam_a,glucometer_a,has_alcohol,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_delivery,has_deliverykit,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_vaccarrier,has_weights,hivtest_a,hypoglycemic_a,incinerator_a,incinerator_b,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,insulin_a,internet_a,internet_b,ipw,irona_a,ironfolic_a,isoniazid_a,m0s0q0,magsulf_a,malaria_fpc,malaria_wt,measles_vac,mebendazole_a,methasone_a,metronidazole_a,misoprostol_a,morphine_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,obstetric_a,obstetric_b,omeprazole_a,ors_a,oxygen_a,oxygen_b,oxytocin_a,paracetamol3_a,pentavalent_vac,phone_a,phone_b,pneumococ_vac,pneumococ_vac2,pneumonia_fpc,pneumonia_wt,polio_vac,pph_fpc,pph_wt,pregnant_fpc,pregnant_wt,publicprivate,pyrazinam_a,radio_a,radio_b,rdt_a,rifampicin_a,ruralurban,salbutamol_a,sharps_a,sharps_b,sharps_b2,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,tb_fpc,tb_wt,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,treat_guidedate,treat_guidelines,vaccine_store1,vaccine_store2,vign15_fpc,vign15_wt,vign69_fpc,vign69_wt,vitamina_a,waste_a,waste_b,waste_b2,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a
Niger-2015,228,0.04,147.94394,At least one observed (not expired),4,490,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,5.9177575,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Never available,Never available,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.75,7.890343,0.75,7.890343,At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),Yes (Observed),1.0,5.9177575,Never available,0.5925926,No,,Health Center,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Electrical grid,7.2222223,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes,Yes (Observed),Yes,No,Yes,Yes (Observed),1,No,Yes (Observed),Yes,No,No,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Never available,Yes (Observed),Yes (Observed),,,Yes (Observed),Yes (Not Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Yes (Observed),Yes (Not Observed),5.917757541536528,Not available today,Never available,Never available,Questionnaire filalized,Not available today,0.75,7.890343,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,No,,Over 50,2001-3000,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),No,,At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Not Observed),Never available,At least one observed (not expired),0.75,7.890343,At least one observed (not expired),1.0,5.9177575,1.0,5.9177575,Private,Never available,No,,Yes,Never available,Urban,At least one observed (not expired),No,No,No,No,No,No,No,No,No,No,No waste visible,Yes,2,No,No,No,Never available,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.75,7.890343,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),1998.0,Yes,Yes,Yes,0.75,7.890343,1.0,5.9177575,Not available today,No,No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,No waste visible,No,2,No,2,No,No,At least one observed (not expired)
Niger-2015,229,0.03448276,9.43091,At least one observed (not expired),4,408,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Not available today,At least one observed (not expired),Not available today,Not available today,0.71428573,0.45528528,Never available,No,,Never available,Yes (Observed),Yes (Observed),Not available today,Not available today,At least one observed (not expired),Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.64285713,0.50587255,0.64285713,0.50587255,At least one observed (not expired),Never available,Yes,Yes (Observed),Yes (Observed),0.71428573,0.45528528,Never available,0.5925926,No,,Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Gas,3.3333333,Yes (Observed),Not available today,Never available,No,Yes,Yes,Yes,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Never available,Yes (Observed),Yes (Observed),,,No,,No,,No,,Yes (Observed),Yes (Observed),Never available,No,,0.32520378879235695,At least one observed (not expired),Not available today,Never available,Questionnaire filalized,At least one observed (not expired),0.64285713,0.50587255,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,Never available,No,,Over 50,Over 3000,Yes (Observed),Yes (Observed),Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Not available today,Not available today,0.64285713,0.50587255,Not available today,0.71428573,0.45528528,0.71428573,0.45528528,Public,Never available,No,,Yes,Never available,Urban,Not available today,No,No,Yes,No,No,No,No,No,No,No,No waste visible,No,2,No,No,No,Never available,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.64285713,0.50587255,No,At least one observed (not expired),Yes (Observed),Yes (Observed),2010.0,Yes,Yes,Yes,0.64285713,0.50587255,0.71428573,0.45528528,Not available today,No,No,Yes,No,No,No,No,No,No,No,No,No waste visible,No,2,No,2,No,No,Not available today
Niger-2015,23,0.33333334,8.475867,At least one observed (not expired),3,303,No,,No,,At least one observed (not expired),Never available,Not available today,Never available,Not available today,Never available,1.0,2.8252892,Never available,No,,Never available,No,,,Never available,Never available,Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,2.8252892,1.0,2.8252892,Not available today,Never available,No,No,,1.0,2.8252892,Never available,0.11594203,No,,Health Post,No,,Never available,Never available,,,,Never available,Never available,No,Yes,Yes,Yes,,No,No,No,,1,No,,No,,No,No,Yes,No,No,,,1,No,Never available,No,,,,No,,No,,Yes (Observed),No,No,,Never available,No,,2.825289230698634,Never available,Never available,Never available,Questionnaire filalized,Never available,1.0,2.8252892,,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Never available,Never available,Never available,No,,50 or less,0-500,No,,Never available,At least one observed (not expired),No,,Never available,Never available,,No,,,,1.0,2.8252892,,1.0,2.8252892,1.0,2.8252892,Public,Never available,No,,Yes,Never available,Rural,Never available,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,2,No,No,No,Never available,No,,No,,No,,1.0,2.8252892,No,,Yes (Observed),Yes (Observed),,No,,,1.0,2.8252892,1.0,2.8252892,At least one observed (not expired),No,Yes,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,2,No,2,No,No,Not available today
Niger-2015,230,0.02,462.50674,At least one observed (not expired),8,890,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),0.64285713,14.389099,Never available,No,,Never available,No,,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),0.2857143,32.37547,0.2857143,32.37547,At least one observed (not expired),Not available today,Yes,Yes (Observed),Yes (Observed),0.64285713,14.389099,At least one observed (not expired),0.44444445,No,,Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Electrical grid,5.0,Yes (Observed),Not available today,Never available,No,Yes,Yes,Yes,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Never available,Yes (Observed),,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Not available today,No,,9.25013489127018,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Questionnaire filalized,At least one observed (not expired),0.2857143,32.37547,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,Over 50,Over 3000,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),No,,At least one observed (not expired),Not available today,At least one observed (not expired),No,,Never available,At least one observed (not expired),0.2857143,32.37547,At least one observed (not expired),0.64285713,14.389099,0.64285713,14.389099,Public,At least one observed (not expired),No,,Yes,At least one observed (not expired),Urban,Not available today,No,No,Yes,No,No,No,No,No,No,No,No waste visible,Yes,2,No,No,No,Never available,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.2857143,32.37547,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),2010.0,Yes,Yes,No,0.2857143,32.37547,0.64285713,14.389099,At least one observed (not expired),No,No,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",Yes,2,No,2,No,No,At least one observed (not expired)
Niger-2015,231,0.00990099,934.2636,At least one observed (not expired),8,890,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5882353,15.725228,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.3529412,26.208715,0.3529412,26.208715,At least one observed (not expired),At least one observed (not expired),Yes,No,,0.5882353,15.725228,At least one observed (not expired),0.44444445,No,,Health Center,No,,At least one observed (not expired),At least one observed (not expired),Electrical grid,-1.1111112,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes,Yes,Yes,Yes,Yes (Observed),No,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,Yes,Yes (Observed),Yes (Observed),1,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),No,Yes,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,No,,9.25013489127018,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Questionnaire filalized,At least one observed (not expired),0.3529412,26.208715,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,Over 50,Over 3000,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,Never available,0.3529412,26.208715,At least one observed (not expired),0.5882353,15.725228,0.5882353,15.725228,Public,At least one observed (not expired),No,,Yes,At least one observed (not expired),Urban,At least one observed (not expired),No,No,No,No,No,No,No,No,No,No,No waste visible,No,2,No,No,Yes,Never available,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.3529412,26.208715,No,At least one observed (not expired),Yes (Observed),Yes (Observed),2014.0,Yes,Yes,Yes,0.3529412,26.208715,0.5882353,15.725228,At least one observed (not expired),No,No,No,No,No,No,No,No,Yes (Observed),No,No,,No,2,No,2,Yes,Yes,At least one observed (not expired)
Niger-2015,232,0.025641026,0.0,At least one observed (not expired),8,890,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Not Observed),,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),1.0,6.2081985,Not available today,Yes (Observed),Yes (Observed),Never available,No,,At least one observed (not expired),Not available today,Not available today,Never available,At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.4,15.520495,0.4,15.520495,At least one observed (not expired),Not available today,Yes,Yes (Observed),Yes (Observed),1.0,6.2081985,Never available,0.36363637,No,,Health Center,No,,At least one observed (not expired),At least one observed (not expired),Electrical grid,9.444445,No,At least one observed (not expired),Never available,Yes,No,Yes,Yes,Yes (Observed),Yes,No,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Never available,Yes (Observed),Yes (Observed),,,Yes (Observed),Yes (Not Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,No,,6.208198442063155,At least one observed (not expired),At least one observed (not expired),Never available,Questionnaire filalized,At least one observed (not expired),0.4,15.520495,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),Over 50,Over 3000,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),0.4,15.520495,At least one observed (not expired),1.0,6.2081985,1.0,6.2081985,Public,Never available,No,,Yes,Never available,Urban,At least one observed (not expired),No,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,2,No,No,No,Never available,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.4,15.520495,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),2015.0,Yes,Yes,Yes,0.4,15.520495,1.0,6.2081985,At least one observed (not expired),No,Yes,No,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,2,No,2,No,Yes,At least one observed (not expired)
Niger-2015,233,0.09090909,68.290184,Available but not observed (not expired),8,890,Yes (Observed),Yes (Observed),No,,Available but not observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Available but not observed (not expired),1.0,6.2081985,Never available,No,,Never available,No,,At least one observed (not expired),Not available today,Not available today,Never available,At least one observed (not expired),Never available,Available but not observed (not expired),Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Available but not observed (not expired),0.5,12.416397,0.5,12.416397,At least one observed (not expired),Not available today,Yes,No,,1.0,6.2081985,Never available,0.36363637,No,,Health Center,No,,Not available today,Never available,Electrical grid,5.5555553,Yes (Observed),At least one observed (not expired),Never available,No,No,Yes,Yes,Yes (Observed),No,No,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Never available,Yes (Observed),Yes (Observed),,,No,,No,,Yes (Not Observed),Yes (Not Observed),Yes (Observed),Yes (Observed),Never available,No,,6.208198442063155,Not available today,Available but not observed (not expired),Never available,Questionnaire filalized,Not available today,0.5,12.416397,At least one observed (not expired),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Not available today,Not available today,Yes (Observed),Yes (Observed),50 or less,1001-2000,No,,Not available today,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),0.5,12.416397,At least one observed (not expired),1.0,6.2081985,1.0,6.2081985,Public,Never available,No,,Yes,Not available today,Urban,Not available today,No,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,2,No,No,No,Never available,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.5,12.416397,No,At least one observed (not expired),Yes (Observed),Yes (Observed),2015.0,Yes,Yes,Yes,0.5,12.416397,1.0,6.2081985,At least one observed (not expired),No,Yes,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,2,No,2,No,No,Available but not observed (not expired)
Niger-2015,234,0.1,63.125,At least one observed (not expired),5,505,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,6.3125,At least one observed (not expired),No,,Never available,No,,,Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,6.3125,1.0,6.3125,At least one observed (not expired),Never available,No,Yes (Observed),Yes (Observed),1.0,6.3125,Never available,0.30769232,No,,Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),,,,At least one observed (not expired),Never available,No,Yes,,,,No,,No,,1,No,,Yes,,Yes,,,,,,,1,Yes,Never available,No,,,,No,,No,,Yes (Observed),Yes (Observed),No,,Never available,No,,6.3125,At least one observed (not expired),At least one observed (not expired),Never available,Questionnaire filalized,Never available,1.0,6.3125,,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),,Over 3000,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),No,,Never available,At least one observed (not expired),,No,,,,1.0,6.3125,,1.0,6.3125,1.0,6.3125,Public,Never available,No,,Yes,Never available,Urban,At least one observed (not expired),No,No,No,No,No,Yes,No,No,No,No,"Waste visible, protected area",No,2,No,No,No,Never available,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),1.0,6.3125,No,,Yes (Observed),Yes (Observed),2010.0,Yes,,,1.0,6.3125,1.0,6.3125,At least one observed (not expired),No,No,No,No,No,Yes,No,No,No,No,No,"Waste visible, protected area",No,2,No,2,No,No,At least one observed (not expired)
Niger-2015,235,0.03448276,183.0625,At least one observed (not expired),5,590,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Not available today,Never available,Not available today,At least one observed (not expired),0.71428573,8.8375,Never available,No,,At least one observed (not expired),No,,At least one observed (not expired),Never available,Never available,Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5714286,11.046874,0.5714286,11.046874,At least one observed (not expired),Never available,Yes,Yes (Observed),Yes (Observed),0.71428573,8.8375,Never available,0.30769232,No,,Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Electrical grid,,Yes (Observed),At least one observed (not expired),Never available,No,No,Yes,Yes,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,Yes,Not functioning,Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Never available,Yes (Observed),Yes (Observed),,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,No,,6.3125,Not available today,At least one observed (not expired),Never available,Questionnaire filalized,At least one observed (not expired),0.5714286,11.046874,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,No,,Over 50,Over 3000,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),0.5714286,11.046874,At least one observed (not expired),0.71428573,8.8375,0.71428573,8.8375,Public,Never available,No,,Yes,Never available,Urban,Never available,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,2,No,No,No,Never available,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.5714286,11.046874,No,At least one observed (not expired),Yes (Observed),Yes (Observed),2009.0,Yes,Yes,Yes,0.5714286,11.046874,0.71428573,8.8375,At least one observed (all expired),No,Yes,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,2,No,2,No,No,Not available today
Niger-2015,236,0.06666667,64.16457,At least one observed (not expired),7,706,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (all expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),0.75,5.703518,At least one observed (all expired),No,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (all expired),Not available today,At least one observed (all expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.75,5.703518,0.75,5.703518,At least one observed (not expired),At least one observed (not expired),Yes,No,,0.75,5.703518,At least one observed (not expired),0.36842105,No,,Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Gas,10.555555,Yes (Observed),At least one observed (not expired),At least one observed (all expired),Yes,Yes,Yes,Yes,Yes (Observed),No,No,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,At least one observed (all expired),Yes (Observed),Yes (Observed),,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),No,,4.2776383526700155,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Questionnaire filalized,At least one observed (not expired),0.75,5.703518,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (all expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),Over 50,Over 3000,Yes (Observed),Yes (Observed),At least one observed (all expired),At least one observed (not expired),No,,At least one observed (not expired),Not available today,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),0.75,5.703518,At least one observed (not expired),0.75,5.703518,0.75,5.703518,Public,At least one observed (not expired),No,,Yes,At least one observed (not expired),Rural,At least one observed (not expired),No,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,2,Yes,No,No,At least one observed (all expired),Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.75,5.703518,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),2011.0,Yes,Yes,Yes,0.75,5.703518,0.75,5.703518,At least one observed (not expired),No,Yes,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,2,No,2,No,No,At least one observed (not expired)
Niger-2015,237,0.071428575,59.886936,At least one observed (not expired),7,706,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,4.2776384,Not available today,No,,Not available today,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.8,5.347048,0.8,5.347048,At least one observed (not expired),At least one observed (not expired),Yes,No,,1.0,4.2776384,At least one observed (not expired),0.36842105,No,,Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Gas,11.111111,Yes (Observed),At least one observed (not expired),Not available today,Yes,Yes,Yes,Yes,Yes (Observed),No,Yes,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes,Not available today,Yes (Observed),Yes (Observed),,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Not available today,No,,4.2776383526700155,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Questionnaire filalized,At least one observed (not expired),0.8,5.347048,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,Yes (Observed),Yes (Observed),Over 50,Over 3000,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),0.8,5.347048,At least one observed (not expired),1.0,4.2776384,1.0,4.2776384,Public,At least one observed (not expired),No,,Yes,At least one observed (not expired),Rural,At least one observed (not expired),No,No,No,No,No,Yes,No,No,No,No,No waste visible,No,2,No,No,No,Not available today,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),0.8,5.347048,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),2011.0,Yes,Yes,No,0.8,5.347048,1.0,4.2776384,At least one observed (not expired),No,No,No,No,No,Yes,No,No,Yes (Observed),No,No,No waste visible,No,2,Yes,2,No,No,At least one observed (not expired)
