country,facility_id,abs_fpc,abs_wt,act_a,admin1,admin2,adultscale_a,adultscale_b,adultscale_d,airway_a,airway_b,airway_d,amitriptyline_a,amoxicillin1_a,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,asphyxia_fpc,asphyxia_wt,atenolol_a,autoclave_a,autoclave_b,azithromycin_a,bagmask_a,bagmask_b,bagmask_d,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,captopril_a,cefixime2_a,cefixime_a,ceftriaxone_a,childscale_a,childscale_b,childscale_d,ciproflox_a,cotrimoxazole1_a,depo_a,diabetes_fpc,diabetes_wt,diarrhea_fpc,diarrhea_wt,diazepam1b_a,diclofenac_a,dryheat_a,dryheat_b,fac_fpc,faccomputer_a,facility_level,facmobile_a,fansidar_a,folic_a,fridge_power,fridge_poweroth,fridge_temp,fridge_temptodate,gentamycin_a,glibenclam_a,has_alcohol,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_delivery,has_dispsyringe,has_facility,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_vaccarrier,has_weights,incinerator_a,incinerator_b,indcomputer_a,indmobile1_a,infantscale_a,infantscale_b,infantscale_d,internet_a,ipw,irona_a,ironb_a,ironfolic_a,magsulf_a,malaria_fpc,malaria_wt,measles_vac,methasone_a,metronidazole_a,misoprostol_a,nacl_a,nifedipine1_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,omeprazole_a,ors_a,oxytocin_a,paracetamol1_a,paracetamol3_a,pentavalent_vac,phone_a,pneumococ_vac,pneumonia_fpc,pneumonia_wt,polio_vac,pph_fpc,pph_wt,publicprivate,rdt_a,ruralurban,salbutamol_a,simvastatin_a,sphgmeter_a,sphgmeter_b,sphgmeter_d,steamer_a,steamer_b,stethoscope_a,stethoscope_b,stethoscope_d,tb_fpc,tb_wt,tetanus_vac,thermometer_a,thermometer_b,thermometer_d,vaccine_store1,vaccine_store2,vign15_fpc,vign67_fpc,vitamina_a,zinctabs_a
Togo-2013,184,0.8333333,10.0,At least one observed (not expired),1,104,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),Not available today,Not available today,Not available today,At least one observed (not expired),0.8,1.25,Not available today,Yes (Observed),Yes (Observed),Never available,No,,,Never available,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),Never available,0.8,1.25,0.8,1.25,At least one observed (not expired),At least one observed (not expired),No,,0.32,Yes (Observed),Health Center,Yes (Observed),Never available,Not available today,,,,,At least one observed (not expired),Never available,Yes,No,No,No,No,No,Yes (Observed),1,,Yes,No,No,No,No,No,No,Yes (Observed),No,1,No,,No,No,Yes (Observed),Yes (Observed),Facility,Yes (Observed),1.0,Not available today,At least one observed (not expired),Not available today,Never available,0.8,1.25,Never available,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Not available today,At least one observed (not expired),No,,Over 50,0-500,At least one observed (not expired),Not available today,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Never available,0.8,1.25,Never available,0.8,1.25,Private,Yes,Urban,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.8,1.25,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,No,No,0.8,0.8,Never available,Never available
Togo-2013,185,1.0,13.0,At least one observed (not expired),1,102,Yes (Observed),Yes (Observed),Individual,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,2.0,Never available,No,,Never available,No,,,Never available,Never available,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Individual,At least one observed (not expired),At least one observed (not expired),Never available,0.5,2.0,0.5,2.0,At least one observed (not expired),At least one observed (not expired),Yes (Observed),No,0.32,Yes (Observed),Health Center,No,Never available,At least one observed (not expired),,,,,At least one observed (not expired),At least one observed (not expired),Yes,No,No,No,No,No,No,1,,Yes,No,No,No,No,No,No,No,No,1,No,,No,Yes (Observed),No,,,Yes (Observed),1.0,Never available,Never available,At least one observed (not expired),Never available,0.5,2.0,Never available,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,2001-3000,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Never available,0.5,2.0,Never available,0.5,2.0,Private,No,Urban,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Individual,No,,Yes (Observed),Yes (Observed),Individual,0.5,2.0,Never available,Yes (Observed),Yes (Observed),Individual,No,No,0.5,0.5,Never available,Never available
Togo-2013,186,1.0,1.0,Never available,1,102,Yes (Observed),Yes (Observed),Individual,No,,,Never available,Never available,Never available,Never available,Never available,Never available,1.0,1.0,Never available,No,,Never available,No,,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,No,,,Never available,Never available,Never available,1.0,1.0,1.0,1.0,Never available,Never available,No,,0.23880596,No,Health Post,No,Never available,Never available,,,,,Never available,Never available,No,No,No,No,No,No,No,1,,No,No,No,No,No,No,No,No,No,1,No,,Yes (Observed),Yes (Observed),No,,,Yes (Observed),1.0,Never available,Never available,Never available,Never available,1.0,1.0,Never available,Never available,Never available,Never available,Never available,Never available,Never available,No,,Over 50,0-500,Never available,Never available,Never available,Never available,Never available,Never available,Yes (Observed),Never available,1.0,1.0,Never available,1.0,1.0,Private,No,Urban,Never available,Never available,Yes (Observed),Yes (Not Observed),Individual,No,,Yes (Observed),Yes (Not Observed),Individual,1.0,1.0,Never available,Yes (Observed),Yes (Not Observed),Individual,No,No,1.0,1.0,Never available,Never available
Togo-2013,187,0.4,45.0,Not available today,1,105,Yes (Observed),Yes (Observed),Individual,Yes (Observed),Yes (Observed),Individual,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),0.15592515,6.4133334,Never available,Yes (Observed),Yes (Not Observed),At least one observed (not expired),Yes (Observed),Yes (Observed),Individual,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Individual,At least one observed (not expired),At least one observed (not expired),Never available,0.0,,0.0,,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Not Observed),0.32,Yes (Observed),Health Center,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Electrical grid,,5.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),No,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Individual,Yes (Observed),1.0,Never available,Never available,At least one observed (not expired),Never available,0.0,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,No,,Over 50,2001-3000,Never available,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.0,,At least one observed (not expired),0.15592515,6.4133334,Private,No,Urban,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Individual,No,,Yes (Observed),Yes (Observed),Individual,0.0,,At least one observed (not expired),Yes (Observed),Yes (Observed),Individual,Yes,,0.0,0.15592515,Not available today,Never available
Togo-2013,188,1.0,12.0,At least one observed (not expired),1,105,Yes (Observed),Yes (Observed),Individual,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6666667,1.5,Never available,No,,Never available,No,,,Never available,Never available,Never available,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),Never available,0.6666667,1.5,0.6666667,1.5,At least one observed (not expired),Not available today,Yes (Observed),Yes (Observed),0.23880596,Yes (Observed),Health Center,No,Never available,Never available,,,,,At least one observed (not expired),Never available,Yes,No,No,No,No,No,No,1,,Yes,No,Yes,No,No,No,No,No,No,1,No,,No,Yes (Observed),Yes (Observed),Yes (Observed),Individual,Yes (Observed),1.0,Never available,Never available,At least one observed (not expired),Never available,0.6666667,1.5,Never available,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,0-500,Never available,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Never available,0.6666667,1.5,Never available,0.6666667,1.5,Private,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Individual,No,,Yes (Observed),Yes (Observed),Individual,0.6666667,1.5,Never available,Yes (Observed),Yes (Observed),Individual,No,No,0.6666667,0.6666667,At least one observed (not expired),Never available
Togo-2013,19,0.47619048,60.210526,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.25,5.4736843,Never available,No,,Never available,No,,,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Not available today,0.125,10.947369,0.125,10.947369,At least one observed (not expired),Not available today,Yes (Observed),No,0.7307692,Yes (Observed),Hospital,No,At least one observed (all expired),Never available,Electrical grid,,3.0,No,At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),Yes (Observed),Facility,Yes (Observed),1.3684211,Never available,Never available,At least one observed (not expired),Never available,0.125,10.947369,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,Over 3000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Never available,0.125,10.947369,Not available today,0.25,5.4736843,Public,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.125,10.947369,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,No,0.125,0.25,At least one observed (not expired),Not available today
Togo-2013,2,1.0,12.031468,At least one observed (not expired),4,402,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,3.007867,Never available,No,,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,6.015734,0.5,6.015734,At least one observed (not expired),Not available today,No,,0.21064301,No,Health Post,No,At least one observed (all expired),At least one observed (not expired),Gas,,0.0,No,At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,3.007867,Never available,Never available,At least one observed (not expired),Never available,0.5,6.015734,At least one observed (not expired),Not available today,Never available,Never available,Not available today,Never available,Never available,No,,50 or less,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,Never available,0.5,6.015734,Not available today,1.0,3.007867,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,6.015734,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,1.0,At least one observed (all expired),At least one observed (not expired)
Togo-2013,20,1.0,1161.4442,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.42857143,208.46436,Never available,No,,Never available,No,,,At least one observed (not expired),Not available today,Never available,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Never available,0.14285715,625.393,0.14285715,625.393,At least one observed (not expired),At least one observed (not expired),No,,0.23880596,Yes (Observed),Health Post,No,At least one observed (not expired),At least one observed (not expired),Electrical grid,,7.0,Yes (Observed),Never available,At least one observed (all expired),Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,89.341866,Never available,At least one observed (not expired),At least one observed (not expired),Never available,0.14285715,625.393,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,No,,50 or less,1001-2000,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.14285715,625.393,At least one observed (not expired),0.42857143,208.46436,Private,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.14285715,625.393,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.14285715,0.42857143,At least one observed (not expired),Never available
Togo-2013,21,1.0,89.341866,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,No,,,Never available,Not available today,Never available,Never available,Never available,Not available today,1.0,89.341866,Never available,No,,Never available,No,,,Never available,Never available,Never available,Not available today,Never available,Never available,Never available,Never available,No,,,Not available today,At least one observed (not expired),Never available,1.0,89.341866,1.0,89.341866,Not available today,Not available today,No,,0.23880596,No,Health Post,No,Not available today,Not available today,,,,,Never available,Never available,Yes,No,No,No,No,No,No,1,,Yes,No,No,No,No,No,No,No,No,1,No,,No,No,No,,,No,89.341866,Never available,Never available,Not available today,Never available,1.0,89.341866,Never available,At least one observed (not expired),Never available,Never available,Not available today,Never available,Never available,Yes (Observed),No,Over 50,0-500,Never available,Never available,Never available,At least one observed (not expired),Never available,Never available,No,Never available,1.0,89.341866,Never available,1.0,89.341866,Private,Yes,Urban,Never available,Never available,Yes (Observed),No,Facility,No,,Yes (Observed),Yes (Not Observed),Facility,1.0,89.341866,Never available,Yes (Observed),Yes (Not Observed),Facility,No,No,1.0,1.0,Never available,Never available
Togo-2013,22,1.0,211.58665,Not available today,4,401,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,141.05777,Never available,No,,Never available,No,,,Never available,At least one observed (all expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),Never available,0.5,141.05777,0.5,141.05777,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.32,No,Health Post,No,Never available,Not available today,Other,Ne stocke pas de vaccin (question non applicable),,No,At least one observed (not expired),Never available,Yes,No,No,No,No,No,No,1,Not available,Yes,No,No,No,No,No,No,No,No,1,No,,No,Yes (Observed),No,,,No,70.528885,Never available,At least one observed (not expired),Not available today,Never available,0.5,141.05777,Never available,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,No,,Over 50,0-500,Not available today,Not available today,Never available,At least one observed (not expired),Never available,Never available,No,Never available,0.5,141.05777,Never available,0.5,141.05777,Public,No,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,141.05777,Never available,No,,,No,No,0.5,0.5,Never available,Never available
Togo-2013,23,1.0,987.4044,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.42857143,164.5674,Never available,No,,Never available,No,,,At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.42857143,164.5674,0.42857143,164.5674,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.32,No,Health Center,No,At least one observed (all expired),Not available today,Electrical grid,,3.0,No,At least one observed (not expired),At least one observed (not expired),Yes,Yes,No,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,No,No,No,No,Yes (Observed),1,No,,No,No,Yes (Observed),No,Facility,No,70.528885,Never available,Never available,At least one observed (not expired),Never available,0.42857143,164.5674,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,Over 3000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Never available,0.42857143,164.5674,At least one observed (not expired),0.42857143,164.5674,Private,No,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.42857143,164.5674,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,Yes,0.42857143,0.42857143,Not available today,Not available today
Togo-2013,24,1.0,493.7022,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,70.528885,Not available today,No,,Not available today,No,,,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),Not available today,0.6666667,105.79333,0.6666667,105.79333,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.32,Yes (Observed),Health Center,Yes (Observed),At least one observed (all expired),Not available today,Electrical grid,,6.0,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,70.528885,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,0.6666667,105.79333,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Not available today,Not available today,No,,50 or less,501-1000,Not available today,At least one observed (not expired),At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.6666667,105.79333,Not available today,1.0,70.528885,Private,No,Urban,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.6666667,105.79333,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.6666667,1.0,At least one observed (not expired),Not available today
Togo-2013,25,1.0,357.36746,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,Not available today,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,89.341866,Not available today,No,,Never available,No,,,At least one observed (not expired),Not available today,Never available,Not available today,Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Never available,0.5,178.68373,0.5,178.68373,Not available today,Not available today,No,,0.23880596,No,Health Post,No,Not available today,Not available today,Electrical grid,,7.0,No,Never available,At least one observed (not expired),Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,No,No,No,Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,89.341866,Never available,Never available,Not available today,Never available,0.5,178.68373,At least one observed (not expired),Not available today,Never available,Never available,Not available today,Not available today,Not available today,No,,50 or less,0-500,Never available,At least one observed (not expired),Not available today,Not available today,Never available,At least one observed (not expired),No,Never available,0.5,178.68373,Not available today,1.0,89.341866,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Individual,0.5,178.68373,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,1.0,At least one observed (not expired),At least one observed (not expired)
Togo-2013,26,1.0,268.0256,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,Not available today,Not available today,Not available today,Not available today,Not available today,1.0,89.341866,Never available,No,,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Never available,Not available today,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),Not available today,At least one observed (not expired),0.5,178.68373,0.5,178.68373,Not available today,Not available today,No,,0.23880596,No,Health Post,No,At least one observed (all expired),Never available,Gas,,,No,At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,89.341866,Never available,Not available today,At least one observed (not expired),Never available,0.5,178.68373,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Not available today,Not available today,Not available today,No,,50 or less,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.5,178.68373,Not available today,1.0,89.341866,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,178.68373,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,1.0,At least one observed (not expired),Not available today
Togo-2013,27,1.0,247.03128,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6666667,61.757816,Never available,No,,Never available,No,,,Never available,Not available today,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33333334,123.51563,0.33333334,123.51563,At least one observed (not expired),At least one observed (not expired),No,,0.32,No,Health Center,No,At least one observed (all expired),Not available today,,,,,Not available today,Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,,Yes,Yes (Observed),No,Yes,Yes,No,No,No,Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,41.17188,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,0.33333334,123.51563,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Not available today,At least one observed (not expired),Not available today,No,,50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Never available,0.33333334,123.51563,Never available,0.6666667,61.757816,Private,No,Urban,Not available today,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.33333334,123.51563,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,No,Yes,0.33333334,0.6666667,At least one observed (not expired),Not available today
Togo-2013,28,1.0,352.6444,Never available,4,401,Yes (Observed),Yes (Observed),Facility,No,,,Never available,Never available,Never available,Never available,Never available,Never available,1.0,70.528885,Never available,No,,Never available,No,,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,No,,,Never available,Never available,Never available,1.0,70.528885,1.0,70.528885,Never available,Never available,Yes (Observed),Yes (Observed),0.32,Yes (Observed),Health Post,No,Never available,Never available,,,,,Never available,Never available,Yes,No,No,No,No,No,No,1,,Yes,No,Yes,No,No,No,No,No,No,1,No,,No,Yes (Observed),No,,,Yes (Observed),70.528885,Never available,Never available,Never available,Never available,1.0,70.528885,Never available,Never available,Never available,Never available,Never available,Never available,Never available,No,,50 or less,0-500,Never available,Never available,Never available,Never available,Never available,Never available,Yes (Observed),Never available,1.0,70.528885,Never available,1.0,70.528885,Private,No,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,1.0,70.528885,Never available,Yes (Observed),Yes (Observed),Facility,No,No,1.0,1.0,Never available,Never available
Togo-2013,29,0.5882353,864.60944,At least one observed (not expired),4,401,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5714286,72.05078,Not available today,No,,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.2857143,144.10156,0.2857143,144.10156,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.32,Yes (Observed),Health Center,No,At least one observed (not expired),At least one observed (not expired),Electrical grid,,4.0,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),Yes (Observed),Facility,No,41.17188,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,0.2857143,144.10156,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,50 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.2857143,144.10156,At least one observed (not expired),0.5714286,72.05078,Private,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.2857143,144.10156,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.2857143,0.5714286,Never available,Not available today
