country,facility_id,abs_prob,abs_wt,act_a,act_b,admin1,admin2,admin4,adultscale_a,adultscale_b,adultscale_c,airway_a,airway_b,airway_c,albendazole_a,albendazole_b,amitriptyline_a,amitriptyline_b,amoxicillin1_a,amoxicillin1_b,amoxicillin3_a,amoxicillin3_b,ampicillin_a,ampicillin_b,artesunate_a,artesunate_b,atenolol_a,atenolol_b,autoclave_a,autoclave_b,autoclave_c,azithromycin_a,azithromycin_b,bagmask_a,bagmask_b,bagmask_c,bcg_vac,benzathine_a,benzathine_b,benzylpenicillin_a,benzylpenicillin_b,calgluc_a,calgluc_b,captopril_a,captopril_b,cefixime_a,cefixime_b,ceftriaxone_a,ceftriaxone_b,childscale_a,childscale_b,childscale_c,ciproflox_a,ciproflox_b,contraceptive_a,contraceptive_b,cotrimoxazole3_a,cotrimoxazole3_b,depo_a,depo_b,diazepam1a_a,diazepam1a_b,diclofenac_a,diclofenac_b,does_vaccines,dpt_vac,dryheat_a,dryheat_b,dryheat_c,ethambutol_a,ethambutol_b,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,fansidar_b,final_wt,folic_a,folic_b,fridge_power,fridge_temp,fridge_tempmon,gentamycin_a,gentamycin_b,glibenclam_a,glibenclam_b,glucometer_a,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_births,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_length,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_tapemeasure,has_vaccarrier,has_weights,hepb_vac,hivtest_a,hypoglycemic_a,hypoglycemic_b,incinerator_a,incinerator_b,incinerator_c,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,infantscale_c,insulin_a,insulin_b,internet_a,internet_b,ipw,irona_a,irona_b,ironfolic_a,ironfolic_b,isoniazid_a,isoniazid_b,m0s0q0,magsulf_a,magsulf_b,measles_vac,mebendazole_a,mebendazole_b,methasone_a,methasone_b,metronidazole_a,metronidazole_b,misoprostol_a,misoprostol_b,morphine_a,morphine_b,nacl_a,nacl_b,nifedipine2_a,nifedipine2_b,nonelectric_a,nonelectric_b,nonelectric_c,num_births,num_outpatient,omeprazole_a,omeprazole_b,ors_a,ors_b,oxytocin_a,oxytocin_b,paracetamol3_a,paracetamol3_b,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,pyrazinam_a,pyrazinam_b,radio_a,radio_b,rdt_a,rifampicin_a,rifampicin_b,ruralurban,salbutamol_a,salbutamol_b,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,simvastatin_b,sphgmeter_a,sphgmeter_b,sphgmeter_c,steamer_a,steamer_b,steamer_c,stethoscope_a,stethoscope_b,stethoscope_c,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,thermometer_c,treat_guidelines,treat_observed,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,vitamina_b,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a,zinctabs_b
Tanzania-2016,389,0.47368422,22.36066,At least one observed (not expired),Form as stated,18,3,331,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Yes (Observed),No,,Never available,,Yes (Observed),Yes (Observed),,Not available today,At least one observed (not expired),Form as stated,Not available today,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (all expired),Form as stated,Not available today,,Yes,Not available today,No,,,At least one observed (not expired),Form as stated,Yes (Not Observed),Yes (Not Observed),Health Center,No,,At least one observed (not expired),Form as stated,10.591891,Not available today,,Gas,5.0,Yes (Observed),At least one observed (not expired),Form as stated,Not available today,,No,Yes,Yes,Yes (Observed),No,Yes,Yes,Yes (Not Observed),1,No,Yes (Observed),No,Yes (Observed),No,No,Yes,No,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,Yes (Not Observed),Yes (Not Observed),Yes (Observed),Yes (Observed),,Not recommended at given facility level,,No,,10.591891,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Over 50,Over 3000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),Not available today,Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,At least one observed (not expired),Other,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,,0.5,21.183783,Not available today,,No,Yes,No,Yes,No,Yes,No,No,No,No,"Waste visible, unprotected area",No,No,No,No,Yes,No,Not available today,
Tanzania-2016,39,0.6666667,65.893974,At least one observed (not expired),Form as stated,1,4,231,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,,Yes (Not Observed),Yes (Not Observed),,Never available,,No,,Health Post,No,,At least one observed (not expired),Form as stated,43.929317,At least one observed (not expired),Form as stated,,,,At least one observed (not expired),Form as stated,Never available,,Yes,No,No,,No,Yes,No,,1,No,,Yes,,Yes,No,No,Yes,No,No,,Yes,,1,,Yes,Never available,,,,,,,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),,Never available,,No,,43.929317,Never available,,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,At least one observed (not expired),Form as stated,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Never available,,Yes (Observed),Yes (Observed),,50 or less,0-500,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,,No,,,,Private,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Form as stated,No,Yes,No,Yes,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,Yes,Yes,No,Yes,0.5,87.858635,Never available,,No,Yes,No,Yes,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2016,390,0.104166664,40.47085,At least one observed (not expired),Form as stated,18,3,91,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Never available,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Hospital,No,,At least one observed (not expired),Form as stated,4.2157135,At least one observed (not expired),Form as stated,Electrical grid,7.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Observed),Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),4.2157135,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Over 50,Over 3000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Private,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.1169321,36.05266,At least one observed (not expired),Other,No,No,No,No,No,Yes,No,Yes (Observed),No,No,"Waste visible, protected area",No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,391,1.0,3.311097,At least one observed (not expired),Form as stated,18,3,413,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Never available,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,Never available,,Yes (Observed),Yes (Observed),Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,3.311097,At least one observed (not expired),Form as stated,Gas,3.0,Yes (Observed),Not available today,,Never available,,No,Yes,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Not available today,No,Never available,,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,3.311097,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,50 or less,0-500,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),Not available today,Private,Never available,,No,,No,Never available,,Rural,At least one observed (not expired),Other,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,1.0,3.311097,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,No,Not available today,
Tanzania-2016,393,1.0,11.332551,At least one observed (not expired),Form as stated,18,3,191,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,Never available,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes (Observed),No,,Not available today,,Yes (Observed),Yes (Observed),,Not available today,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Not available today,,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,Yes,Not available today,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Post,No,,At least one observed (not expired),Form as stated,11.332551,At least one observed (not expired),Form as stated,Gas,4.0,Yes (Observed),Never available,,Never available,,No,Yes,Yes,No,No,Yes,No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,11.332551,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,Over 50,2001-3000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,Never available,,Rural,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,No,,Yes,No,1.0,11.332551,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,395,1.0,6.8216763,At least one observed (not expired),Form as stated,18,3,211,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Not available today,No,,,Never available,,Yes (Observed),Yes (Observed),Health Post,No,,At least one observed (not expired),Form as stated,6.8216763,At least one observed (not expired),Form as stated,Electrical grid,4.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,Yes,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,6.8216763,Never available,,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,50 or less,1001-2000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,No,No,No,No,No,No,No,No,No waste visible,No,No,Yes,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,1.0,6.8216763,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,Yes,No,Yes,Yes,Not available today,
Tanzania-2016,396,1.0,21.09545,At least one observed (not expired),Form as stated,18,3,161,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Not available today,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Never available,No,,,Not available today,,No,,Health Post,No,,At least one observed (not expired),Form as stated,21.09545,At least one observed (not expired),Form as stated,Gas,-3.0,Yes (Observed),Not available today,,At least one observed (not expired),Form as stated,No,Yes,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),No,Yes (Observed),No,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,No,No,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,21.09545,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,50 or less,501-1000,Not available today,,Not available today,,Not available today,,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not available today,,No,,Yes,Not available today,,Rural,Not available today,,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),No,,,Yes,Yes,Yes,No,1.0,21.09545,At least one observed (not expired),Form as stated,No,No,No,Yes,No,No,No,No,No,No,"Waste visible, unprotected area",No,No,No,No,No,No,Not available today,
Tanzania-2016,397,0.75,11.660749,At least one observed (not expired),Form as stated,18,3,161,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,No,,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Not available today,,Not available today,,Yes,Never available,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,No,,At least one observed (not expired),Form as stated,8.745562,Not available today,,Electrical grid,6.0,No,At least one observed (not expired),Form as stated,Not available today,,Yes,Yes,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Not available today,,,,,No,No,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,Yes (Observed),Yes (Observed),8.745562,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Not available today,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Over 50,Over 3000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,Not available today,,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,1.0,8.745562,Not available today,,No,No,No,No,No,Yes,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,398,0.90909094,6.4212246,At least one observed (not expired),Form as stated,18,3,11,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),No,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Not available today,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,No,,At least one observed (not expired),Form as stated,5.8374767,At least one observed (not expired),Form as stated,Gas,4.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,Yes,Yes,Yes (Observed),Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Not available today,,No,,5.8374767,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,50 or less,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,Never available,,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.5,11.674953,At least one observed (not expired),Form as stated,No,No,No,Yes,No,No,No,Yes (Observed),No,No,"Waste visible, protected area",No,No,No,No,Yes,Yes,At least one observed (not expired),Form as stated
Tanzania-2016,399,1.0,3.1502404,At least one observed (not expired),Form as stated,18,3,123,Yes (Observed),Yes (Observed),,No,,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Not available today,,Never available,,No,,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,Not available today,,No,,Health Post,No,,At least one observed (not expired),Form as stated,3.1502404,At least one observed (not expired),Form as stated,Gas,2.0,Yes (Observed),Not available today,,Never available,,No,Yes,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,No,Yes,Yes,No,No,Yes (Observed),Yes,Yes (Observed),1,Not available today,Yes,Never available,,,,,Yes,Yes,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),,Never available,,No,,3.1502404,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,50 or less,1001-2000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),Not available today,Public,Not available today,,No,,Yes,Not available today,,Rural,At least one observed (not expired),Other,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.5,6.300481,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,No,Not available today,
