country,facility_id,abs_prob,abs_wt,act_a,act_b,admin2,admin3,admin4,admin5,adultscale_a,adultscale_b,airway_a,airway_b,albendazole_a,albendazole_b,amitriptyline_a,amitriptyline_b,amoxicillin1_a,amoxicillin1_b,amoxicillin3_a,amoxicillin3_b,ampicillin_a,ampicillin_b,artesunate_a,artesunate_b,atenolol_a,atenolol_b,autoclave_a,autoclave_b,azithromycin_a,azithromycin_b,bagmask_a,bagmask_b,bcg_vac,benzathine_a,benzathine_b,benzylpenicillin_a,benzylpenicillin_b,calgluc_a,calgluc_b,captopril_a,captopril_b,cefixime_a,cefixime_b,ceftriaxone_a,ceftriaxone_b,childscale_a,childscale_b,ciproflox_a,ciproflox_b,contraceptive_a,contraceptive_b,cotrimoxazole3_a,cotrimoxazole3_b,depo_a,depo_b,diazepam1a_a,diazepam1a_b,diclofenac_a,diclofenac_b,does_vaccines,dpt_vac,dryheat_a,dryheat_b,ethambutol_a,ethambutol_b,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,fansidar_b,final_wt,folic_a,folic_b,fridge_power,fridge_poweroth,fridge_temp,fridge_temptodate,gentamycin_a,gentamycin_b,glibenclam_a,glibenclam_b,glucometer_a,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_colontest,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_length,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_tapemeasure,has_vaccarrier,has_weights,hepb_vac,hivtest_a,hypoglycemic_a,hypoglycemic_b,incinerator_a,incinerator_b,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,insulin_a,insulin_b,internet_a,internet_b,ipw,irona_a,irona_b,ironfolic_a,ironfolic_b,isoniazid_a,isoniazid_b,magsulf_a,magsulf_b,measles_vac,mebendazole_a,mebendazole_b,methasone_a,methasone_b,metronidazole_a,metronidazole_b,misoprostol_a,misoprostol_b,morphine_a,morphine_b,nacl_a,nacl_b,nifedipine2_a,nifedipine2_b,nonelectric_a,nonelectric_b,num_births,num_outpatient,omeprazole_a,omeprazole_b,ors_a,ors_b,oxytocin_a,oxytocin_b,paracetamol3_a,paracetamol3_b,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,pyrazinam_a,pyrazinam_b,radio_a,radio_b,rdt_a,rifampicin_a,rifampicin_b,ruralurban,salbutamol_a,salbutamol_b,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_joth,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,simvastatin_b,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,treat_guidelines,treat_observed,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,vitamina_b,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_joth,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a,zinctabs_b
Madagascar-2016,358,1.0,9.792857,At least one observed (not expired),Form as stated,32,305,305005,305005358,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,Never available,,No,,At least one observed (not expired),Not available today,,Not available today,,Not available today,,Never available,,Never available,,Never available,,Yes (Observed),Yes (Observed),Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Other,Yes,At least one observed (not expired),No,,Never available,,No,,Health Post,No,,Never available,,9.79285717010498,Never available,,Petrol,,65.7,No,At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,Yes (Observed),No,No,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,9.792857,Never available,,At least one observed (not expired),Form as stated,Never available,,Not available today,,At least one observed (not expired),Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Never available,,Never available,,Never available,,Never available,,Yes (Observed),Yes (Observed),50 or less,501-1000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,Never available,Yes (Observed),Yes (Observed),Yes,Yes,Yes,,1.0,9.792857,At least one observed (not expired),Form as stated,No,No,No,Yes,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,,No,No,2,No,Yes,Not available today,
Madagascar-2016,359,1.0,9.792857,At least one observed (not expired),Form as stated,32,305,305006,305006359,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Yes,Never available,No,,Never available,,No,,Health Center,No,,At least one observed (not expired),Form as stated,9.79285717010498,Never available,,Petrol,,66.7,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,No,Yes,No,Yes (Observed),No,No,No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,9.792857,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not recommended at given facility level,,Never available,,Never available,,No,,50 or less,0-500,Never available,,Not available today,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,At least one observed (not expired),Yes (Observed),Yes (Observed),Yes,Yes,Yes,,0.5,19.585714,At least one observed (not expired),Form as stated,No,No,No,Yes,No,No,No,Yes (Not Observed),No,No,"Waste visible, unprotected area",No,,No,No,2,No,No,Not available today,
Madagascar-2016,36,1.0,2.6603773,Not available today,,11,101,101001,101001036,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,No,,Not available today,,Yes (Observed),Yes (Observed),,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,Yes (Observed),Yes (Observed),Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,No,,Yes (Observed),Yes (Observed),Not available today,,Yes (Observed),Yes (Observed),Hospital,No,,Not available today,,2.660377264022827,Not available today,,,,,,Not available today,,Not available today,,Yes,Yes,No,,No,No,No,,1,No,,Yes,,Yes,Yes,Yes,No,Yes,Yes,,Yes,,1,,No,Not available today,,,,Yes,Yes,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Not available today,,Yes (Observed),Yes (Observed),2.6603773,Not available today,,Not available today,,Not available today,,Not available today,,,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,No,,50 or less,0-500,Not available today,,Not available today,,Not available today,,Not available today,,,Yes (Observed),No,,,Private,Not available today,,No,,No,Not available today,,Urban,Not available today,,No,No,No,No,No,No,No,No,No,No waste visible,No,,No,No,Yes,No,Not available today,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes (Observed),Yes (Observed),No,,,,0.5,5.3207545,Not available today,,No,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, protected area",Yes,BAC A ORDURE AVY EO ALAIN`NY R,No,No,2,No,Yes,Not available today,
Madagascar-2016,360,1.0,9.792857,At least one observed (not expired),Form as stated,32,305,305007,305007360,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Not available today,,Never available,,Not available today,,Not available today,,Not available today,,Never available,,Not available today,,No,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Other,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Not available today,No,,Never available,,No,,Health Post,No,,Not available today,,9.79285717010498,Never available,,Petrol,,68.4,No,At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,Yes (Observed),No,No,No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),No,Never available,,,,,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),No,Never available,,No,,9.792857,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Not available today,,Not recommended at given facility level,,Not available today,,Never available,,Yes (Observed),Yes (Observed),50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,No,No,Never available,,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,Never available,Yes (Observed),Yes (Observed),Yes,Yes,Yes,,1.0,9.792857,Not available today,,No,Yes,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, protected area",No,,No,No,2,No,Yes,At least one observed (not expired),Form as stated
Madagascar-2016,361,1.0,5.4806275,At least one observed (not expired),Form as stated,31,306,306001,306001361,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Never available,,Never available,,No,,Never available,,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,Never available,,Not available today,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Yes,,No,,Not available today,,No,,Health Center,No,,Never available,,5.480627536773682,Never available,,,,,,At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,,Yes,No,No,,1,No,,Yes,,No,Yes,Yes,Yes,Yes,No,,Yes,,1,,Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,Never available,,No,,5.4806275,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,No,,50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,,No,,,,Public,Never available,,No,,Yes,Not available today,,Rural,At least one observed (not expired),Other,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,No,Yes,0.5,10.961255,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, unprotected area",No,,No,No,2,No,No,Not available today,
Madagascar-2016,362,1.0,5.4806275,At least one observed (not expired),Form as stated,31,306,306001,306001362,Yes (Observed),No,No,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Never available,,Never available,,No,,Never available,,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,Never available,,No,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Yes,,No,,Never available,,No,,Health Post,No,,Available but not observed (not expired),Form as stated,5.480627536773682,Never available,,,,,,Not available today,,Never available,,No,Yes,Yes,,Yes,No,No,,1,No,,Yes,,No,Yes,Yes,Yes,No,No,,Yes,,1,,No,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,Never available,,No,,5.4806275,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,,Never available,,Never available,,Not available today,,Never available,,Never available,,Never available,,Never available,,Yes (Not Observed),Yes (Not Observed),50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,,No,,,,Public,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Other,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,No,Yes,1.0,5.4806275,Not available today,,No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,,No,No,2,No,No,At least one observed (not expired),Form as stated
Madagascar-2016,363,1.0,4.215867,At least one observed (not expired),Form as stated,31,306,306002,306002363,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Never available,,No,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,,No,,Never available,,No,,Health Post,No,,Never available,,4.215867042541504,Never available,,,,,,At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,,Yes,Yes,No,,1,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,1,,Yes,At least one observed (all expired),Form as stated,,,,,Yes (Not Observed),Yes (Not Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,4.215867,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),50 or less,0-500,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,,No,,,,Private,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),No,Yes,Yes,No,Yes,0.5,8.431734,Not available today,,No,Yes,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,,No,No,2,No,Yes,Not available today,
Madagascar-2016,364,1.0,5.4806275,At least one observed (not expired),Form as stated,31,306,306003,306003364,Yes (Observed),Yes (Observed),No,,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,Never available,,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Yes,,No,,Never available,,No,,Health Center,No,,Never available,,5.480627536773682,Never available,,,,,,At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,,No,No,No,,1,No,,Yes,,Yes,Yes,Yes,Yes,Yes,No,,Yes,,1,,Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,5.4806275,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Never available,,Yes (Observed),Yes (Observed),50 or less,501-1000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,,No,,,,Public,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Other,No,No,No,No,Yes,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,Yes,1.0,5.4806275,Not available today,,No,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,2,No,No,Never available,
Madagascar-2016,365,1.0,4.215867,At least one observed (not expired),Form as stated,31,306,306004,306004365,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,Yes (Observed),Yes (Observed),At least one observed (not expired),Other,No,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,Never available,,Yes (Observed),Yes (Observed),Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,4.215867042541504,At least one observed (not expired),Form as stated,Electrical grid,,61.5,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,Yes,Yes,Yes,Yes (Observed),Yes,No,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),No,At least one observed (not expired),Form as stated,,,,,Yes (Not Observed),Yes (Not Observed),No,,No,,Yes (Observed),Yes (Observed),Not available today,,Yes (Observed),Yes (Observed),4.215867,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,50 or less,501-1000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Form as stated,No,No,No,No,Yes,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,At least one observed (not expired),Other,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),Yes,Yes,Yes,,1.0,4.215867,At least one observed (not expired),Form as stated,No,No,No,No,Yes,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,,No,No,2,No,Yes,At least one observed (not expired),Form as stated
Madagascar-2016,366,1.0,5.4806275,At least one observed (not expired),Form as stated,31,306,306005,306005366,Yes (Observed),Yes (Observed),No,,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,No,,Never available,,No,,,Not available today,,Not available today,,Not available today,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Yes,,No,,Never available,,No,,Health Center,No,,At least one observed (not expired),Form as stated,5.480627536773682,Never available,,,,,,Not available today,,Never available,,No,Yes,Yes,,No,No,No,,1,No,,Yes,,No,Yes,Yes,Yes,No,No,,Yes,,1,,Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,5.4806275,Never available,,Not available today,,Never available,,Not available today,,,Not available today,,Not available today,,Not available today,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),50 or less,0-500,Never available,,Not available today,,Not available today,,At least one observed (not expired),Other,,No,,,,Public,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Other,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,No,Yes,1.0,5.4806275,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,,No,No,2,No,No,Never available,
Madagascar-2016,367,1.0,5.4806275,At least one observed (not expired),Form as stated,31,306,306005,306005367,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Never available,,Never available,,No,,Never available,,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,Never available,,Yes (Observed),Yes (Observed),Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,Yes,,No,,Never available,,No,,Health Post,No,,At least one observed (not expired),Form as stated,5.480627536773682,Never available,,,,,,At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,,No,No,No,,1,No,,Yes,,No,No,Yes,Yes,Yes,Yes,,Yes,,1,,No,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,5.4806275,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,,Not available today,,Never available,,At least one observed (not expired),Other,Never available,,Never available,,Never available,,Never available,,No,,50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,,No,,,,Public,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,No,Yes,1.0,5.4806275,Not available today,,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,2,No,No,At least one observed (not expired),Form as stated
Madagascar-2016,368,1.0,5.4806275,At least one observed (not expired),Form as stated,31,306,306006,306006368,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,No,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,Not recommended at given facility level,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Yes,Never available,No,,Not available today,,No,,Health Center,No,,At least one observed (not expired),Form as stated,5.480627536773682,Never available,,,,,,At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,Yes (Observed),No,No,No,Yes (Observed),1,No,Not available,Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Not recommended at given facility level,,No,,5.4806275,Never available,,At least one observed (not expired),Form as stated,Not available today,,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not available today,,No,,Yes,Not available today,,Rural,Not available today,,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,At least one observed (not expired),Yes (Observed),Yes (Observed),Yes,Yes,Yes,,1.0,5.4806275,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,,No,No,2,No,Yes,At least one observed (not expired),Form as stated
