survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,provider_activity,provider_activityoth,provider_age1,provider_cadre1,provider_cadre2,provider_male1,provider_male2,provider_present1,provider_present2,salary_delay
Kenya-2012_11881_1,Kenya-2012,11881_1,11881,1,0.9, ,,Authorized absence,,,1,Yes,,,25-34,Clinical Officer,,Female,,No,,
Kenya-2012_11881_2,Kenya-2012,11881_2,11881,2,0.9, , ,,Authorized absence,1.0,1,Yes,, ,45 or older,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_11881_3,Kenya-2012,11881_3,11881,3,0.9, , ,Authorized absence,"Training, seminar or meeting",1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_11881_4,Kenya-2012,11881_4,11881,4,0.9, ,,,,,1,Yes,,,25-34,Nurse,,Female,,Yes,,
Kenya-2012_11881_5,Kenya-2012,11881_5,11881,5,0.9, , ,,Official mission,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_11881_6,Kenya-2012,11881_6,11881,6,0.9, ,,,,,1,Yes,,,25-34,Nurse,,Female,,Yes,,
Kenya-2012_11881_7,Kenya-2012,11881_7,11881,7,0.9, ,,,,,1,No,,,25-34,Nurse,,Male,,Yes,,
Kenya-2012_11881_8,Kenya-2012,11881_8,11881,8,0.9, , ,Authorized absence,,1.0,1,No,Paperwork, ,25-34,Nurse,Nurse,Male,Male,No,Yes,No
Kenya-2012_11881_9,Kenya-2012,11881_9,11881,9,0.9, , ,Not his/her shift,Authorized absence,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_11881_10,Kenya-2012,11881_10,11881,10,0.9, ,,Authorized absence,,,1,No,,,35-44,Nurse,,Male,,No,,
Kenya-2012_11881_11,Kenya-2012,11881_11,11881,11,0.9, , ,,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Male,Male,Yes,No,
Kenya-2012_11881_12,Kenya-2012,11881_12,11881,12,0.9, , ,,Official mission,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_11881_13,Kenya-2012,11881_13,11881,13,0.9, , ,,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Male,Male,Yes,No,
Kenya-2012_11881_14,Kenya-2012,11881_14,11881,14,0.9, , ,,Official mission,1.0,1,No,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_11881_15,Kenya-2012,11881_15,11881,15,0.9, , ,,Official mission,1.0,1,Yes,, ,Younger than 25,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_11881_16,Kenya-2012,11881_16,11881,16,0.9, ,,,,,1,Yes,,,25-34,Nurse,,Female,,Yes,,
Kenya-2012_11961_1,Kenya-2012,11961_1,11961,1,0.16666667, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_11961_2,Kenya-2012,11961_2,11961,2,0.16666667, , ,,,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_11961_3,Kenya-2012,11961_3,11961,3,0.16666667, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Kenya-2012_11961_4,Kenya-2012,11961_4,11961,4,0.16666667, , ,,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_11961_5,Kenya-2012,11961_5,11961,5,0.16666667, , ,Official mission,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,No,Yes,No
Kenya-2012_11961_6,Kenya-2012,11961_6,11961,6,0.16666667, , ,Authorized absence,,1.0,1,No,Other,ARRANGING DRUGS,35-44,Other,Other,Male,Male,No,Yes,No
Kenya-2012_11962_1,Kenya-2012,11962_1,11962,1,0.5714286, , ,,,1.0,1,No,With patient, ,25-34,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_11962_2,Kenya-2012,11962_2,11962,2,0.5714286, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_11962_3,Kenya-2012,11962_3,11962,3,0.5714286, , ,Authorized absence,Authorized absence,1.0,1,No,, ,35-44,Other,Other,Male,Male,No,No,
Kenya-2012_11962_4,Kenya-2012,11962_4,11962,4,0.5714286, , ,,,1.0,1,No,Paperwork, ,35-44,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_11962_5,Kenya-2012,11962_5,11962,5,0.5714286, , ,Authorized absence,Authorized absence,1.0,1,No,, ,45 or older,Other,Other,Male,Male,No,No,
Kenya-2012_11962_6,Kenya-2012,11962_6,11962,6,0.5714286, , ,Official mission,Official mission,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_11962_7,Kenya-2012,11962_7,11962,7,0.5714286, , ,,Official mission,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_12018_1,Kenya-2012,12018_1,12018,1,0.4, , ,Not his/her shift,Not his/her shift,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,No,No,
Kenya-2012_12018_2,Kenya-2012,12018_2,12018,2,0.4, , ,,,1.0,1,Yes,Discussion with colleagues or staff meeting, ,Younger than 25,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,No
Kenya-2012_12018_3,Kenya-2012,12018_3,12018,3,0.4, , ,,Authorized absence,1.0,1,No,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12018_4,Kenya-2012,12018_4,12018,4,0.4, , ,,,1.0,1,No,Discussion with colleagues or staff meeting, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12018_5,Kenya-2012,12018_5,12018,5,0.4, , ,,,1.0,1,No,Paperwork, ,25-34,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_12150_1,Kenya-2012,12150_1,12150,1,0.0, , ,,,1.0,1,Yes,Other, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Kenya-2012_12150_2,Kenya-2012,12150_2,12150,2,0.0, , ,,,1.0,1,No,Paperwork, ,25-34,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_12150_3,Kenya-2012,12150_3,12150,3,0.0, , ,"Training, seminar or meeting",,1.0,1,Yes,Paperwork, ,25-34,Nurse,Nurse,Male,Male,No,Yes,No
Kenya-2012_12150_4,Kenya-2012,12150_4,12150,4,0.0, , ,,,1.0,1,No,Paperwork, ,Younger than 25,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_12191_1,Kenya-2012,12191_1,12191,1,0.2, , ,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,No
Kenya-2012_12191_2,Kenya-2012,12191_2,12191,2,0.2, , ,,,1.0,1,Yes,Paperwork, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12191_3,Kenya-2012,12191_3,12191,3,0.2, , ,,,1.0,1,No,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12191_4,Kenya-2012,12191_4,12191,4,0.2, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_12191_5,Kenya-2012,12191_5,12191,5,0.2, , ,,,1.0,1,No,Paperwork, ,45 or older,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_12207_1,Kenya-2012,12207_1,12207,1,0.5, , ,,,1.0,1,Yes,Discussion with colleagues or staff meeting, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12207_2,Kenya-2012,12207_2,12207,2,0.5, , ,Official mission,,1.0,1,Yes,With patient, ,45 or older,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_12207_3,Kenya-2012,12207_3,12207,3,0.5, , ,Authorized absence,"Training, seminar or meeting",1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12207_4,Kenya-2012,12207_4,12207,4,0.5, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Male,Male,No,No,
Kenya-2012_12236_1,Kenya-2012,12236_1,12236,1,0.5, , ,,,1.0,1,Yes,Paperwork, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12236_2,Kenya-2012,12236_2,12236,2,0.5, , ,Not his/her shift,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Female,Female,No,Yes,No
Kenya-2012_12236_3,Kenya-2012,12236_3,12236,3,0.5, , ,,,1.0,1,Yes,With patient, ,45 or older,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_12236_4,Kenya-2012,12236_4,12236,4,0.5, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12236_5,Kenya-2012,12236_5,12236,5,0.5, , ,Authorized absence,Not his/her shift,1.0,1,Yes,, ,,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12236_6,Kenya-2012,12236_6,12236,6,0.5, , ,,Not his/her shift,1.0,1,Yes,, ,,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12236_7,Kenya-2012,12236_7,12236,7,0.5, , ,,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12236_8,Kenya-2012,12236_8,12236,8,0.5, , ,Not his/her shift,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_12236_9,Kenya-2012,12236_9,12236,9,0.5, , ,,Authorized absence,1.0,1,No,, ,,Other,Other,Male,Male,Yes,No,
Kenya-2012_12236_10,Kenya-2012,12236_10,12236,10,0.5, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,Younger than 25,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_12255_1,Kenya-2012,12255_1,12255,1,0.6, , ,,Authorized absence,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12255_2,Kenya-2012,12255_2,12255,2,0.6, , ,,,1.0,1,Yes,With patient, ,25-34,Doctor,Doctor,Female,Female,Yes,Yes,No
Kenya-2012_12255_3,Kenya-2012,12255_3,12255,3,0.6, , ,,"Training, seminar or meeting",1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_12255_4,Kenya-2012,12255_4,12255,4,0.6, , ,Not his/her shift,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12255_5,Kenya-2012,12255_5,12255,5,0.6, , ,,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_12255_6,Kenya-2012,12255_6,12255,6,0.6, , ,Not his/her shift,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_12255_7,Kenya-2012,12255_7,12255,7,0.6, ,,Not his/her shift,,,1,Yes,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_12255_8,Kenya-2012,12255_8,12255,8,0.6, , ,Not his/her shift,,1.0,1,Yes,Other, ,35-44,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_12255_9,Kenya-2012,12255_9,12255,9,0.6, , ,Authorized absence,,1.0,1,Yes,Paperwork, ,45 or older,Nurse,Nurse,Male,Male,No,Yes,No
Kenya-2012_12255_10,Kenya-2012,12255_10,12255,10,0.6, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_12255_11,Kenya-2012,12255_11,12255,11,0.6, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,45 or older,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_12258_1,Kenya-2012,12258_1,12258,1,0.0, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12258_2,Kenya-2012,12258_2,12258,2,0.0, , ,,,1.0,1,Yes,Paperwork, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_12406_1,Kenya-2012,12406_1,12406,1,0.5, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12406_2,Kenya-2012,12406_2,12406,2,0.5, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12417_1,Kenya-2012,12417_1,12417,1,0.0, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_12455_1,Kenya-2012,12455_1,12455,1,0.4, ,,,,,1,No,,,35-44,Other,,Male,,Yes,,
Kenya-2012_12455_2,Kenya-2012,12455_2,12455,2,0.4, ,,,,,1,Yes,,,,Doctor,,Male,,Yes,,
Kenya-2012_12455_3,Kenya-2012,12455_3,12455,3,0.4, ,,,,,1,Yes,,,,Doctor,,Male,,Yes,,
Kenya-2012_12455_4,Kenya-2012,12455_4,12455,4,0.4, , ,,,1.0,1,Yes,With patient, ,25-34,Doctor,Doctor,Male,Male,Yes,Yes,No
Kenya-2012_12455_5,Kenya-2012,12455_5,12455,5,0.4, , ,,,1.0,1,Yes,Paperwork, ,25-34,Doctor,Doctor,Female,Female,Yes,Yes,No
Kenya-2012_12455_6,Kenya-2012,12455_6,12455,6,0.4, , ,,,1.0,1,Yes,With patient, ,25-34,Doctor,Doctor,Male,Male,Yes,Yes,No
Kenya-2012_12455_7,Kenya-2012,12455_7,12455,7,0.4, , ,Sick or on maternity leave,Authorized absence,1.0,1,Yes,, ,25-34,Doctor,Doctor,Female,Female,No,No,
Kenya-2012_12455_8,Kenya-2012,12455_8,12455,8,0.4, ,,,,,1,Yes,,,,Doctor,,Male,,Yes,,
Kenya-2012_12455_9,Kenya-2012,12455_9,12455,9,0.4, , ,,,1.0,1,Yes,Looking for information or teaching, ,25-34,Doctor,Doctor,Female,Female,Yes,Yes,No
Kenya-2012_12455_10,Kenya-2012,12455_10,12455,10,0.4, ,,,,,1,Yes,,,25-34,Doctor,,Male,,Yes,,
Kenya-2012_12455_11,Kenya-2012,12455_11,12455,11,0.4, ,,,,,1,Yes,,,25-34,Doctor,,Female,,Yes,,
Kenya-2012_12455_12,Kenya-2012,12455_12,12455,12,0.4, , ,,,1.0,1,Yes,With patient, ,25-34,Doctor,Doctor,Male,Male,Yes,Yes,No
Kenya-2012_12455_13,Kenya-2012,12455_13,12455,13,0.4, ,,Not his/her shift,,,1,Yes,,,45 or older,Clinical Officer,,Male,,No,,
Kenya-2012_12455_14,Kenya-2012,12455_14,12455,14,0.4, , ,Not his/her shift,Authorized absence,1.0,1,Yes,, ,45 or older,Clinical Officer,Clinical Officer,Male,Male,No,No,
Kenya-2012_12455_15,Kenya-2012,12455_15,12455,15,0.4, ,,,,,1,Yes,,,45 or older,Clinical Officer,,Female,,Yes,,
Kenya-2012_12455_16,Kenya-2012,12455_16,12455,16,0.4, ,,,,,1,Yes,,,35-44,Clinical Officer,,Male,,Yes,,
Kenya-2012_12455_17,Kenya-2012,12455_17,12455,17,0.4, ,,,,,1,Yes,,,45 or older,Clinical Officer,,Female,,Yes,,
Kenya-2012_12455_18,Kenya-2012,12455_18,12455,18,0.4, ,,Authorized absence,,,1,Yes,,,35-44,Clinical Officer,,Male,,No,,
Kenya-2012_12455_19,Kenya-2012,12455_19,12455,19,0.4, ,,Not his/her shift,,,1,Yes,,,45 or older,Clinical Officer,,Male,,No,,
Kenya-2012_12455_20,Kenya-2012,12455_20,12455,20,0.4, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,No,No,
Kenya-2012_12455_21,Kenya-2012,12455_21,12455,21,0.4, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,,Clinical Officer,Clinical Officer,Male,Male,No,No,
Kenya-2012_12455_22,Kenya-2012,12455_22,12455,22,0.4, ,,,,,1,Yes,,,,Clinical Officer,,Female,,Yes,,
Kenya-2012_12455_23,Kenya-2012,12455_23,12455,23,0.4, , ,Authorized absence,,1.0,1,Yes,With patient, ,,Clinical Officer,Clinical Officer,Female,Female,No,Yes,No
Kenya-2012_12455_24,Kenya-2012,12455_24,12455,24,0.4, ,,,,,1,Yes,,,35-44,Clinical Officer,,Male,,Yes,,
Kenya-2012_12455_25,Kenya-2012,12455_25,12455,25,0.4, ,,,,,1,Yes,,,,Clinical Officer,,Female,,Yes,,
Kenya-2012_12456_1,Kenya-2012,12456_1,12456,1,1.0, , ,,Official mission,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12456_2,Kenya-2012,12456_2,12456,2,1.0, , ,,Sick or on maternity leave,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12456_3,Kenya-2012,12456_3,12456,3,1.0, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_12468_1,Kenya-2012,12468_1,12468,1,0.0, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12468_2,Kenya-2012,12468_2,12468,2,0.0, , ,Authorized absence,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_12477_1,Kenya-2012,12477_1,12477,1,0.2, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Kenya-2012_12477_2,Kenya-2012,12477_2,12477,2,0.2, , ,,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_12477_3,Kenya-2012,12477_3,12477,3,0.2, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12477_4,Kenya-2012,12477_4,12477,4,0.2, , ,,,1.0,1,Yes,Other, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_12477_5,Kenya-2012,12477_5,12477,5,0.2, , ,Official mission,,1.0,1,No,"Laboratory, investigations, or x-ray", ,35-44,Other,Other,Male,Male,No,Yes,Yes
Kenya-2012_12483_1,Kenya-2012,12483_1,12483,1,0.33333334, , ,"Training, seminar or meeting",,1.0,1,Yes,Discussion with colleagues or staff meeting, ,25-34,Nurse,Nurse,Male,Male,No,Yes,Yes
Kenya-2012_12483_2,Kenya-2012,12483_2,12483,2,0.33333334, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,No,No,
Kenya-2012_12483_3,Kenya-2012,12483_3,12483,3,0.33333334, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,45 or older,Other,Other,Male,Male,Yes,Yes,Yes
Kenya-2012_12483_4,Kenya-2012,12483_4,12483,4,0.33333334, , ,,,1.0,1,No,Paperwork, ,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Kenya-2012_12483_5,Kenya-2012,12483_5,12483,5,0.33333334, , ,,,1.0,1,No,Paperwork, ,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Kenya-2012_12483_6,Kenya-2012,12483_6,12483,6,0.33333334, , ,Official mission,Official mission,1.0,1,No,, ,25-34,Other,Other,Male,Male,No,No,
Kenya-2012_12485_1,Kenya-2012,12485_1,12485,1,0.5, ,,,,,1,No,,,45 or older,Nurse,,Male,,Yes,,
Kenya-2012_12485_2,Kenya-2012,12485_2,12485,2,0.5, , ,,,1.0,1,No,Looking for information or teaching, ,45 or older,Nurse,Nurse,Male,Female,Yes,Yes,No
Kenya-2012_12485_3,Kenya-2012,12485_3,12485,3,0.5, , ,,Official mission,1.0,1,No,, ,45 or older,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_12485_4,Kenya-2012,12485_4,12485,4,0.5, ,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Kenya-2012_12485_5,Kenya-2012,12485_5,12485,5,0.5, ,,,,,1,Yes,,,,Clinical Officer,,Female,,Yes,,
Kenya-2012_12485_6,Kenya-2012,12485_6,12485,6,0.5, , ,,,1.0,1,Yes,Other, ,,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Kenya-2012_12485_7,Kenya-2012,12485_7,12485,7,0.5, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Male,Male,No,No,
Kenya-2012_12485_8,Kenya-2012,12485_8,12485,8,0.5, , ,,,1.0,1,No,Discussion with colleagues or staff meeting, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12485_9,Kenya-2012,12485_9,12485,9,0.5, , ,Official mission,,1.0,1,Yes,Paperwork, ,,Doctor,Doctor,Female,Male,No,Yes,No
Kenya-2012_12485_10,Kenya-2012,12485_10,12485,10,0.5, , ,,,1.0,1,No,Paperwork, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_12485_11,Kenya-2012,12485_11,12485,11,0.5, ,,,,,1,No,,,45 or older,Nurse,,Male,,Yes,,
Kenya-2012_12485_12,Kenya-2012,12485_12,12485,12,0.5, , ,Not his/her shift,Not his/her shift,1.0,1,No,, ,45 or older,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12485_13,Kenya-2012,12485_13,12485,13,0.5, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_12485_14,Kenya-2012,12485_14,12485,14,0.5, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,45 or older,Clinical Officer,Clinical Officer,Male,Male,No,No,
Kenya-2012_12485_15,Kenya-2012,12485_15,12485,15,0.5, ,,Authorized absence,,,1,No,,,35-44,Other,,Male,,No,,
Kenya-2012_12485_16,Kenya-2012,12485_16,12485,16,0.5, ,,Authorized absence,,,1,Yes,,,,Doctor,,Female,,No,,
Kenya-2012_12499_1,Kenya-2012,12499_1,12499,1,1.0, , ,,Unauthorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12499_2,Kenya-2012,12499_2,12499,2,1.0, , ,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,No,No,
Kenya-2012_12499_3,Kenya-2012,12499_3,12499,3,1.0, , ,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12521_1,Kenya-2012,12521_1,12521,1,0.375, , ,,Not his/her shift,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_12521_2,Kenya-2012,12521_2,12521,2,0.375, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12521_3,Kenya-2012,12521_3,12521,3,0.375, , ,,,1.0,1,Yes,Discussion with colleagues or staff meeting, ,45 or older,Doctor,Doctor,Male,Male,Yes,Yes,No
Kenya-2012_12521_4,Kenya-2012,12521_4,12521,4,0.375, , ,,,1.0,1,Yes,With patient, ,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_12521_5,Kenya-2012,12521_5,12521,5,0.375, , ,,,1.0,1,Yes,Discussion with colleagues or staff meeting, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_12521_6,Kenya-2012,12521_6,12521,6,0.375, , ,"Training, seminar or meeting",,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Male,Male,No,Yes,No
Kenya-2012_12521_7,Kenya-2012,12521_7,12521,7,0.375, , ,Authorized absence,Authorized absence,1.0,1,No,, ,45 or older,Other,Other,Male,Male,No,No,
Kenya-2012_12521_8,Kenya-2012,12521_8,12521,8,0.375, , ,,,1.0,1,No,Paperwork, ,25-34,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_12523_1,Kenya-2012,12523_1,12523,1,0.7, ,,,,,1,Yes,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_12523_2,Kenya-2012,12523_2,12523,2,0.7, ,,,,,1,Yes,,,25-34,Nurse,,Male,,Yes,,
Kenya-2012_12523_3,Kenya-2012,12523_3,12523,3,0.7, , ,,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_12523_4,Kenya-2012,12523_4,12523,4,0.7, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12523_5,Kenya-2012,12523_5,12523,5,0.7, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_12523_6,Kenya-2012,12523_6,12523,6,0.7, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12523_7,Kenya-2012,12523_7,12523,7,0.7, ,,Not his/her shift,,,1,Yes,,,25-34,Nurse,,Female,,No,,
Kenya-2012_12523_8,Kenya-2012,12523_8,12523,8,0.7, ,,,,,1,Yes,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_12523_9,Kenya-2012,12523_9,12523,9,0.7, , ,Authorized absence,Not his/her shift,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_12523_10,Kenya-2012,12523_10,12523,10,0.7, ,,Not his/her shift,,,1,Yes,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_12523_11,Kenya-2012,12523_11,12523,11,0.7, , ,Not his/her shift,Not his/her shift,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_12523_12,Kenya-2012,12523_12,12523,12,0.7, ,,Not his/her shift,,,1,Yes,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_12523_13,Kenya-2012,12523_13,12523,13,0.7, ,,Authorized absence,,,1,Yes,,,25-34,Clinical Officer,,Male,,No,,
Kenya-2012_12523_14,Kenya-2012,12523_14,12523,14,0.7, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_12523_15,Kenya-2012,12523_15,12523,15,0.7, ,,Authorized absence,,,1,Yes,,,,Clinical Officer,,Male,,No,,
Kenya-2012_12523_16,Kenya-2012,12523_16,12523,16,0.7, ,,Authorized absence,,,1,No,,,35-44,Other,,Male,,No,,
Kenya-2012_12523_17,Kenya-2012,12523_17,12523,17,0.7, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Male,Male,No,No,
Kenya-2012_12523_18,Kenya-2012,12523_18,12523,18,0.7, ,,Authorized absence,,,1,No,,,25-34,Other,,Male,,No,,
Kenya-2012_12523_19,Kenya-2012,12523_19,12523,19,0.7, ,,Outreach or fieldwork,,,1,No,,,,Nurse,,Female,,No,,
Kenya-2012_12523_20,Kenya-2012,12523_20,12523,20,0.7, ,,,,,1,No,,,35-44,Other,,Male,,Yes,,
Kenya-2012_12523_21,Kenya-2012,12523_21,12523,21,0.7, ,,,,,1,No,,,45 or older,Other,,Male,,Yes,,
Kenya-2012_12523_22,Kenya-2012,12523_22,12523,22,0.7, , ,,,1.0,1,No,Discussion with colleagues or staff meeting, ,25-34,Other,Other,Male,Female,Yes,Yes,Yes
