country,facility_id,abs_prob,abs_wt,act_a,act_b,admin1,admin2,admin4,adultscale_a,adultscale_b,adultscale_c,airway_a,airway_b,airway_c,albendazole_a,albendazole_b,amitriptyline_a,amitriptyline_b,amoxicillin1_a,amoxicillin1_b,amoxicillin3_a,amoxicillin3_b,ampicillin_a,ampicillin_b,artesunate_a,artesunate_b,atenolol_a,atenolol_b,autoclave_a,autoclave_b,autoclave_c,azithromycin_a,azithromycin_b,bagmask_a,bagmask_b,bagmask_c,bcg_vac,benzathine_a,benzathine_b,benzylpenicillin_a,benzylpenicillin_b,calgluc_a,calgluc_b,captopril_a,captopril_b,cefixime_a,cefixime_b,ceftriaxone_a,ceftriaxone_b,childscale_a,childscale_b,childscale_c,ciproflox_a,ciproflox_b,contraceptive_a,contraceptive_b,cotrimoxazole3_a,cotrimoxazole3_b,depo_a,depo_b,diazepam1a_a,diazepam1a_b,diclofenac_a,diclofenac_b,does_vaccines,dpt_vac,dryheat_a,dryheat_b,dryheat_c,ethambutol_a,ethambutol_b,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,fansidar_b,final_wt,folic_a,folic_b,fridge_power,fridge_temp,fridge_tempmon,gentamycin_a,gentamycin_b,glibenclam_a,glibenclam_b,glucometer_a,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_births,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_length,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_tapemeasure,has_vaccarrier,has_weights,hepb_vac,hivtest_a,hypoglycemic_a,hypoglycemic_b,incinerator_a,incinerator_b,incinerator_c,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,infantscale_c,insulin_a,insulin_b,internet_a,internet_b,ipw,irona_a,irona_b,ironfolic_a,ironfolic_b,isoniazid_a,isoniazid_b,m0s0q0,magsulf_a,magsulf_b,measles_vac,mebendazole_a,mebendazole_b,methasone_a,methasone_b,metronidazole_a,metronidazole_b,misoprostol_a,misoprostol_b,morphine_a,morphine_b,nacl_a,nacl_b,nifedipine2_a,nifedipine2_b,nonelectric_a,nonelectric_b,nonelectric_c,num_births,num_outpatient,omeprazole_a,omeprazole_b,ors_a,ors_b,oxytocin_a,oxytocin_b,paracetamol3_a,paracetamol3_b,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,pyrazinam_a,pyrazinam_b,radio_a,radio_b,rdt_a,rifampicin_a,rifampicin_b,ruralurban,salbutamol_a,salbutamol_b,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,simvastatin_b,sphgmeter_a,sphgmeter_b,sphgmeter_c,steamer_a,steamer_b,steamer_c,stethoscope_a,stethoscope_b,stethoscope_c,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,thermometer_c,treat_guidelines,treat_observed,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,vitamina_b,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a,zinctabs_b
Tanzania-2014,341,0.20833333,67.49102,At least one observed (not expired),Form as stated,16,4,72,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,No,,At least one observed (not expired),Form as stated,14.060628,At least one observed (not expired),Form as stated,Gas,20.555555,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,,,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,14.060628,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Over 50,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Private,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,At least one observed (not expired),Other,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,No,Yes,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,,0.2857143,49.212193,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,2.0,Yes,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,342,0.1923077,129.08496,At least one observed (not expired),Form as stated,16,4,192,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Not Observed),Hospital,No,,At least one observed (not expired),Form as stated,24.824032,At least one observed (not expired),Form as stated,Gas,20.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Observed),Yes,Yes,No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,No,,24.824032,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Over 50,Over 3000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No waste visible,No,No,Yes,No,Yes,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,,0.05922471,419.1499,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Not Observed),No,No,No waste visible,No,2.0,Yes,No,Yes,Yes,At least one observed (not expired),Form as stated
Tanzania-2014,343,1.0,3.514964,At least one observed (not expired),Form as stated,16,4,22,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,,At least one observed (not expired),Form as stated,No,,,,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,No,,,Never available,,Yes (Observed),No,Health Post,No,,Not available today,,3.514964,At least one observed (not expired),Form as stated,,,,At least one observed (not expired),Form as stated,Never available,,Yes,,,,No,No,,,1,No,,Yes,,Yes,Yes,,,,,,Yes,,1,,No,Never available,,,,,,,No,,No,,No,,No,,,Never available,,No,,3.514964,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,Never available,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,Not available today,,Never available,,Yes (Observed),Yes (Observed),,,501-1000,Not available today,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,,Yes (Observed),Yes (Observed),,,Private,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Other,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,No,Yes,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,Yes,Yes,,,0.33333334,10.544892,Never available,,No,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,2.0,Yes,No,No,Yes,At least one observed (not expired),Form as stated
Tanzania-2014,344,1.0,3.5301175,At least one observed (not expired),Form as stated,16,4,162,Yes (Observed),Yes (Observed),,Yes (Not Observed),Yes (Not Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,Not recommended at given facility level,,No,,,Never available,,Yes (Not Observed),Yes (Not Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Post,No,,At least one observed (not expired),Form as stated,3.5301175,At least one observed (not expired),Form as stated,Gas,21.11111,Yes (Observed),Never available,,Not recommended at given facility level,,No,,,Yes (Observed),No,No,,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,,,,,Yes (Not Observed),Yes,Yes (Observed),1,At least one observed (all expired),Yes,Not recommended at given facility level,,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Not Observed),,Not recommended at given facility level,,No,,3.5301175,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,Not recommended at given facility level,,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Never available,,At least one observed (not expired),Form as stated,Never available,,No,,,,501-1000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,Not available today,,No,Yes,No,No,No,Yes,No,No,No,No waste visible,No,No,Yes,No,Yes,Not recommended at given facility level,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.5,7.060235,At least one observed (not expired),Form as stated,No,Yes,No,No,No,Yes,No,Yes (Observed),No,No,No waste visible,No,2.0,Yes,No,Yes,Yes,At least one observed (not expired),Form as stated
Tanzania-2014,346,0.6666667,13.295291,At least one observed (not expired),Form as stated,16,4,182,Yes (Observed),Yes (Observed),,Yes (Not Observed),Yes (Not Observed),,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Not Observed),Yes (Not Observed),,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Never available,,Never available,,Yes (Not Observed),Yes (Not Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,Yes (Not Observed),Yes (Not Observed),,Not recommended at given facility level,,Yes (Not Observed),Yes (Not Observed),Health Post,No,,Not available today,,8.863527,At least one observed (not expired),Form as stated,,,,At least one observed (not expired),Form as stated,Never available,,Yes,,,,No,No,,,1,No,,Yes,,No,No,,,,,,Yes,,1,,No,Never available,,,,,Yes,Yes,Yes (Not Observed),Yes (Not Observed),No,,Yes (Observed),Yes (Observed),Yes (Not Observed),Yes (Not Observed),,Never available,,Yes (Not Observed),Yes (Not Observed),8.863527,Not available today,,Never available,,Not recommended at given facility level,,Questionnaire finalized,Not recommended at given facility level,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not recommended at given facility level,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Not Observed),Yes (Not Observed),,,501-1000,Never available,,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,,No,,,,Private,Not recommended at given facility level,,Yes (Not Observed),Yes (Not Observed),No,Not recommended at given facility level,,Urban,At least one observed (not expired),Form as stated,No,Yes,No,No,No,Yes,No,No,No,No waste visible,No,No,Yes,No,Yes,Never available,,Yes (Observed),Yes (Observed),,Yes (Not Observed),Yes (Not Observed),,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,Yes,Yes,,,0.33333334,26.590582,Never available,,No,Yes,No,No,No,Yes,No,Yes (Not Observed),No,No,No waste visible,No,2.0,Yes,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2014,347,1.0,8.863527,At least one observed (not expired),Form as stated,16,4,182,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Not recommended at given facility level,,No,,,Not available today,,No,,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not recommended at given facility level,,Never available,,Never available,,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,At least one observed (not expired),No,,,Never available,,No,,Health Post,No,,At least one observed (not expired),Form as stated,8.863527,At least one observed (not expired),Form as stated,Gas,20.0,Yes (Observed),Never available,,Not recommended at given facility level,,Yes,,,Yes (Observed),Yes,No,,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,,,,,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Not recommended at given facility level,,,,,,,No,,No,,Yes (Observed),Yes (Observed),No,,,Not recommended at given facility level,,No,,8.863527,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,Never available,,Never available,,Never available,,Never available,,Yes (Observed),,,,501-1000,Not available today,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,No,Yes,No,No,Not recommended at given facility level,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,,Yes,,1.0,8.863527,At least one observed (not expired),Form as stated,No,Yes,No,No,No,Yes,No,No,No,No,,No,2.0,Yes,,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,348,1.0,8.863527,At least one observed (not expired),Form as stated,16,4,182,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,No,,,Never available,,No,,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,No,,Health Post,No,,At least one observed (not expired),Form as stated,8.863527,At least one observed (not expired),Form as stated,Gas,19.444445,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,,,Yes (Observed),Yes,No,,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,,,,,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,Yes,Yes,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,,Never available,,No,,8.863527,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,Never available,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Not Observed),,,501-1000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Yes (Observed),No,At least one observed (not expired),At least one observed (not expired),Private,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,At least one observed (not expired),Form as stated,No,Yes,No,No,No,Yes,No,No,No,"Waste visible, unprotected area",No,No,Yes,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,No,,Yes,,1.0,8.863527,At least one observed (not expired),Form as stated,No,Yes,No,No,No,Yes,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,2.0,Yes,No,Yes,No,Never available,
Tanzania-2014,349,1.0,6.3411007,At least one observed (not expired),Form as stated,16,4,152,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,Never available,,Never available,,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,Never available,,No,,Health Post,No,,At least one observed (not expired),Form as stated,6.3411007,At least one observed (not expired),Form as stated,Gas,14.444445,Yes (Observed),Never available,,Never available,,No,Yes,No,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Never available,Yes,Never available,,,,,,,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),,Never available,,No,,6.3411007,At least one observed (not expired),Form as stated,Never available,,Never available,,Questionnaire finalized,Never available,,Not available today,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Other,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,Yes,Never available,,Rural,Never available,,No,Yes,No,No,No,Yes,No,Yes,No,No waste visible,No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,,0.5,12.682201,At least one observed (not expired),Form as stated,No,Yes,No,No,No,Yes,No,No,Yes,No,No waste visible,No,2.0,No,No,No,No,Never available,
Tanzania-2014,35,1.0,31.396471,At least one observed (not expired),Form as stated,1,4,31,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,Not recommended at given facility level,,Never available,,No,,,Not recommended at given facility level,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,No,,Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,31.396471,At least one observed (not expired),Form as stated,Gas,5.0,Yes (Observed),Never available,,Not recommended at given facility level,,Yes,Yes,Yes,No,Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Not recommended at given facility level,,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,Not recommended at given facility level,,No,,31.396471,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Not recommended at given facility level,,Never available,,Not available today,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,Over 50,2001-3000,Never available,,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,Never available,,No,Yes,No,Yes,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Not recommended at given facility level,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,No,Yes,Yes,1.0,31.396471,At least one observed (not expired),Form as stated,No,Yes,No,Yes,No,No,No,Yes (Observed),Yes,No,No waste visible,No,2.0,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,350,1.0,10.75098,At least one observed (not expired),Form as stated,16,4,132,Yes (Observed),No,,No,,,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Not recommended at given facility level,,No,,,Never available,,No,,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,No,,Health Post,No,,Not available today,,10.75098,At least one observed (not expired),Form as stated,Gas,21.11111,No,Not available today,,Never available,,No,,,Yes (Observed),No,No,,Yes (Not Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,,,,,Yes (Not Observed),Yes,Yes (Observed),1,At least one observed (all expired),Yes,Never available,,,,,Yes,Yes,No,,No,,Yes (Not Observed),No,No,,,Never available,,No,,10.75098,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,Not available today,,At least one observed (not expired),Not available today,,Never available,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,No,,,,501-1000,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,Never available,,No,Yes,No,No,No,Yes,No,No,No,No waste visible,No,No,Yes,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,No,Yes,,1.0,10.75098,At least one observed (not expired),Form as stated,No,Yes,No,No,No,Yes,No,Yes (Observed),No,No,No waste visible,No,2.0,Yes,No,Yes,No,Not available today,
