country,facility_id,abs_wt,act_a,admin1,admin2,admin3,adultscale_a,adultscale_b,albendazole_a,amoxicillin3_a,ampicillin2_a,ampicillin_a,autoclave_a,autoclave_b,azithromycin_a,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,ceftriaxone2_a,childscale_a,childscale_b,chloraphen_a,cotrimoxazole2_a,depo_a,diazepam3_a,does_vaccines,does_vaccines2,dpt_vac,dryheat_a,dryheat_b,elecdevice_a,elecdevice_b,ergometrine_a,facility_level,facmobile_a,facmobile_b,folic_a,gentamycin2_a,gentamycin_a,has_autosyringe,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_sharps,has_vaccarrier,has_weights,hepb_vac,incinerator_a,incinerator_b,incinerator_power,incinerator_works,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,internet_a,internet_b,ipw,irona_a,magsulf_a,measles_vac,methasone_a,metronidazole_a,misoprostol_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,ors_a,oxytocin_a,paracetamol3_a,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,radio_a,radio_b,ruralurban,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_joth,sharps_k,sharps_l,sharps_m,sharps_n,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,thermometer_a,thermometer_b,vaccine_store1,vaccine_store2,vign_wt,vitamina_a,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_joth,waste_k,waste_l,waste_m,waste_n,waste_training,yellowfev_vac,zinctabs_a
Nigeria-2013,3407012,104.5,At least one observed (not expired),Taraba,7.0,703.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,No,,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,,1,Yes,Yes (Not Observed),Yes,,Yes,,,1,,No,,,,Yes (Observed),Yes (Observed),Yes (Not Observed),Yes (Observed),No,,5.5,At least one observed (not expired),At least one observed (not expired),,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,,Over 50,501-1000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,No,,,,Private,No,,Urban,No,No,No,No,No,No,Yes,No,No,No waste visible,No,,Yes,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,,9.625,At least one observed (not expired),No,No,No,No,No,No,Yes,Yes (Not Observed),No,No,No waste visible,No,,Yes,No,No,No,No,,At least one observed (not expired)
Nigeria-2013,3407013,25.833336,At least one observed (not expired),Taraba,7.0,101.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,No,,Never available,At least one observed (not expired),Not available today,Not available today,Not available today,Not available today,No,,Never available,At least one observed (not expired),At least one observed (not expired),Not available today,Yes,,At least one observed (not expired),No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),No,,No,,5.166667,Not available today,Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,Not available today,No,,50 or less,0-500,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,No,Yes,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.166667,At least one observed (not expired),No,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,3407016,31.000002,Not available today,Taraba,7.0,709.0,Yes (Observed),Yes (Observed),Not available today,Not available today,Not available today,Not available today,No,,Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),Not available today,Not available today,Not available today,Not available today,Yes,,At least one observed (not expired),No,,No,,Not available today,Health Center,No,,Not available today,Not available today,Available but not observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.166667,Not available today,Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,Not available today,Not available today,No,,50 or less,501-1000,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,No,,At least one observed (not expired),At least one observed (not expired),Public,No,,Urban,No,No,No,No,No,No,No,No,No,No waste visible,No,,No,Yes,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,6.8888893,At least one observed (not expired),No,No,No,No,No,No,No,No,No,No,No waste visible,No,,No,Yes,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,3407017,72.333336,At least one observed (not expired),Taraba,7.0,101.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,At least one observed (not expired),No,,No,,Never available,Health Center,No,,At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Not Observed),No,No,,5.166667,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Urban,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,8.266667,At least one observed (not expired),Yes,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,3407020,10.333334,Not available today,Taraba,7.0,703.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),No,,Not available today,,At least one observed (not expired),Not available today,Not available today,Not available today,Yes (Not Observed),Yes (Observed),Not available today,At least one observed (not expired),Not available today,Not available today,No,No,,No,,No,,At least one observed (not expired),Health Post,No,,At least one observed (not expired),Not available today,At least one observed (not expired),,,1,No,Not available,Yes,,No,,,1,,No,,,,Yes (Observed),Yes (Observed),Yes (Not Observed),Yes (Observed),No,,5.166667,At least one observed (not expired),Not available today,,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),No,,50 or less,0-500,At least one observed (not expired),Not available today,At least one observed (not expired),,No,,,,Public,No,,Rural,No,No,No,No,No,Yes,No,No,No,No waste visible,No,,No,No,No,No,No,,No,,No,,No,,,,5.166667,Not available today,No,No,No,Yes,No,Yes,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,,No,No,No,No,No,,Not available today
Nigeria-2013,3407021,56.833336,At least one observed (not expired),Taraba,7.0,701.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),,At least one observed (not expired),At least one observed (not expired),At least one observed (all expired),At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,No,,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,,1,Yes,Not available,Yes,,Yes,,,1,,No,,,,Yes (Observed),Yes (Observed),No,,No,,5.166667,At least one observed (not expired),At least one observed (not expired),,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,1001-2000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,No,,,,Private,No,,Urban,No,No,No,No,No,No,Yes,No,No,"Waste visible, protected area",Yes,BORN INSIDE THE DRUM,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,,5.166667,At least one observed (not expired),No,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",Yes,BORN INSIDE DRUM,No,No,No,No,No,,Not available today
Nigeria-2013,3407023,67.16667,At least one observed (not expired),Taraba,7.0,704.0,Yes (Observed),Yes (Observed),Available but not observed (not expired),Available but not observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),Never available,Available but not observed (not expired),Available but not observed (not expired),Not available today,Yes,,At least one observed (not expired),Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Hospital,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),Yes (Not Observed),No,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.166667,Not available today,Not available today,At least one observed (not expired),Not available today,Available but not observed (not expired),At least one observed (not expired),Not available today,Not available today,Yes (Not Observed),No,50 or less,501-1000,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,No,,Not available today,At least one observed (not expired),Public,No,,Urban,No,Yes,No,Yes,No,No,No,No,No,No waste visible,No,,No,Yes,No,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,9.041667,Available but not observed (not expired),No,No,No,Yes,No,No,No,Yes (Not Observed),No,No,No waste visible,No,,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,3407034,56.833336,At least one observed (not expired),Taraba,7.0,707.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,No,,Never available,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Not available today,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Yes,,At least one observed (not expired),No,,No,,At least one observed (not expired),Hospital,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.166667,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,Not available today,No,,50 or less,0-500,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,No,,Never available,At least one observed (not expired),Public,No,,Urban,No,No,No,No,Yes,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,6.200001,At least one observed (not expired),No,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,3407035,72.333336,Not available today,Taraba,7.0,707.0,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),Never available,Not available today,No,,Not available today,Not available today,Not available today,Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Yes,,Not available today,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Not Observed),1,Yes,Yes (Not Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Not Observed),1,Not available today,No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.166667,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,At least one observed (not expired),Never available,Never available,Never available,No,,50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,Not available today,Public,No,,Urban,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,,Yes,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.166667,At least one observed (not expired),No,Yes,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, protected area",No,,Yes,No,No,No,No,Not available today,Available but not observed (not expired)
Nigeria-2013,3407042,137.5,At least one observed (not expired),Taraba,7.0,709.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),,Not available today,Not available today,Not available today,Available but not observed (not expired),Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),Available but not observed (not expired),No,No,,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,,1,Yes,Yes (Not Observed),Yes,,Yes,,,1,,Yes (Not Observed),No,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.5,At least one observed (not expired),Not available today,,At least one observed (not expired),Available but not observed (not expired),Available but not observed (not expired),Never available,At least one observed (not expired),Yes (Not Observed),No,50 or less,1001-2000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,No,,,,Private,No,,Urban,No,No,No,No,No,No,Yes,Yes,No,No waste visible,No,,No,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,,9.166666,Never available,No,No,No,No,No,No,Yes,Yes (Not Observed),Yes,No,"Waste visible, protected area",No,,No,No,No,No,No,,Never available
Nigeria-2013,3407044,10.333334,Not available today,Taraba,7.0,710.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Not available today,Available but not observed (not expired),No,,Not available today,At least one observed (not expired),Available but not observed (not expired),At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Available but not observed (not expired),Yes,,At least one observed (not expired),No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Not Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),No,,No,,5.166667,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),No,,50 or less,0-500,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,No,Yes,No,No,No,No,No waste visible,No,,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,Yes,5.166667,Not available today,No,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,3407045,25.833336,Not available today,Taraba,7.0,702.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,No,,Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),Yes,,At least one observed (not expired),Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,No,Not available,Yes,Yes (Observed),No,No,Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.166667,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),No,,50 or less,0-500,Not available today,At least one observed (not expired),Not available today,Never available,No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,No,Yes,5.166667,Not available today,No,No,No,Yes,No,No,No,Yes (Not Observed),No,No,"Waste visible, unprotected area",No,,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,3408005,5.4358974,Not available today,Taraba,8.0,801.0,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Not available today,Not available today,Not available today,At least one observed (not expired),Never available,Not available today,No,,Not available today,At least one observed (not expired),Never available,Not available today,Yes,,Not available today,No,,No,,Not available today,Health Post,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,No,Not available,Yes,No,No,Yes (Observed),Yes (Not Observed),1,Not available today,No,,,,Yes (Observed),Yes (Observed),No,,No,,5.4358974,At least one observed (not expired),Never available,Not available today,Never available,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,50 or less,0-500,At least one observed (not expired),Never available,At least one observed (not expired),Never available,No,,Never available,Not available today,Public,No,,Rural,No,Yes,No,No,No,Yes,No,No,No,No waste visible,No,,Yes,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.4358974,Not available today,No,Yes,No,No,No,Yes,No,No,No,No,No waste visible,No,,Yes,No,No,No,No,Not available today,Never available
Nigeria-2013,3408006,21.74359,At least one observed (not expired),Taraba,8.0,801.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,No,,Not available today,Not available today,Not available today,At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,Not available today,At least one observed (not expired),At least one observed (not expired),Yes,,Not available today,No,,No,,At least one observed (not expired),,No,,At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Not Observed),Yes (Not Observed),1,Yes,Not available,Yes,No,Yes,Yes (Observed),No,1,Not available today,No,,,,Yes (Observed),Yes (Observed),Yes (Not Observed),Yes (Observed),No,,5.4358974,At least one observed (not expired),Never available,Not available today,Not available today,Not available today,Never available,Not available today,Not available today,No,,Over 50,0-500,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,Not available today,Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,No waste visible,No,,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.4358974,Not available today,No,Yes,No,No,No,Yes,No,No,Yes,No,No waste visible,No,,Yes,No,No,No,No,Not available today,Never available
Nigeria-2013,3408010,21.74359,At least one observed (not expired),Taraba,8.0,802.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,No,,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),Yes,,Never available,No,,No,,At least one observed (not expired),Hospital,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,No,Yes,Yes (Observed),Yes (Observed),1,Not available today,No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.4358974,At least one observed (not expired),Never available,Not available today,Not available today,At least one observed (not expired),Never available,Not available today,Not available today,No,,50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,Not available today,Public,No,,Rural,No,No,Yes,Yes,Yes,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),No,Yes (Observed),Yes (Observed),No,Yes,5.4358974,Not available today,Yes,No,Yes,No,No,No,No,Yes (Not Observed),No,Yes,"Waste visible, unprotected area",No,,No,No,No,No,No,Not available today,Not available today
Nigeria-2013,3408015,21.74359,Never available,Taraba,8.0,801.0,No,,Not available today,Not available today,Not available today,Never available,No,,Never available,Not available today,Not available today,Not available today,Never available,Never available,No,,Never available,Available but not observed (not expired),Never available,Not available today,Yes,,Not available today,No,,No,,Not available today,Health Post,No,,Available but not observed (not expired),Not available today,Not available today,No,No,1,No,Not available,No,No,No,Yes (Observed),No,1,Not available today,No,,,,Yes (Observed),Yes (Observed),No,,No,,5.4358974,Available but not observed (not expired),Never available,Not available today,Never available,Not available today,Never available,Never available,Never available,No,,50 or less,,Not available today,Never available,Not available today,Never available,No,,Never available,Not available today,Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,Not inspected,Yes,COLLECTED AND TAKEN AWAY,No,No,No,No,No,,No,,Yes (Not Observed),No,Yes (Observed),Yes (Observed),No,Yes,5.4358974,Not available today,No,Yes,No,No,No,Yes,No,No,No,No,No waste visible,No,,Yes,No,No,No,No,Not available today,Never available
Nigeria-2013,3408017,5.4358974,Not available today,Taraba,8.0,802.0,No,,Not available today,Not available today,Not available today,Not available today,No,,Not available today,Never available,Not available today,Not available today,Never available,Never available,No,,Never available,Not available today,Never available,Never available,Yes,,Not available today,No,,No,,Not available today,Health Post,No,,Not available today,Not available today,Not available today,No,No,1,No,Not available,No,No,No,Yes (Observed),No,1,Never available,No,,,,Yes (Observed),Yes (Observed),No,,No,,5.4358974,Not available today,Never available,Never available,Never available,Not available today,Never available,Not available today,Never available,No,,50 or less,0-500,Not available today,Never available,Not available today,Never available,No,,Not available today,Never available,Public,No,,Rural,No,Yes,No,No,No,No,No,Yes,No,No waste visible,No,,Yes,No,No,No,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.4358974,Not available today,No,No,No,Yes,No,No,No,No,Yes,No,No waste visible,No,,Yes,No,No,No,No,Never available,Never available
Nigeria-2013,3408018,5.4358974,Never available,Taraba,8.0,802.0,No,,Not available today,Not available today,Not available today,Not available today,No,,Never available,At least one observed (not expired),Not available today,Not available today,Never available,Never available,No,,Never available,Not available today,Never available,Not available today,Yes,,At least one observed (not expired),No,,No,,Never available,Health Post,No,,Not available today,Not available today,Not available today,No,No,1,No,Not available,No,No,No,Yes (Observed),No,1,Never available,No,,,,Yes (Observed),Yes (Observed),No,,No,,5.4358974,Not available today,Never available,At least one observed (not expired),Never available,Not available today,Never available,Not available today,Never available,No,,50 or less,0-500,Not available today,Never available,Not available today,Never available,No,,Not available today,At least one observed (not expired),Public,No,,Rural,No,No,No,No,No,No,Yes,No,No,No waste visible,No,,No,No,No,No,No,,No,,No,,No,,No,Yes,5.4358974,Not available today,No,No,No,No,No,No,Yes,No,No,No,No waste visible,No,,No,No,No,No,No,Never available,Never available
Nigeria-2013,3408025,135.89743,At least one observed (not expired),Taraba,8.0,803.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Not available today,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Hospital,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Not Observed),Yes (Observed),1,Yes,Yes (Not Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Not available today,No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.4358974,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Over 50,501-1000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,Not available today,Public,No,,Rural,Yes,Yes,Yes,No,Yes,No,No,No,No,"Waste visible, protected area",No,,Yes,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.4358974,Not available today,Yes,Yes,Yes,No,Yes,Yes,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,,Yes,No,No,No,Yes,Not available today,Never available
Nigeria-2013,3408033,10.871795,At least one observed (not expired),Taraba,8.0,803.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (not expired),No,,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Not available today,No,,No,,At least one observed (not expired),Hospital,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,No,Yes,Yes (Observed),Yes (Observed),1,Not available today,No,,,,Yes (Observed),Yes (Observed),No,,No,,5.4358974,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),No,,50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,No,,Never available,Not available today,Public,No,,Rural,No,No,No,No,No,Yes,Yes,No,No,"Waste visible, protected area",No,,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.4358974,Not available today,No,Yes,No,No,No,Yes,Yes,No,No,No,"Waste visible, protected area",No,,No,No,No,No,No,Not available today,Never available
Nigeria-2013,3408042,65.23077,At least one observed (not expired),Taraba,8.0,804.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),No,,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Not available today,No,,No,,At least one observed (not expired),,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,No,1,Yes,Yes (Observed),Yes,No,Yes,Yes (Observed),Yes (Not Observed),1,Not available today,No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,5.4358974,At least one observed (not expired),Never available,Not available today,Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,No,,50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,Not available today,Public,No,,Rural,No,Yes,No,No,No,Yes,No,Yes,No,No waste visible,No,,Yes,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.4358974,Not available today,No,Yes,No,Yes,No,No,No,No,Yes,No,No waste visible,No,,Yes,No,No,No,No,Not available today,Never available
