survey_id,country,unique_id,facility_id,provider_id,abs_wt,absence_rate,absence_rate2,absent_other1,absent_other3,absent_reason1,absent_reason3,has_absentee,has_absentee2,has_roster,is_outpatient,num_staff,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ2,provider_male1,provider_present1,provider_present2,provider_present3,salary_delaylen,salary_delaylen2,salary_got,salary_got2,year_started
Senegal-2010_119_2,Senegal-2010,119_2,119,2,53.53811,0.0,0.09090909,,,,,1.0,1.0,1,Yes,11-50,25-34,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_119_5,Senegal-2010,119_5,119,5,53.53811,0.0,0.09090909,,,Not his/her shift,,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Other,Post-Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_119_12,Senegal-2010,119_12,119,12,,0.0,0.09090909,,,,,,,1,No,11-50,25-34,,Other,,,Female,Yes,,,,,,,
Senegal-2010_119_8,Senegal-2010,119_8,119,8,53.53811,0.0,0.09090909,,,,,1.0,1.0,1,Yes,11-50,25-34,45 or older,Other,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_119_10,Senegal-2010,119_10,119,10,53.53811,0.0,0.09090909,,,,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Nurse,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_119_1,Senegal-2010,119_1,119,1,53.53811,0.0,0.09090909,,,,,1.0,1.0,1,Yes,11-50,45 or older,25-34,Nurse,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_119_4,Senegal-2010,119_4,119,4,53.53811,0.0,0.09090909,,,,,1.0,1.0,1,Yes,11-50,45 or older,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_119_7,Senegal-2010,119_7,119,7,53.53811,0.0,0.09090909,,,Not his/her shift,,1.0,1.0,1,Yes,11-50,25-34,Younger than 25,Nurse,Nurse,Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_119_3,Senegal-2010,119_3,119,3,53.53811,0.0,0.09090909,,,Not his/her shift,,1.0,1.0,1,Yes,11-50,25-34,35-44,Nurse,Other,Post-Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_119_0,Senegal-2010,119_0,119,0,53.53811,0.0,0.09090909,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_119_9,Senegal-2010,119_9,119,9,53.53811,0.0,0.09090909,,,,,1.0,1.0,1,Yes,11-50,Younger than 25,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_119_6,Senegal-2010,119_6,119,6,53.53811,0.0,0.09090909,,,Not his/her shift,Not his/her shift,1.0,1.0,1,Yes,11-50,35-44,25-34,Nurse,Other,Secondary,Female,No,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_12_1,Senegal-2010,12_1,12,1,117.69275,0.5,0.5,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,No,No,No,,,,,In the 1990s
Senegal-2010_12_0,Senegal-2010,12_0,12,0,117.69275,0.5,0.5,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Primary,Female,Yes,Yes,Yes,,,,,In the 1990s
Senegal-2010_120_0,Senegal-2010,120_0,120,0,63.584606,0.2857143,0.2857143,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_120_4,Senegal-2010,120_4,120,4,63.584606,0.2857143,0.2857143,,,,Sick or on maternity leave,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_120_3,Senegal-2010,120_3,120,3,63.584606,0.2857143,0.2857143,,,Sick or on maternity leave,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_120_5,Senegal-2010,120_5,120,5,63.584606,0.2857143,0.2857143,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_120_1,Senegal-2010,120_1,120,1,63.584606,0.2857143,0.2857143,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_120_6,Senegal-2010,120_6,120,6,63.584606,0.2857143,0.2857143,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_120_2,Senegal-2010,120_2,120,2,63.584606,0.2857143,0.2857143,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Male,No,No,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_121_0,Senegal-2010,121_0,121,0,22.141235,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_121_1,Senegal-2010,121_1,121,1,22.141235,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_121_4,Senegal-2010,121_4,121,4,22.141235,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_121_2,Senegal-2010,121_2,121,2,22.141235,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_121_3,Senegal-2010,121_3,121,3,22.141235,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_122_1,Senegal-2010,122_1,122,1,106.89758,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_122_0,Senegal-2010,122_0,122,0,106.89758,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_122_2,Senegal-2010,122_2,122,2,106.89758,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_123_2,Senegal-2010,123_2,123,2,135.51398,0.6363636,0.27272728,,,,Sick or on maternity leave,1.0,1.0,1,No,11-50,35-44,45 or older,Other,Nurse,Post-Secondary,Female,Yes,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_123_14,Senegal-2010,123_14,123,14,,0.6363636,0.27272728,,,,,,,1,No,11-50,45 or older,,Other,,,Female,Yes,,,,,,,
Senegal-2010_123_5,Senegal-2010,123_5,123,5,135.51398,0.6363636,0.27272728,,,Not his/her shift,,1.0,1.0,1,No,11-50,,45 or older,Nurse,Other,Secondary,Female,No,Yes,Yes,6.0,6.0,Yes,Yes,After 2000
Senegal-2010_123_6,Senegal-2010,123_6,123,6,135.51398,0.6363636,0.27272728,,,Authorized absence,,1.0,1.0,1,No,11-50,35-44,35-44,Other,Other,Secondary,Female,No,Yes,Yes,10.0,7.0,Yes,Yes,In the 1990s
Senegal-2010_123_16,Senegal-2010,123_16,123,16,,0.6363636,0.27272728,,,,,,,1,No,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_123_1,Senegal-2010,123_1,123,1,135.51398,0.6363636,0.27272728,,,Not his/her shift,,1.0,1.0,1,No,11-50,45 or older,45 or older,Other,Nurse,Post-Secondary,Male,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_123_17,Senegal-2010,123_17,123,17,,0.6363636,0.27272728,,,,,,,1,No,11-50,45 or older,,Other,,,Female,Yes,,,,,,,
Senegal-2010_123_11,Senegal-2010,123_11,123,11,,0.6363636,0.27272728,,,,,,,1,No,11-50,45 or older,,Other,,,Female,Yes,,,,,,,
Senegal-2010_123_4,Senegal-2010,123_4,123,4,135.51398,0.6363636,0.27272728,,,Not his/her shift,,1.0,1.0,1,No,11-50,45 or older,35-44,Nurse,Other,Post-Secondary,Female,No,No,Yes,6.0,5.0,Yes,Yes,After 2000
Senegal-2010_123_21,Senegal-2010,123_21,123,21,,0.6363636,0.27272728,,,Not his/her shift,,,,1,No,11-50,25-34,,Other,,,Female,No,,,,,,,
Senegal-2010_123_10,Senegal-2010,123_10,123,10,135.51398,0.6363636,0.27272728,,,,Sick or on maternity leave,1.0,1.0,1,No,11-50,45 or older,,Other,Nurse,Post-Secondary,Female,Yes,No,No,10.0,5.0,Yes,Yes,After 2000
Senegal-2010_123_7,Senegal-2010,123_7,123,7,135.51398,0.6363636,0.27272728,,,,,1.0,1.0,1,No,11-50,45 or older,35-44,Other,Other,Secondary,Female,Yes,No,Yes,10.0,10.0,Yes,Yes,
Senegal-2010_123_20,Senegal-2010,123_20,123,20,,0.6363636,0.27272728,,,Authorized absence,,,,1,No,11-50,35-44,,Other,,,Female,No,,,,,,,
Senegal-2010_123_3,Senegal-2010,123_3,123,3,135.51398,0.6363636,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Other,Primary,Female,Yes,Yes,Yes,6.0,5.0,Yes,Yes,In the 1990s
Senegal-2010_123_23,Senegal-2010,123_23,123,23,,0.6363636,0.27272728,,,,,,,1,No,11-50,35-44,,Other,,,Male,Yes,,,,,,,
Senegal-2010_123_22,Senegal-2010,123_22,123,22,,0.6363636,0.27272728,,,,,,,1,No,11-50,45 or older,,Other,,,Male,Yes,,,,,,,
Senegal-2010_123_8,Senegal-2010,123_8,123,8,135.51398,0.6363636,0.27272728,,,Sick or on maternity leave,,1.0,1.0,1,No,11-50,,45 or older,Other,Other,Post-Secondary,Female,No,No,Yes,10.0,6.0,Yes,Yes,After 2000
Senegal-2010_123_13,Senegal-2010,123_13,123,13,,0.6363636,0.27272728,,,,,,,1,No,11-50,45 or older,,Other,,,Female,Yes,,,,,,,
Senegal-2010_123_18,Senegal-2010,123_18,123,18,,0.6363636,0.27272728,,,,,,,1,No,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_123_9,Senegal-2010,123_9,123,9,135.51398,0.6363636,0.27272728,,,Sick or on maternity leave,Authorized absence,1.0,1.0,1,No,11-50,,35-44,Other,Other,Secondary,Female,No,No,No,10.0,6.0,Yes,Yes,After 2000
Senegal-2010_123_15,Senegal-2010,123_15,123,15,,0.6363636,0.27272728,,,,,,,1,No,11-50,45 or older,,Other,,,Female,Yes,,,,,,,
Senegal-2010_123_0,Senegal-2010,123_0,123,0,135.51398,0.6363636,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_123_19,Senegal-2010,123_19,123,19,,0.6363636,0.27272728,,,,,,,1,No,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_123_12,Senegal-2010,123_12,123,12,,0.6363636,0.27272728,,,Authorized absence,,,,1,No,11-50,35-44,,Other,,,Female,No,,,,,,,
Senegal-2010_123_24,Senegal-2010,123_24,123,24,,0.6363636,0.27272728,,,,,,,1,No,11-50,35-44,,Other,,,Male,Yes,,,,,,,
Senegal-2010_124_4,Senegal-2010,124_4,124,4,41.105152,0.5714286,0.14285715,,,,,1.0,1.0,1,No,6-10,35-44,45 or older,Nurse,Nurse,Secondary,Female,Yes,No,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_124_6,Senegal-2010,124_6,124,6,41.105152,0.5714286,0.14285715,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_124_1,Senegal-2010,124_1,124,1,41.105152,0.5714286,0.14285715,,,Sick or on maternity leave,,1.0,1.0,1,Yes,6-10,45 or older,35-44,Nurse,Nurse,Primary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_124_0,Senegal-2010,124_0,124,0,41.105152,0.5714286,0.14285715,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_124_5,Senegal-2010,124_5,124,5,41.105152,0.5714286,0.14285715,,,Authorized absence,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Nurse,Secondary,Male,No,No,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_124_2,Senegal-2010,124_2,124,2,41.105152,0.5714286,0.14285715,,,Not his/her shift,,1.0,1.0,1,No,6-10,45 or older,35-44,Nurse,Other,Post-Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_124_3,Senegal-2010,124_3,124,3,41.105152,0.5714286,0.14285715,,,Official mission,Sick or on maternity leave,1.0,1.0,1,No,6-10,35-44,45 or older,Nurse,Nurse,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_125_3,Senegal-2010,125_3,125,3,58.846375,0.25,0.25,,,Authorized absence,Authorized absence,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_125_0,Senegal-2010,125_0,125,0,58.846375,0.25,0.25,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_125_2,Senegal-2010,125_2,125,2,58.846375,0.25,0.25,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_125_1,Senegal-2010,125_1,125,1,58.846375,0.25,0.25,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_126_2,Senegal-2010,126_2,126,2,89.140686,0.2,0.2,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_126_1,Senegal-2010,126_1,126,1,89.140686,0.2,0.2,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,Yes,5 or less,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_126_0,Senegal-2010,126_0,126,0,89.140686,0.2,0.2,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,3.0,0.0,Yes,Yes,After 2000
Senegal-2010_126_3,Senegal-2010,126_3,126,3,89.140686,0.2,0.2,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_126_4,Senegal-2010,126_4,126,4,89.140686,0.2,0.2,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_127_3,Senegal-2010,127_3,127,3,41.609673,0.0,0.16666667,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_127_4,Senegal-2010,127_4,127,4,41.609673,0.0,0.16666667,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_127_5,Senegal-2010,127_5,127,5,41.609673,0.0,0.16666667,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_127_0,Senegal-2010,127_0,127,0,41.609673,0.0,0.16666667,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_127_1,Senegal-2010,127_1,127,1,41.609673,0.0,0.16666667,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_127_2,Senegal-2010,127_2,127,2,41.609673,0.0,0.16666667,,,,Not his/her shift,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_128_1,Senegal-2010,128_1,128,1,24.419811,0.4,0.0,,,Authorized absence,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Post-Secondary,Male,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_128_0,Senegal-2010,128_0,128,0,24.419811,0.4,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_128_4,Senegal-2010,128_4,128,4,24.419811,0.4,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_128_3,Senegal-2010,128_3,128,3,24.419811,0.4,0.0,,,Not his/her shift,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_128_2,Senegal-2010,128_2,128,2,24.419811,0.4,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_129_1,Senegal-2010,129_1,129,1,40.5419,0.33333334,0.5,,,,Authorized absence,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,2.0,0.0,Yes,Yes,After 2000
Senegal-2010_129_2,Senegal-2010,129_2,129,2,40.5419,0.33333334,0.5,,,Not his/her shift,,1.0,1.0,1,Yes,6-10,Younger than 25,25-34,Nurse,Other,Secondary,Female,No,Yes,Yes,2.0,0.0,Yes,Yes,After 2000
Senegal-2010_129_4,Senegal-2010,129_4,129,4,40.5419,0.33333334,0.5,,,,,1.0,1.0,1,No,6-10,Younger than 25,35-44,Other,Other,Secondary,Female,Yes,No,Yes,5.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_129_6,Senegal-2010,129_6,129,6,,0.33333334,0.5,,,Not his/her shift,,,,1,No,6-10,45 or older,,Nurse,,,Female,No,,,,,,,
Senegal-2010_129_5,Senegal-2010,129_5,129,5,40.5419,0.33333334,0.5,,,Authorized absence,Not his/her shift,1.0,1.0,1,No,6-10,35-44,,Other,,,Male,No,No,No,,,,,
Senegal-2010_129_3,Senegal-2010,129_3,129,3,40.5419,0.33333334,0.5,,,,,1.0,1.0,1,Yes,6-10,25-34,Younger than 25,Other,Other,Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_129_0,Senegal-2010,129_0,129,0,40.5419,0.33333334,0.5,,Parti en ville,,Other,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_13_0,Senegal-2010,13_0,13,0,11.746859,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Primary,Male,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_130_2,Senegal-2010,130_2,130,2,175.49661,0.2,0.2,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_130_3,Senegal-2010,130_3,130,3,175.49661,0.2,0.2,,,Authorized absence,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Male,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_130_4,Senegal-2010,130_4,130,4,175.49661,0.2,0.2,,,,,1.0,1.0,1,No,5 or less,Younger than 25,Younger than 25,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_130_1,Senegal-2010,130_1,130,1,175.49661,0.2,0.2,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_130_0,Senegal-2010,130_0,130,0,175.49661,0.2,0.2,,,,Official mission,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_131_1,Senegal-2010,131_1,131,1,10.011418,0.0,0.5,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_131_0,Senegal-2010,131_0,131,0,10.011418,0.0,0.5,,,,"Training, seminar or meeting",1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_132_0,Senegal-2010,132_0,132,0,35.591484,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_132_2,Senegal-2010,132_2,132,2,35.591484,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_132_1,Senegal-2010,132_1,132,1,35.591484,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_133_1,Senegal-2010,133_1,133,1,16.261677,0.33333334,0.0,,,Official mission,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_133_0,Senegal-2010,133_0,133,0,16.261677,0.33333334,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_133_2,Senegal-2010,133_2,133,2,16.261677,0.33333334,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_134_7,Senegal-2010,134_7,134,7,43.36447,0.375,0.25,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_134_4,Senegal-2010,134_4,134,4,43.36447,0.375,0.25,,,Authorized absence,Official mission,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,,Male,No,No,No,,,,,
Senegal-2010_134_3,Senegal-2010,134_3,134,3,43.36447,0.375,0.25,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,,Female,No,No,No,,,,,
Senegal-2010_134_5,Senegal-2010,134_5,134,5,43.36447,0.375,0.25,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_134_0,Senegal-2010,134_0,134,0,43.36447,0.375,0.25,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_134_6,Senegal-2010,134_6,134,6,43.36447,0.375,0.25,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_134_1,Senegal-2010,134_1,134,1,43.36447,0.375,0.25,,,Authorized absence,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,No,No,Yes,0.0,0.0,,,Before 1990
Senegal-2010_134_2,Senegal-2010,134_2,134,2,43.36447,0.375,0.25,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,,Yes,Before 1990
Senegal-2010_135_3,Senegal-2010,135_3,135,3,27.055801,0.25,0.25,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_135_0,Senegal-2010,135_0,135,0,27.055801,0.25,0.25,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_135_2,Senegal-2010,135_2,135,2,27.055801,0.25,0.25,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_135_1,Senegal-2010,135_1,135,1,27.055801,0.25,0.25,,,,Not his/her shift,1.0,1.0,1,No,5 or less,,,Nurse,Nurse,,Female,Yes,No,No,,,,,
Senegal-2010_136_0,Senegal-2010,136_0,136,0,47.36547,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_136_1,Senegal-2010,136_1,136,1,47.36547,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_136_2,Senegal-2010,136_2,136,2,47.36547,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,Yes,In the 1990s
