survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,provider_activity,provider_activityoth,provider_age1,provider_cadre1,provider_cadre2,provider_male1,provider_male2,provider_present1,provider_present2,salary_delay
Uganda-2013_158_5,Uganda-2013,158_5,158,5,0.71428573,,,,,1.0,1,Yes,With patient,,35-44,Nurse,Nurse,Male,Male,Yes,Yes,
Uganda-2013_159_6,Uganda-2013,159_6,159,6,1.0,,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Uganda-2013_159_9,Uganda-2013,159_9,159,9,1.0,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_159_1,Uganda-2013,159_1,159,1,1.0,,,,Outreach or fieldwork,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_159_7,Uganda-2013,159_7,159,7,1.0,,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_159_8,Uganda-2013,159_8,159,8,1.0,,,Official mission,Outreach or fieldwork,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_159_4,Uganda-2013,159_4,159,4,1.0,,,Not his/her shift,Outreach or fieldwork,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_159_2,Uganda-2013,159_2,159,2,1.0,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_159_3,Uganda-2013,159_3,159,3,1.0,,,Not his/her shift,Sick or on maternity leave,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_159_5,Uganda-2013,159_5,159,5,1.0,,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_159_10,Uganda-2013,159_10,159,10,1.0,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_16_3,Uganda-2013,16_3,16,3,0.6666667,,,,,1.0,1,No,Paperwork,,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_16_6,Uganda-2013,16_6,16,6,0.6666667,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1,No,,,25-34,Other,Other,Female,Female,No,No,
Uganda-2013_16_2,Uganda-2013,16_2,16,2,0.6666667,,,,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_16_5,Uganda-2013,16_5,16,5,0.6666667,,,,Not his/her shift,1.0,1,No,,,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_16_1,Uganda-2013,16_1,16,1,0.6666667,,,,,1.0,1,Yes,With patient,,45 or older,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,Yes
Uganda-2013_16_4,Uganda-2013,16_4,16,4,0.6666667,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,,,25-34,Other,Other,Female,Female,,No,
Uganda-2013_160_3,Uganda-2013,160_3,160,3,0.5,,,,Outreach or fieldwork,1.0,1,Yes,,,35-44,Nurse,Nurse,Male,Female,Yes,No,
Uganda-2013_160_2,Uganda-2013,160_2,160,2,0.5,,,,,1.0,1,Yes,With patient,,35-44,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_160_5,Uganda-2013,160_5,160,5,0.5,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_160_7,Uganda-2013,160_7,160,7,0.5,,,Not his/her shift,Outreach or fieldwork,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_160_11,Uganda-2013,160_11,160,11,0.5,,,Not his/her shift,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_160_8,Uganda-2013,160_8,160,8,0.5,,,,,1.0,1,Yes,With patient,,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_160_1,Uganda-2013,160_1,160,1,0.5,,,,Outreach or fieldwork,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_160_10,Uganda-2013,160_10,160,10,0.5,,,Authorized absence,,1.0,1,Yes,With patient,,35-44,Other,Other,Male,Male,No,Yes,No
Uganda-2013_160_9,Uganda-2013,160_9,160,9,0.5,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,45 or older,Other,Other,Female,Female,No,No,
Uganda-2013_160_12,Uganda-2013,160_12,160,12,0.5,,,Not his/her shift,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_160_6,Uganda-2013,160_6,160,6,0.5,,,Sick or on maternity leave,,,1,No,,,45 or older,Nurse,,Female,,No,,
Uganda-2013_160_4,Uganda-2013,160_4,160,4,0.5,,,,,1.0,1,Yes,Other,CHECKING RECORDS,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_161_3,Uganda-2013,161_3,161,3,0.6666667,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,,,25-34,Other,Other,Female,Female,No,No,
Uganda-2013_161_1,Uganda-2013,161_1,161,1,0.6666667,,,Official mission,"Training, seminar or meeting",1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_161_2,Uganda-2013,161_2,161,2,0.6666667,,,,,1.0,1,Yes,With patient,,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_162_3,Uganda-2013,162_3,162,3,0.0,,,,,1.0,1,No,"Laboratory, investigations, or x-ray",,45 or older,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_162_2,Uganda-2013,162_2,162,2,0.0,,,,,1.0,1,Yes,With patient,,45 or older,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,Yes
Uganda-2013_162_1,Uganda-2013,162_1,162,1,0.0,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_163_5,Uganda-2013,163_5,163,5,0.8,,,Authorized absence,Authorized absence,1.0,1,Yes,,,,Other,Other,Female,Female,No,No,
Uganda-2013_163_2,Uganda-2013,163_2,163,2,0.8,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,,,,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_163_1,Uganda-2013,163_1,163,1,0.8,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,,,,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_163_4,Uganda-2013,163_4,163,4,0.8,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,,,,Other,Other,Female,Female,No,No,
Uganda-2013_163_3,Uganda-2013,163_3,163,3,0.8,,,,,1.0,1,Yes,With patient,,,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_164_3,Uganda-2013,164_3,164,3,0.33333334,,,Authorized absence,,1.0,1,Yes,With patient,,45 or older,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_164_4,Uganda-2013,164_4,164,4,0.33333334,,,,,1.0,1,No,"Laboratory, investigations, or x-ray",,25-34,Other,Other,Male,Male,Yes,Yes,Yes
Uganda-2013_164_6,Uganda-2013,164_6,164,6,0.33333334,,,Sick or on maternity leave,Not his/her shift,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_164_9,Uganda-2013,164_9,164,9,0.33333334,,,Sick or on maternity leave,,1.0,1,No,With patient,,25-34,Other,Other,Female,Female,No,Yes,Yes
Uganda-2013_164_5,Uganda-2013,164_5,164,5,0.33333334,,,,Official mission,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_164_1,Uganda-2013,164_1,164,1,0.33333334,,,,,1.0,1,Yes,With patient,,25-34,Doctor,Doctor,Male,Male,Yes,Yes,Yes
Uganda-2013_164_8,Uganda-2013,164_8,164,8,0.33333334,,,Not his/her shift,Not his/her shift,1.0,1,No,,,45 or older,Other,Other,Female,Female,No,No,
Uganda-2013_164_7,Uganda-2013,164_7,164,7,0.33333334,,,Official mission,,1.0,1,No,Other,,45 or older,Other,Other,Female,Female,No,Yes,Yes
Uganda-2013_164_2,Uganda-2013,164_2,164,2,0.33333334,,,,,1.0,1,Yes,With patient,,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,Yes
Uganda-2013_165_6,Uganda-2013,165_6,165,6,0.5,,,,,1.0,1,No,Other,,25-34,Other,Other,Male,Female,Yes,Yes,Yes
Uganda-2013_165_3,Uganda-2013,165_3,165,3,0.5,,,,,1.0,1,No,Paperwork,,45 or older,Other,Other,Male,Male,Yes,Yes,Yes
Uganda-2013_165_5,Uganda-2013,165_5,165,5,0.5,,,Not his/her shift,Not his/her shift,1.0,1,No,,,35-44,Other,Other,Male,Female,No,No,
Uganda-2013_165_1,Uganda-2013,165_1,165,1,0.5,,,Official mission,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,Yes
Uganda-2013_165_4,Uganda-2013,165_4,165,4,0.5,,,,Not his/her shift,1.0,1,No,,,35-44,Other,Other,Male,Female,Yes,No,
Uganda-2013_165_2,Uganda-2013,165_2,165,2,0.5,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Uganda-2013_166_8,Uganda-2013,166_8,166,8,0.16666667,,,Official mission,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_166_1,Uganda-2013,166_1,166,1,0.16666667,,,,,1.0,1,Yes,With patient,,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,Yes
Uganda-2013_166_6,Uganda-2013,166_6,166,6,0.16666667,,,,,1.0,1,No,Other,,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_166_7,Uganda-2013,166_7,166,7,0.16666667,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_166_4,Uganda-2013,166_4,166,4,0.16666667,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_166_2,Uganda-2013,166_2,166,2,0.16666667,,,,,1.0,1,Yes,Looking for information or teaching,,35-44,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_166_5,Uganda-2013,166_5,166,5,0.16666667,,,Official mission,Not his/her shift,1.0,1,No,,,45 or older,Other,Other,Female,Female,No,No,
Uganda-2013_166_3,Uganda-2013,166_3,166,3,0.16666667,,,,,1.0,1,Yes,Other,,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_167_1,Uganda-2013,167_1,167,1,0.0,,,,,1.0,1,Yes,Paperwork,,25-34,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Uganda-2013_168_3,Uganda-2013,168_3,168,3,0.6666667,NOT HER SHIFT,,Not his/her shift,Sick or on maternity leave,1.0,1,Yes,,,45 or older,Other,Other,Female,Female,No,No,
Uganda-2013_168_2,Uganda-2013,168_2,168,2,0.6666667,,,,,1.0,1,Yes,With patient,,45 or older,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_168_1,Uganda-2013,168_1,168,1,0.6666667,,,,Official mission,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_169_3,Uganda-2013,169_3,169,3,0.33333334,/,,,,1.0,1,Yes,With patient,,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_169_1,Uganda-2013,169_1,169,1,0.33333334,,MEETING,,18.0,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_169_2,Uganda-2013,169_2,169,2,0.33333334,,,,,1.0,1,Yes,Looking for information or teaching,,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_17_11,Uganda-2013,17_11,17,11,0.6666667,,,Not his/her shift,,,1,No,,,45 or older,Other,,Female,,No,,
Uganda-2013_17_7,Uganda-2013,17_7,17,7,0.6666667,,,Not his/her shift,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_17_5,Uganda-2013,17_5,17,5,0.6666667,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_17_12,Uganda-2013,17_12,17,12,0.6666667,,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_17_9,Uganda-2013,17_9,17,9,0.6666667,,,Unauthorized absence,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_17_8,Uganda-2013,17_8,17,8,0.6666667,,,Not his/her shift,,1.0,1,Yes,Looking for information or teaching,,25-34,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_17_10,Uganda-2013,17_10,17,10,0.6666667,,,Authorized absence,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_17_3,Uganda-2013,17_3,17,3,0.6666667,,,Not his/her shift,"Training, seminar or meeting",1.0,1,Yes,,,35-44,Other,Other,Female,Female,No,No,
Uganda-2013_17_2,Uganda-2013,17_2,17,2,0.6666667,,,Not his/her shift,"Training, seminar or meeting",1.0,1,Yes,,,45 or older,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_17_13,Uganda-2013,17_13,17,13,0.6666667,,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_17_4,Uganda-2013,17_4,17,4,0.6666667,,,,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_17_6,Uganda-2013,17_6,17,6,0.6666667,,,Not his/her shift,,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_17_1,Uganda-2013,17_1,17,1,0.6666667,,,,Official mission,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_170_8,Uganda-2013,170_8,170,8,0.6,,,,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_170_2,Uganda-2013,170_2,170,2,0.6,,,,,1.0,1,Yes,With patient,,Younger than 25,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,Yes
Uganda-2013_170_10,Uganda-2013,170_10,170,10,0.6,,,,Not his/her shift,1.0,1,Yes,,,25-34,Other,Other,Male,Male,Yes,No,
Uganda-2013_170_9,Uganda-2013,170_9,170,9,0.6,,,,Not his/her shift,1.0,1,Yes,,,45 or older,Other,Other,Male,Male,Yes,No,
Uganda-2013_170_4,Uganda-2013,170_4,170,4,0.6,,,,,1.0,1,Yes,Paperwork,,35-44,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_170_3,Uganda-2013,170_3,170,3,0.6,,,Not his/her shift,,1.0,1,Yes,With patient,,25-34,Other,Other,Male,Male,No,Yes,Yes
Uganda-2013_170_7,Uganda-2013,170_7,170,7,0.6,GONE NEVER WANTED TO BE INTERVIED,,Internal organization for day,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_170_6,Uganda-2013,170_6,170,6,0.6,ANNUAL LEAVE,ANNUAL LEAVE,Internal organization for day,Internal organization for day,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_170_5,Uganda-2013,170_5,170,5,0.6,,,,Sick or on maternity leave,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_170_1,Uganda-2013,170_1,170,1,0.6,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_171_1,Uganda-2013,171_1,171,1,0.5,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,Yes,Yes,
Uganda-2013_171_2,Uganda-2013,171_2,171,2,0.5,,,,Unauthorized absence,1.0,1,Yes,,,45 or older,Other,Other,Female,Female,Yes,No,
Uganda-2013_172_1,Uganda-2013,172_1,172,1,0.6666667,,AT HOME,,18.0,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_172_2,Uganda-2013,172_2,172,2,0.6666667,,AT HOME,,18.0,1.0,1,Yes,,,25-34,Other,Other,Male,Male,Yes,No,
Uganda-2013_172_3,Uganda-2013,172_3,172,3,0.6666667,,,,,1.0,1,Yes,With patient,,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_173_3,Uganda-2013,173_3,173,3,0.25,,,,,1.0,1,Yes,"Laboratory, investigations, or x-ray",,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_173_4,Uganda-2013,173_4,173,4,0.25,,,Authorized absence,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Male,Male,No,Yes,No
Uganda-2013_173_1,Uganda-2013,173_1,173,1,0.25,,,,Sick or on maternity leave,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_173_2,Uganda-2013,173_2,173,2,0.25,,,,,1.0,1,Yes,Other,,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_174_2,Uganda-2013,174_2,174,2,0.5,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_174_3,Uganda-2013,174_3,174,3,0.5,,,Outreach or fieldwork,Sick or on maternity leave,1.0,1,Yes,,,25-34,Other,Other,Female,Female,No,No,
Uganda-2013_174_4,Uganda-2013,174_4,174,4,0.5,,,Authorized absence,Authorized absence,1.0,1,Yes,,,35-44,Other,Other,Male,Male,No,No,
Uganda-2013_174_1,Uganda-2013,174_1,174,1,0.5,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Uganda-2013_175_1,Uganda-2013,175_1,175,1,0.6666667,,,,,1.0,1,Yes,Paperwork,,45 or older,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Uganda-2013_175_3,Uganda-2013,175_3,175,3,0.6666667,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,,,35-44,Other,Other,Female,Female,No,No,
Uganda-2013_175_2,Uganda-2013,175_2,175,2,0.6666667,,,Authorized absence,Authorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_176_11,Uganda-2013,176_11,176,11,0.8333333,,,Authorized absence,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_176_5,Uganda-2013,176_5,176,5,0.8333333,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_176_3,Uganda-2013,176_3,176,3,0.8333333,,,,Official mission,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_176_4,Uganda-2013,176_4,176,4,0.8333333,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_176_2,Uganda-2013,176_2,176,2,0.8333333,,,Authorized absence,Unauthorized absence,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_176_6,Uganda-2013,176_6,176,6,0.8333333,,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Uganda-2013_176_1,Uganda-2013,176_1,176,1,0.8333333,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_176_12,Uganda-2013,176_12,176,12,0.8333333,,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Uganda-2013_176_10,Uganda-2013,176_10,176,10,0.8333333,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_176_9,Uganda-2013,176_9,176,9,0.8333333,,,Not his/her shift,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_176_8,Uganda-2013,176_8,176,8,0.8333333,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_176_7,Uganda-2013,176_7,176,7,0.8333333,,,,Not his/her shift,1.0,1,Yes,,,45 or older,Other,Other,Male,Male,Yes,No,
Uganda-2013_177_4,Uganda-2013,177_4,177,4,0.85714287,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,35-44,Nurse,Nurse,Male,Male,Yes,Yes,
Uganda-2013_177_7,Uganda-2013,177_7,177,7,0.85714287,,,Outreach or fieldwork,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_177_1,Uganda-2013,177_1,177,1,0.85714287,,,,Unauthorized absence,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_177_10,Uganda-2013,177_10,177,10,0.85714287,,,Outreach or fieldwork,Unauthorized absence,1.0,1,Yes,,,45 or older,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_177_3,Uganda-2013,177_3,177,3,0.85714287,,,Outreach or fieldwork,,,1,No,,,Younger than 25,Nurse,,Male,,No,,
Uganda-2013_177_6,Uganda-2013,177_6,177,6,0.85714287,,,Official mission,Outreach or fieldwork,1.0,1,Yes,,,35-44,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_177_12,Uganda-2013,177_12,177,12,0.85714287,,,Outreach or fieldwork,,,1,No,,,Younger than 25,Other,,Male,,No,,
Uganda-2013_177_8,Uganda-2013,177_8,177,8,0.85714287,,,,Outreach or fieldwork,1.0,1,No,,,35-44,Nurse,Nurse,Female,Male,Yes,No,
Uganda-2013_177_5,Uganda-2013,177_5,177,5,0.85714287,,,Outreach or fieldwork,,,1,No,,,35-44,Nurse,,Female,,No,,
Uganda-2013_177_11,Uganda-2013,177_11,177,11,0.85714287,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_177_2,Uganda-2013,177_2,177,2,0.85714287,,,Unauthorized absence,Official mission,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_177_9,Uganda-2013,177_9,177,9,0.85714287,,,Outreach or fieldwork,,,1,Yes,,,25-34,Nurse,,Male,,No,,
Uganda-2013_177_13,Uganda-2013,177_13,177,13,0.85714287,,,Outreach or fieldwork,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_178_7,Uganda-2013,178_7,178,7,1.0,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_178_1,Uganda-2013,178_1,178,1,1.0,,,,Unauthorized absence,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_178_2,Uganda-2013,178_2,178,2,1.0,,,,Official mission,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_178_6,Uganda-2013,178_6,178,6,1.0,,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Uganda-2013_178_4,Uganda-2013,178_4,178,4,1.0,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Male,,No,,
Uganda-2013_178_5,Uganda-2013,178_5,178,5,1.0,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_178_3,Uganda-2013,178_3,178,3,1.0,,,Official mission,,,1,,,,45 or older,Nurse,,Male,,No,,
Uganda-2013_179_2,Uganda-2013,179_2,179,2,0.75,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Uganda-2013_179_3,Uganda-2013,179_3,179,3,0.75,LEAVE,LEAVE,Internal organization for day,Internal organization for day,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_179_1,Uganda-2013,179_1,179,1,0.75,,,,Official mission,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_179_4,Uganda-2013,179_4,179,4,0.75,,,Sick or on maternity leave,Official mission,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_179_5,Uganda-2013,179_5,179,5,0.75,,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Uganda-2013_179_6,Uganda-2013,179_6,179,6,0.75,,,Outreach or fieldwork,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_18_4,Uganda-2013,18_4,18,4,0.5,,,,Sick or on maternity leave,1.0,1,Yes,,,25-34,Other,Other,Female,Female,Yes,No,
Uganda-2013_18_2,Uganda-2013,18_2,18,2,0.5,,,,Authorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_18_3,Uganda-2013,18_3,18,3,0.5,,,,,1.0,1,Yes,With patient,,35-44,Other,Other,Male,Male,Yes,Yes,Yes
Uganda-2013_18_1,Uganda-2013,18_1,18,1,0.5,,,,,1.0,1,Yes,With patient,,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_180_2,Uganda-2013,180_2,180,2,,,,Authorized absence,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_180_3,Uganda-2013,180_3,180,3,,,,,,,1,No,,,45 or older,Other,,Male,,Yes,,
Uganda-2013_180_1,Uganda-2013,180_1,180,1,,,,,,,1,Yes,,,25-34,Nurse,,Male,,Yes,,
Uganda-2013_181_2,Uganda-2013,181_2,181,2,0.5,,,,,1.0,1,Yes,With patient,,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_181_5,Uganda-2013,181_5,181,5,0.5,,,Official mission,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_181_4,Uganda-2013,181_4,181,4,0.5,,,,Authorized absence,1.0,1,Yes,,,25-34,Other,Other,Female,Female,Yes,No,
Uganda-2013_181_3,Uganda-2013,181_3,181,3,0.5,,,,Outreach or fieldwork,1.0,1,Yes,,,45 or older,Other,Other,Male,Male,Yes,No,
Uganda-2013_181_1,Uganda-2013,181_1,181,1,0.5,,,,,1.0,1,Yes,Paperwork,,35-44,Nurse,Nurse,Female,Male,Yes,Yes,No
Uganda-2013_182_1,Uganda-2013,182_1,182,1,0.0,,,,,1.0,1,Yes,Discussion with colleagues or staff meeting,,35-44,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_182_2,Uganda-2013,182_2,182,2,0.0,,,,,1.0,1,Yes,With patient,,25-34,Other,Other,Male,Male,Yes,Yes,No
Uganda-2013_183_1,Uganda-2013,183_1,183,1,0.0,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,25-34,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Uganda-2013_183_4,Uganda-2013,183_4,183,4,0.0,,,,,,1,No,,,Younger than 25,Other,,Male,,Yes,,
Uganda-2013_183_3,Uganda-2013,183_3,183,3,0.0,,,,,,1,No,,,35-44,Other,,Female,,Yes,,
Uganda-2013_183_2,Uganda-2013,183_2,183,2,0.0,,,Collecting salary,,1.0,1,Yes,Other,WAITING FOR PATIENTS,25-34,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_184_1,Uganda-2013,184_1,184,1,,,,,,,1,Yes,,,35-44,Other,,Female,,Yes,,
Uganda-2013_184_2,Uganda-2013,184_2,184,2,,,,Authorized absence,,,1,Yes,,,25-34,Nurse,,Female,,No,,
Uganda-2013_185_2,Uganda-2013,185_2,185,2,0.5,,,Official mission,,1.0,1,Yes,With patient,,25-34,Other,Other,Male,Male,No,Yes,Yes
Uganda-2013_185_1,Uganda-2013,185_1,185,1,0.5,,BURIAL,,Internal organization for day,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_186_3,Uganda-2013,186_3,186,3,0.5,,,,,1.0,1,No,With patient,,25-34,Other,Other,Female,Female,Yes,Yes,Yes
