unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2q5_c,m2q6_hr,m2q6_mn,m2q7_hr,m2q7_mn,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq14,has_roster,has_absentee,country,absence_rate
138_36,138,36,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,36.0,Other,Post-Secondary,Diploma,Male,45 or older,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_39,138,39,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,39.0,Other,Post-Secondary,Diploma,Male,25-34,0.0,Yes,,Yes,,8.0,39.0,Other,Post-Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
138_30,138,30,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,30.0,Nurse,Post-Secondary,Diploma,0.0,35-44,0.0,Yes,,Yes,,6.0,30.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
138_20,138,20,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,20.0,Nurse,Post-Secondary,Diploma,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_3,138,3,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,3.0,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_41,138,41,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,41.0,Other,Post-Secondary,Diploma,Male,Younger than 25,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_34,138,34,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,34.0,Other,Post-Secondary,Diploma,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_28,138,28,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,28.0,Nurse,Post-Secondary,Diploma,0.0,35-44,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_24,138,24,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,24.0,Nurse,Post-Secondary,Diploma,0.0,45 or older,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_22,138,22,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,22.0,Nurse,Post-Secondary,Diploma,0.0,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_17,138,17,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,17.0,Nurse,Post-Secondary,Diploma,0.0,45 or older,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_32,138,32,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,32.0,Other,Post-Secondary,Diploma,Male,45 or older,0.0,Yes,,Yes,,7.0,32.0,Other,Post-Secondary,Diploma,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
138_9,138,9,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,9.0,Clinical Officer,Post-Secondary,Diploma,Male,45 or older,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_18,138,18,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,18.0,Nurse,Post-Secondary,Diploma,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
138_27,138,27,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,27.0,Nurse,Post-Secondary,Diploma,0.0,35-44,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
140_3,140,3,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,3.0,Nurse,Secondary,Diploma,0.0,45 or older,0.0,0.0,"On call (pre on call, post on call)",Yes,,3.0,3.0,Nurse,Secondary,Diploma,After 2000,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.2
140_8,140,8,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,8.0,Nurse,Secondary,Certificate,0.0,45 or older,0.0,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,After 2000,0.0,45 or older,Yes,,Laboratory/investigations/X-ray,0.0,1.0,1.0,Tanzania-2016,0.2
140_5,140,5,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,5.0,Nurse,Secondary,Diploma,0.0,35-44,0.0,Yes,,Yes,,5.0,5.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.2
140_6,140,6,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,6.0,Nurse,Secondary,,0.0,35-44,0.0,0.0,Authorised absence (permision/leave),Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Discussion with colleages/staff meeting,Yes,1.0,1.0,Tanzania-2016,0.2
140_9,140,9,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,9.0,Other,Secondary,Certificate,0.0,45 or older,0.0,Yes,,Yes,,9.0,9.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,0.0,Authorised absence (permision/leave),,,1.0,1.0,Tanzania-2016,0.2
140_4,140,4,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,4.0,Nurse,Primary,Advanced,0.0,45 or older,0.0,Yes,,Yes,,4.0,4.0,Nurse,Primary,Advanced,After 2000,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.2
140_1,140,1,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,1.0,Clinical Officer,Secondary,Diploma,0.0,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.2
140_2,140,2,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,2.0,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0.0,"On call (pre on call, post on call)",Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.2
140_10,140,10,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,10.0,Nurse,Primary,Certificate,0.0,35-44,0.0,Yes,,Yes,,10.0,10.0,Nurse,Secondary,Certificate,After 2000,0.0,45 or older,Yes,,Discussion with colleages/staff meeting,Yes,1.0,1.0,Tanzania-2016,0.2
140_7,140,7,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,7.0,Nurse,Secondary,Certificate,0.0,25-34,0.0,Yes,,Yes,,7.0,7.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Discussion with colleages/staff meeting,Yes,1.0,1.0,Tanzania-2016,0.2
142_4,142,4,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,4.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0.0,"On call (pre on call, post on call)",Yes,,3.0,4.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
142_3,142,3,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,3.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0.0,"On call (pre on call, post on call)",Yes,,2.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
142_5,142,5,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,5.0,Other,Secondary,Diploma,0.0,45 or older,0.0,Yes,,No,,9.0,5.0,Other,Secondary,Diploma,In the 1990s,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.3
142_2,142,2,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,2.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0.0,Authorised absence (permision/leave),Yes,,1.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
142_10,142,10,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,10.0,Other,Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,6.0,10.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
142_1,142,1,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,1.0,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,7.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,45 or older,0.0,"On call (pre on call, post on call)",Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
142_6,142,6,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,6.0,Other,Secondary,Certificate,0.0,35-44,0.0,0.0,"On call (pre on call, post on call)",Yes,,4.0,6.0,Other,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Laboratory/investigations/X-ray,0.0,1.0,1.0,Tanzania-2016,0.3
142_7,142,7,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,7.0,Other,Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,8.0,7.0,Doctor,Secondary,Certificate,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.3
142_9,142,9,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,9.0,Other,Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,5.0,9.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
142_8,142,8,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,8.0,Other,Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,10.0,8.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Laboratory/investigations/X-ray,Yes,1.0,1.0,Tanzania-2016,0.3
143_21,143,21,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,21.0,Other,Secondary,Certificate,0.0,Younger than 25,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_20,143,20,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,20.0,Other,Secondary,Diploma,Male,Younger than 25,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_6,143,6,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,6.0,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_22,143,22,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,22.0,Nurse,Secondary,Certificate,Male,35-44,0.0,Yes,,Yes,,2.0,22.0,Nurse,Secondary,Certificate,After 2000,Male,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
143_2,143,2,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,2.0,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,0.0,"On call (pre on call, post on call)",Yes,,9.0,2.0,Doctor,Post-Secondary,Advanced,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
143_14,143,14,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,14.0,Nurse,Secondary,Diploma,0.0,25-34,0.0,Yes,,Yes,,10.0,14.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
143_9,143,9,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,9.0,Doctor,Post-Secondary,Diploma,Male,35-44,Yes,0.0,Other (specify),Yes,,8.0,9.0,Doctor,Post-Secondary,Diploma,After 2000,Male,35-44,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
143_16,143,16,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,16.0,Other,Secondary,Certificate,0.0,Younger than 25,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_8,143,8,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,8.0,Doctor,Post-Secondary,Diploma,Male,35-44,Yes,0.0,Other (specify),No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_18,143,18,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,18.0,Nurse,Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,1.0,18.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
143_17,143,17,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,17.0,Other,Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,4.0,17.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
143_5,143,5,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,5.0,Doctor,Post-Secondary,Advanced,0.0,45 or older,Yes,0.0,Training/seminar/meeting,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_19,143,19,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,19.0,Other,Secondary,Diploma,0.0,Younger than 25,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_11,143,11,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,11.0,Doctor,Post-Secondary,Diploma,0.0,35-44,Yes,0.0,Other (specify),Yes,,5.0,11.0,Doctor,Post-Secondary,Diploma,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
143_7,143,7,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,7.0,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,0.0,Other (specify),No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_4,143,4,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,4.0,Doctor,Post-Secondary,Advanced,0.0,45 or older,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_13,143,13,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,13.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,6.0,13.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1.0,1.0,Tanzania-2016,0.4
143_1,143,1,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,1.0,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,Yes,,Yes,Yes,7.0,1.0,Doctor,Post-Secondary,Advanced,After 2000,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.4
143_12,143,12,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,12.0,Clinical Officer,Secondary,Diploma,0.0,25-34,Yes,0.0,"On call (pre on call, post on call)",Yes,,3.0,12.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
143_15,143,15,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,15.0,Nurse,Secondary,Diploma,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_3,143,3,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,3.0,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
143_10,143,10,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,10.0,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,0.0,Other (specify),No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
145_19,145,19,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,19.0,Other,Primary,Certificate,0.0,35-44,0.0,Yes,,Yes,,6.0,19.0,Other,Primary,Certificate,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.7
145_10,145,10,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,10.0,Other,Secondary,Certificate,0.0,45 or older,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_20,145,20,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,20.0,Other,Secondary,Certificate,0.0,25-34,0.0,0.0,Sickness/maternity,Yes,,3.0,20.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.7
145_18,145,18,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,18.0,Other,Secondary,Certificate,0.0,25-34,0.0,0.0,Sickness/maternity,Yes,,4.0,18.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.7
145_23,145,23,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,23.0,Other,Primary,Certificate,0.0,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_4,145,4,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,4.0,Clinical Officer,Secondary,Diploma,0.0,Younger than 25,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_12,145,12,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,12.0,Nurse,Secondary,Certificate,0.0,25-34,0.0,Yes,,Yes,,2.0,12.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.7
145_21,145,21,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,21.0,Other,Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,5.0,21.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.7
145_3,145,3,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,3.0,Clinical Officer,Secondary,Certificate,0.0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_13,145,13,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,13.0,Other,Secondary,Certificate,0.0,25-34,0.0,Yes,,Yes,,7.0,13.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.7
145_15,145,15,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,15.0,Other,Secondary,Certificate,0.0,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_14,145,14,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,14.0,Other,Secondary,Certificate,0.0,35-44,0.0,0.0,Sickness/maternity,Yes,,1.0,14.0,Other,Secondary,Certificate,After 2000,0.0,35-44,0.0,Sickness/maternity,,,1.0,1.0,Tanzania-2016,0.7
145_17,145,17,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,17.0,Other,Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_11,145,11,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,11.0,Other,Secondary,Certificate,0.0,45 or older,Yes,0.0,Sickness/maternity,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_1,145,1,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,1.0,Doctor,Secondary,Advanced,Male,45 or older,Yes,0.0,Other (specify),No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_7,145,7,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,7.0,Nurse,Secondary,Diploma,0.0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_22,145,22,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,22.0,Other,Secondary,Certificate,0.0,Younger than 25,0.0,0.0,"On call (pre on call, post on call)",Yes,,8.0,22.0,Other,Secondary,Certificate,After 2000,0.0,Younger than 25,Yes,,Laboratory/investigations/X-ray,Yes,1.0,1.0,Tanzania-2016,0.7
145_5,145,5,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,5.0,Clinical Officer,Secondary,Diploma,0.0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_16,145,16,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,16.0,Other,Secondary,Diploma,0.0,35-44,0.0,Yes,,Yes,,9.0,16.0,Other,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Laboratory/investigations/X-ray,0.0,1.0,1.0,Tanzania-2016,0.7
145_8,145,8,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,8.0,Nurse,Secondary,Diploma,0.0,Younger than 25,Yes,0.0,Sickness/maternity,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_2,145,2,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,2.0,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,0.0,Sickness/maternity,Yes,,10.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,45 or older,0.0,Sickness/maternity,,,1.0,1.0,Tanzania-2016,0.7
145_6,145,6,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,6.0,Clinical Officer,Secondary,Certificate,0.0,25-34,Yes,0.0,Intership,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
145_9,145,9,11-50,11-50,5 or less,603.0,13.0,8.0,13.0,30.0,9.0,Nurse,Secondary,Certificate,0.0,25-34,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.7
147_7,147,7,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,7.0,Nurse,Secondary,Diploma,0.0,Younger than 25,0.0,Yes,,Yes,,7.0,7.0,Nurse,Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.5555556
147_8,147,8,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,8.0,Other,Secondary,None,0.0,25-34,0.0,Yes,,Yes,,8.0,8.0,Other,Secondary,None,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.5555556
147_1,147,1,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,1.0,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.5555556
147_2,147,2,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,2.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0.0,"On call (pre on call, post on call)",Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.5555556
147_4,147,4,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,4.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0.0,"On call (pre on call, post on call)",Yes,,4.0,4.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.5555556
147_6,147,6,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,6.0,Nurse,Secondary,Certificate,0.0,Younger than 25,0.0,Yes,,Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,0.0,Younger than 25,0.0,Authorised absence (permision/leave),,,1.0,1.0,Tanzania-2016,0.5555556
147_9,147,9,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,9.0,Other,Secondary,Certificate,Male,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,9.0,9.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Laboratory/investigations/X-ray,0.0,1.0,1.0,Tanzania-2016,0.5555556
147_5,147,5,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,5.0,Nurse,Secondary,Diploma,0.0,25-34,0.0,0.0,Sickness/maternity,Yes,,5.0,5.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1.0,1.0,Tanzania-2016,0.5555556
147_3,147,3,11-50,6-10,5 or less,303.0,10.0,3.0,10.0,42.0,3.0,Clinical Officer,Secondary,Diploma,0.0,Younger than 25,Yes,0.0,Sickness/maternity,Yes,,3.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,Younger than 25,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.5555556
148_2,148,2,6-10,6-10,5 or less,304.0,17.0,22.0,17.0,30.0,2.0,Clinical Officer,Secondary,Diploma,0.0,25-34,Yes,0.0,"On call (pre on call, post on call)",Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.2857143
148_6,148,6,6-10,6-10,5 or less,304.0,17.0,22.0,17.0,30.0,6.0,Nurse,Secondary,Certificate,0.0,35-44,0.0,Yes,,Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.2857143
148_4,148,4,6-10,6-10,5 or less,304.0,17.0,22.0,17.0,30.0,4.0,Nurse,Secondary,Diploma,0.0,35-44,Yes,Yes,,Yes,Yes,4.0,4.0,Nurse,Secondary,Diploma,In the 1990s,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.2857143
148_3,148,3,6-10,6-10,5 or less,304.0,17.0,22.0,17.0,30.0,3.0,Nurse,Secondary,Certificate,0.0,25-34,0.0,0.0,Training/seminar/meeting,Yes,,3.0,3.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.2857143
