fac_id,ipw2,has_weights,q1,q2,q7,q8,q11,q15,q16,q20,q24,q30,q31,q46,q47b,q48,q59,q50,q55b,q56a,q56b,q57a,q57b,q58a,q58b,q59a,q59b,q60a,q60b,q61a,q61b,q62a,q62b,q63a,q63b,q64a,q64,q66,q67,q68,q69,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q3,q4,q5,has_facility,country,q47a
13929,1.6666666,1,YES, ,13929,Rural,84,84,QUESTIONNAIRE COMPLETED,Private,Health Center,50 or less,1001-2000,0.0,NO,0.0,NO,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,2,12,1,Kenya-2012,NO
13936,1.3333334,1,YES, ,13936,Rural,94,93,QUESTIONNAIRE COMPLETED,Private,Health Center,50 or less,501-1000,0.0,0.0,0.0,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,3,10,1,Kenya-2012,0.0
13962,14.931271,1,YES, ,13962,Rural,93,94,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,501-1000,0.0,0.0,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,YES,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,15,2,1,Kenya-2012,0.0
14033,1.6666666,1,YES, ,14033,Rural,83,83,QUESTIONNAIRE COMPLETED,Private,Health Center,50 or less,501-1000,0.0,NO,0.0,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,0.0,5,67,12,1,Kenya-2012,NO
14039,4.313478,1,YES, ,14039,Rural,93,94,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,501-1000,0.0,0.0,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,0.0,,0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (BUT EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,59,2,1,Kenya-2012,0.0
14048,4.5,1,YES, ,14048,Rural,94,93,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,1001-2000,0.0,NO,0.0,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,54,10,1,Kenya-2012,NO
14063,4.0,1,YES, ,14063,Rural,83,84,QUESTIONNAIRE COMPLETED,Public,Health Center,Over 50,Over 3000,0.0,NO,0.0,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),0.0,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,62,12,1,Kenya-2012,NO
14072,1.6666666,1,YES, ,14072,Rural,83,83,QUESTIONNAIRE COMPLETED,Private,Health Center,Over 50,501-1000,0.0,NO,0.0,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (BUT EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,67,12,1,Kenya-2012,NO
14075,8.626956,1,YES, ,14075,Urban,83,84,QUESTIONNAIRE COMPLETED,Public,Health Center,Over 50,0-500,0.0,NO,0.0,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,40,2,1,Kenya-2012,NO
14119,4.313478,1,YES, ,14119,Urban,83,84,QUESTIONNAIRE COMPLETED,Private,Health Center,50 or less,501-1000,0.0,NO,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,0.0,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,40,2,1,Kenya-2012,NO
14150,8.626956,1,YES, ,14150,Rural,84,83,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,1001-2000,0.0,NO,0.0,NO,NO,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,40,2,1,Kenya-2012,NO
14152,4.313478,1,YES, ,14152,Rural,93,93,QUESTIONNAIRE COMPLETED,Private,Health Center,50 or less,0-500,0.0,0.0,0.0,0.0,0.0,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),YES (NOT OBSERVED),0.0,,0.0,,0.0,,YES (NOT OBSERVED),YES (NOT OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,NO,0.0,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AVAILABLE BUT NOT OBSERVED (NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES BUT NOT OBSERVED,YES AND OBSERVED,YES AND OBSERVED,5,63,2,1,Kenya-2012,0.0
