fac_id,finalwt,ipw,absprobsamp,abshwkwt,probvign,hwkvignwt,has_weights,h1csqa1,h1csqa2a,h1csqa2b,h1csqa2c,h1csqb1,h1csqb2,h1csqb4,h1csqb5,h1csqb9,h1csqb12,h1csqb13H,h1csqb13M,h1csqb14H,h1csqb14M,h1csqb16,h1csqb17,h1sa5,h1sa9,h1sa17,h1sa18,h1sa19,h1sa20,h1sa21,h1sa22,h1sa26,h1sa31,h1sb50,h1sb51a,h1sb52,h1sb53,h1sb54,h1sb59a,h1sc59b,h1sc60a,h1sc60b,h1sc61a,h1sc61b,h1sc62a,h1sc62b,h1sc63a,h1sc63b,h1sc64a,h1sc64b,h1sc65a,h1sc65b,h1sc66a,h1sc66b,h1sc67a,h1sc67b,h1sc68a,h1sc68b,h1sc69a,h1sc69b,h1sc70a,h1sc70b,h1sc71a,h1sc71b,h1sc72a,h1sc72b,h1sc73a,h1sc73b,h1sc74a,h1sc74b,h1sc75a,h1sc75b,h1sd76,h1sd77,h1sd79,h1sd80,h1sd81,h1sd82,h1sd83,h1sd84,h1sd85,h1sd86,h1sd87,h1sd88,h1sd89,h1sd90,h1sd91,h1sd92,h1sd93,h1sd94,h1sd95,h1sd96,h1sd97,h1sd98,h1sd99,h1sd100,h1sd101,h1sd102,h1sd103,h1sd104,h1sd105,h1sd106,h1sd107,h1sd108,h1sd109,h1sd110,h1sd111,h1sd112,h1sd113,h1sd114,h1sd115,h1sd116,h1sd117,h1sd118,h1sd119,h1sd120,h1sd121,h1sd122,h1sd123,h1sd124,h2sa200,h2sa201,h1csqb6,has_facility,country,h1sb51b
261,13.773755,13.773755,0.25,55.09502,0.25,55.09502,1,Yes,,,,5,409,1,1,Rural,301,14.0,20.0,15.0,55.0,302.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,50 or less,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,Yes (not observed),0.0,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not available today,Not recommended at this level,Never available,Not recommended at this level,At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,0.0,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,303.0,1,Uganda-2013,0.0
262,16.29921,16.29921,0.4,40.748024,0.4,40.748024,1,Yes,,,,5,409,1,2,Rural,303,9.0,10.0,11.0,0.0,301.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,50 or less,501-1000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),0.0,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Not recommended at this level,Never available,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Never available,Not recommended at this level,At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,0.0,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,122.0,1,Uganda-2013,0.0
263,16.29921,16.29921,1.0,16.29921,1.0,16.29921,1,Yes,,,,5,409,1,2,Rural,302,11.0,30.0,13.0,20.0,303.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,50 or less,1001-2000,0.0,0.0,0.0,0.0,0.0,0.0,,Yes (not observed),0.0,0.0,,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),Available BUT not observed (non-expired),Never available,At least one observed (AND non-expired),Available BUT not observed (non-expired),Never available,Not recommended at this level,Never available,Never available,Not recommended at this level,Not recommended at this level,Not recommended at this level,Never available,Not recommended at this level,Not recommended at this level,Not recommended at this level,Never available,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Never available,Never available,Never available,Never available,Never available,"Yes, but no observed",0.0,0.0,0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,192.0,1,Uganda-2013,0.0
264,16.29921,16.29921,0.6666667,24.448814,0.33333334,48.89763,1,Yes,,,,5,409,1,2,Rural,303,13.0,50.0,15.0,10.0,302.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,50 or less,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (BUT expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,192.0,1,Uganda-2013,0.0
265,16.29921,16.29921,1.0,16.29921,0.25,65.19684,1,Yes,,,,5,409,1,2,Rural,302,15.0,2.0,17.0,8.0,303.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,50 or less,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not recommended at this level,Not recommended at this level,Never available,Not recommended at this level,Not recommended at this level,Not recommended at this level,Never available,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Never available,Not available today,At least one observed (AND non-expired),Yes,0.0,,Yes,Yes,Not available today,Not available today,Not available today,Not available today,Never available,0.0,"Yes, but no observed","Yes, but no observed",0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,192.0,1,Uganda-2013,0.0
266,16.29921,16.29921,0.6666667,24.448814,0.33333334,48.89763,1,Yes,,,,5,409,1,2,Rural,302,7.0,58.0,9.0,30.0,301.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,50 or less,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Never available,Not available today,Not recommended at this level,Never available,Not recommended at this level,Not available today,Never available,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,301.0,1,Uganda-2013,0.0
267,8.179641,8.179641,1.0,8.179641,0.5,16.359282,1,Yes,,,,5,411,1,1,Rural,201,,,,,201.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,1001-2000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Not available today,Never available,Never available,Not available today,At least one observed (AND non-expired),0.0,,,Yes,Yes,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed",0.0,"Yes, but no observed",0.0,0.0,"Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,106.0,1,Uganda-2013,0.0
268,13.29013,13.29013,0.5555556,23.922234,0.33333334,39.870388,1,Yes,,,,5,411,1,2,Rural,201,12.0,0.0,13.0,50.0,201.0,,Private,Health Center,Yes,Yes,Yes,0.0,Yes,0.0,Over 50,1001-2000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,0.0,"Yes, but no observed",0.0,"Yes, but no observed",0.0,"Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",6-10,5 or less,116.0,1,Uganda-2013,0.0
269,13.29013,13.29013,0.5,26.58026,0.3,44.30043,1,Yes,,,,5,411,1,2,Rural,201,14.0,15.0,15.0,45.0,201.0,,Public,Health Center,Yes,Yes,Yes,0.0,Yes,0.0,Over 50,Over 3000,0.0,0.0,0.0,0.0,0.0,0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,Yes (not observed),Yes (observed),0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Never available,Never available,Not available today,Not available today,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",6-10,5 or less,200.0,1,Uganda-2013,0.0
27,2.9011467,2.9011467,1.0,2.9011467,0.25,11.604587,1,Yes,,,,1,113,1,11,Rural,903,14.0,30.0,16.0,15.0,901.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,2001-3000,0.0,0.0,0.0,0.0,0.0,0.0,,Yes (not observed),0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not recommended at this level,Never available,Not recommended at this level,Never available,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not recommended at this level,Not available today,Not recommended at this level,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Not recommended at this level,At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed",0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,196.0,1,Uganda-2013,0.0
270,13.605592,13.605592,0.6666667,20.408388,0.6666667,20.408388,1,Yes,,,,5,411,1,3,Rural,202,14.0,44.0,16.0,20.0,202.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,Over 3000,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not recommended at this level,Not recommended at this level,Never available,Never available,Not recommended at this level,Never available,Not recommended at this level,Not available today,Never available,Not recommended at this level,Never available,Not recommended at this level,Not recommended at this level,Not available today,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Not recommended at this level,Never available,Not available today,At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed",0.0,"Yes, but no observed",0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,331.0,1,Uganda-2013,0.0
271,13.605592,13.605592,0.75,18.140789,0.083333336,163.2671,1,Yes,,,,5,411,1,3,Rural,201,12.0,5.0,13.0,55.0,202.0,,Public,Health Center,Yes,0.0,Yes,0.0,0.0,0.0,50 or less,Over 3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,Yes (not observed),Yes (observed),0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Available BUT not observed (non-expired),At least one observed (AND non-expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (BUT expired),Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,Not available today,Never available,Not available today,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed",0.0,"Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",11-50,5 or less,332.0,1,Uganda-2013,0.0
272,9.088953,9.088953,0.75,12.118605,0.25,36.355812,1,Yes,,,,5,411,1,4,Rural,201,10.0,45.0,11.0,35.0,201.0,,Public,Health Post,0.0,0.0,Yes,0.0,0.0,0.0,Over 50,Over 3000,0.0,0.0,0.0,0.0,0.0,0.0,,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Not recommended at this level,Never available,Not recommended at this level,Never available,Not recommended at this level,Never available,Not recommended at this level,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed",0.0,"Yes, but no observed",0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,330.0,1,Uganda-2013,0.0
273,10.256801,10.256801,1.0,10.256801,1.0,10.256801,1,Yes,,,,5,413,1,2,Rural,102,12.0,20.0,13.0,40.0,102.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,2001-3000,No,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),0.0,0.0,,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Not available today,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Not recommended at this level,At least one observed (AND non-expired),Yes,No,Yes,0.0,0.0,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed",0.0,0.0,0.0,"Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",5 or less,5 or less,65.0,1,Uganda-2013,0.0
274,10.256801,10.256801,1.0,10.256801,1.0,10.256801,1,Yes,,,,5,413,1,2,,102,10.0,40.0,12.0,5.0,102.0,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,2001-3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),Not available today,Not recommended at this level,At least one observed (AND non-expired),At least one observed (AND non-expired),Not recommended at this level,At least one observed (AND non-expired),Not recommended at this level,Never available,Not recommended at this level,Never available,Not recommended at this level,Not available today,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Never available,Never available,Never available,Never available,Never available,"Yes, but no observed","Yes, but no observed",0.0,0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,210.0,1,Uganda-2013,0.0
275,12.392,12.392,1.0,12.392,1.0,12.392,1,Yes,,,,5,413,1,5,Rural,102,11.0,55.0,13.0,20.0,101.0,,Private,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,2001-3000,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed","Yes,observed","Yes, but no observed","Yes,observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,113.0,1,Uganda-2013,0.0
276,12.392,12.392,1.0,12.392,0.25,49.568,1,Yes,,,,5,413,1,5,Rural,102,14.0,15.0,16.0,15.0,102.0,,Private,Health Post,Yes,Yes,Yes,Yes,Yes,Yes,Over 50,501-1000,0.0,0.0,0.0,No,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),1.0,1.0,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (BUT expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed",0.0,"Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",No,"Yes,observed",6-10,5 or less,336.0,1,Uganda-2013,0.0
277,8.481157,8.481157,1.0,8.481157,0.2857143,29.684048,1,Yes,,,,5,413,1,6,Rural,102,9.0,15.0,11.0,30.0,102.0,,Private,Health Center,Yes,Yes,Yes,Yes,Yes,0.0,Over 50,0-500,0.0,0.0,0.0,0.0,0.0,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,Yes (not observed),Yes (not observed),0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Available BUT not observed (non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Yes,No,Yes,0.0,Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,"Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",6-10,Over 5,124.0,1,Uganda-2013,0.0
278,8.481157,8.481157,1.0,8.481157,0.33333334,25.443472,1,Yes,,,,5,413,1,6,Rural,102,14.0,0.0,16.0,0.0,,,Public,Health Post,0.0,0.0,0.0,0.0,0.0,0.0,Over 50,2001-3000,0.0,0.0,0.0,0.0,0.0,0.0,,Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),Yes (not observed),0.0,,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,,,,,Not available today,Not available today,Not available today,Not available today,Never available,"Yes, but no observed",0.0,0.0,0.0,"Yes, but no observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed","Yes,observed",5 or less,5 or less,204.0,1,Uganda-2013,0.0
