fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2q5_c,m2q6_hr,m2q6_mn,m2q7_hr,m2q7_mn,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq14
90,31,11-50,11-50,5 or less,203,9,10,9,30,31,Other,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
90,32,11-50,11-50,5 or less,203,9,10,9,30,32,Other,Secondary,Certificate,Female,25-34,No,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
90,33,11-50,11-50,5 or less,203,9,10,9,30,33,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
90,34,11-50,11-50,5 or less,203,9,10,9,30,34,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
90,35,11-50,11-50,5 or less,203,9,10,9,30,35,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
90,36,11-50,11-50,5 or less,203,9,10,9,30,36,Other,Post-Secondary,Certificate,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
90,37,11-50,11-50,5 or less,203,9,10,9,30,37,Other,Primary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,9.0,37.0,Other,Primary,Certificate,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,No
90,38,11-50,11-50,5 or less,203,9,10,9,30,38,Other,Primary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
90,39,11-50,11-50,5 or less,203,9,10,9,30,39,Other,Primary,Certificate,Female,45 or older,No,Yes,,Yes,,8.0,39.0,Other,Primary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,No
90,40,11-50,11-50,5 or less,203,9,10,9,30,40,Other,Primary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
90,41,11-50,11-50,5 or less,203,9,10,9,30,41,Other,Primary,Certificate,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
90,42,11-50,11-50,5 or less,203,9,10,9,30,42,Other,Post-Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
91,1,11-50,11-50,5 or less,201,15,45,16,0,1,Doctor,Post-Secondary,Diploma,Female,45 or older,Yes,Yes,,Yes,Yes,10.0,1.0,Doctor,Post-Secondary,Diploma,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,No
91,2,11-50,11-50,5 or less,201,15,45,16,0,2,Other,Post-Secondary,Certificate,Female,35-44,No,Yes,,Yes,,7.0,2.0,Other,Post-Secondary,Certificate,After 2000,Female,35-44,Yes,,Discussion with colleages/staff meeting,Yes
91,3,11-50,11-50,5 or less,201,15,45,16,0,3,Other,Post-Secondary,Certificate,Female,25-34,No,Yes,,Yes,,1.0,3.0,Doctor,Post-Secondary,Diploma,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,Yes
91,4,11-50,11-50,5 or less,201,15,45,16,0,4,Other,Post-Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,3.0,4.0,Other,Post-Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
91,5,11-50,11-50,5 or less,201,15,45,16,0,5,Other,Post-Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,8.0,5.0,Other,Post-Secondary,Certificate,In the 1990s,Female,45 or older,No,Intership,,
91,6,11-50,11-50,5 or less,201,15,45,16,0,6,Other,Post-Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,9.0,6.0,Other,Post-Secondary,Certificate,In the 1990s,Female,45 or older,Yes,,Laboratory/investigations/X-ray,Yes
91,7,11-50,11-50,5 or less,201,15,45,16,0,7,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,5.0,7.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
91,8,11-50,11-50,5 or less,201,15,45,16,0,8,Other,Secondary,Certificate,Female,45 or older,No,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
91,9,11-50,11-50,5 or less,201,15,45,16,0,9,Other,Secondary,Certificate,Female,25-34,No,No,Authorised absence (permision/leave),Yes,,2.0,9.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,Authorised absence (permision/leave),,
91,10,11-50,11-50,5 or less,201,15,45,16,0,10,Other,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,6.0,10.0,Other,Secondary,Certificate,After 2000,Female,35-44,No,"On call (pre on call, post on call)",,
91,11,11-50,11-50,5 or less,201,15,45,16,0,11,Other,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,4.0,11.0,Other,Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Discussion with colleages/staff meeting,Yes
92,1,Over 50,Over 50,Over 5,201,8,46,9,11,1,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,No,Official mission,No,,,,,,,,,,,,,
92,2,Over 50,Over 50,Over 5,201,8,46,9,11,2,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,No,Official mission,No,,,,,,,,,,,,,
92,3,Over 50,Over 50,Over 5,201,8,46,9,11,3,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,Sickness/maternity,No,,,,,,,,,,,,,
92,4,Over 50,Over 50,Over 5,201,8,46,9,11,4,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
92,5,Over 50,Over 50,Over 5,201,8,46,9,11,5,Doctor,Post-Secondary,Advanced,Female,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,6,Over 50,Over 50,Over 5,201,8,46,9,11,6,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,Intership,No,,,,,,,,,,,,,
92,7,Over 50,Over 50,Over 5,201,8,46,9,11,7,Doctor,Post-Secondary,Advanced,Female,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,8,Over 50,Over 50,Over 5,201,8,46,9,11,8,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,4.0,8.0,Doctor,Post-Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Discussion with colleages/staff meeting,Yes
92,9,Over 50,Over 50,Over 5,201,8,46,9,11,9,Doctor,Post-Secondary,Diploma,Female,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
92,10,Over 50,Over 50,Over 5,201,8,46,9,11,10,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
92,11,Over 50,Over 50,Over 5,201,8,46,9,11,11,Doctor,Post-Secondary,Diploma,Female,45 or older,Yes,No,Intership,Yes,,2.0,11.0,Doctor,Post-Secondary,Diploma,Before 1990,Female,45 or older,Yes,,Discussion with colleages/staff meeting,Yes
92,12,Over 50,Over 50,Over 5,201,8,46,9,11,12,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
92,13,Over 50,Over 50,Over 5,201,8,46,9,11,13,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
92,14,Over 50,Over 50,Over 5,201,8,46,9,11,14,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
92,15,Over 50,Over 50,Over 5,201,8,46,9,11,15,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,16,Over 50,Over 50,Over 5,201,8,46,9,11,16,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,17,Over 50,Over 50,Over 5,201,8,46,9,11,17,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,18,Over 50,Over 50,Over 5,201,8,46,9,11,18,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,No,9.0,18.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Discussion with colleages/staff meeting,Yes
92,19,Over 50,Over 50,Over 5,201,8,46,9,11,19,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,20,Over 50,Over 50,Over 5,201,8,46,9,11,20,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,21,Over 50,Over 50,Over 5,201,8,46,9,11,21,Other,Post-Secondary,Advanced,Female,25-34,Yes,No,Outreach,Yes,,5.0,21.0,Other,Post-Secondary,Advanced,After 2000,Female,25-34,Yes,,Discussion with colleages/staff meeting,No
92,22,Over 50,Over 50,Over 5,201,8,46,9,11,22,Other,Post-Secondary,Advanced,Female,25-34,Yes,No,Outreach,No,,,,,,,,,,,,,
92,23,Over 50,Over 50,Over 5,201,8,46,9,11,23,Nurse,Post-Secondary,Advanced,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
92,24,Over 50,Over 50,Over 5,201,8,46,9,11,24,Nurse,Post-Secondary,Advanced,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
92,25,Over 50,Over 50,Over 5,201,8,46,9,11,25,Nurse,Post-Secondary,Advanced,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
92,26,Over 50,Over 50,Over 5,201,8,46,9,11,26,Nurse,Post-Secondary,Advanced,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
92,27,Over 50,Over 50,Over 5,201,8,46,9,11,27,Nurse,Post-Secondary,Diploma,Female,25-34,No,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,28,Over 50,Over 50,Over 5,201,8,46,9,11,28,Nurse,Post-Secondary,Diploma,Female,Younger than 25,No,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,29,Over 50,Over 50,Over 5,201,8,46,9,11,29,Nurse,Post-Secondary,Diploma,Female,25-34,No,No,Training/seminar/meeting,Yes,,10.0,29.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
92,30,Over 50,Over 50,Over 5,201,8,46,9,11,30,Nurse,Post-Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
92,31,Over 50,Over 50,Over 5,201,8,46,9,11,31,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
92,32,Over 50,Over 50,Over 5,201,8,46,9,11,32,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,33,Over 50,Over 50,Over 5,201,8,46,9,11,33,Nurse,Post-Secondary,Diploma,Female,25-34,No,No,Training/seminar/meeting,No,,,,,,,,,,,,,
92,34,Over 50,Over 50,Over 5,201,8,46,9,11,34,Nurse,Post-Secondary,Diploma,Female,25-34,No,No,Training/seminar/meeting,Yes,,7.0,34.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
92,35,Over 50,Over 50,Over 5,201,8,46,9,11,35,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,1.0,35.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
92,36,Over 50,Over 50,Over 5,201,8,46,9,11,36,Other,Post-Secondary,Certificate,Male,25-34,No,Yes,,Yes,,8.0,36.0,Other,Post-Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
92,37,Over 50,Over 50,Over 5,201,8,46,9,11,37,Other,Post-Secondary,Certificate,Female,25-34,No,No,Intership,No,,,,,,,,,,,,,
92,38,Over 50,Over 50,Over 5,201,8,46,9,11,38,Other,Post-Secondary,Certificate,Female,25-34,No,No,Intership,No,,,,,,,,,,,,,
92,39,Over 50,Over 50,Over 5,201,8,46,9,11,39,Other,Post-Secondary,Certificate,Female,25-34,No,No,Intership,No,,,,,,,,,,,,,
92,40,Over 50,Over 50,Over 5,201,8,46,9,11,40,Other,Post-Secondary,Certificate,Female,25-34,No,Yes,,Yes,,6.0,40.0,Other,Post-Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
92,41,Over 50,Over 50,Over 5,201,8,46,9,11,41,Other,Post-Secondary,Diploma,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
92,42,Over 50,Over 50,Over 5,201,8,46,9,11,42,Other,Post-Secondary,Diploma,Male,25-34,No,Yes,,Yes,,3.0,42.0,Other,Post-Secondary,Diploma,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
92,43,Over 50,Over 50,Over 5,201,8,46,9,11,43,Other,Post-Secondary,Diploma,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
92,44,Over 50,Over 50,Over 5,201,8,46,9,11,44,Other,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
92,45,Over 50,Over 50,Over 5,201,8,46,9,11,45,Other,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
92,46,Over 50,Over 50,Over 5,201,8,46,9,11,46,Other,Post-Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
92,47,Over 50,Over 50,Over 5,201,8,46,9,11,47,Other,Post-Secondary,Diploma,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
92,48,Over 50,Over 50,Over 5,201,8,46,9,11,48,Other,Post-Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
92,49,Over 50,Over 50,Over 5,201,8,46,9,11,49,Other,Post-Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
92,50,Over 50,Over 50,Over 5,201,8,46,9,11,50,Other,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
93,1,5 or less,5 or less,5 or less,201,12,35,12,50,1,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,No,Official mission,Yes,,1.0,1.0,Clinical Officer,Post-Secondary,Diploma,In the 1990s,Male,35-44,No,Training/seminar/meeting,,
93,2,5 or less,5 or less,5 or less,201,12,35,12,50,2,Nurse,Secondary,Certificate,Female,45 or older,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
94,1,6-10,6-10,5 or less,203,10,30,11,0,1,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,1.0,1.0,Doctor,Post-Secondary,Advanced,Before 1990,Male,45 or older,No,"On call (pre on call, post on call)",,
94,2,6-10,6-10,5 or less,203,10,30,11,0,2,Other,Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,2.0,2.0,Other,Secondary,Diploma,In the 1990s,Male,45 or older,No,"On call (pre on call, post on call)",,
94,3,6-10,6-10,5 or less,203,10,30,11,0,3,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,3.0,3.0,Doctor,Post-Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,No
94,4,6-10,6-10,5 or less,203,10,30,11,0,4,Nurse,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,4.0,4.0,Nurse,Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
94,5,6-10,6-10,5 or less,203,10,30,11,0,5,Other,Secondary,Certificate,Female,35-44,No,Yes,,Yes,,5.0,5.0,Other,Secondary,Certificate,In the 1990s,Female,35-44,Yes,,Consultation/visiting patient,Yes
94,6,6-10,6-10,5 or less,203,10,30,11,0,6,Other,Primary,Certificate,Male,45 or older,No,Yes,,Yes,,6.0,6.0,Other,Primary,Certificate,Before 1990,Male,45 or older,Yes,,Laboratory/investigations/X-ray,No
94,7,6-10,6-10,5 or less,203,10,30,11,0,7,Other,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,7.0,7.0,Other,Secondary,Diploma,After 2000,Male,25-34,Yes,,Laboratory/investigations/X-ray,No
94,8,6-10,6-10,5 or less,203,10,30,11,0,8,Other,Secondary,Certificate,Female,35-44,No,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,After 2000,Female,35-44,Yes,,Laboratory/investigations/X-ray,No
95,1,Over 50,Over 50,Over 5,403,8,4,9,50,1,Other,Secondary,Diploma,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
95,2,Over 50,Over 50,Over 5,403,8,4,9,50,2,Doctor,Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,4.0,2.0,Doctor,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes
95,3,Over 50,Over 50,Over 5,403,8,4,9,50,3,Doctor,Secondary,Diploma,Male,45 or older,Yes,No,Sickness/maternity,No,,,,,,,,,,,,,
95,4,Over 50,Over 50,Over 5,403,8,4,9,50,4,Doctor,Secondary,Diploma,Female,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
95,5,Over 50,Over 50,Over 5,403,8,4,9,50,5,Doctor,Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,6,Over 50,Over 50,Over 5,403,8,4,9,50,6,Doctor,Secondary,Diploma,Male,45 or older,Yes,No,Official mission,No,,,,,,,,,,,,,
95,7,Over 50,Over 50,Over 5,403,8,4,9,50,7,Doctor,Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,2.0,7.0,Doctor,Secondary,Diploma,In the 1990s,Female,35-44,Yes,,Consultation/visiting patient,Yes
95,8,Over 50,Over 50,Over 5,403,8,4,9,50,8,Doctor,Secondary,Diploma,Female,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,9,Over 50,Over 50,Over 5,403,8,4,9,50,9,Doctor,Secondary,Diploma,Male,35-44,Yes,No,Non-authorised,No,,,,,,,,,,,,,
95,10,Over 50,Over 50,Over 5,403,8,4,9,50,10,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,10.0,10.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes
95,11,Over 50,Over 50,Over 5,403,8,4,9,50,11,Clinical Officer,Secondary,Diploma,Female,45 or older,Yes,No,Sickness/maternity,Yes,,9.0,11.0,Clinical Officer,Secondary,Diploma,Before 1990,Female,45 or older,No,"On call (pre on call, post on call)",,
95,12,Over 50,Over 50,Over 5,403,8,4,9,50,12,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,8.0,12.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes
95,13,Over 50,Over 50,Over 5,403,8,4,9,50,13,Clinical Officer,Secondary,Diploma,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
95,14,Over 50,Over 50,Over 5,403,8,4,9,50,14,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,15,Over 50,Over 50,Over 5,403,8,4,9,50,15,Clinical Officer,Secondary,Diploma,Female,45 or older,Yes,No,Non-authorised,No,,,,,,,,,,,,,
95,16,Over 50,Over 50,Over 5,403,8,4,9,50,16,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,17,Over 50,Over 50,Over 5,403,8,4,9,50,17,Clinical Officer,Secondary,Diploma,Female,25-34,No,Yes,,Yes,,7.0,17.0,Clinical Officer,Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
95,18,Over 50,Over 50,Over 5,403,8,4,9,50,18,Clinical Officer,Secondary,Certificate,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
95,19,Over 50,Over 50,Over 5,403,8,4,9,50,19,Clinical Officer,Secondary,Certificate,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
95,20,Over 50,Over 50,Over 5,403,8,4,9,50,20,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
95,21,Over 50,Over 50,Over 5,403,8,4,9,50,21,Other,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,22,Over 50,Over 50,Over 5,403,8,4,9,50,22,Doctor,Primary,Certificate,Male,45 or older,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,23,Over 50,Over 50,Over 5,403,8,4,9,50,23,Other,Secondary,Certificate,Female,25-34,No,No,Non-authorised,No,,,,,,,,,,,,,
95,24,Over 50,Over 50,Over 5,403,8,4,9,50,24,Other,Secondary,Diploma,Female,45 or older,No,Yes,,Yes,,1.0,24.0,Other,Secondary,Diploma,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
95,25,Over 50,Over 50,Over 5,403,8,4,9,50,25,Other,Secondary,Diploma,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
95,26,Over 50,Over 50,Over 5,403,8,4,9,50,26,Other,Secondary,Diploma,Female,45 or older,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,27,Over 50,Over 50,Over 5,403,8,4,9,50,27,Other,Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
95,28,Over 50,Over 50,Over 5,403,8,4,9,50,28,Other,Secondary,Diploma,Female,25-34,No,No,Sickness/maternity,No,,,,,,,,,,,,,
95,29,Over 50,Over 50,Over 5,403,8,4,9,50,29,Other,Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
95,30,Over 50,Over 50,Over 5,403,8,4,9,50,30,Other,Secondary,Diploma,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
95,31,Over 50,Over 50,Over 5,403,8,4,9,50,31,Other,Secondary,Diploma,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
95,32,Over 50,Over 50,Over 5,403,8,4,9,50,32,Other,Secondary,Diploma,Male,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,33,Over 50,Over 50,Over 5,403,8,4,9,50,33,Other,Secondary,Diploma,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,34,Over 50,Over 50,Over 5,403,8,4,9,50,34,Other,Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
95,35,Over 50,Over 50,Over 5,403,8,4,9,50,35,Other,Secondary,Diploma,Male,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
95,36,Over 50,Over 50,Over 5,403,8,4,9,50,36,Other,Secondary,Diploma,Female,25-34,No,Yes,,Yes,,3.0,36.0,Other,Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
95,37,Over 50,Over 50,Over 5,403,8,4,9,50,37,Other,Secondary,Diploma,Female,35-44,No,No,Non-authorised,No,,,,,,,,,,,,,
95,38,Over 50,Over 50,Over 5,403,8,4,9,50,38,Nurse,Secondary,Certificate,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
95,39,Over 50,Over 50,Over 5,403,8,4,9,50,39,Nurse,Secondary,Certificate,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
95,40,Over 50,Over 50,Over 5,403,8,4,9,50,40,Nurse,Secondary,Certificate,Female,35-44,No,No,Sickness/maternity,No,,,,,,,,,,,,,
95,41,Over 50,Over 50,Over 5,403,8,4,9,50,41,Nurse,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
95,42,Over 50,Over 50,Over 5,403,8,4,9,50,42,Nurse,Secondary,Certificate,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
95,43,Over 50,Over 50,Over 5,403,8,4,9,50,43,Nurse,Primary,Certificate,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
95,44,Over 50,Over 50,Over 5,403,8,4,9,50,44,Nurse,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",Yes,,6.0,44.0,Nurse,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
95,45,Over 50,Over 50,Over 5,403,8,4,9,50,45,Nurse,Secondary,Certificate,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
95,46,Over 50,Over 50,Over 5,403,8,4,9,50,46,Nurse,Secondary,Certificate,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
95,47,Over 50,Over 50,Over 5,403,8,4,9,50,47,Nurse,Secondary,Certificate,Male,45 or older,No,No,Non-authorised,No,,,,,,,,,,,,,
95,48,Over 50,Over 50,Over 5,403,8,4,9,50,48,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,
95,49,Over 50,Over 50,Over 5,403,8,4,9,50,49,Clinical Officer,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,5.0,49.0,Clinical Officer,Secondary,Certificate,Before 1990,Female,45 or older,No,Training/seminar/meeting,,
95,50,Over 50,Over 50,Over 5,403,8,4,9,50,50,Clinical Officer,Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
96,1,5 or less,5 or less,5 or less,403,9,0,9,26,1,Doctor,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Doctor,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,No
96,2,5 or less,5 or less,5 or less,403,9,0,9,26,2,Nurse,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,2.0,2.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
96,3,5 or less,5 or less,5 or less,403,9,0,9,26,3,Other,Primary,Certificate,Female,25-34,No,Yes,,Yes,,3.0,3.0,Other,Primary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
96,4,5 or less,5 or less,5 or less,403,9,0,9,26,4,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,4.0,4.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
96,5,5 or less,5 or less,5 or less,403,9,0,9,26,5,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,Yes,,5.0,5.0,Other,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,No
97,1,5 or less,5 or less,5 or less,403,8,12,8,39,1,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,No,Official mission,Yes,,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
97,2,5 or less,5 or less,5 or less,403,8,12,8,39,2,Nurse,Primary,Certificate,Female,45 or older,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Primary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
97,3,5 or less,5 or less,5 or less,403,8,12,8,39,3,Other,Primary,Certificate,Female,45 or older,No,Yes,,Yes,,3.0,3.0,Other,Primary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
97,4,5 or less,5 or less,5 or less,403,8,12,8,39,4,Other,Secondary,Certificate,Female,35-44,No,No,Sickness/maternity,Yes,,4.0,4.0,Other,Secondary,Certificate,After 2000,Female,35-44,No,Sickness/maternity,,
