unique_id,fac_id,staff_id,id11,m2saq2,m2saq3,m2saq1,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq14_autre,m2saq15,m2saq16,suite60,m2sa_selection10,m2sa_selection,m2sa_dispo,m2sa_dispolib,m2sa_q7_2,m2sbq1,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq12_autre,m2sbq13,m2sbq14,has_roster,has_absentee,country,absence_rate
209_1,209,1,209,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.2
21_1,21,1,21,6-10,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,0.0,maladie/maternite,,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.11111111
21_9,21,9,21,6-10,5 or less,11-50,9.0,Other,Post-Secondary,,0,25-34,0.0,oui,,,oui,,T,,,,,Other,9.0,Other,Post-Secondary,,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.11111111
21_8,21,8,21,6-10,5 or less,11-50,8.0,Nurse,Post-Secondary,Diploma,homme,25-34,0.0,oui,,,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.11111111
21_7,21,7,21,6-10,5 or less,11-50,7.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,recherche des informations/ formation,0.0,1.0,1.0,Madagascar-2016,0.11111111
21_4,21,4,21,6-10,5 or less,11-50,4.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,recherche des informations/ formation,0.0,1.0,1.0,Madagascar-2016,0.11111111
21_6,21,6,21,6-10,5 or less,11-50,6.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,recherche des informations/ formation,0.0,1.0,1.0,Madagascar-2016,0.11111111
21_2,21,2,21,6-10,5 or less,11-50,2.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.11111111
21_3,21,3,21,6-10,5 or less,11-50,3.0,Doctor,Post-Secondary,Advanced,0,25-34,0.0,oui,,,oui,,T,,,,,Doctor,3.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.11111111
21_5,21,5,21,6-10,5 or less,11-50,5.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.11111111
21_.,21,.,21,6-10,5 or less,11-50,,Other,,,homme,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madagascar-2016,0.11111111
210_1,210,1,210,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.5
210_2,210,2,210,5 or less,5 or less,5 or less,2.0,Other,Secondary,Certificate,0,Younger than 25,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,Certificate,,0.0,Younger than 25,0.0,absence non autorisee,,,,1.0,1.0,Madagascar-2016,0.5
211_1,211,1,211,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.0
211_2,211,2,211,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,0.0,mission officielle,,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
212_2,212,2,212,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,0,35-44,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,None,After 2000,0.0,35-44,oui,,,traitement de dossiers/elaboration de rapports,oui,1.0,1.0,Madagascar-2016,0.0
212_1,212,1,212,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
213_4,213,4,213,5 or less,5 or less,5 or less,4.0,Other,Secondary,None,0,25-34,0.0,oui,,,oui,,T,,,,,Other,4.0,Other,Secondary,None,After 2000,0.0,25-34,oui,,,discussion avec collegues/reunion/staff,oui,1.0,1.0,Madagascar-2016,0.5
213_3,213,3,213,5 or less,5 or less,5 or less,3.0,Nurse,Post-Secondary,Diploma,0,45 or older,oui,oui,,,oui,oui,T,2.0,3.0,eny,Eny,Nurse,3.0,Nurse,Post-Secondary,Diploma,,0.0,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.5
213_1,213,1,213,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,0,35-44,oui,0.0,formation/seminaire/reunion,,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,,0.0,35-44,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.5
213_2,213,2,213,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.5
214_4,214,4,214,5 or less,5 or less,5 or less,4.0,Other,Secondary,None,0,Younger than 25,0.0,oui,,,oui,,T,,,,,Other,4.0,Other,Secondary,None,After 2000,0.0,Younger than 25,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
214_3,214,3,214,5 or less,5 or less,5 or less,3.0,Other,Secondary,None,homme,35-44,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Secondary,None,After 2000,homme,35-44,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
214_1,214,1,214,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
214_2,214,2,214,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,homme,35-44,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,None,After 2000,homme,35-44,oui,,,autre,0.0,1.0,1.0,Madagascar-2016,0.0
215_1,215,1,215,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,0.0,formation/seminaire/reunion,,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.33333334
215_3,215,3,215,5 or less,5 or less,5 or less,3.0,Other,Secondary,None,0,35-44,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Secondary,None,After 2000,0.0,35-44,oui,,,traitement de dossiers/elaboration de rapports,oui,1.0,1.0,Madagascar-2016,0.33333334
215_2,215,2,215,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.33333334
216_1,216,1,216,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,In the 1990s,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
217_1,217,1,217,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
218_1,218,1,218,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,oui,1.0,1.0,Madagascar-2016,0.0
219_1,219,1,219,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
219_2,219,2,219,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,0,25-34,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.0
22_2,22,2,22,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
22_1,22,1,22,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
220_2,220,2,220,6-10,5 or less,6-10,2.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,0.0,formation/seminaire/reunion,,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,,0.0,45 or older,0.0,mission officielle,,,,1.0,1.0,Madagascar-2016,0.42857143
220_6,220,6,220,6-10,5 or less,6-10,6.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,absence autorisee (permission/conge),,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.42857143
220_7,220,7,220,6-10,5 or less,6-10,7.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,autre,0.0,1.0,1.0,Madagascar-2016,0.42857143
220_1,220,1,220,6-10,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.42857143
220_3,220,3,220,6-10,5 or less,6-10,3.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.42857143
220_5,220,5,220,6-10,5 or less,6-10,5.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.42857143
220_4,220,4,220,6-10,5 or less,6-10,4.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,0.0,absence autorisee (permission/conge),,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,,0.0,45 or older,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.42857143
221_2,221,2,221,5 or less,5 or less,5 or less,2.0,Other,Primary,None,homme,45 or older,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Primary,None,,homme,45 or older,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,1.0
221_1,221,1,221,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,homme,25-34,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,1.0
222_2,222,2,222,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,35-44,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
222_3,222,3,222,5 or less,5 or less,5 or less,3.0,Other,Secondary,Certificate,0,45 or older,0.0,0.0,absence autorisee (permission/conge),,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.0
222_1,222,1,222,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,0.0,formation/seminaire/reunion,,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
223_1,223,1,223,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,45 or older,oui,,,autre,0.0,1.0,1.0,Madagascar-2016,0.0
224_3,224,3,224,5 or less,5 or less,5 or less,3.0,Other,Secondary,Certificate,0,25-34,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Secondary,Certificate,After 2000,0.0,25-34,oui,,,discussion avec collegues/reunion/staff,oui,1.0,1.0,Madagascar-2016,0.0
224_2,224,2,224,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,35-44,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.0
224_1,224,1,224,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
225_2,225,2,225,5 or less,5 or less,5 or less,2.0,Other,Post-Secondary,,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Post-Secondary,,,0.0,45 or older,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,1.0
225_1,225,1,225,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,0.0,35-44,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,1.0
226_2,226,2,226,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,None,In the 1990s,0.0,45 or older,oui,,,autre,oui,1.0,1.0,Madagascar-2016,0.5
226_1,226,1,226,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,homme,25-34,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,0.5
227_1,227,1,227,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,Younger than 25,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,0.0,Younger than 25,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,1.0
227_2,227,2,227,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,None,,0.0,45 or older,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,1.0
228_1,228,1,228,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
228_2,228,2,228,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.0
228_3,228,3,228,5 or less,5 or less,5 or less,3.0,Other,Secondary,Certificate,homme,45 or older,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Secondary,Certificate,In the 1990s,homme,45 or older,oui,,,discussion avec collegues/reunion/staff,oui,1.0,1.0,Madagascar-2016,0.0
229_2,229,2,229,5 or less,5 or less,5 or less,2.0,Other,Post-Secondary,None,0,35-44,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Post-Secondary,None,,0.0,35-44,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,1.0
229_1,229,1,229,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,1.0
23_2,23,2,23,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,Younger than 25,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,Younger than 25,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.5
23_1,23,1,23,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,0.0,35-44,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,0.5
230_2,230,2,230,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,0,25-34,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,None,,0.0,25-34,0.0,autre (a preciser),,,,1.0,1.0,Madagascar-2016,1.0
230_1,230,1,230,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,0.0,45 or older,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,1.0
231_2,231,2,231,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,0.0,mission officielle,,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
231_3,231,3,231,5 or less,5 or less,5 or less,3.0,Other,Post-Secondary,Certificate,homme,45 or older,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Post-Secondary,Certificate,In the 1990s,homme,45 or older,oui,,,autre,oui,1.0,1.0,Madagascar-2016,0.0
231_1,231,1,231,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
232_2,232,2,232,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,None,In the 1990s,0.0,45 or older,oui,,,autre,oui,1.0,1.0,Madagascar-2016,0.0
232_1,232,1,232,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
233_16,233,16,233,11-50,Over 5,11-50,16.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.6
233_5,233,5,233,11-50,Over 5,11-50,5.0,Doctor,Post-Secondary,Advanced,homme,45 or older,0.0,0.0,formation/seminaire/reunion,,oui,,T,,,,,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.6
233_9,233,9,233,11-50,Over 5,11-50,9.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.6
233_1,233,1,233,11-50,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,0.0,35-44,0.0,mission officielle,,,,1.0,1.0,Madagascar-2016,0.6
233_7,233,7,233,11-50,Over 5,11-50,7.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.6
233_3,233,3,233,11-50,Over 5,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,oui,,,,oui,T,3.0,3.0,eny,Eny,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.6
233_8,233,8,233,11-50,Over 5,11-50,8.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.6
233_4,233,4,233,11-50,Over 5,11-50,4.0,Doctor,Post-Secondary,Advanced,0,45 or older,0.0,oui,,,oui,,T,,,,,Doctor,2.0,Doctor,Post-Secondary,Advanced,,0.0,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.6
233_6,233,6,233,11-50,Over 5,11-50,6.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,autre,0.0,1.0,1.0,Madagascar-2016,0.6
233_11,233,11,233,11-50,Over 5,11-50,11.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.6
233_10,233,10,233,11-50,Over 5,11-50,10.0,Nurse,Post-Secondary,Diploma,homme,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,,homme,25-34,0.0,mission officielle,,,,1.0,1.0,Madagascar-2016,0.6
233_18,233,18,233,11-50,Over 5,11-50,18.0,Other,Post-Secondary,Diploma,0,25-34,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.6
233_12,233,12,233,11-50,Over 5,11-50,12.0,Nurse,Post-Secondary,Diploma,homme,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,autre,0.0,1.0,1.0,Madagascar-2016,0.6
233_17,233,17,233,11-50,Over 5,11-50,17.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.6
233_14,233,14,233,11-50,Over 5,11-50,14.0,Other,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Other,9.0,Other,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,laboratoires/examens/radios,0.0,1.0,1.0,Madagascar-2016,0.6
233_2,233,2,233,11-50,Over 5,11-50,2.0,Doctor,Post-Secondary,Advanced,0,25-34,oui,oui,,,,oui,T,2.0,2.0,eny,Eny,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.6
233_15,233,15,233,11-50,Over 5,11-50,15.0,Other,Post-Secondary,Diploma,homme,35-44,0.0,0.0,absence autorisee (permission/conge),,oui,,T,,,,,Other,10.0,Other,Post-Secondary,Diploma,,homme,35-44,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.6
233_13,233,13,233,11-50,Over 5,11-50,13.0,Other,Post-Secondary,Diploma,homme,25-34,0.0,oui,,,oui,,T,,,,,Other,8.0,Other,Post-Secondary,Diploma,,homme,25-34,0.0,maladie/maternite,,,,1.0,1.0,Madagascar-2016,0.6
234_1,234,1,234,6-10,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,0.0,autre (a preciser),NIANATRA,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,0.8888889
234_4,234,4,234,6-10,5 or less,11-50,4.0,Nurse,Post-Secondary,Diploma,homme,25-34,0.0,0.0,aide sociale,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,,homme,25-34,0.0,formation/seminaire/reunion,,,,1.0,1.0,Madagascar-2016,0.8888889
