fac_id,staff_id,id11,m2saq2,m2saq3,m2saq1,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq14_autre,m2saq15,m2saq16,suite60,m2sa_selection10,m2sa_selection,m2sa_dispo,m2sa_dispolib,m2sa_q7_2,m2sbq1,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq12_autre,m2sbq13,m2sbq14
93,38.0,93,11-50,Over 5,Over 50,38.0,Other,Post-Secondary,Certificate,femme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
93,39.0,93,11-50,Over 5,Over 50,39.0,Other,Post-Secondary,Certificate,homme,35-44,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Other,10.0,Other,Post-Secondary,Certificate,After 2000,homme,35-44,oui,,,laboratoires/examens/radios,oui
93,40.0,93,11-50,Over 5,Over 50,40.0,Other,Post-Secondary,Certificate,femme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
94,1.0,94,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,femme,25-34,non,oui,,,oui,,T,,,,,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
94,2.0,94,5 or less,5 or less,6-10,2.0,Doctor,Post-Secondary,Advanced,femme,25-34,non,non,autre (a preciser),MIASA ANY ANKAFA,oui,,T,,,,,Doctor,2.0,Doctor,Post-Secondary,Advanced,,femme,25-34,non,autre (a preciser),TSY MIASA ATO DEPUIS 2015,,
94,3.0,94,5 or less,5 or less,6-10,3.0,Doctor,Post-Secondary,Advanced,femme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,3.0,Doctor,Post-Secondary,Advanced,,femme,25-34,non,autre (a preciser),MIANKINA AMIN'NY RV,,
95,1.0,95,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,In the 1990s,homme,45 or older,oui,,,consultation/visite de malade,non
96,1.0,96,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,25-34,oui,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
96,2.0,96,5 or less,5 or less,5 or less,2.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,non,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,,homme,25-34,non,"repos de garde (pre-garde, sortie de garde)",,,
96,3.0,96,5 or less,5 or less,5 or less,3.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,non,absence autorisee (permission/conge),,oui,,T,,3.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,25-34,non,autre (a preciser),,,
96,4.0,96,5 or less,5 or less,5 or less,4.0,Doctor,Post-Secondary,Advanced,femme,25-34,oui,oui,,,oui,oui,T,1.0,4.0,eny,Eny,Doctor,4.0,Doctor,Post-Secondary,Advanced,,femme,25-34,non,"repos de garde (pre-garde, sortie de garde)",,,
97,1.0,97,5 or less,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
97,2.0,97,5 or less,Over 5,11-50,2.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,femme,35-44,oui,,,consultation/visite de malade,non
97,3.0,97,5 or less,Over 5,11-50,3.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,traitement de dossiers/elaboration de rapports,non
97,4.0,97,5 or less,Over 5,11-50,4.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
97,5.0,97,5 or less,Over 5,11-50,5.0,Nurse,Post-Secondary,Diploma,homme,25-34,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,non
98,1.0,98,6-10,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,non,non,mission officielle,,oui,,T,,,,,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,"repos de garde (pre-garde, sortie de garde)",,,
98,2.0,98,6-10,Over 5,11-50,2.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,"repos de garde (pre-garde, sortie de garde)",,,
98,3.0,98,6-10,Over 5,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,non,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,35-44,non,"repos de garde (pre-garde, sortie de garde)",,,
98,4.0,98,6-10,Over 5,11-50,4.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,3.0,eny,Eny,Doctor,4.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,non
98,5.0,98,6-10,Over 5,11-50,5.0,Doctor,Post-Secondary,Advanced,femme,25-34,oui,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,4.0,tsy eo,Tsy eo,Doctor,5.0,Doctor,Post-Secondary,Advanced,,femme,25-34,non,"repos de garde (pre-garde, sortie de garde)",,,
98,6.0,98,6-10,Over 5,11-50,6.0,Nurse,Post-Secondary,Diploma,femme,35-44,oui,oui,,,oui,oui,T,2.0,5.0,eny,Eny,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,consultation/visite de malade,non
98,7.0,98,6-10,Over 5,11-50,7.0,Other,Post-Secondary,Advanced,homme,35-44,non,non,est alle retirer son salaire,,oui,,T,,,,,Other,7.0,Other,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,consultation/visite de malade,non
98,8.0,98,6-10,Over 5,11-50,8.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,3.0,6.0,eny,Eny,Nurse,8.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,consultation/visite de malade,non
98,9.0,98,6-10,Over 5,11-50,9.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,9.0,Nurse,Post-Secondary,Diploma,,femme,35-44,oui,"repos de garde (pre-garde, sortie de garde)",,,
99,1.0,99,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,femme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
100,1.0,100,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,autre (a preciser),,,
100,2.0,100,5 or less,5 or less,5 or less,2.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,non,mission officielle,,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,,femme,45 or older,non,autre (a preciser),,,
101,1.0,101,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,non,mission officielle,,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
101,2.0,101,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,femme,25-34,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
102,1.0,102,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
102,2.0,102,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,,homme,45 or older,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,,,homme,45 or older,non,absence autorisee (permission/conge),,,
103,1.0,103,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,consultation/visite de malade,non
104,1.0,104,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,non,formation/seminaire/reunion,,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
104,2.0,104,5 or less,5 or less,6-10,2.0,Nurse,Post-Secondary,Diploma,femme,25-34,oui,non,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,absence autorisee (permission/conge),,,
104,3.0,104,5 or less,5 or less,6-10,3.0,Other,Post-Secondary,,femme,Younger than 25,oui,oui,,,oui,oui,T,1.0,3.0,eny,Eny,Other,3.0,Other,Post-Secondary,,After 2000,femme,Younger than 25,oui,,,consultation/visite de malade,non
104,4.0,104,5 or less,5 or less,6-10,4.0,Other,Post-Secondary,,femme,Younger than 25,oui,oui,,,oui,oui,T,2.0,4.0,eny,Eny,Other,4.0,Other,Post-Secondary,,,femme,Younger than 25,non,maladie/maternite,,,
104,5.0,104,5 or less,5 or less,6-10,5.0,Other,Post-Secondary,,femme,Younger than 25,oui,oui,,,oui,oui,T,3.0,5.0,eny,Eny,Other,5.0,Other,Post-Secondary,,After 2000,femme,Younger than 25,oui,,,consultation/visite de malade,non
105,1.0,105,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,consultation/visite de malade,non
106,1.0,106,5 or less,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,non
106,2.0,106,5 or less,Over 5,11-50,2.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,mission officielle,,,
106,3.0,106,5 or less,Over 5,11-50,3.0,Nurse,Post-Secondary,Diploma,femme,45 or older,oui,oui,,,oui,oui,T,2.0,3.0,eny,Eny,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
106,4.0,106,5 or less,Over 5,11-50,4.0,Nurse,Post-Secondary,Diploma,femme,25-34,oui,oui,,,oui,oui,T,3.0,4.0,eny,Eny,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
107,1.0,107,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,25-34,oui,,,consultation/visite de malade,non
107,2.0,107,5 or less,5 or less,6-10,2.0,Nurse,Post-Secondary,Diploma,homme,45 or older,non,oui,,,oui,,T,,,,,Nurse,2.0,Nurse,Post-Secondary,Diploma,,homme,45 or older,non,mission officielle,,,
107,3.0,107,5 or less,5 or less,6-10,3.0,Nurse,Secondary,Certificate,homme,25-34,non,oui,,,oui,,T,,,,,Nurse,3.0,Nurse,Secondary,Certificate,,homme,25-34,non,mission officielle,,,
107,4.0,107,5 or less,5 or less,6-10,4.0,Nurse,Secondary,Certificate,homme,25-34,non,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Secondary,Certificate,,homme,25-34,non,mission officielle,,,
108,1.0,108,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,45 or older,non,absence autorisee (permission/conge),,,
108,2.0,108,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
109,1.0,109,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,Younger than 25,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,Younger than 25,oui,,,consultation/visite de malade,non
110,1.0,110,5 or less,5 or less,6-10,1.0,Doctor,,,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,,,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
110,2.0,110,5 or less,5 or less,6-10,2.0,Nurse,Post-Secondary,Diploma,femme,45 or older,oui,non,autre (a preciser),MBOLA MIANATRA IZY,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,In the 1990s,femme,45 or older,oui,,,consultation/visite de malade,non
110,3.0,110,5 or less,5 or less,6-10,3.0,Other,Primary,,femme,35-44,non,oui,,,oui,,T,,,,,Other,3.0,Other,Primary,,In the 1990s,femme,35-44,oui,,,consultation/visite de malade,non
111,1.0,111,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,formation/seminaire/reunion,,oui,,T,,1.0,tsy afaka,Tsy afaka,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,autre (a preciser),,,
111,2.0,111,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,femme,45 or older,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
112,1.0,112,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,discussion avec collegues/reunion/staff,non
112,2.0,112,5 or less,5 or less,6-10,2.0,Nurse,Post-Secondary,Diploma,femme,35-44,oui,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,2.0,tsy afaka,Tsy afaka,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,discussion avec collegues/reunion/staff,non
112,3.0,112,5 or less,5 or less,6-10,3.0,Nurse,Post-Secondary,Diploma,femme,25-34,oui,oui,,,oui,oui,T,2.0,3.0,eny,Eny,Nurse,3.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,absence autorisee (permission/conge),,,
113,1.0,113,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,aide sociale,,,
114,1.0,114,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
115,1.0,115,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,45 or older,non,mission officielle,,,
116,1.0,116,6-10,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,35-44,non,oui,,,oui,,T,,,,,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,35-44,non,mission officielle,,,
116,2.0,116,6-10,Over 5,11-50,2.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,,T,,1.0,tsy afaka,Tsy afaka,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,non
116,3.0,116,6-10,Over 5,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Doctor,3.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,non
116,4.0,116,6-10,Over 5,11-50,4.0,Other,Post-Secondary,Advanced,homme,35-44,non,non,formation/seminaire/reunion,,oui,,T,,,,,Other,4.0,Other,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,consultation/visite de malade,non
116,5.0,116,6-10,Over 5,11-50,5.0,Doctor,Post-Secondary,Advanced,femme,45 or older,non,non,absence autorisee (permission/conge),,oui,,T,,,,,Doctor,5.0,Doctor,Post-Secondary,Advanced,,femme,45 or older,non,"repos de garde (pre-garde, sortie de garde)",,,
116,6.0,116,6-10,Over 5,11-50,6.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
116,7.0,116,6-10,Over 5,11-50,7.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,consultation/visite de malade,non
117,1.0,117,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,25-34,non,formation/seminaire/reunion,,,
117,2.0,117,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Advanced,femme,25-34,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Advanced,,femme,25-34,non,absence non autorisee,,,
118,1.0,118,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,formation/seminaire/reunion,,,
118,2.0,118,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Advanced,homme,25-34,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Advanced,After 2000,homme,25-34,oui,,,consultation/visite de malade,non
118,3.0,118,5 or less,5 or less,5 or less,3.0,Nurse,Post-Secondary,,femme,45 or older,oui,non,formation/seminaire/reunion,,oui,,T,,3.0,tsy eo,Tsy eo,Nurse,3.0,Nurse,Post-Secondary,,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
119,1.0,119,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,formation/seminaire/reunion,,,
119,2.0,119,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,femme,Younger than 25,non,oui,,,oui,,T,,,,,Nurse,2.0,Nurse,Post-Secondary,Diploma,,femme,Younger than 25,non,absence autorisee (permission/conge),,,
120,1.0,120,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,,homme,45 or older,non,autre (a preciser),,,
121,1.0,121,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,formation/seminaire/reunion,,,
121,2.0,121,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,2.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,absence non autorisee,,,
122,1.0,122,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,formation/seminaire/reunion,,,
122,2.0,122,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,femme,45 or older,oui,non,formation/seminaire/reunion,,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
122,3.0,122,5 or less,5 or less,5 or less,3.0,Other,Post-Secondary,None,femme,35-44,non,oui,,,oui,,T,,,,,Other,3.0,Other,Post-Secondary,None,After 2000,femme,35-44,oui,,,laboratoires/examens/radios,non
123,1.0,123,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
124,1.0,124,11-50,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,autre (a preciser),,,
124,2.0,124,11-50,5 or less,11-50,2.0,Doctor,,Advanced,homme,45 or older,oui,oui,,,oui,,T,,2.0,tsy afaka,Tsy afaka,Doctor,2.0,Doctor,,Advanced,After 2000,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,non
124,3.0,124,11-50,5 or less,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,,T,,3.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,35-44,non,mission officielle,,,
124,4.0,124,11-50,5 or less,11-50,4.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,,,T,,4.0,tsy eo,Tsy eo,,,,,,,,,,,,,
124,5.0,124,11-50,5 or less,11-50,5.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,non,maladie/maternite,,,,T,,5.0,tsy eo,Tsy eo,,,,,,,,,,,,,
124,6.0,124,11-50,5 or less,11-50,6.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,,,T,,6.0,tsy eo,Tsy eo,,,,,,,,,,,,,
124,7.0,124,11-50,5 or less,11-50,7.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,oui,,,,,T,,7.0,tsy afaka,Tsy afaka,,,,,,,,,,,,,
124,8.0,124,11-50,5 or less,11-50,8.0,Nurse,Post-Secondary,Diploma,homme,45 or older,non,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,Before 1990,homme,45 or older,oui,,,laboratoires/examens/radios,non
124,9.0,124,11-50,5 or less,11-50,9.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,10.0,124,11-50,5 or less,11-50,10.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,11.0,124,11-50,5 or less,11-50,11.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,12.0,124,11-50,5 or less,11-50,12.0,Nurse,Post-Secondary,Diploma,homme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,13.0,124,11-50,5 or less,11-50,13.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
124,14.0,124,11-50,5 or less,11-50,14.0,Nurse,Post-Secondary,Diploma,homme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,15.0,124,11-50,5 or less,11-50,15.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,16.0,124,11-50,5 or less,11-50,16.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,absence autorisee (permission/conge),,,
124,17.0,124,11-50,5 or less,11-50,17.0,Nurse,Post-Secondary,Diploma,homme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,18.0,124,11-50,5 or less,11-50,18.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,19.0,124,11-50,5 or less,11-50,19.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,20.0,124,11-50,5 or less,11-50,20.0,Nurse,Post-Secondary,Diploma,homme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,21.0,124,11-50,5 or less,11-50,21.0,Nurse,Post-Secondary,Diploma,homme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,22.0,124,11-50,5 or less,11-50,22.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,23.0,124,11-50,5 or less,11-50,23.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,absence autorisee (permission/conge),,,
124,24.0,124,11-50,5 or less,11-50,24.0,Nurse,Post-Secondary,Diploma,homme,35-44,non,oui,,,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,laboratoires/examens/radios,non
124,25.0,124,11-50,5 or less,11-50,25.0,Nurse,Post-Secondary,Diploma,homme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
124,26.0,124,11-50,5 or less,11-50,26.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,9.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,"repos de garde (pre-garde, sortie de garde)",,,
