fac_id,staff_id,m2sfq1,m2sfq3,m2sfq4,m2sfq7,m2sfq8,m2sfq9,m2sfq10,m2sfq11,m2sfq12,m2sfq13,m2sfq14,m2sfq14aut,m2sfq15,m2sfq16,m2sgq1,m2sgq3,m2sgq5,m2sgq6,m2sgq7,m2sgq8,m2sgq8aut,m2sgq9,m2sgq10
45,15,11-50,Over 5,15,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,8.0,15.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
45,16,11-50,Over 5,16,Other,Primary,None,Femme,35-44,Non,Non,Absence autorisée (permission/congé),,Oui,,9.0,16.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
45,17,11-50,Over 5,17,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,10.0,17.0,Other,Homme,Oui,,,Consultation/visite de malade,Oui
45,18,11-50,Over 5,18,Other,Primary,None,Femme,35-44,Non,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
45,19,11-50,Over 5,19,Other,Secondary,None,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
46,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
46,2,5 or less,5 or less,2,Other,Secondary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
47,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
47,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
47,3,5 or less,5 or less,3,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
47,4,5 or less,5 or less,4,Other,Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
47,5,5 or less,5 or less,5,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
48,1,11-50,5 or less,1,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
48,2,11-50,5 or less,2,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
48,3,11-50,5 or less,3,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
48,4,11-50,5 or less,4,Other,Secondary,Certificate,Femme,35-44,Oui,Non,Maladie/maternité,,Oui,,4.0,4.0,Other,Femme,Non,Maladie/maternité,,,
48,5,11-50,5 or less,5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
48,6,11-50,5 or less,6,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,6.0,6.0,Nurse,Homme,Non,Absence autorisée (permission/congé),,,
48,7,11-50,5 or less,7,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,7.0,7.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
48,8,11-50,5 or less,8,Other,Secondary,None,Homme,35-44,Non,Non,Formation/séminaire/réunion,,Oui,,8.0,8.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
48,9,11-50,5 or less,9,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,9.0,9.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
49,1,11-50,Over 5,1,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Non,Absence non autorisée,,,
49,2,11-50,Over 5,2,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Formation/séminaire/réunion,,Non,,,,,,,,,,
49,3,11-50,Over 5,3,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
49,4,11-50,Over 5,4,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,2.0,4.0,Nurse,Homme,Non,Absence non autorisée,,,
49,5,11-50,Over 5,5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,3.0,5.0,Nurse,Homme,Non,Absence non autorisée,,,
49,6,11-50,Over 5,6,Nurse,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,Maladie/maternité,,Non,,,,,,,,,,
49,7,11-50,Over 5,7,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
49,8,11-50,Over 5,8,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
49,9,11-50,Over 5,9,Nurse,Primary,Certificate,Homme,45 or older,Non,Oui,,,Oui,Non,4.0,9.0,Nurse,Homme,Non,Absence non autorisée,,,
49,10,11-50,Over 5,10,Nurse,Secondary,Diploma,Homme,45 or older,Non,Non,Maladie/maternité,,Non,,,,,,,,,,
49,11,11-50,Over 5,11,Other,Secondary,Diploma,Homme,45 or older,Non,Non,Maladie/maternité,,Non,,,,,,,,,,
49,12,11-50,Over 5,12,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
49,13,11-50,Over 5,13,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
49,14,11-50,Over 5,14,Nurse,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,5.0,14.0,Nurse,Homme,Non,Absence non autorisée,,,
49,15,11-50,Over 5,15,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
49,16,11-50,Over 5,16,Other,Secondary,Diploma,Femme,25-34,Non,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
49,17,11-50,Over 5,17,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,6.0,17.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
49,18,11-50,Over 5,18,Other,Primary,Certificate,Femme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,
49,19,11-50,Over 5,19,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,7.0,19.0,Other,Homme,Non,Absence non autorisée,,,
49,20,11-50,Over 5,20,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,8.0,20.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
49,21,11-50,Over 5,21,Nurse,Secondary,Diploma,Homme,35-44,Oui,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
49,22,11-50,Over 5,22,Other,Primary,None,Femme,35-44,Non,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,
49,23,11-50,Over 5,23,Other,Secondary,None,Femme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
49,24,11-50,Over 5,24,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Mission officielle,,Oui,,9.0,24.0,Nurse,Homme,Non,Mission officielle,,,
49,25,11-50,Over 5,25,Other,Primary,None,Homme,45 or older,Non,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,10.0,25.0,Other,Homme,Non,Absence non autorisée,,,
50,1,6-10,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Non,Absence autorisée (permission/congé),,,
50,2,6-10,5 or less,2,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
50,3,6-10,5 or less,3,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
50,4,6-10,5 or less,4,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
50,5,6-10,5 or less,5,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,5.0,5.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
50,6,6-10,5 or less,6,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
50,7,6-10,5 or less,7,Other,Primary,None,Homme,35-44,Non,Oui,,,Oui,Non,7.0,7.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
50,8,6-10,5 or less,8,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,8.0,8.0,Other,Femme,Non,Organisation interne en journée continue,,,
50,9,6-10,5 or less,9,Other,Primary,None,Femme,Younger than 25,Non,Oui,,,Oui,Non,9.0,9.0,Other,Femme,Non,Organisation interne en journée continue,,,
51,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
51,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
51,3,5 or less,5 or less,3,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
51,4,5 or less,5 or less,4,Other,Primary,None,Femme,35-44,Non,Non,Absence non autorisée,,Oui,,4.0,4.0,Other,Femme,Non,Organisation interne en journée continue,,,
52,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
52,2,5 or less,5 or less,2,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
52,3,5 or less,5 or less,3,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
52,4,5 or less,5 or less,4,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
53,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
53,2,6-10,5 or less,2,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
53,3,6-10,5 or less,3,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
53,4,6-10,5 or less,4,Nurse,Post-Secondary,Diploma,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),,Oui,,4.0,4.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
53,5,6-10,5 or less,5,Other,Primary,Certificate,Femme,Younger than 25,Non,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,5.0,5.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
53,6,6-10,5 or less,6,Other,Secondary,Diploma,Femme,45 or older,Non,Oui,,,Oui,Non,6.0,6.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
53,7,6-10,5 or less,7,Other,Primary,Certificate,Femme,25-34,Non,Oui,,,Oui,Non,7.0,7.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
54,1,Over 50,Over 5,1,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,Formation/séminaire/réunion,,Non,,,,,,,,,,
54,2,Over 50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,2.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,Non
54,3,Over 50,Over 5,3,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,,Oui,Non,2.0,3.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
54,4,Over 50,Over 5,4,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
54,5,Over 50,Over 5,5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,3.0,5.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
54,6,Over 50,Over 5,6,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
54,7,Over 50,Over 5,7,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Non,Formation/séminaire/réunion,,Non,,,,,,,,,,
54,8,Over 50,Over 5,8,Nurse,Post-Secondary,Advanced,Femme,25-34,Non,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
54,9,Over 50,Over 5,9,Other,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Oui,Oui,4.0,9.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
54,10,Over 50,Over 5,10,Other,Secondary,Diploma,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
54,11,Over 50,Over 5,11,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
54,12,Over 50,Over 5,12,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
54,13,Over 50,Over 5,13,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Non,Non,,,,,,,,,
54,14,Over 50,Over 5,14,Nurse,Secondary,Diploma,Femme,45 or older,Non,Oui,,,Oui,Non,5.0,14.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
54,15,Over 50,Over 5,15,Nurse,Secondary,Diploma,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
54,16,Over 50,Over 5,16,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,6.0,16.0,Other,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
54,17,Over 50,Over 5,17,Nurse,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
54,18,Over 50,Over 5,18,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
54,19,Over 50,Over 5,19,Other,Secondary,Diploma,Homme,35-44,Non,Oui,,,Oui,Non,7.0,19.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
54,20,Over 50,Over 5,20,Nurse,Primary,Certificate,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
54,21,Over 50,Over 5,21,Nurse,Primary,Certificate,Homme,45 or older,Non,Oui,,,Oui,Non,8.0,21.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
54,22,Over 50,Over 5,22,Nurse,Primary,Certificate,Homme,45 or older,Non,Oui,,,Oui,Non,9.0,22.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
54,23,Over 50,Over 5,23,Nurse,Primary,Certificate,Homme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
54,24,Over 50,Over 5,24,Nurse,Primary,Certificate,Homme,45 or older,Non,Oui,,,Oui,Non,10.0,24.0,Nurse,Homme,Non,Absence autorisée (permission/congé),,,
54,25,Over 50,Over 5,25,Nurse,Primary,Certificate,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
55,1,6-10,5 or less,1,Clinical Officer,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Non,Absence non autorisée,,,
55,2,6-10,5 or less,2,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
55,3,6-10,5 or less,3,Other,Post-Secondary,,Homme,35-44,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Non,Absence non autorisée,,,
55,4,6-10,5 or less,4,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
55,5,6-10,5 or less,5,Other,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
55,6,6-10,5 or less,6,Other,Secondary,None,Femme,Younger than 25,Non,Oui,,,Oui,Non,6.0,6.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
55,7,6-10,5 or less,7,Other,Secondary,None,Femme,35-44,Non,Oui,,,Oui,Non,7.0,7.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
55,8,6-10,5 or less,8,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,8.0,8.0,Other,Femme,Oui,,,Autres,Non
56,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence autorisée (permission/congé),,,
56,2,5 or less,5 or less,2,Other,Primary,Certificate,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
56,3,5 or less,5 or less,3,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
56,4,5 or less,5 or less,4,Other,Secondary,None,Femme,35-44,Non,Oui,,,Oui,Non,4.0,4.0,Other,Femme,Non,Absence non autorisée,,,
58,1,5 or less,5 or less,1,Nurse,Primary,Certificate,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence non autorisée,,,
59,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
59,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,35-44,Oui,Non,Maladie/maternité,,Oui,,2.0,2.0,Other,Femme,Non,Maladie/maternité,,,
59,3,5 or less,5 or less,3,Other,Secondary,Diploma,Homme,Younger than 25,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Cherche des informations/formation,Non
60,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
60,2,5 or less,5 or less,2,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
60,3,5 or less,5 or less,3,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
60,4,5 or less,5 or less,4,Other,Primary,None,Femme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
61,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
61,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
61,3,5 or less,5 or less,3,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
62,1,5 or less,5 or less,1,Nurse,Primary,Certificate,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
62,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
63,1,11-50,5 or less,1,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
63,2,11-50,5 or less,2,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,,1.0,2.0,Clinical Officer,Homme,Non,Formation/séminaire/réunion,,,
63,3,11-50,5 or less,3,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,3.0,Nurse,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
63,4,11-50,5 or less,4,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,Maladie/maternité,,Oui,,3.0,4.0,Nurse,Femme,Non,Maladie/maternité,,,
63,5,11-50,5 or less,5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,4.0,5.0,Nurse,Femme,Non,Organisation interne en journée continue,,,
63,6,11-50,5 or less,6,Other,Primary,None,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,5.0,6.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
63,7,11-50,5 or less,7,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Oui,Oui,6.0,7.0,Nurse,Femme,Non,Organisation interne en journée continue,,,
63,8,11-50,5 or less,8,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
63,9,11-50,5 or less,9,Other,Post-Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,7.0,9.0,Other,Homme,Non,Absence non autorisée,,,
63,10,11-50,5 or less,10,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Oui,Non,8.0,10.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
63,11,11-50,5 or less,11,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,9.0,11.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
63,12,11-50,5 or less,12,Other,Primary,None,Homme,35-44,Non,Oui,,,Oui,Non,10.0,12.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
63,13,11-50,5 or less,13,Other,Primary,None,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
63,14,11-50,5 or less,14,Other,Primary,None,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
63,15,11-50,5 or less,15,Other,Primary,None,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
64,1,6-10,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
64,2,6-10,5 or less,2,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
64,3,6-10,5 or less,3,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Non,Organisation interne en journée continue,,,
64,4,6-10,5 or less,4,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
64,5,6-10,5 or less,5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
64,6,6-10,5 or less,6,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,6.0,6.0,Other,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
64,7,6-10,5 or less,7,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,7.0,7.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
65,1,11-50,5 or less,1,Clinical Officer,Secondary,Certificate,Femme,45 or older,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,1.0,1.0,Clinical Officer,Femme,Non,Absence autorisée (permission/congé),,,
65,2,11-50,5 or less,2,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,2.0,2.0,Other,Homme,Non,Formation/séminaire/réunion,,,
65,3,11-50,5 or less,3,Other,Post-Secondary,Advanced,Homme,25-34,Non,Non,Mission officielle,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,Non
65,4,11-50,5 or less,4,Nurse,Secondary,Certificate,Femme,45 or older,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
65,5,11-50,5 or less,5,Other,Secondary,Diploma,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,5.0,5.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
65,6,11-50,5 or less,6,Nurse,Primary,Certificate,Femme,35-44,Oui,Oui,,,Oui,Oui,6.0,6.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
65,7,11-50,5 or less,7,Nurse,Post-Secondary,Diploma,Femme,35-44,Oui,Non,Formation/séminaire/réunion,,Oui,Non,7.0,7.0,Nurse,Femme,Non,Formation/séminaire/réunion,,,
65,8,11-50,5 or less,8,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,8.0,8.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
66,1,6-10,5 or less,1,Nurse,Post-Secondary,Diploma,Femme,45 or older,Non,Oui,,,Oui,Non,1.0,1.0,Nurse,Femme,Oui,,,Autres,Non
66,2,6-10,5 or less,2,Clinical Officer,Secondary,Certificate,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,Non
66,3,6-10,5 or less,3,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
66,4,6-10,5 or less,4,Other,Secondary,Certificate,Femme,35-44,Oui,Non,Maladie/maternité,,Oui,Non,4.0,4.0,Other,Femme,Non,Maladie/maternité,,,
66,5,6-10,5 or less,5,Nurse,Secondary,Certificate,Femme,35-44,Non,Oui,,,Oui,Non,5.0,5.0,Nurse,Femme,Oui,,,Autres,Non
66,6,6-10,5 or less,6,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
66,7,6-10,5 or less,7,Other,Secondary,None,Femme,35-44,Non,Non,Absence autorisée (permission/congé),,Oui,Non,7.0,7.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
66,8,6-10,5 or less,8,Other,Post-Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,8.0,8.0,Other,Femme,Oui,,,Autres,Non
67,1,11-50,Over 5,1,Clinical Officer,Post-Secondary,Advanced,Femme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
67,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,
