fac_id,wgt_fac,wgt_abs,wgt_know,has_weights,m1saq1,m1saq2,m1saq3,m1saq5,m1saq7,m1saq10_1b,m1saq10_2b,m1saq11,m1saq11_hr,m1saq11_mn,m1saq12,m1saq12_hr,m1saq12_mn,m1saq14a,m1saq14a_hr,m1saq14a_mn,m1saq14b,m1saq14b_hr,m1saq14b_mn,m1saq15_1b,m1saq15_2b,m1saq16a,m1saq16c,m1sa1q1,m1sa1q2,m1sbq4,m1sbq8,m1sbq14,m1sbq15,m1scq14a,m1scq14b,m1scq15a,m1scq15b,m1scq16a,m1scq16b,m1scq17a,m1scq17b,m1scq18a,m1scq18b,m1scq19a,m1scq19b,m1scq25a,m1scq25b,m1scq25c,m1scq25d,m1scq25e,m1scq25f,m1scq25g,m1scq25h,m1scq25i,m1scq25j,m1scq25k,m1scq25l,m1scq25m,m1scq25m_oth,m1scq25n,m1scq26,m1scq27a,m1scq27b,m1scq27c,m1scq27d,m1scq27e,m1scq27f,m1scq27g,m1scq27h,m1scq27i,m1scq27j,m1scq27k,m1scq27l,m1scq27m,m1scq27m_oth,m1scq27n,m1scq28,m1scq29,m1scq30,m1scq31,m1scq32,m1sdq1a,m1sdq1b,m1sdq2a,m1sdq2b,m1sdq3a,m1sdq3b,m1sdq4a,m1sdq4b,m1sdq5a,m1sdq5b,m1sdq6a,m1sdq6b,m1sdq7a,m1sdq7b,m1sdq8a,m1sdq8b,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32a,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq55,m1seq56,m1seq57,m1seq58,has_facility,country,m1seq32b
3403033,5.3278685,26.639343,5.3278685,1,Taraba,3.0,306.0,3403033,Rural,341003,341004.0,930,9,30,1430,14.0,30.0,1030,10.0,30.0,1130,11.0,30.0,341003.0,341004.0,Questionnaire Completed,10.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,Yes,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,0,0,0.0,0.0,Yes,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,Available,5.0,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
3403051,5.3278685,15.983605,5.3278685,1,Taraba,3.0,310.0,3403051,Rural,341003,341004.0,930,9,30,1330,13.0,30.0,1030,10.0,30.0,1130,11.0,30.0,341003.0,341004.0,Questionnaire Completed,10.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),0.0,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Not available today,Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,Available,5.0,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
3404001,5.3278685,31.96721,5.3278685,1,Taraba,4.0,401.0,3404001,Rural,343006,343005.0,828,8,28,1342,13.0,42.0,1040,10.0,40.0,1051,10.0,51.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Health Post,50 or less,,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Not available today,Not available today,Never available,Not available today,Never available,Not available today,Not available today,Never available,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (BUT expired),Never available,Never available,Not available today,Not available today,Not available today,Never available,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (BUT expired),0.0,At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3404004,5.3278685,10.655737,5.3278685,1,Taraba,4.0,402.0,3404004,Rural,343006,343005.0,1020,10,20,1225,12.0,25.0,930,9.0,30.0,1005,10.0,5.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,Yes,0,0,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,0,0.0,0.0,Yes,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,At least one observed (BUT expired),Never available,Never available,At least one observed (BUT expired),Never available,Never available,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,Never available,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1,Nigeria-2013,0.0
3404012,14.833334,237.33334,29.666668,1,Taraba,4.0,410.0,3404012,Rural,343006,343005.0,920,9,20,1214,12.0,14.0,1025,10.0,25.0,1040,10.0,40.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Private,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,Yes,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,Yes,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes and observed,Yes but not observed,Yes and observed,Yes and observed,Yes but not observed,1,Nigeria-2013,0.0
3404014,5.3278685,42.622948,5.3278685,1,Taraba,2.0,403.0,3404014,Rural,343006,343005.0,948,9,48,1328,13.0,28.0,918,9.0,18.0,0947,9.0,47.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,Yes,Yes,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,Yes,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),0.0,Yes (not obsered),No,Yes (not obsered),0.0,Yes (not obsered),No,0,,0,,0,,0,,0.0,,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,0.0,Yes,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,0.0,Yes but not observed,1,Nigeria-2013,0.0
3404019,5.3278685,10.655737,10.655737,1,Taraba,4.0,409.0,3404019,Rural,343006,343005.0,1014,10,14,1426,14.0,26.0,926,9.0,26.0,0931,9.0,31.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,Yes(Not Observed),0.0,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0.0,,Never available,Never available,At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,Available,5.0,Available,Available,Yes but not observed,0.0,Yes but not observed,0.0,0.0,1,Nigeria-2013,1.0
3404020,1.0,44.0,1.1578947,1,Taraba,4.0,401.0,3404020,Rural,343006,343005.0,920,9,20,1406,14.0,6.0,1026,10.0,26.0,1128,11.0,28.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Hospital,Over 50,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,Yes,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,Yes,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,Yes - guidelines observed,Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (observed),0.0,0,,0,,0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,No,Yes,,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
3404021,5.3278685,15.983605,5.3278685,1,Taraba,4.0,403.0,3404021,Rural,343006,343005.0,1028,10,28,1344,13.0,44.0,840,8.0,40.0,0958,9.0,58.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Health Post,50 or less,,0.0,,0,,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1,Nigeria-2013,0.0
3404028,5.3278685,5.3278685,5.3278685,1,Taraba,4.0,405.0,3404028,Rural,343006,343005.0,9 0,9,0,1420,14.0,20.0,1015,10.0,15.0,1029,10.0,29.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,Yes,Yes,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,Yes,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,0,,Yes (observed),No,0,,Yes (observed),No,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Not available today,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Not available today,Not available today,Never available,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1,Nigeria-2013,0.0
3404031,5.3278685,10.655737,5.3278685,1,Taraba,4.0,405.0,3404031,Rural,343006,343005.0,1014,10,14,1525,15.0,25.0,1042,10.0,42.0,1140,11.0,40.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Health Post,50 or less,,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,Yes,0,0,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,0,0.0,0.0,0,Yes,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Not available today,Not available today,Not available today,Never available,Never available,Not available today,Not available today,Not available today,Never available,Never available,Not available today,Not available today,Not available today,Never available,Not available today,Not available today,Not available today,Never available,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1,Nigeria-2013,0.0
3404032,5.3278685,63.93442,5.3278685,1,Taraba,4.0,406.0,3404032,Rural,343006,343005.0,942,9,42,1425,14.0,25.0,1025,10.0,25.0,1102,11.0,2.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Hospital,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,Yes,0,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,0,0.0,0.0,0,Yes,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,Yes (not obsered),0.0,At least one observed (AND non-expired),Never available,Not available today,Never available,Not available today,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),0.0,0.0,0.0,Yes,,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,0.0,Yes but not observed,1,Nigeria-2013,0.0
3404040,5.3278685,15.983605,5.3278685,1,Taraba,4.0,407.0,3404040,Rural,343006,343005.0,1047,10,47,1422,14.0,22.0,1127,11.0,27.0,1315,13.0,15.0,343006.0,343005.0,Questionnaire Completed,30.0,Yes,,Public,Hospital,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,Yes,0,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,0,0.0,0.0,0,Yes,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (not obsered),0.0,0,,0,,0,,0.0,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Not available today,Not available today,Not available today,Not available today,Not available today,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Available BUT not observed,At least one observed (AND non-expired),Not available today,Available BUT not observed,At least one observed (AND non-expired),Available BUT not observed,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3405016,1.0,70.0,1.5,1,Taraba,5.0,504.0,3405016,Rural,343003,343004.0,11 0,11,0,1630,16.0,30.0,930,9.0,30.0,1630,16.0,30.0,343003.0,343004.0,Questionnaire Completed,30.0,Yes,,Public,Health Center,Over 50,1001-2000,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,Yes,0,Yes,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,Yes,0,Yes,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),0.0,Yes (not obsered),0.0,Yes (observed),0.0,Yes (observed),0.0,0.0,,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,4.0,Available,5.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3405036,5.3278685,95.901634,5.3278685,1,Taraba,5.0,504.0,3405036,Rural,343003,343004.0,1130,11,30,1530,15.0,30.0,1030,10.0,30.0,1150,11.0,50.0,343003.0,343004.0,Questionnaire Completed,30.0,Yes,,Public,Hospital,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,Yes,Yes,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,Yes,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (BUT expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
3405061,5.3278685,10.655737,5.3278685,1,Taraba,5.0,507.0,3405061,Rural,343003,343004.0,12 0,12,0,1630,16.0,30.0,1155,11.0,55.0,0345,3.0,45.0,343003.0,343004.0,Questionnaire Completed,30.0,Yes,,Public,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,Yes,Yes,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,Yes,Yes,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,0,,Yes (not obsered),No,0,,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Not available today,Never available,Never available,Not available today,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Never available,Not available today,Never available,0.0,0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,Available,Available,5.0,4.0,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes and observed,Yes but not observed,1,Nigeria-2013,0.0
3405062,5.3278685,175.81966,5.3278685,1,Taraba,5.0,507.0,3405062,Rural,343003,343004.0,1230,12,30,1615,16.0,15.0,1130,11.0,30.0,1235,12.0,35.0,343003.0,343004.0,Questionnaire Completed,30.0,Yes,,Public,Hospital,50 or less,501-1000,Yes(Observed),0.0,Yes(Not Observed),No,Yes(Observed),0.0,Yes(Observed),0.0,Yes(Observed),0.0,Yes(Observed),0.0,0,0,0,Yes,0,0,0,Yes,Yes,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,Yes,Yes,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (observed),0.0,Yes (observed),0.0,Never available,Not available today,Not available today,Never available,Never available,Never available,Not available today,Never available,Never available,Not available today,Never available,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,Not available today,Never available,At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,Yes and observed,Yes but not observed,1,Nigeria-2013,1.0
3405094,5.3278685,42.622948,5.3278685,1,Taraba,5.0,511.0,3405094,Rural,343003,343004.0,1430,14,30,1630,16.0,30.0,1030,10.0,30.0,1600,16.0,0.0,343003.0,343004.0,Questionnaire Completed,30.0,Yes,,Public,Health Post,50 or less,,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,Yes,Yes,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,Yes,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,0.0,0.0,0.0,Yes,,0.0,Yes,,,,,,,,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
