fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq0,m2sbq2,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13
20406,19,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Female,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
20406,20,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Female,25-34,Yes,Yes,,Yes,Yes,,,,,,,,,,,,
20406,21,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Female,45 or older,Yes,Yes,,Yes,Yes,,,,,,,,,,,,
20406,22,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
20406,23,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
20406,24,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
20406,25,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Female,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
20406,26,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Female,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
20406,27,Over 50,11-50,Over 5,Other,Post-Secondary,99,Female,25-34,Yes,Yes,,No,No,,,,,,,,,,,,
20406,28,Over 50,11-50,Over 5,Other,Post-Secondary,99,Female,45 or older,Yes,Yes,,Yes,Yes,,,,,,,,,,,,
20406,29,Over 50,11-50,Over 5,Other,Post-Secondary,99,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
20406,30,Over 50,11-50,Over 5,Other,Post-Secondary,99,Female,45 or older,No,Yes,,Yes,,,,,,,,,,,,,
20601,1,11-50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,Authorised absence (permision/leave),Yes,,10.0,12.0,Nurse,Post-Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes
20601,2,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,10.0,19.0,Other,,99.0,-888.0,Female,25-34,No,Authorised absence (permision/leave),,
20601,3,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,No,Training/seminar/meeting,Yes,,10.0,21.0,Other,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
20601,4,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,No,Yes,,Yes,,10.0,7.0,Other,,99.0,After 2000,Female,-8.0,No,Sickness/maternity,,
20601,5,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,No,Yes,,No,,10.0,11.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,A obter materiais ou equipamento para a consulta,Yes
20601,6,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Female,-8.0,Yes,No,Authorised absence (permision/leave),No,,10.0,9.0,Other,,99.0,-888.0,Female,45 or older,No,"On call (pre on call, post on call)",,
20601,7,11-50,11-50,Over 5,Nurse,Secondary,Advanced,Female,Younger than 25,Yes,No,Sickness/maternity,Yes,,10.0,3.0,Clinical Officer,Post-Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Em consulta (cuidados presenciais),No
20601,8,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Female,-8.0,Yes,Yes,,Yes,Yes,10.0,1.0,Other,,99.0,After 2000,Male,-8.0,No,Authorised absence (permision/leave),,
20601,9,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Female,45 or older,Yes,No,Authorised absence (permision/leave),Yes,,10.0,8.0,Nurse,Post-Secondary,Diploma,After 2000,Female,Younger than 25,Yes,,Em consulta (cuidados presenciais),No
20601,10,11-50,11-50,Over 5,Doctor,Secondary,Diploma,Female,-8.0,Yes,No,Training/seminar/meeting,No,,10.0,4.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes
20601,11,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Female,-8.0,Yes,No,Training/seminar/meeting,Yes,,,,,,,,,,,,,
20601,12,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,No,Yes,,,,,,,,,,,,
20601,13,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Male,-8.0,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
20601,14,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Female,-8.0,Yes,Yes,,No,No,,,,,,,,,,,,
20601,15,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
20601,16,11-50,11-50,Over 5,Other,Secondary,99,Male,-8.0,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
20601,17,11-50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Female,-8.0,No,Yes,,No,,,,,,,,,,,,,
20601,18,11-50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,-8.0,No,No,Intership,No,,,,,,,,,,,,,
20601,19,11-50,11-50,Over 5,Other,Secondary,Diploma,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
20601,20,11-50,11-50,Over 5,Other,Secondary,Diploma,Female,-8.0,No,Yes,,No,,,,,,,,,,,,,
20601,21,11-50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,,,,,,,,,,,,
20602,1,6-10,5 or less,5 or less,Other,Post-Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,5.0,1.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Female,35-44,Yes,,Em consulta (cuidados presenciais),Yes
20602,2,6-10,5 or less,5 or less,Other,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,5.0,2.0,Other,Post-Secondary,Diploma,After 2000,Female,Younger than 25,Yes,,99.0,Yes
20602,3,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Female,45 or older,Yes,Yes,,Yes,Yes,5.0,3.0,Nurse,Primary,Diploma,Before 1990,Female,45 or older,Yes,,Em consulta (cuidados presenciais),Yes
20602,4,6-10,5 or less,5 or less,Other,Secondary,Diploma,Female,Younger than 25,Yes,Yes,,Yes,Yes,5.0,4.0,Other,Secondary,Diploma,After 2000,Female,Younger than 25,No,Non-authorised,,
20602,5,6-10,5 or less,5 or less,Other,,99,Female,25-34,No,No,Sickness/maternity,Yes,,5.0,5.0,Other,Post-Secondary,Diploma,After 2000,Female,25-34,No,Sickness/maternity,,
30109,1,5 or less,5 or less,5 or less,Other,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Other,Post-Secondary,Diploma,After 2000,Male,25-34,No,Training/seminar/meeting,,
30109,2,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,Female,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Marcando testes ou consultas,Yes
30202,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,2.0,1.0,Nurse,Post-Secondary,Diploma,After 2000,Female,35-44,Yes,,Em consulta (cuidados presenciais),No
30202,2,5 or less,5 or less,5 or less,Other,Post-Secondary,99,Female,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Other,Post-Secondary,99.0,After 2000,Female,25-34,Yes,,Em consulta (cuidados presenciais),Yes
30203,1,5 or less,5 or less,5 or less,Doctor,Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Doctor,Secondary,Diploma,After 2000,Female,35-44,Yes,,Em consulta (cuidados presenciais),No
30204,1,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,10.0,2.0,Doctor,Post-Secondary,Advanced,After 2000,Female,45 or older,Yes,,Em consulta (cuidados presenciais),Yes
30204,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Female,45 or older,Yes,Yes,,Yes,No,10.0,36.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,A interpretar trabalho de laboratório ou radiografias,No
30204,3,Over 50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Female,45 or older,No,Yes,,No,,10.0,31.0,Clinical Officer,Post-Secondary,Diploma,In the 1990s,Female,45 or older,Yes,,Em consulta (cuidados presenciais),Yes
30204,4,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Male,45 or older,Yes,No,Authorised absence (permision/leave),No,,10.0,6.0,Other,Post-Secondary,Diploma,In the 1990s,Male,35-44,Yes,,A executar trabalho de laboratório,Yes
30204,5,Over 50,11-50,Over 5,Clinical Officer,Post-Secondary,Advanced,Female,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,10.0,17.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,No,Training/seminar/meeting,,
30204,6,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Male,35-44,No,Yes,,Yes,,10.0,1.0,Nurse,Post-Secondary,Diploma,In the 1990s,Male,35-44,No,Authorised absence (permision/leave),,
30204,7,Over 50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Female,35-44,Yes,Yes,,No,No,10.0,33.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,No,Training/seminar/meeting,,
30204,8,Over 50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Female,35-44,Yes,Yes,,No,Yes,10.0,11.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
30204,9,Over 50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Female,25-34,Yes,Yes,,No,No,10.0,5.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,No,Sickness/maternity,,
30204,10,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,10.0,18.0,Nurse,Post-Secondary,Diploma,After 2000,Female,35-44,No,"On call (pre on call, post on call)",,
30204,11,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Female,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,
30204,12,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
30204,13,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
30204,14,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
30204,15,Over 50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Female,25-34,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
30204,16,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Female,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
30204,17,Over 50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Female,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,
30204,18,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30204,19,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Female,35-44,Yes,Yes,,No,No,,,,,,,,,,,,
30204,20,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30204,21,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,
30204,22,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
30204,23,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Female,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,
30204,24,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
30204,25,Over 50,11-50,Over 5,Other,Secondary,99,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
30204,26,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Female,35-44,Yes,Yes,,No,No,,,,,,,,,,,,
30204,27,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Female,25-34,Yes,Yes,,No,No,,,,,,,,,,,,
30204,28,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
30204,29,Over 50,11-50,Over 5,Nurse,Post-Secondary,Diploma,Female,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,
30204,30,Over 50,11-50,Over 5,Other,Primary,99,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
30204,31,Over 50,11-50,Over 5,Other,Primary,99,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30204,32,Over 50,11-50,Over 5,Other,Primary,99,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30204,33,Over 50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30204,34,Over 50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30204,35,Over 50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30204,36,Over 50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30204,37,Over 50,11-50,Over 5,Other,Primary,99,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
30204,38,Over 50,11-50,Over 5,Other,Primary,99,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30204,39,Over 50,11-50,Over 5,Doctor,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,
30204,40,Over 50,11-50,Over 5,Doctor,Post-Secondary,Diploma,Female,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
30204,41,Over 50,11-50,Over 5,Other,Secondary,Advanced,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
30204,42,Over 50,11-50,Over 5,Other,Secondary,Diploma,Female,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
30204,43,Over 50,11-50,Over 5,Other,Secondary,Diploma,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
30204,44,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Male,35-44,Yes,Yes,,No,No,,,,,,,,,,,,
30204,45,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
30204,46,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
30204,47,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Female,35-44,Yes,Yes,,No,No,,,,,,,,,,,,
30204,48,Over 50,11-50,Over 5,Other,Secondary,Advanced,Male,35-44,Yes,Yes,,No,No,,,,,,,,,,,,
30204,49,Over 50,11-50,Over 5,Other,Secondary,99,Male,35-44,No,Yes,,No,,,,,,,,,,,,,
30204,50,Over 50,11-50,Over 5,Other,Secondary,99,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30205,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,3.0,1.0,Nurse,Secondary,Diploma,In the 1990s,Female,35-44,Yes,,Em consulta (cuidados presenciais),No
30205,2,5 or less,5 or less,5 or less,Clinical Officer,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,3.0,2.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Female,25-34,No,Sickness/maternity,,
30205,3,5 or less,5 or less,5 or less,Other,Secondary,Diploma,Female,25-34,Yes,No,Sickness/maternity,Yes,,3.0,3.0,Other,Secondary,Diploma,After 2000,Female,25-34,Yes,,A obter materiais ou equipamento para a consulta,Yes
30308,1,5 or less,5 or less,5 or less,Other,Post-Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,2.0,1.0,Other,Post-Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),No
30308,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Female,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Secondary,Diploma,After 2000,Female,25-34,Yes,,Em consulta (cuidados presenciais),No
30310,1,5 or less,5 or less,5 or less,Clinical Officer,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes
30402,1,5 or less,5 or less,5 or less,Other,,99,Female,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Other,,99.0,After 2000,Female,25-34,Yes,,Em consulta (cuidados presenciais),No
30402,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Female,Younger than 25,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Secondary,Diploma,After 2000,Female,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes
30404,1,11-50,11-50,Over 5,Doctor,Post-Secondary,99,Male,25-34,Yes,Yes,,Yes,Yes,10.0,1.0,Doctor,Post-Secondary,99.0,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
30404,2,11-50,11-50,Over 5,Nurse,Secondary,Diploma,Male,35-44,Yes,No,Other (specify),No,,10.0,17.0,Nurse,Primary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
30404,3,11-50,11-50,Over 5,Other,Primary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,10.0,5.0,Nurse,Primary,Diploma,After 2000,Female,35-44,Yes,,Em consulta (cuidados presenciais),No
30404,4,11-50,11-50,Over 5,Nurse,Primary,Diploma,Female,25-34,Yes,No,Other (specify),Yes,,10.0,3.0,Other,Primary,Diploma,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
30404,5,11-50,11-50,Over 5,Nurse,Primary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,10.0,13.0,Other,Primary,Diploma,After 2000,Male,25-34,Yes,,A fazer revisões ou escrever no quadro,Yes
30404,6,11-50,11-50,Over 5,Nurse,Primary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,10.0,4.0,Nurse,Primary,Diploma,After 2000,Female,25-34,No,Other (specify),,No
30404,7,11-50,11-50,Over 5,Nurse,Primary,Diploma,Male,45 or older,Yes,No,Other (specify),No,,10.0,18.0,Other,Secondary,Diploma,After 2000,Male,25-34,Yes,,99.0,No
30404,8,11-50,11-50,Over 5,Nurse,Primary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,10.0,8.0,Nurse,Primary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
30404,9,11-50,11-50,Over 5,Nurse,Primary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,10.0,15.0,Nurse,Primary,Diploma,After 2000,Female,25-34,Yes,,Em consulta (cuidados presenciais),No
30404,10,11-50,11-50,Over 5,Nurse,Primary,Diploma,Female,25-34,Yes,No,Other (specify),No,,10.0,12.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
30404,11,11-50,11-50,Over 5,Nurse,Primary,Diploma,Male,Younger than 25,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
30404,12,11-50,11-50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,,,,,,,,,,,,
30404,13,11-50,11-50,Over 5,Other,Primary,Diploma,Male,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30404,14,11-50,11-50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
30404,15,11-50,11-50,Over 5,Nurse,Primary,Diploma,Female,25-34,Yes,Yes,,Yes,Yes,,,,,,,,,,,,
30404,16,11-50,11-50,Over 5,Nurse,Primary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
30404,17,11-50,11-50,Over 5,Nurse,Primary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,,,,,,,,,,,,
30404,18,11-50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30404,19,11-50,11-50,Over 5,Other,Primary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30404,20,11-50,11-50,Over 5,Other,Primary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30404,21,11-50,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30404,22,11-50,11-50,Over 5,Other,Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
30505,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,99,Male,25-34,Yes,Yes,,Yes,Yes,11.0,35.0,Nurse,,Diploma,After 2000,Female,25-34,Yes,,A interpretar trabalho de laboratório ou radiografias,No
30505,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,99,Male,25-34,Yes,Yes,,No,No,11.0,44.0,Nurse,Secondary,Diploma,In the 1990s,Male,35-44,Yes,,A interpretar trabalho de laboratório ou radiografias,No
30505,3,Over 50,Over 50,Over 5,Doctor,Post-Secondary,99,Male,25-34,Yes,Yes,,No,Yes,11.0,33.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,No,Authorised absence (permision/leave),,
30505,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Female,25-34,No,Yes,,Yes,,11.0,9.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes
30505,5,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Female,25-34,Yes,Yes,,No,No,11.0,16.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Em consulta (cuidados presenciais),No
30505,6,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,35-44,No,No,"On call (pre on call, post on call)",No,,11.0,22.0,Nurse,Secondary,Diploma,After 2000,Female,25-34,Yes,,Em consulta (cuidados presenciais),Yes
30505,7,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Female,25-34,Yes,Yes,,No,Yes,11.0,25.0,Nurse,Secondary,Diploma,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
30505,8,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,25-34,No,No,"On call (pre on call, post on call)",Yes,,11.0,8.0,Clinical Officer,Post-Secondary,Advanced,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
30505,9,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,No,Yes,,Yes,,11.0,41.0,Nurse,,Diploma,After 2000,Male,35-44,No,"On call (pre on call, post on call)",,
30505,10,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,11.0,4.0,Clinical Officer,Post-Secondary,Advanced,After 2000,Female,25-34,Yes,,A interpretar trabalho de laboratório ou radiografias,No
30505,11,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,11.0,1.0,Doctor,Post-Secondary,99.0,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),No
30505,12,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
30505,13,Over 50,Over 50,Over 5,Nurse,Primary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
30505,14,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,No,Other (specify),No,,,,,,,,,,,,,
30505,15,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
30505,16,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,
30505,17,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30505,18,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
30505,19,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,Younger than 25,Yes,Yes,,No,Yes,,,,,,,,,,,,
30505,20,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
30505,21,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
30505,22,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30505,23,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,
30505,24,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
30505,25,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30505,26,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
30505,27,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
30505,28,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
30505,29,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
30505,30,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
30505,31,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
30505,32,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
30505,33,Over 50,Over 50,Over 5,Nurse,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30505,34,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,25-34,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
30505,35,Over 50,Over 50,Over 5,Nurse,,Diploma,Female,25-34,No,Yes,,Yes,,,,,,,,,,,,,
30505,36,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Female,Younger than 25,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
30505,37,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,No,Yes,,,,,,,,,,,,
