unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17,has_roster,has_absentee,country,absence_rate
199_3,199,3,6-10,6-10,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
199_6,199,6,6-10,6-10,5 or less,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,6.0,6.0,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
199_1,199,1,6-10,6-10,5 or less,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
199_4,199,4,6-10,6-10,5 or less,Nurse,Secondary,Certificate,0.0,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Secondary,Certificate,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Individu,1,1.0,Niger-2015,0.33333334
199_5,199,5,6-10,6-10,5 or less,Nurse,Secondary,Certificate,0.0,25-34,Oui,Oui,,Oui,Oui,,5.0,5.0,Nurse,Secondary,Certificate,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.33333334
199_2,199,2,6-10,6-10,5 or less,Nurse,Secondary,Certificate,0.0,45 or older,Oui,0,Absence autorisée (permission/congé),Oui,non,,2.0,2.0,Nurse,Secondary,Certificate,0.0,45 or older,0.0,Absence autorisée (permission/congé),,,,Individu,1,1.0,Niger-2015,0.33333334
2_1,2,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0.0,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,0.0,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
2_2,2,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Diploma,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
20_1,20,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,Autre (à préciser),,,,Autre (Préciser),1,1.0,Niger-2015,1.0
200_1,200,1,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,Formation/séminaire/réunion,Oui,non,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
200_2,200,2,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
200_3,200,3,6-10,5 or less,5 or less,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
201_1,201,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
201_2,201,2,5 or less,5 or less,5 or less,Other,Post-Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Post-Secondary,Advanced,0.0,Younger than 25,Oui,,Traitement de dossiers/élaboration de rapports,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
201_3,201,3,5 or less,5 or less,5 or less,Other,Post-Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Post-Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
202_2,202,2,11-50,5 or less,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Advanced,0.0,Younger than 25,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
202_1,202,1,11-50,5 or less,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
203_3,203,3,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Post-Secondary,Advanced,0.0,25-34,0.0,Est allé retirer son salaire,,,,Responsable,1,1.0,Niger-2015,0.6666667
203_2,203,2,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Post-Secondary,Diploma,Homme,25-34,0.0,Est allé retirer son salaire,,,,Responsable,1,1.0,Niger-2015,0.6666667
203_1,203,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Diploma,Homme,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.6666667
204_2,204,2,5 or less,5 or less,5 or less,Other,Post-Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Post-Secondary,Advanced,0.0,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
204_1,204,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
204_3,204,3,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Post-Secondary,Advanced,0.0,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
205_1,205,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,0.0,Before 1990,Individu,1,1.0,Niger-2015,0.0
205_2,205,2,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
206_2,206,2,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
206_1,206,1,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
207_2,207,2,6-10,5 or less,5 or less,Other,Secondary,Diploma,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Oui,non,,2.0,2.0,Other,Secondary,Diploma,0.0,25-34,Oui,,Autre,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5
207_1,207,1,6-10,5 or less,5 or less,Nurse,Secondary,Diploma,0.0,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,0.0,35-44,0.0,Formation/séminaire/réunion,,,,Individu,1,1.0,Niger-2015,0.5
208_1,208,1,6-10,5 or less,5 or less,Nurse,Primary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Certificate,Homme,25-34,0.0,Formation/séminaire/réunion,,,,Autre (Préciser),1,1.0,Niger-2015,0.5
208_2,208,2,6-10,5 or less,5 or less,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Advanced,0.0,25-34,Oui,,Autre,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5
209_2,209,2,5 or less,5 or less,5 or less,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Other,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5
209_1,209,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,0.0,Formation/séminaire/réunion,,,,Autre (Préciser),1,1.0,Niger-2015,0.5
21_1,21,1,5 or less,5 or less,5 or less,Other,Secondary,Certificate,0.0,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Certificate,0.0,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
210_1,210,1,5 or less,5 or less,5 or less,Nurse,Primary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Certificate,Homme,25-34,0.0,Est allé retirer son salaire,,,,Autre (Préciser),1,1.0,Niger-2015,1.0
211_1,211,1,5 or less,5 or less,5 or less,Nurse,Primary,Certificate,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Certificate,Homme,25-34,0.0,Formation/séminaire/réunion,,,,Autre (Préciser),1,1.0,Niger-2015,1.0
212_1,212,1,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Secondary,Advanced,Homme,Younger than 25,0.0,Autre (à préciser),,,,Collègue,1,1.0,Niger-2015,1.0
213_1,213,1,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
213_2,213,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Diploma,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
214_1,214,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.2
214_4,214,4,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,4.0,4.0,Other,Secondary,Advanced,Homme,35-44,Oui,,Autre,Oui,After 2000,Individu,1,1.0,Niger-2015,0.2
214_2,214,2,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,0,Absence non autorisée,Oui,non,,2.0,2.0,Other,Secondary,Advanced,Homme,25-34,0.0,Absence non autorisée,,,,Responsable,1,1.0,Niger-2015,0.2
214_3,214,3,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.2
214_5,214,5,6-10,5 or less,5 or less,Other,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,5.0,5.0,Other,Secondary,Advanced,0.0,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.2
215_6,215,6,11-50,6-10,Over 5,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,6.0,6.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
215_3,215,3,11-50,6-10,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
215_5,215,5,11-50,6-10,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,0,Maladie/maternité,Oui,non,,5.0,5.0,Other,Secondary,Advanced,0.0,Younger than 25,Oui,,Traitement de dossiers/élaboration de rapports,Oui,After 2000,Individu,1,1.0,Niger-2015,0.33333334
215_4,215,4,11-50,6-10,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,4.0,4.0,Other,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.33333334
215_1,215,1,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,0.0,Mission officielle,,,,Collègue,1,1.0,Niger-2015,0.33333334
215_2,215,2,11-50,6-10,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.33333334
216_2,216,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
216_1,216,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Homme,35-44,Oui,0,Autre (à préciser),Oui,non,,1.0,1.0,Nurse,Primary,Diploma,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
216_3,216,3,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,0.0,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
217_3,217,3,5 or less,5 or less,5 or less,Other,Primary,Certificate,0.0,Younger than 25,Oui,0,Absence autorisée (permission/congé),Oui,non,,3.0,3.0,Other,Primary,Certificate,0.0,Younger than 25,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.6666667
217_2,217,2,5 or less,5 or less,5 or less,Other,Secondary,Advanced,Homme,35-44,Oui,0,Autre (à préciser),Oui,non,,2.0,2.0,Other,Secondary,Advanced,Homme,35-44,0.0,Autre (à préciser),,,,Responsable,1,1.0,Niger-2015,0.6666667
217_1,217,1,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,Oui,Absence autorisée (permission/congé),Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.6666667
218_3,218,3,6-10,5 or less,5 or less,Other,Primary,Certificate,Homme,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Primary,Certificate,Homme,Younger than 25,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
218_1,218,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.33333334
218_2,218,2,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Homme,25-34,Oui,0,Formation/séminaire/réunion,Oui,non,,2.0,2.0,Nurse,Primary,Diploma,Homme,25-34,0.0,Formation/séminaire/réunion,,,,Responsable,1,1.0,Niger-2015,0.33333334
219_3,219,3,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
219_2,219,2,6-10,5 or less,5 or less,Nurse,Secondary,,Homme,25-34,Oui,0,Formation/séminaire/réunion,Oui,non,,2.0,2.0,Nurse,Secondary,,Homme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
219_1,219,1,6-10,5 or less,5 or less,Nurse,Secondary,,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,,Homme,25-34,Oui,,Recherche des informations/ formation,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
22_1,22,1,5 or less,5 or less,5 or less,Other,Primary,Certificate,Homme,45 or older,Oui,Oui,,Oui,Oui,,1.0,1.0,Other,Primary,Certificate,Homme,45 or older,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
220_1,220,1,6-10,6-10,5 or less,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Diploma,Homme,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.5
220_2,220,2,6-10,6-10,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,Formation/séminaire/réunion,,,,Responsable,1,1.0,Niger-2015,0.5
220_4,220,4,6-10,6-10,5 or less,Nurse,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Secondary,Advanced,0.0,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.5
220_5,220,5,6-10,6-10,5 or less,Nurse,Secondary,Diploma,0.0,25-34,Oui,0,Maladie/maternité,Oui,non,,5.0,5.0,Nurse,Secondary,Diploma,0.0,25-34,0.0,Maladie/maternité,,,,Responsable,1,1.0,Niger-2015,0.5
220_6,220,6,6-10,6-10,5 or less,Other,Primary,Certificate,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,6.0,6.0,Other,Primary,Certificate,0.0,Younger than 25,Oui,,Consultation/visite de malade,,After 2000,Individu,1,1.0,Niger-2015,0.5
220_3,220,3,6-10,6-10,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.5
221_3,221,3,6-10,5 or less,5 or less,Other,Primary,Diploma,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Primary,Diploma,0.0,Younger than 25,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.6666667
221_2,221,2,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Homme,35-44,Oui,0,Autre (à préciser),Oui,non,,2.0,2.0,Nurse,Primary,Diploma,Homme,35-44,0.0,Mission officielle,,,,Collègue,1,1.0,Niger-2015,0.6666667
221_1,221,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,0.0,Autre (à préciser),,,,Collègue,1,1.0,Niger-2015,0.6666667
222_1,222,1,6-10,5 or less,Over 5,Nurse,Secondary,Advanced,Homme,,Oui,0,Mission officielle,Oui,non,,1.0,1.0,Nurse,Secondary,Advanced,Homme,,0.0,En grève,,,,Collègue,1,1.0,Niger-2015,0.6666667
222_2,222,2,6-10,5 or less,Over 5,Nurse,Primary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Primary,Diploma,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.6666667
222_3,222,3,6-10,5 or less,Over 5,Other,Secondary,Advanced,0.0,,Oui,0,Maladie/maternité,Oui,non,,3.0,3.0,Other,Secondary,Advanced,0.0,,0.0,Maladie/maternité,,,,Collègue,1,1.0,Niger-2015,0.6666667
223_3,223,3,6-10,5 or less,5 or less,Other,Primary,Certificate,0.0,Younger than 25,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Primary,Diploma,0.0,Younger than 25,Oui,,Autre,,After 2000,Individu,1,1.0,Niger-2015,0.33333334
223_2,223,2,6-10,5 or less,5 or less,Nurse,Primary,Diploma,Homme,25-34,Oui,0,Absence non autorisée,Oui,non,,2.0,2.0,Nurse,Primary,Diploma,Homme,25-34,0.0,Absence non autorisée,,,,Responsable,1,1.0,Niger-2015,0.33333334
223_1,223,1,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
224_3,224,3,6-10,5 or less,5 or less,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.25
224_1,224,1,6-10,5 or less,5 or less,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,0.0,Formation/séminaire/réunion,,,,Collègue,1,1.0,Niger-2015,0.25
224_2,224,2,6-10,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.25
224_4,224,4,6-10,5 or less,5 or less,Nurse,Primary,Diploma,0.0,35-44,Oui,Oui,,Oui,Oui,,4.0,4.0,Nurse,Primary,Diploma,0.0,35-44,Oui,,Consultation/visite de malade,0.0,In the 1990s,Individu,1,1.0,Niger-2015,0.25
225_2,225,2,5 or less,5 or less,5 or less,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
225_1,225,1,5 or less,5 or less,5 or less,Nurse,Primary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Primary,Diploma,Homme,35-44,0.0,Formation/séminaire/réunion,,,,Collègue,1,1.0,Niger-2015,0.33333334
225_3,225,3,5 or less,5 or less,5 or less,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Other,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.33333334
226_5,226,5,11-50,6-10,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,Maladie/maternité,Oui,non,,5.0,5.0,Other,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
226_1,226,1,11-50,6-10,Over 5,Doctor,Post-Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,0.0,35-44,0.0,Formation/séminaire/réunion,,,,Collègue,1,1.0,Niger-2015,0.85714287
226_6,226,6,11-50,6-10,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,6.0,6.0,Nurse,Secondary,Advanced,0.0,35-44,0.0,Absence non autorisée,,,,Collègue,1,1.0,Niger-2015,0.85714287
226_3,226,3,11-50,6-10,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
226_7,226,7,11-50,6-10,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,7.0,7.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
226_2,226,2,11-50,6-10,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Advanced,Homme,25-34,Oui,,Traitement de dossiers/élaboration de rapports,Oui,After 2000,Individu,1,1.0,Niger-2015,0.85714287
226_4,226,4,11-50,6-10,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Oui,non,,4.0,4.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.85714287
227_2,227,2,6-10,5 or less,Over 5,Nurse,Secondary,Certificate,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,2.0,Nurse,Secondary,Certificate,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
227_3,227,3,6-10,5 or less,Over 5,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,Oui,Oui,,3.0,3.0,Nurse,Secondary,Diploma,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.0
227_1,227,1,6-10,5 or less,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Nurse,Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.0
228_2,228,2,11-50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,0,Mission officielle,Oui,non,,10.0,2.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,,Traitement de dossiers/élaboration de rapports,0.0,After 2000,Individu,1,1.0,Niger-2015,0.54545456
228_7,228,7,11-50,11-50,Over 5,Other,Secondary,Advanced,Homme,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,7.0,Other,Secondary,Advanced,Homme,35-44,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.54545456
