fac_id,staff_id,h3cs5,h3cs6,h3sa1,h3sa2a,h3sa2b,h3sa2c,H3ID,h3sa8,h3sa9,h3sa11h,h3sa11m,h3sa12h,h3sa12m,h3sa13,H3sbc1history_taking,h3sb1,h3sb2,h3sb3,h3sb4,h3sb5,h3sb6,h3sb7,h3sb8,h3sb9,h3sb10,h3sb11,h3sb12,h3sb13,h3sb14,h3sb15,h3sb16,h3sb17,h3sb18,h3sb19,h3sb20,h3sb21,h3sb22,H3sbc1physical_examination,h3sb23,h3sb24,h3sb25,h3sb26,h3sb27,h3sb28,h3sb29,h3sb30,h3sb31,h3sb32,h3sb33,h3sb34,h3sb35,h3sb36,h3sb37,H3sbc1tests,h3sb38,h3sb39,h3sb40,H3sbc1diagnosis,h3sb41,H3sbc1treatment,h3sb42,h3sb43,h3sb44,h3sb45,H3sbc1health_education,h3sb46,h3sb47,h3sb48,h3sb49,h3sb50,h3sb51,h3sb52,H3scc2history_taking,h3sc1,h3sc2,h3sc3,h3sc4,h3sc5,h3sc6,h3sc7,h3sc8,h3sc9,h3sc10,h3sc11,h3sc12,h3sc13,h3sc14,h3sc15,h3sc16,h3sc17,h3sc18,H3scc2physical_examination,h3sc19,h3sc20,h3sc21,h3sc22,h3sc23,h3sc24,h3sc25,h3sc26,h3sc27,h3sc28,H3scc2tests,h3sc29,h3sc30,h3sc31,H3scc2diagnosit,h3sc32,H3scc2treatment,h3sc33,h3sc34,h3sc35,h3sc36,h3sc37,h3sc38,H3scc2health_education,h3sc39,h3sc40,h3sc41,h3sc42,H3sdc3history_taking,h3sd1,h3sd2,h3sd3,h3sd4,h3sd5,h3sd6,h3sd7,h3sd8,h3sd9,h3sd10,h3sd11,h3sd12,h3sd13,h3sd14,h3sd15,h3sd16,h3sd17,h3sd18,h3sd19,h3sd20,h3sd21,h3sd22,h3sd23,H3sdc3physical_examination,h3sd24,h3sd25,h3sd26,h3sd27,h3sd28,h3sd29,h3sd30,h3sd31,h3sd32,h3sd33,h3sd34,h3sd35,H3sdc3tests,h3sd36,h3sd37,h3sd38,h3sd39,H3sdc3diagnosis,h3sd40,H3sdc3treatment,h3sd41,h3sd42,h3sd43,H3sdc3health_education,h3sd44,h3sd45,h3sd46,h3sd47,h3sd48,h3sd49,h3sd50,h3sd51,H3sec4history_taking,h3se1,h3se2,h3se3,h3se4,h3se5,h3se6,h3se7,h3se8,h3se9,h3se10,h3se11,h3se12,h3se13,h3se14,h3se15,h3se16,h3se17,h3se18,h3se19,h3se20,h3se21,h3se22,H3sec4physical_examination,h3se23,h3se24,h3se25,h3se26,h3se27,h3se28,h3se29,h3se30,h3se31,h3se32,H3sec4tests,h3se33,h3se34,h3se35,h3se36,h3se37,h3se38,h3se39,H3sec4diagnosis,h3se40,h3se41,h3se42,h3se43,H3sec4treatment,h3se44,h3se45,h3se46,h3se47,H3sec4health_education,h3se48,h3se49,h3se50,h3se51,H3sfc5history_taking,h3sf1,h3sf2,h3sf3,h3sf4,h3sf5,h3sf6,h3sf7,h3sf8,h3sf9,h3sf10,h3sf11,h3sf12,h3sf13,h3sf14,h3sf15,h3sf16,h3sf17,H3sfc5physical_examination,h3sf18,h3sf19,h3sf20,h3sf21,h3sf22,h3sf23,h3sf24,h3sf25,h3sf26,h3sf27,h3sf28,h3sf29,h3sf30,H3sfc5tests,h3sf31,h3sf32,h3sf33,h3sf34,H3sfc5diagnosis,h3sf35,h3sf36,h3sf37,h3sf38,H3sfc5treatment,h3sf39,h3sf40,h3sf41,h3sf42,h3sf43,h3sf44,h3sf45,H3sfc5health_education,h3sf46,h3sf47,h3sf58,H3sfc6history_taking,h3sg1,h3sg2,h3sg3,h3sg4,h3sg5,h3sg6,h3sg7,h3sg8,h3sg9,h3sg10,h3sg11,h3sg12,h3sg13,h3sg14,h3sg15,h3sg16,h3sg17,H3sfc6physical_examination,h3sg18,h3sg19,h3sg20,h3sg21,h3sg22,h3sg23,h3sg24,h3sg25,h3sg26,h3sg27,h3sg28,h3sg29,h3sg30,H3sfc6tests,h3sg31,h3sg32,h3sg33,h3sg34,h3sg35,H3sfc6diagnosis,h3sg36,H3sfc6treatment,h3sg37,h3sg38,h3sg39,h3sg40,h3sg41,h3sg42,h3sg43,h3sg44,h3sg45,H3sfc7physical_examination,h3si1,h3si2,h3si3,h3si4,h3si5,h3si6,h3si7,h3si8,H3sfc7tests,h3si9,h3si10,h3si11,h3si12,h3si13,h3si14,h3si15,h3si16,h3si17,H3sfc7diagnosis,h3si18,h3si19
11,5,03072013,2,Yes,,,,2.0,5.0,Other,14,6,14,44,Questionnaire completed,,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"TEST FOR HB,MALARIA AND TEST THE STOOL",No,No,No,DIARRHOEA AND MALARIA,No,"IV QUININE,COARTEM",No,No,No,No,SLEEP IN THE NET,Yes,No,Yes,No,Yes,No,No,,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,RTI AND MALARIA,No,"COARTEM,IV X-PEN",No,Yes,No,No,No,No,"SLEEP IN NET,GET ENOUGH REST",No,Yes,No,No,,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,No,FEVER AND WORMS,No,PANADOL,No,No,No,REFER,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,Yes,No,No,BS AND WIDOW,Yes,No,No,No,Yes,No,No,"MALARIA,RTI",No,No,2.0,No,"DEXO,QUININE",No,No,No,No,"EAT MORE,DO EXERCISES",No,No,No,No,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,COUGH,Yes,No,No,No,"AMOXICILLIN,X-PEN,COARTEM 3DAYS",Yes,No,No,No,No,No,No,"FEED WELL,CLEAN HOME",No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,,No,OXYTOCIN INJECTION(IM),No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,,No,No
12,1,03072013,1,Yes,,,,1.0,1.0,Nurse,9,9,9,31,Questionnaire completed,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,,No,,No,No,No,No,,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,,No,No,No,BRONCHITIS,No,,No,No,No,Yes,No,No,,No,Yes,Yes,Yes,,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,REFER FOR FASTING BLOOD GLUCOSE,No,No,No,Yes,,No,REFER TO A MEDICAL OFFICER,Yes,No,No,,No,No,No,No,No,No,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,Yes,No,No,REFER FOR SPUTUM ANALYSIS,No,No,No,No,No,No,No,,No,No,1.0,No,,No,No,No,Yes,,Yes,No,No,Yes,,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,Yes,Yes,No,No,,Yes,No,No,No,,Yes,Yes,No,No,No,No,No,,Yes,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,REFER FOR HEMOGLOBIN LEVEL,No,No,No,No,No,,No,ERGOMETRINE,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,No,REFER,Yes,No,Yes,No,No,No,No,No,No,,No,No
13,1,24062013,2,Yes,,,,2.0,1.0,Nurse,14,35,15,5,Questionnaire completed,,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,SEVERE DEHYDRATION,No,REFER FOR IV FLUIDS REHYDRATION,No,No,No,No,,Yes,No,Yes,No,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,RDT FOR MALARIA,No,No,No,RESPIRATORY TRACT INFECTION,No,COTRIMOXAZOLE 240MG TWICE A DAY,Yes,No,No,Yes,No,No,,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,No,,No,,No,No,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,REFER TO HEALTH II FOR INVESTIGATIONS,No,No,No,No,No,No,No,,Yes,No,2.0,No,,No,No,No,Yes,,No,No,No,Yes,,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,,No,Yes,No,No,,No,Yes,No,Yes,REFER FOR BLOOD TRANSFUSION,Yes,Yes,No,No,No,No,No,,No,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,,No,No,No,No,No,,Yes,IM OXYTOCIN BUT PATIENTS COME WITH THEIR OWN,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,No,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,Yes
14,1,22062013,1,Yes,,,,1.0,1.0,Nurse,9,17,9,45,Questionnaire completed,,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,DIARRHOEA,No,ORS,No,No,No,Yes,,No,Yes,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,RDT FOR MALARIA,No,No,No,,Yes,COTRIMOXAZOLE,Yes,No,No,No,No,No,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,No,,No,No,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,REFER FOR SPUTUM FOR AFB ANALYSIS,No,No,No,No,No,No,No,,Yes,No,2.0,No,,No,No,No,Yes,,Yes,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,RDT FOR MALARIA,No,No,No,No,,No,Yes,No,No,"TEPID SPONGING FOR HIGH TEMPERATURE, REFER",No,Yes,No,No,No,No,No,,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,Yes,,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,No,REFER IMMEDIATELY TO HEALTH CENTRE IV,No,No,No,No,No,No,No,No,No,,No,No
15,1,21062013,2,Yes,,,,1.0,1.0,Other,9,50,10,18,Questionnaire completed,,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,,Yes,REFER FOR INTAVENOUS FLUIDS,No,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,,Yes,,Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,REFER FOR RANDOM BLOOD GLUCOSE,No,No,No,No,,Yes,REFER FOR FURTHER MANAGEMENT,No,No,No,,Yes,No,No,Yes,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,No,No,2.0,No,,No,No,No,No,,Yes,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,MENTION HB BT CANT BE DONE AT THE FACILITY,No,Yes,No,No,,No,No,Yes,No,REFER FOR BLOOD TRANSFUSION,Yes,Yes,No,Yes,No,No,No,,No,Yes,Yes,,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,HB MENTIONED BUT CANT BE DONE HERE,No,No,No,No,No,,Yes,REFER FOR OXYTOCIN,No,No,No,No,Yes,No,No,No,Yes,,Yes,Yes,No,Yes,Yes,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,,No,Yes
16,1,20062013,2,Yes,,,,1.0,1.0,Clinical Officer,12,40,13,15,Questionnaire completed,,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,,No,No,No,,No,,No,No,No,No,,No,Yes,Yes,No,No,No,No,,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,No,No,,No,No,Yes,,Yes,X-PEN CETRIAXINE,No,No,No,No,No,No,,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,,Yes,,No,No,No,,Yes,Yes,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,Yes,No,2.0,No,,No,No,No,Yes,,Yes,Yes,Yes,Yes,,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,,Yes,No,No,No,,No,Yes,No,Yes,No,No,No,,No,No,Yes,,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,No,Yes,No,No,No,,Yes,,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,,Yes,Yes,Yes,No,No,No,Yes,No,No,,No,Yes
17,1,29062013,2,Yes,,,,1.0,1.0,Clinical Officer,13,40,14,45,Questionnaire completed,"ASK FOR ADRESS,CONVULSIONS ,ABT URINARY HABITS",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,"B/S FOR MALARIA,STOOL ANALYSIS FOR BACTERIA",No,No,No,,Yes,"FOLLOW UP WITH ORS ,IV FLUIDS",Yes,No,No,Yes,,No,Yes,Yes,No,No,No,No,"IMMUNISATION STATUS,ASK ABT SIBLINGS,DIARRHOEA,VOM",Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,"ASK ABT INTERCOSTAL MISCLE RECESSION,ABDOMEN HAS N",Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,,No,No,Yes,,Yes,PIRITEX SYRUP,No,Yes,Yes,Yes,No,No,"REVIEW AFTER 48HR,ENCOURAGE MOTHER TO PAY ATTENTIO",No,Yes,No,No,"ASKS FOR DURATION OF SYMPTOMS,INTERUPTION OF WK BY",No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,DO STOOL ANALYSIS FOR WORMS,No,No,No,Yes,HELMINTH INFESTATION,No,ALBENDAZOLE 400MG START,No,No,No,"ADVISE ON HYGIENE,HAND WASHING",No,No,No,No,No,No,No,No,"ASKS ABT EXACERBATION OF COUGH,NO OF FAMILY MEMBER",No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,"B/S FOR MALARIA PARASITES,DOWIDAL TEST REFER FOR X",Yes,No,No,No,No,Yes,No,,Yes,No,2.0,Yes,,No,No,No,No,TELL PATIENT TB IS CURABLEIMPROVE ON AIRATION IN H,Yes,No,No,No,"ASK IF BABY PLAYS,ABT URINARY HABITS,WEIGHT LOSS",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,DO WIDAL TEST,Yes,No,No,No,"TYPHOID FEVER,URINARY TRACT INFECTIONS",Yes,No,No,No,,Yes,Yes,Yes,No,No,No,No,,Yes,No,Yes,"PLACE OF DELIVERY,PRESENCE OF SKILLED BIRTH ATTEND",No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,,No,No,No,No,No,,Yes,GIVE ERGOMETRINE IM/IV,No,No,No,No,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,,No,Yes
18,2,29062013,4,Yes,,,,3.0,2.0,Nurse,9,12,10,30,Questionnaire completed,ASK IF WORMS OBSERVED IN THE FECAL MATTER OF CHILD,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,ASKS ABOUT FONTANELLES,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,RDT FOR MALARIA PARASITES,No,No,No,ACUTE GASTEROENTERITIS,Yes,REFER IMMEDIATELY,No,No,No,No,USE CUPS AND BOTTLES FOR FEEDING,Yes,Yes,Yes,No,Yes,No,Yes,,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,"PULSE RATE,ASKS FOR WEIGHT",Yes,No,No,No,No,Yes,No,No,No,No,,No,No,Yes,,Yes,"SALLONTUMOL,SUPPLIMENT WITH VITAMINA",Yes,Yes,Yes,Yes,No,No,SHOW MOTHER HOW TO DO TEPID SPONGING,Yes,Yes,No,Yes,"DURATION OF SYMPTOMS,ASKS ABOUT PALPITATIONS",Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,"REFER FOR TESTS AND FURTHER MANAGEMENT,DO VCT-HIV",No,No,No,No,"BECAUSE OF AGE AND LIFESTYLE,THINKS IT IS TYPEIIDM",Yes,,Yes,No,No,"AND GENERAL BEHAVIOUR,ALWAYS MOVE WITH ASWEET",Yes,Yes,Yes,Yes,No,Yes,No,Yes,ASKS ABOUT BACKACHE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,CHECKS FOR ENLARGED LYMPH NODES,Yes,No,No,No,Yes,No,No,Yes,No,No,"RDT TO RULE OUT MALARIA,REFER FOR CHEST XRAY",No,No,No,No,No,Yes,No,,Yes,No,2.0,No,,No,No,No,Yes,"STOP SMOKING,EDUCATION ON GOOD NUTRITION",Yes,Yes,No,Yes,"MICTURITION HABITS,ASKS ABOUT COLOUR OF URINE",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,ASKS ABOUT/EXAMINES FOR HEART RATE,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,,No,Yes,No,No,R/O ENT INFECTION,No,No,No,Yes,EMPHASIZES THAT CHILD NEEDS QUICK REFERRAL,Yes,No,No,No,No,No,No,"ENCOURAGE FEEDING,ELIMINATE STAGNANT WATER",No,No,Yes,NATURE OF BLOOD WHETHER FRESH OF WITH CLOTS,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,EXAMINE FOR DEHYDRATION SIGNS,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,WOULD DO HB BT NOT POSSIBLE AT THE CENTRE,No,No,No,No,No,,Yes,ENCOURAGE INTAKE OF SWEETENED FLUIDS,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,No,No,No,Yes,No,"GIVES 3INFLATION BREATHS,OBSERVE BREATHING EFFORT",Yes,No,Yes,No,No,No,No,Yes,No,,No,Yes
19,2,01072013,1,Yes,,,,1.0,2.0,Other,9,50,10,15,Questionnaire completed,,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,,Yes,"METRONIDAZOLE,DEWORMING CHILD",Yes,Yes,Yes,No,ADVISE MOTHER RETURN FOR REVIEW IN TWO DAYS,Yes,No,No,Yes,Yes,No,No,,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,,Yes,IMMEDIATE REFFERRAL TO HIGHER FACILITY,No,No,No,No,No,No,,No,No,No,No,"ASKS FOR LAST DATE OF DEWORMING,ASKS FOR HISTORY O",No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,CHECK FOR SIGNS OF ANEMIA,No,No,No,No,No,Yes,No,Yes,No,No,No,No,"STOOL ANALYSIS,REFER FOR CHEST XRAY",No,No,No,No,TUBERCULOSIS WITH WORMS,No,REFERRAL FOR FURTHER MANAGEMENT,No,No,No,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,Yes,No,,Yes,No,2.0,No,,No,No,No,No,"MODIFY LIFE STYLE ,STOP SMOKING",Yes,No,No,No,ASKS ABT USING MOSQUITO NET,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,,No,No,No,Yes,,Yes,Yes,No,Yes,No,No,No,ADVISE TO CLOSE HOUSE WINDOWS AND DOORS IN EVENING,No,No,Yes,ASKS FOR FACILITY WERE PATIENT DELIVERED,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,No,No,No,No,No,,No,,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,No,No,No,HOLDS BABY UPSIDE DOWN TO TRY STIMULATE BREATHING,No,No,No,No,No,No,No,No,No,,No,No
20,1,30062013,2,Yes,,,,2.0,1.0,Nurse,12,45,13,20,Questionnaire completed,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,,Yes,ORS AND REFER URGENTLY,No,No,No,No,"TOILET SMOKING AT HOME,DONOT GIVE CHILD LEFTOVERS",Yes,No,Yes,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,,Yes,"X-PEN IMU 6X3/7,COTRIMAXAZOLE TABS FOR 5DAYS",No,No,No,No,No,No,"STOP GIVING CHILD SWEET THINGS,ELEVATE CHILD'S BED",No,No,No,No,WHEN DID YOU LAST DEWORM,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,RDT TO RULE OUT MALARIA,No,No,No,No,FAILED TO COME UP WITH ADIAGNOSIS,No,"REFER,ALBENDAZOLE & AMPICILLIN",No,No,No,,No,No,No,No,No,No,No,No,COUGH AT NIGHT,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,"RDT,REFER FOR SPUTUM ANALYSIS",No,No,No,No,No,No,No,QUERY TB,Yes,No,2.0,No,,No,No,No,Yes,ASSURE PATIENT THAT TB IS CURABLE,Yes,No,No,Yes,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,No,Yes,No,No,,Yes,No,No,No,REVIEW IN 3 DAYS,Yes,Yes,No,No,No,No,No,BRING CHILD TO THE HOSPITAL AS SOON AS POSSIBLE,Yes,No,Yes,PATIENT TO GO TO FACILITY SHE DELIVERED FROM,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,UTERINE BLEEDING,No,,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,No,No,No,No,No,"GIVE HYDROCORTISONE,LIGATE THE CORD,REFERRAL",No,No,Yes,No,No,No,No,No,No,NEONATAL CONDITIONS,No,No
