fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217
107,2,Other,Female,25-34,Yes,No,Approved absence,,No,1.0,2.0,Other,Female,No,Approved absence,,,,
108,1,Other,Female,25-34,Yes,Yes,,,Yes,2.0,1.0,Other,Female,No,Official mission,,,,
108,2,Other,Female,25-34,Yes,No,Approved absence,,No,1.0,2.0,Other,Female,No,Approved absence,,,,
109,1,Other,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Other,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
110,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,9.0,1.0,Clinical Officer,Male,Yes,,,Looking up medical information,,Yes
110,2,Nurse,Female,25-34,No,Yes,,,No,2.0,2.0,Nurse,Female,No,Not his/her shift,,,,
110,3,Nurse,Male,25-34,Yes,Yes,,,Yes,4.0,3.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
110,4,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,10.0,4.0,Nurse,Female,Yes,,,Reviewing or writing in cart,,Yes
110,5,Nurse,Female,Younger than 25,No,Yes,,,No,3.0,5.0,Nurse,Female,No,Not his/her shift,,,,
110,6,Nurse,Female,25-34,No,No,In training/seminar,,No,,,,,,,,,,
110,7,Nurse,Female,25-34,No,No,Sick/maternity,,No,1.0,7.0,Nurse,Female,No,Sick/maternity,,,,
110,8,Nurse,Female,25-34,No,No,Sick/maternity,,No,6.0,8.0,Nurse,Female,No,Sick/maternity,,,,
110,9,Other,Female,35-44,No,Yes,,,No,8.0,9.0,Other,Female,No,Not his/her shift,,,,
110,10,Other,Female,25-34,Yes,Yes,,,Yes,,,,,,,,,,
110,11,Other,Female,35-44,No,Yes,,,No,7.0,11.0,Other,Female,No,Not his/her shift,,,,
110,12,Other,Female,35-44,Yes,No,Approved absence,,No,5.0,12.0,Other,Female,No,Not approved Absence,,,,
110,13,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
111,1,Other,Female,45 or older,Yes,Yes,,,Yes,3.0,1.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
111,2,Other,Female,45 or older,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
111,3,Other,Male,45 or older,Yes,No,Approved absence,,No,1.0,3.0,Other,Male,No,Not his/her shift,,,,
112,1,Nurse,Male,25-34,Yes,Yes,,,No,1.0,1.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,No
113,1,Doctor,Female,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,No,Not approved Absence,,,,
113,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,No,Not his/her shift,,,,
113,3,Other,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,Female,No,Not approved Absence,,,,
114,1,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,No,Not approved Absence,,,,
114,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,No,Not approved Absence,,,,
115,1,Other,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
115,2,Other,Female,Younger than 25,Yes,No,Official mission,,Yes,2.0,2.0,Other,Female,Yes,,,Immunizing children,,Yes
115,3,Nurse,Female,45 or older,Yes,No,Not his/her shift,,Yes,3.0,3.0,Nurse,Female,No,Not his/her shift,,,,
116,1,Clinical Officer,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,No,Not approved Absence,,,,
116,2,Nurse,Female,25-34,Yes,No,Sick/maternity,,Yes,2.0,2.0,Nurse,Female,No,Sick/maternity,,,,
116,3,Nurse,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,Female,No,Not his/her shift,,,,
116,4,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,4.0,4.0,Nurse,Female,No,Not approved Absence,,,,
116,5,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,5.0,5.0,Nurse,Female,Yes,,,Immunizing children,,Yes
116,6,Clinical Officer,Female,25-34,Yes,Yes,,,Yes,6.0,6.0,Clinical Officer,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
116,7,Nurse,Female,25-34,Yes,No,,,Yes,7.0,7.0,Nurse,Female,No,Not approved Absence,,,,
116,8,Other,Female,25-34,Yes,Yes,,,Yes,8.0,8.0,Other,Female,Yes,,,Arranging for tests or consultations,,Yes
116,9,Other,Female,25-34,Yes,Yes,,,Yes,9.0,9.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
116,10,Other,Male,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
116,11,Other,Male,25-34,No,No,Sick/maternity,,No,,,,,,,,,,
116,12,Other,Male,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
117,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,No,Gone to retrieve salary,,,,
117,2,Other,Male,35-44,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
117,3,Nurse,Male,,Yes,Yes,,,Yes,3.0,3.0,Nurse,Female,Yes,Sick/maternity,,Providing Consultation (face-to face patient care),,Yes
118,1,Doctor,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
118,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,No,Not approved Absence,,,,
119,1,Doctor,Female,45 or older,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,No,Official mission,,,,
119,2,Other,Female,25-34,Yes,No,Doing fieldwork,,Yes,2.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
120,1,Doctor,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,No,Official mission,,,,
120,2,Other,Female,35-44,Yes,Yes,,,Yes,2.0,2.0,Other,Female,No,Not approved Absence,,,,
120,3,Other,Female,35-44,Yes,Yes,,,Yes,3.0,3.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
121,1,Doctor,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,No,Doing fieldwork,,,,
121,2,Clinical Officer,Male,25-34,No,No,In training/seminar,,Yes,2.0,2.0,Clinical Officer,Male,No,Not his/her shift,,,,
121,3,Nurse,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
121,4,Nurse,Female,35-44,Yes,No,Approved absence,,Yes,4.0,4.0,Nurse,Female,Yes,,,Getting materials or equipment for consultation,,Yes
121,5,Nurse,Female,25-34,Yes,Yes,,,Yes,5.0,5.0,Nurse,Female,No,Doing fieldwork,,,,
121,6,Nurse,Female,25-34,Yes,Yes,,,Yes,6.0,6.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
121,7,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,7.0,7.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
121,8,Other,Female,25-34,Yes,No,In training/seminar,,No,,,,,,,,,,
121,9,Other,Male,45 or older,No,Yes,,,No,,,,,,,,,,
121,10,Other,Male,45 or older,No,No,Official mission,,No,,,,,,,,,,
121,11,Other,Male,25-34,No,No,Doing fieldwork,,No,,,,,,,,,,
121,12,Other,Female,25-34,No,No,Not approved Absence,,No,,,,,,,,,,
121,13,Other,Female,25-34,Yes,Yes,,,No,,,,,,,,,,
122,1,Doctor,Male,35-44,Yes,No,Outreach,,Yes,2.0,1.0,Doctor,Male,No,Not approved Absence,,,,
122,2,Nurse,Female,25-34,Yes,No,Sick/maternity,,Yes,3.0,2.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
122,3,Other,Female,25-34,Yes,Yes,,,Yes,1.0,3.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
123,1,Doctor,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,Yes,,,Providing Consultation (face-to face patient care),,No
123,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Performing laboratory work,,No
124,1,Other,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,No,Gone to retrieve salary,,,,
124,2,Doctor,Female,35-44,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
125,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,No
125,2,Nurse,Female,Younger than 25,Yes,No,In training/seminar,,Yes,2.0,2.0,,Female,No,In training/seminar,,,,
125,3,Nurse,Male,25-34,Yes,No,Not approved Absence,,Yes,3.0,3.0,,Male,No,Not approved Absence,,,,
125,4,Other,Male,,Yes,No,Not approved Absence,,Yes,4.0,4.0,,Male,No,Not approved Absence,,,,
126,1,Other,Male,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Other,Male,Yes,,,Providing Consultation (face-to face patient care),,No
126,2,Other,Female,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,No
126,3,Doctor,Male,35-44,Yes,Yes,,,Yes,3.0,3.0,Doctor,Male,No,Not approved Absence,,,,
127,1,Doctor,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,,,No
127,2,Nurse,Female,25-34,Yes,No,In training/seminar,,Yes,3.0,2.0,Nurse,Female,No,In training/seminar,,,,
127,3,Other,Male,35-44,Yes,Yes,,,Yes,2.0,3.0,Other,Male,No,Approved absence,,,,
128,1,Clinical Officer,Male,35-44,Yes,No,Sick/maternity,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
128,2,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,2.0,2.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
128,3,Nurse,Female,35-44,Yes,No,Sick/maternity,,Yes,3.0,3.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
128,4,Nurse,Female,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,Female,No,Not approved Absence,,,,
128,5,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,5.0,5.0,Nurse,Female,No,Sick/maternity,,,,
128,6,Nurse,Female,25-34,Yes,No,In training/seminar,,Yes,6.0,6.0,Nurse,Female,No,Sick/maternity,,,,
128,7,Nurse,Female,25-34,Yes,No,In training/seminar,,Yes,7.0,7.0,Nurse,Female,No,Sick/maternity,,,,
128,8,Other,Female,45 or older,Yes,Yes,,,Yes,8.0,8.0,Other,Female,No,Not approved Absence,,,,
128,9,Other,Female,35-44,Yes,Yes,,,Yes,9.0,9.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
128,10,Other,Male,,Yes,No,In training/seminar,,Yes,10.0,10.0,Other,Female,No,Not approved Absence,,,,
128,11,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
128,12,Other,Male,35-44,No,No,In training/seminar,,No,,,,,,,,,,
128,13,Other,Male,35-44,No,Yes,,,No,,,,,,,,,,
128,14,Other,Male,35-44,No,No,Official mission,,No,,,,,,,,,,
129,1,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,No,In training/seminar,,,,
129,2,Nurse,Female,45 or older,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,No
130,1,Doctor,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
130,2,Doctor,Male,25-34,Yes,No,Official mission,,Yes,2.0,2.0,Doctor,Male,No,Official mission,,Providing Consultation (face-to face patient care),,Yes
130,3,Nurse,Male,35-44,Yes,No,Not his/her shift,,Yes,3.0,3.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
130,4,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,4.0,4.0,Nurse,Female,Yes,,,Arranging for tests or consultations,,Yes
130,5,Nurse,Female,25-34,No,No,Not his/her shift,,Yes,5.0,5.0,Nurse,Female,No,In training/seminar,,Providing Consultation (face-to face patient care),,Yes
130,6,Nurse,Male,25-34,Yes,Yes,,,Yes,6.0,6.0,Nurse,Male,Yes,,,,,
130,7,Nurse,Female,35-44,Yes,Yes,,,Yes,7.0,7.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
130,8,Nurse,Female,25-34,No,No,In training/seminar,,No,,,,,,,,,,
130,9,Other,Male,25-34,Yes,No,Sick/maternity,,Yes,9.0,9.0,Other,Male,No,Not approved Absence,,,,
130,10,Other,Female,35-44,Yes,No,Sick/maternity,,Yes,10.0,10.0,Other,Female,No,Sick/maternity,,,,
130,11,Other,Male,45 or older,No,No,In training/seminar,,No,,,,,,,,,,
130,12,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
130,13,Other,Male,35-44,No,Yes,,,No,,,,,,,,,,
131,1,Doctor,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,Yes,,,Providing Consultation (face-to face patient care),,No
131,2,Other,Male,45 or older,Yes,No,In training/seminar,,Yes,2.0,2.0,Other,Male,No,In training/seminar,,,,
132,1,Clinical Officer,Male,25-34,Yes,No,In training/seminar,,No,2.0,1.0,Clinical Officer,Male,No,Approved absence,,,,
132,2,Nurse,Female,25-34,Yes,Yes,,T,Yes,8.0,2.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
132,3,Nurse,Male,25-34,No,No,Not his/her shift,,No,3.0,3.0,Nurse,Male,No,Not his/her shift,,,,
132,4,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
132,5,Nurse,Female,25-34,Yes,No,In training/seminar,,No,4.0,5.0,Nurse,Female,No,In training/seminar,,,,
132,6,Nurse,Female,Younger than 25,No,No,In training/seminar,,No,10.0,6.0,Nurse,Female,No,In training/seminar,,,,
132,7,Nurse,Male,25-34,No,No,Not his/her shift,,No,1.0,7.0,Nurse,Male,Yes,,,Other (specify),SEATED WAITING FOR PATIENTS,Yes
132,8,Nurse,Male,35-44,Yes,No,Not his/her shift,,No,5.0,8.0,Nurse,Male,No,Not his/her shift,,,,
132,9,Other,Female,45 or older,No,Yes,,,No,9.0,9.0,Other,Female,Yes,,,Reviewing or writing in cart,,Yes
132,10,Other,Male,45 or older,No,No,Not his/her shift,,No,,,,,,,,,,
132,11,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
132,12,Other,Male,25-34,No,Yes,,,No,6.0,12.0,Other,Male,No,Doing fieldwork,,,,
132,13,Other,Male,25-34,No,Yes,,,No,7.0,13.0,Other,Male,Yes,,,Performing laboratory work,,Yes
133,1,Nurse,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Not approved Absence,,,,
133,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,No,Not approved Absence,,,,
133,3,Other,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,Female,No,Not approved Absence,,,,
133,4,Other,Female,25-34,Yes,Yes,,,Yes,4.0,4.0,Other,Female,No,Not approved Absence,,,,
134,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,8.0,1.0,Clinical Officer,Male,No,Official mission,,,,
134,2,Clinical Officer,Male,35-44,Yes,No,Not his/her shift,,No,9.0,2.0,Clinical Officer,Male,No,Not his/her shift,,,,
134,3,Nurse,Female,25-34,Yes,Yes,,,Yes,5.0,3.0,Nurse,Female,No,Not his/her shift,,,,
134,4,Nurse,Female,35-44,Yes,Yes,,,Yes,,,,,,,,,,
134,5,Nurse,Male,25-34,Yes,No,Not his/her shift,,No,2.0,5.0,Nurse,Male,No,Not his/her shift,,,,
134,6,Nurse,Female,25-34,Yes,No,Not his/her shift,,No,,,,,,,,,,
134,7,Other,Male,25-34,No,No,In training/seminar,,No,3.0,7.0,Other,Male,Yes,,,Other (specify),HAVING LUNCH,Yes
134,8,Other,Female,25-34,No,Yes,,,No,4.0,8.0,Other,Female,No,Not his/her shift,,,,
134,9,Nurse,Female,Younger than 25,Yes,No,In training/seminar,,No,,,,,,,,,,
134,10,Nurse,Male,25-34,Yes,Yes,,,Yes,10.0,10.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
134,11,Other,Female,45 or older,No,No,Not his/her shift,,No,,,,,,,,,,
134,12,Other,Female,35-44,No,No,Not his/her shift,,No,7.0,12.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
134,13,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
134,14,Other,Male,45 or older,No,No,Not his/her shift,,No,1.0,14.0,Other,Male,No,Not his/her shift,,,,
134,15,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,6.0,15.0,Nurse,Male,Yes,,,Reviewing or writing in cart,,Yes
135,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,Not approved Absence,,,,
135,2,Nurse,Female,35-44,Yes,No,Not his/her shift,,No,3.0,2.0,Nurse,Female,No,Not approved Absence,,,,
135,3,Nurse,Male,25-34,Yes,No,Approved absence,,No,5.0,3.0,Nurse,Male,No,Not approved Absence,,,,
135,4,Nurse,Female,25-34,Yes,No,Approved absence,,No,,,,,,,,,,
135,5,Nurse,Female,25-34,Yes,No,Not his/her shift,,No,4.0,5.0,Nurse,Female,No,Not approved Absence,,,,
135,6,Nurse,Female,Younger than 25,Yes,No,Not his/her shift,,No,10.0,6.0,Nurse,Female,No,Not approved Absence,,,,
135,7,Other,Male,25-34,No,No,Not approved Absence,,No,2.0,7.0,Other,Male,No,Not approved Absence,,,,
135,8,Other,Female,25-34,No,Yes,,,No,7.0,8.0,Other,Female,No,Not approved Absence,,,,
135,9,Nurse,Female,35-44,Yes,Yes,,,Yes,9.0,9.0,Nurse,Female,No,Not approved Absence,,,,
135,10,Nurse,Male,35-44,Yes,Yes,,,Yes,,,,,,,,,,
135,11,Nurse,Female,25-34,No,No,In training/seminar,,No,8.0,11.0,Nurse,Female,No,Not approved Absence,,,,
135,12,Nurse,Female,Younger than 25,Yes,No,Sick/maternity,,No,6.0,12.0,Nurse,Female,No,Not approved Absence,,,,
135,13,Other,Male,45 or older,No,Yes,,,No,,,,,,,,,,
136,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,6.0,1.0,Clinical Officer,Male,Yes,,,Other (specify),UNCH BREAK,Yes
136,2,Nurse,Male,25-34,Yes,Yes,,,Yes,7.0,2.0,Nurse,Male,No,Not his/her shift,,,,
136,3,Nurse,Female,25-34,Yes,No,Sick/maternity,,No,5.0,3.0,Nurse,Male,No,Sick/maternity,,,,
136,4,Nurse,Female,25-34,Yes,No,Not his/her shift,,No,,,,,,,,,,
136,5,Nurse,Male,25-34,Yes,Yes,,,Yes,3.0,5.0,Nurse,Male,Yes,,,Writing a prescription,,Yes
136,6,Nurse,Male,35-44,Yes,No,Not his/her shift,,No,9.0,6.0,Nurse,Male,No,Not approved Absence,,,,
136,7,Nurse,Female,25-34,No,No,Not his/her shift,,No,4.0,7.0,Nurse,Female,No,Not his/her shift,,,,
136,8,Other,Male,45 or older,No,Yes,,,No,8.0,8.0,Other,Male,Yes,,,Reviewing or writing in cart,,Yes
136,9,Other,Female,45 or older,No,No,Not his/her shift,,No,,,,,,,,,,
136,10,Other,Male,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
136,11,Other,Male,25-34,No,Yes,,,No,10.0,11.0,Other,Male,Yes,,,Telephone call from/to patient or family members,,Yes
136,12,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,12.0,Clinical Officer,Male,No,Not his/her shift,,,,
136,13,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
136,14,Nurse,Female,25-34,No,No,Approved absence,,No,2.0,14.0,Nurse,Female,No,Approved absence,,,,
137,1,Nurse,Male,35-44,Yes,Yes,,,Yes,2.0,1.0,Nurse,Male,No,Other (to specify),UNABLE TO GET TRANSPORT TO THE FACILITY,,,
137,2,Other,Female,25-34,Yes,No,Approved absence,,No,3.0,2.0,Other,Female,No,Not his/her shift,,,,
137,3,Other,Female,25-34,Yes,Yes,,,Yes,1.0,3.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
137,4,Other,Male,45 or older,Yes,No,Not his/her shift,,No,4.0,4.0,Other,Male,No,Not his/her shift,,,,
138,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,8.0,1.0,Clinical Officer,Male,No,Not approved Absence,,,,
138,2,Clinical Officer,Male,35-44,Yes,No,Approved absence,,No,9.0,2.0,Clinical Officer,Male,No,Not his/her shift,,,,
138,3,Nurse,Female,25-34,Yes,No,Sick/maternity,,No,7.0,3.0,Nurse,Female,No,Sick/maternity,,Other (specify),SEATED ON THE BENCH,Yes
138,4,Nurse,Female,25-34,Yes,No,Sick/maternity,,No,,,,,,,,,,
138,5,Nurse,Female,25-34,No,No,Approved absence,,No,3.0,5.0,Nurse,Female,No,Approved absence,,,,
138,6,Nurse,Female,25-34,No,No,Approved absence,,No,,,,,,,,,,
138,7,Nurse,Female,25-34,Yes,Yes,,,Yes,5.0,7.0,Nurse,Female,No,Not his/her shift,,,,
138,8,Other,Female,45 or older,No,Yes,,,No,6.0,8.0,Other,Female,No,Not his/her shift,,,,
138,9,Other,Male,45 or older,No,Yes,,,No,,,,,,,,,,
138,10,Other,Female,45 or older,No,Yes,,,Yes,,,,,,,,,,
138,11,Other,Female,45 or older,No,Yes,,,No,,,,,,,,,,
138,12,Other,Female,25-34,No,Yes,,,No,4.0,12.0,Other,Female,Yes,,,Other (specify),SEATED ON THE BENCH,Yes
138,13,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
138,14,Other,Male,45 or older,No,No,Doing fieldwork,,No,1.0,14.0,Other,Male,No,Not approved Absence,,,,
138,15,Nurse,Male,35-44,No,No,Approved absence,,No,2.0,15.0,Nurse,Female,No,Approved absence,,,,
138,16,Nurse,Male,35-44,Yes,No,Not his/her shift,,No,10.0,16.0,Nurse,Male,No,Not approved Absence,,,,
138,17,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
139,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Sick/maternity,,,,
139,2,Other,Female,45 or older,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,No
139,3,Other,Male,35-44,No,Yes,,,No,3.0,3.0,Other,Male,No,Doing fieldwork,,,,
140,1,Nurse,Female,25-34,Yes,Yes,,,Yes,4.0,1.0,Nurse,Female,Yes,,,Completing forms,,Yes
140,2,Other,Female,45 or older,Yes,Yes,,,Yes,5.0,2.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
140,3,Other,Female,35-44,Yes,Yes,,,Yes,2.0,3.0,Other,Female,Yes,,,Other (specify),SEATED WAITING FOR PATIENTS,No
140,4,Other,Male,35-44,Yes,No,Not his/her shift,,No,6.0,4.0,Other,Male,Yes,,,"Finding missing or pending laboratory information, radiographs or charts",,Yes
140,5,Nurse,Female,45 or older,Yes,No,Sick/maternity,,No,3.0,5.0,Nurse,Female,No,Sick/maternity,,,,
140,6,Other,Male,25-34,No,No,Not his/her shift,,No,1.0,6.0,Other,Male,No,Approved absence,,,,
141,1,Nurse,Female,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Not approved Absence,,,,
141,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Other (specify),DOING GARDEN WORK,Yes
141,3,Other,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,Female,Yes,,,Other (specify),SEATED AT OPD,Yes
142,1,Nurse,Female,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Not approved Absence,,,,
142,2,Nurse,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Arranging for tests or consultations,,No
142,3,Other,Female,45 or older,Yes,Yes,,,Yes,3.0,3.0,Other,Female,Yes,,,Arranging for tests or consultations,,No
142,4,Nurse,Female,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,Female,Yes,,,Other (specify),DELIVERING A MOTHER,No
143,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,Official mission,,,,
143,2,Clinical Officer,Male,25-34,Yes,No,Official mission,,Yes,2.0,2.0,Clinical Officer,Male,No,Approved absence,,,,
143,3,Clinical Officer,Female,45 or older,Yes,No,Not approved Absence,,Yes,3.0,3.0,Clinical Officer,Female,Yes,,,Writing a prescription,,No
143,4,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
143,5,Nurse,Female,25-34,No,No,Outreach,,No,,,,,,,,,,
143,6,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
143,7,Other,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
143,8,Other,Male,25-34,No,No,Doing fieldwork,,No,,,,,,,,,,
143,9,Other,Male,25-34,No,No,In training/seminar,,No,,,,,,,,,,
143,10,Other,Female,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
143,11,Nurse,Male,25-34,No,No,In training/seminar,,No,,,,,,,,,,
143,12,Nurse,Female,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
143,13,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
143,14,Nurse,Female,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
143,15,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
143,16,Nurse,Female,25-34,No,No,Sick/maternity,,No,,,,,,,,,,
143,17,Other,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
143,18,Nurse,Female,Younger than 25,No,No,Not his/her shift,,No,,,,,,,,,,
143,19,Other,Female,45 or older,No,Yes,,,No,,,,,,,,,,
144,1,Clinical Officer,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Female,Yes,,,Providing Consultation (face-to face patient care),,No
144,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,No,Not his/her shift,,,,
144,3,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
144,4,Nurse,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
144,5,Other,Male,25-34,No,No,Outreach,,No,,,,,,,,,,
144,6,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
144,7,Other,Female,Younger than 25,No,No,Approved absence,,No,,,,,,,,,,
145,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,Not his/her shift,,,,
145,2,Clinical Officer,Female,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Clinical Officer,Female,No,Not approved Absence,,,,
145,3,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,3.0,3.0,Clinical Officer,Male,No,Not his/her shift,,,,
145,4,Nurse,Female,25-34,No,No,Doing fieldwork,,No,,,,,,,,,,
145,5,Nurse,Female,25-34,No,No,Sick/maternity,,No,,,,,,,,,,
145,6,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
145,7,Nurse,Female,25-34,No,No,In training/seminar,,No,,,,,,,,,,
