fac_id,region,district,ward,s2014,s2016,finalwt,ipw,absprobsamp,abshwkwt,weight,hhrwt,probvign,hwkvignwt,owner_new,powner_new,strata,type,urban
232,7.0,3.0,999.0,Yes,Yes,9.176108,9.176108,1.0,9.176108,9.176108,9.176108,0.5,18.352217,Public,Public,1.0,Health Post,Urban
233,7.0,3.0,999.0,Yes,Yes,9.176108,9.176108,1.0,9.176108,9.176108,9.176108,0.5,18.352217,Private,Private,1.0,Health Post,Urban
237,7.0,3.0,999.0,Yes,Yes,11.688348,11.688348,1.0,11.688348,11.688348,11.688348,1.0,11.688348,Public,Public,1.0,Health Post,Urban
238,7.0,3.0,999.0,Yes,Yes,2.2777817,2.2777817,1.0,2.2777817,2.2777817,2.2777817,1.0,2.2777817,Public,Public,1.0,Health Post,Urban
240,7.0,3.0,999.0,Yes,Yes,17.689531,17.689531,0.6666667,26.534298,17.689531,17.689531,0.33333334,53.068596,Private,Private,1.0,Health Post,Urban
241,8.0,3.0,12.0,No,Yes,10.606131,10.606131,0.033557046,316.0627,10.606131,63.212536,0.06278234,168.93494,Public,Public,2.0,Hospital,Urban
243,9.0,3.0,143.0,Yes,Yes,4.629966,4.629966,1.0,4.629966,4.629966,4.629966,0.25,18.519863,Public,Public,3.0,Health Post,Rural
244,9.0,3.0,53.0,Yes,Yes,11.584393,11.584393,0.625,18.535028,11.584393,11.584393,0.5,23.168785,Public,Public,3.0,Health Center,Rural
245,9.0,3.0,53.0,Yes,Yes,8.733109,8.733109,1.0,8.733109,8.733109,8.733109,0.5,17.466219,Public,Public,3.0,Health Post,Rural
246,9.0,3.0,63.0,Yes,Yes,5.6661663,5.6661663,1.0,5.6661663,5.6661663,5.6661663,1.0,5.6661663,Public,Public,3.0,Health Post,Rural
248,9.0,3.0,183.0,Yes,Yes,7.8187714,7.8187714,1.0,7.8187714,7.8187714,7.8187714,0.25,31.275085,Public,Public,3.0,Health Center,Rural
249,9.0,6.0,81.0,Yes,Yes,57.939518,57.939518,0.5,115.879036,57.939518,57.939518,0.5,115.879036,Public,Public,3.0,Health Post,Rural
250,9.0,6.0,101.0,Yes,Yes,35.60963,35.60963,0.5,71.21926,35.60963,35.60963,1.0,35.60963,Public,Public,3.0,Health Post,Rural
251,9.0,6.0,21.0,Yes,Yes,8.629592,8.629592,0.055248618,156.19562,8.629592,31.239122,0.02067308,417.43137,Public,Public,2.0,Hospital,Urban
252,9.0,6.0,111.0,Yes,Yes,14.794533,14.794533,0.4,36.986332,14.794533,14.794533,0.5,29.589066,Public,Public,3.0,Health Center,Rural
253,9.0,6.0,141.0,Yes,Yes,57.422848,57.422848,1.0,57.422848,57.422848,57.422848,0.5,114.845695,Public,Public,3.0,Health Post,Rural
254,1.0,1.0,333.0,Yes,Yes,9.518762,9.518762,0.03154574,301.74475,9.518762,60.34895,0.059019357,161.28203,Public,Public,2.0,Hospital,Urban
255,1.0,3.0,33.0,Yes,Yes,6.139655,6.139655,0.47619048,12.893275,6.139655,6.139655,0.5,12.27931,Private,Private,3.0,Health Center,Rural
256,1.0,3.0,33.0,Yes,Yes,8.64192,8.64192,0.5,17.28384,8.64192,8.64192,0.5,17.28384,Public,Public,3.0,Health Post,Rural
257,1.0,3.0,283.0,Yes,Yes,7.4869924,7.4869924,0.71428573,10.48179,7.4869924,7.4869924,0.5,14.973985,Private,Private,3.0,Health Post,Rural
259,1.0,3.0,63.0,Yes,Yes,5.8583207,5.8583207,0.5555556,10.544977,5.8583207,5.8583207,0.5,11.716641,Public,Public,2.0,Health Post,Urban
260,1.0,5.0,31.0,Yes,Yes,55.132706,55.132706,1.0,55.132706,55.132706,55.132706,0.5,110.26541,Public,Public,3.0,Health Post,Rural
261,1.0,5.0,999.0,Yes,Yes,40.32401,40.32401,1.0,40.32401,40.32401,40.32401,0.6666667,60.486015,Public,Public,3.0,Health Post,Rural
263,1.0,5.0,51.0,Yes,Yes,50.186787,50.186787,1.0,50.186787,50.186787,50.186787,0.6666667,75.28018,Public,Public,3.0,Health Post,Rural
264,1.0,5.0,61.0,Yes,Yes,62.999638,62.999638,1.0,62.999638,62.999638,62.999638,0.25,251.99855,Public,Public,3.0,Health Post,Rural
265,1.0,1.0,83.0,Yes,Yes,12.97123,12.97123,1.0,12.97123,12.97123,12.97123,1.0,12.97123,Public,Public,3.0,Health Post,Rural
266,1.0,1.0,183.0,Yes,Yes,6.3213916,6.3213916,0.3125,20.228453,6.3213916,6.3213916,0.4,15.803479,Private,Private,2.0,Hospital,Urban
267,1.0,2.0,41.0,Yes,Yes,23.896334,23.896334,1.0,23.896334,23.896334,23.896334,1.0,23.896334,Public,Public,2.0,Health Post,Urban
268,1.0,2.0,61.0,Yes,Yes,23.896334,23.896334,0.33333334,71.689,23.896334,23.896334,0.33333334,71.689,Public,Public,3.0,Health Center,Rural
269,1.0,2.0,161.0,Yes,Yes,11.258144,11.258144,0.5,22.516289,11.258144,11.258144,0.25,45.032578,Public,Public,2.0,Health Center,Urban
270,1.0,2.0,161.0,Yes,Yes,27.156141,27.156141,1.0,27.156141,27.156141,27.156141,1.0,27.156141,Public,Public,3.0,Health Post,Rural
271,1.0,2.0,141.0,Yes,Yes,19.40723,19.40723,1.0,19.40723,19.40723,19.40723,1.0,19.40723,Public,Public,3.0,Health Post,Rural
272,1.0,2.0,999.0,Yes,Yes,6.244349,6.244349,1.0,6.244349,6.244349,6.244349,1.0,6.244349,Public,Public,3.0,Health Post,Rural
273,1.0,3.0,143.0,Yes,Yes,9.671159,9.671159,0.32258064,29.980593,9.671159,9.671159,0.5,19.342318,Public,Public,3.0,Health Center,Rural
274,1.0,3.0,143.0,Yes,Yes,6.8433,6.8433,1.0,6.8433,6.8433,6.8433,0.5,13.6866,Private,Private,3.0,Health Post,Rural
276,1.0,4.0,352.0,Yes,Yes,13.730284,13.730284,0.90909094,15.1033125,13.730284,13.730284,0.5,27.460567,Private,Private,2.0,Health Center,Urban
277,1.0,4.0,312.0,Yes,Yes,14.473795,14.473795,1.0,14.473795,14.473795,14.473795,1.0,14.473795,Public,Public,3.0,Health Post,Rural
278,1.0,4.0,372.0,Yes,Yes,6.397123,6.397123,0.031746034,201.50935,6.397123,40.301872,0.023757633,269.266,Public,Public,2.0,Hospital,Urban
279,1.0,5.0,101.0,Yes,Yes,59.856133,59.856133,1.0,59.856133,59.856133,59.856133,1.0,59.856133,Private,Private,3.0,Health Post,Rural
280,1.0,5.0,111.0,Yes,Yes,11.482809,11.482809,0.1388889,82.67622,11.482809,16.535246,0.051969822,220.95148,Private,Private,3.0,Hospital,Rural
281,1.0,5.0,71.0,Yes,Yes,40.927044,40.927044,1.0,40.927044,40.927044,40.927044,1.0,40.927044,Public,Public,3.0,Health Post,Rural
282,1.0,5.0,81.0,Yes,Yes,95.05072,95.05072,1.0,95.05072,95.05072,95.05072,1.0,95.05072,Public,Public,3.0,Health Post,Rural
283,1.0,6.0,131.0,No,Yes,21.157373,21.157373,1.0,21.157373,21.157373,21.157373,0.33333334,63.472122,Public,Public,3.0,Health Post,Rural
284,1.0,6.0,131.0,Yes,Yes,12.263812,12.263812,1.0,12.263812,12.263812,12.263812,1.0,12.263812,Public,Public,3.0,Health Post,Rural
285,1.0,6.0,121.0,Yes,Yes,3.6237001,3.6237001,0.1724138,21.01746,3.6237001,4.203492,0.064514264,56.168976,Private,Private,3.0,Hospital,Rural
286,1.0,6.0,11.0,Yes,Yes,23.388535,23.388535,1.0,23.388535,23.388535,23.388535,1.0,23.388535,Public,Public,3.0,Health Post,Rural
289,1.0,6.0,31.0,Yes,Yes,10.653829,10.653829,1.0,10.653829,10.653829,10.653829,1.0,10.653829,Public,Public,3.0,Health Post,Rural
290,1.0,6.0,81.0,Yes,Yes,4.742008,4.742008,0.375,12.645355,4.742008,4.742008,0.14285715,33.194054,Public,Public,3.0,Health Center,Rural
291,1.0,6.0,111.0,Yes,Yes,33.51026,33.51026,0.33333334,100.530785,33.51026,33.51026,0.5,67.02052,Public,Public,3.0,Health Post,Rural
293,1.0,6.0,91.0,Yes,Yes,20.485653,20.485653,0.5,40.971306,20.485653,20.485653,0.5,40.971306,Public,Public,3.0,Health Post,Rural
294,1.0,6.0,71.0,Yes,Yes,45.529366,45.529366,0.16129032,282.28207,45.529366,56.456413,0.12070411,377.19815,Public,Public,2.0,Health Center,Urban
296,1.0,6.0,999.0,Yes,Yes,19.350002,19.350002,0.5,38.700005,19.350002,19.350002,0.5,38.700005,Public,Public,2.0,Health Post,Urban
297,1.0,2.0,91.0,Yes,Yes,15.764917,15.764917,1.0,15.764917,15.764917,15.764917,0.25,63.05967,Public,Public,3.0,Health Post,Rural
298,1.0,2.0,181.0,Yes,Yes,16.567352,16.567352,1.0,16.567352,16.567352,16.567352,0.5,33.134705,Public,Public,2.0,Health Post,Urban
299,1.0,2.0,101.0,Yes,Yes,32.109337,32.109337,1.0,32.109337,32.109337,32.109337,0.33333334,96.32801,Public,Public,3.0,Health Post,Rural
300,1.0,2.0,101.0,Yes,Yes,15.771322,15.771322,0.5714286,27.599812,15.771322,15.771322,0.33333334,47.313965,Public,Public,3.0,Health Center,Rural
301,1.0,2.0,999.0,Yes,Yes,8.934865,8.934865,0.046511628,192.0996,8.934865,38.419918,0.017403848,513.38446,Private,Private,3.0,Hospital,Rural
303,1.0,2.0,191.0,Yes,Yes,3.4855454,3.4855454,0.13157895,26.490145,3.4855454,5.298029,,,Private,Private,3.0,Hospital,Rural
304,1.0,2.0,191.0,Yes,Yes,18.001352,18.001352,1.0,18.001352,18.001352,18.001352,1.0,18.001352,Public,Public,3.0,Health Post,Rural
305,1.0,2.0,251.0,Yes,Yes,25.733582,25.733582,1.0,25.733582,25.733582,25.733582,0.33333334,77.200745,Public,Public,3.0,Health Post,Rural
306,1.0,2.0,41.0,Yes,Yes,7.3573313,7.3573313,1.0,7.3573313,7.3573313,7.3573313,0.5,14.714663,Private,Private,3.0,Health Post,Rural
307,1.0,3.0,183.0,Yes,Yes,13.44988,13.44988,0.5263158,25.554771,13.44988,13.44988,0.6666667,20.17482,Public,Public,2.0,Health Center,Urban
310,1.0,3.0,283.0,Yes,Yes,4.5850277,4.5850277,1.0,4.5850277,4.5850277,4.5850277,1.0,4.5850277,Private,Private,3.0,Health Post,Rural
311,1.0,3.0,23.0,Yes,Yes,6.360852,6.360852,0.32258064,19.718641,6.360852,6.360852,0.6666667,9.541278,Private,Private,2.0,Hospital,Urban
312,1.0,3.0,61.0,Yes,Yes,21.437988,21.437988,1.0,21.437988,21.437988,21.437988,1.0,21.437988,Public,Public,3.0,Health Post,Rural
314,1.0,3.0,91.0,Yes,Yes,46.596786,46.596786,1.0,46.596786,46.596786,46.596786,0.5,93.19357,Public,Public,3.0,Health Post,Rural
315,1.0,3.0,71.0,Yes,Yes,5.4433427,5.4433427,1.0,5.4433427,5.4433427,5.4433427,0.5,10.886685,Private,Private,3.0,Health Center,Rural
316,1.0,3.0,141.0,Yes,Yes,47.03382,47.03382,1.0,47.03382,47.03382,47.03382,1.0,47.03382,Public,Public,3.0,Health Post,Rural
317,1.0,3.0,21.0,Yes,Yes,15.617572,15.617572,1.0,15.617572,15.617572,15.617572,0.5,31.235144,Public,Public,3.0,Health Post,Rural
318,1.0,3.0,81.0,Yes,Yes,17.420918,17.420918,1.0,17.420918,17.420918,17.420918,0.5,34.841835,Public,Public,3.0,Health Post,Rural
319,1.0,4.0,131.0,Yes,Yes,25.519234,25.519234,1.0,25.519234,25.519234,25.519234,1.0,25.519234,Public,Public,3.0,Health Post,Rural
320,1.0,4.0,42.0,Yes,Yes,7.23764,7.23764,0.09090909,79.61404,7.23764,15.922808,0.102049835,70.92261,Private,Private,2.0,Hospital,Urban
321,1.0,4.0,42.0,Yes,Yes,11.510201,11.510201,0.41666666,27.624485,11.510201,11.510201,0.5,23.020403,Private,Private,2.0,Health Center,Urban
322,1.0,4.0,42.0,Yes,Yes,19.06033,19.06033,0.5263158,36.214626,19.06033,19.06033,0.5,38.12066,Private,Private,2.0,Health Post,Urban
323,1.0,4.0,42.0,Yes,Yes,19.06033,19.06033,0.7692308,24.778427,19.06033,19.06033,0.5,38.12066,Private,Private,2.0,Health Post,Urban
324,1.0,4.0,62.0,Yes,Yes,12.696186,12.696186,0.7692308,16.505041,12.696186,12.696186,0.5,25.392372,Public,Public,2.0,Health Post,Urban
325,1.0,4.0,62.0,Yes,Yes,9.020011,9.020011,0.90909094,9.922012,9.020011,9.020011,0.5,18.040022,Private,Private,2.0,Health Center,Urban
326,1.0,4.0,62.0,Yes,Yes,12.696186,12.696186,0.7692308,16.505041,12.696186,12.696186,0.5,25.392372,Private,Private,2.0,Hospital,Urban
327,1.0,4.0,22.0,Yes,Yes,15.707269,15.707269,0.15625,100.52652,15.707269,20.105305,0.1169321,134.32811,Public,Public,2.0,Health Center,Urban
329,1.0,4.0,22.0,Yes,Yes,29.261765,29.261765,0.90909094,32.187943,29.261765,29.261765,0.5,58.52353,Public,Public,3.0,Health Post,Rural
330,1.0,4.0,91.0,Yes,Yes,36.396618,36.396618,1.0,36.396618,36.396618,36.396618,1.0,36.396618,Public,Public,3.0,Health Post,Rural
331,1.0,4.0,71.0,Yes,Yes,21.453096,21.453096,1.0,21.453096,21.453096,21.453096,1.0,21.453096,Public,Public,3.0,Health Post,Rural
332,1.0,4.0,101.0,Yes,Yes,27.553595,27.553595,1.0,27.553595,27.553595,27.553595,1.0,27.553595,Private,Private,3.0,Health Post,Rural
333,1.0,4.0,101.0,Yes,Yes,27.553595,27.553595,1.0,27.553595,27.553595,27.553595,0.5,55.10719,Public,Public,3.0,Health Post,Rural
334,1.0,3.0,133.0,Yes,Yes,7.8263693,7.8263693,0.4347826,18.00065,7.8263693,7.8263693,0.2,39.131847,Public,Public,3.0,Health Center,Rural
335,1.0,3.0,103.0,Yes,Yes,14.881404,14.881404,1.0,14.881404,14.881404,14.881404,0.5,29.762808,Private,Private,3.0,Health Post,Rural
336,1.0,3.0,103.0,Yes,Yes,14.881404,14.881404,1.0,14.881404,14.881404,14.881404,1.0,14.881404,Public,Public,3.0,Health Post,Rural
337,1.0,4.0,172.0,Yes,Yes,9.432588,9.432588,1.0,9.432588,9.432588,9.432588,1.0,9.432588,Public,Public,2.0,Health Post,Urban
338,1.0,4.0,42.0,Yes,Yes,17.598972,17.598972,1.0,17.598972,17.598972,17.598972,0.5,35.197945,Public,Public,2.0,Health Post,Urban
339,1.0,4.0,142.0,Yes,Yes,24.824032,24.824032,0.1388889,178.73302,24.824032,35.74661,0.103939645,238.8312,Public,Public,2.0,Hospital,Urban
340,1.0,4.0,12.0,Yes,Yes,6.979308,6.979308,0.45454547,15.354478,6.979308,6.979308,0.33333334,20.937923,Public,Public,2.0,Health Center,Urban
341,1.0,4.0,72.0,Yes,Yes,14.060628,14.060628,0.22222222,63.272827,14.060628,14.060628,0.2857143,49.212193,Public,Public,2.0,Health Center,Urban
342,1.0,4.0,192.0,Yes,Yes,24.824032,24.824032,0.1754386,141.49698,24.824032,28.299397,0.06564609,378.14944,Private,Private,2.0,Hospital,Urban
344,1.0,4.0,162.0,Yes,Yes,3.5301175,3.5301175,1.0,3.5301175,3.5301175,3.5301175,0.5,7.060235,Public,Public,2.0,Health Post,Urban
345,1.0,4.0,162.0,No,Yes,3.514964,3.514964,1.0,3.514964,3.514964,3.514964,1.0,3.514964,Public,Public,2.0,Health Post,Urban
346,1.0,4.0,182.0,Yes,Yes,8.863527,8.863527,0.5882353,15.067996,8.863527,8.863527,0.25,35.45411,Private,Private,2.0,Health Post,Urban
347,1.0,4.0,182.0,Yes,Yes,8.863527,8.863527,1.0,8.863527,8.863527,8.863527,0.33333334,26.590582,Public,Public,2.0,Health Post,Urban
348,1.0,4.0,182.0,Yes,Yes,8.863527,8.863527,0.85714287,10.340781,8.863527,8.863527,0.5,17.727055,Private,Private,2.0,Health Post,Urban
349,1.0,4.0,152.0,Yes,Yes,6.3411007,6.3411007,0.7692308,8.24343,6.3411007,6.3411007,0.5,12.682201,Private,Private,2.0,Health Center,Urban
350,1.0,4.0,132.0,Yes,Yes,10.75098,10.75098,1.0,10.75098,10.75098,10.75098,0.33333334,32.25294,Public,Public,2.0,Health Post,Urban
352,1.0,1.0,81.0,Yes,Yes,14.761326,14.761326,1.0,14.761326,14.761326,14.761326,,,Public,Public,3.0,Health Post,Rural
353,1.0,1.0,151.0,Yes,Yes,26.39875,26.39875,1.0,26.39875,26.39875,26.39875,1.0,26.39875,Public,Public,3.0,Health Post,Rural
354,1.0,1.0,21.0,Yes,Yes,8.856397,8.856397,0.90909094,9.742037,8.856397,8.856397,0.33333334,26.569191,Public,Public,3.0,Health Center,Rural
355,1.0,1.0,201.0,Yes,Yes,19.22297,19.22297,1.0,19.22297,19.22297,19.22297,1.0,19.22297,Public,Public,3.0,Health Post,Rural
356,1.0,1.0,71.0,Yes,Yes,20.002611,20.002611,1.0,20.002611,20.002611,20.002611,0.33333334,60.007835,Public,Public,3.0,Health Post,Rural
357,1.0,1.0,51.0,Yes,Yes,4.4790454,4.4790454,0.5,8.958091,4.4790454,4.4790454,0.25,17.916182,Public,Public,3.0,Health Center,Rural
358,1.0,1.0,41.0,Yes,Yes,9.194145,9.194145,1.0,9.194145,9.194145,9.194145,1.0,9.194145,Public,Public,3.0,Health Post,Rural
359,1.0,1.0,91.0,Yes,Yes,9.219928,9.219928,1.0,9.219928,9.219928,9.219928,0.25,36.87971,Public,Public,3.0,Health Post,Rural
360,1.0,1.0,191.0,Yes,Yes,7.8347588,7.8347588,1.0,7.8347588,7.8347588,7.8347588,0.5,15.6695175,Public,Public,3.0,Health Center,Rural
361,1.0,3.0,41.0,Yes,Yes,10.160991,10.160991,1.0,10.160991,10.160991,10.160991,0.5,20.321981,Public,Public,3.0,Health Post,Rural
362,1.0,3.0,41.0,Yes,Yes,36.764484,36.764484,0.25641027,143.38148,36.764484,36.764484,0.5,73.52897,Private,Private,3.0,Health Post,Rural
363,1.0,3.0,51.0,Yes,Yes,39.06844,39.06844,1.0,39.06844,39.06844,39.06844,0.5,78.13688,Public,Public,3.0,Health Post,Rural
364,1.0,3.0,231.0,Yes,Yes,4.37269,4.37269,1.0,4.37269,4.37269,4.37269,1.0,4.37269,Public,Public,3.0,Health Post,Rural
365,1.0,3.0,211.0,Yes,Yes,49.61007,49.61007,1.0,49.61007,49.61007,49.61007,0.6666667,74.4151,Public,Public,3.0,Health Post,Rural
366,1.0,3.0,71.0,Yes,Yes,19.421038,19.421038,1.0,19.421038,19.421038,19.421038,1.0,19.421038,Public,Public,3.0,Health Post,Rural
367,1.0,3.0,221.0,Yes,Yes,15.814888,15.814888,,,15.814888,,,,Public,Public,3.0,Health Post,Rural
368,1.0,3.0,81.0,Yes,Yes,6.283825,6.283825,0.625,10.05412,6.283825,6.283825,0.25,25.1353,Public,Public,3.0,Health Post,Rural
369,1.0,3.0,151.0,Yes,Yes,9.78133,9.78133,0.6666667,14.671995,9.78133,9.78133,0.5,19.56266,Public,Public,3.0,Health Post,Rural
370,1.0,3.0,91.0,Yes,Yes,17.649206,17.649206,1.0,17.649206,17.649206,17.649206,0.5,35.298412,Public,Public,3.0,Health Post,Rural
371,1.0,3.0,63.0,Yes,Yes,18.454042,18.454042,0.4,46.135105,18.454042,18.454042,0.5,36.908085,Private,Private,2.0,Health Center,Urban
372,1.0,3.0,63.0,Yes,Yes,18.454042,18.454042,1.0,18.454042,18.454042,18.454042,1.0,18.454042,Private,Private,3.0,Health Post,Rural
373,1.0,3.0,63.0,Yes,Yes,12.88381,12.88381,0.47619048,27.056,12.88381,12.88381,0.2,64.41905,Public,Public,3.0,Health Post,Rural
375,1.0,4.0,23.0,Yes,Yes,3.2838478,3.2838478,0.5,6.5676956,3.2838478,3.2838478,0.33333334,9.851543,Public,Public,3.0,Health Center,Rural
376,1.0,4.0,23.0,Yes,Yes,26.652794,26.652794,0.0,,26.652794,275.4122,1.0,26.652794,Private,Private,3.0,Health Center,Rural
377,1.0,4.0,152.0,Yes,Yes,26.652794,26.652794,0.45454547,58.636147,26.652794,26.652794,0.25,106.611176,Private,Private,2.0,Health Center,Urban
378,1.0,4.0,152.0,Yes,Yes,18.454042,18.454042,1.0,18.454042,18.454042,18.454042,0.5,36.908085,Private,Private,2.0,Health Post,Urban
380,1.0,4.0,93.0,Yes,Yes,3.889232,3.889232,0.47619048,8.167387,3.889232,3.889232,0.5,7.778464,Private,Private,2.0,Hospital,Urban
381,1.0,4.0,53.0,Yes,Yes,6.5344353,6.5344353,1.0,6.5344353,6.5344353,6.5344353,1.0,6.5344353,Public,Public,3.0,Health Post,Rural
382,1.0,4.0,343.0,Yes,Yes,6.2401648,6.2401648,1.0,6.2401648,6.2401648,6.2401648,1.0,6.2401648,Public,Public,3.0,Health Post,Rural
383,1.0,7.0,91.0,Yes,Yes,48.05618,48.05618,0.7692308,62.47303,48.05618,48.05618,0.33333334,144.16853,Public,Public,2.0,Health Post,Urban
384,1.0,7.0,21.0,Yes,Yes,4.3748355,4.3748355,0.06666667,65.62253,4.3748355,13.124506,0.04989103,87.68782,Private,Private,2.0,Hospital,Urban
385,1.0,3.0,281.0,Yes,Yes,7.276817,7.276817,1.0,7.276817,7.276817,7.276817,0.5,14.553634,Public,Public,3.0,Health Post,Rural
386,1.0,3.0,999.0,Yes,Yes,10.591891,10.591891,1.0,10.591891,10.591891,10.591891,1.0,10.591891,Public,Public,3.0,Health Post,Rural
387,1.0,3.0,51.0,Yes,Yes,21.119751,21.119751,1.0,21.119751,21.119751,21.119751,1.0,21.119751,Public,Public,3.0,Health Post,Rural
388,1.0,3.0,71.0,Yes,Yes,22.383404,22.383404,1.0,22.383404,22.383404,22.383404,0.33333334,67.15021,Public,Public,3.0,Health Post,Rural
389,1.0,3.0,331.0,Yes,Yes,10.591891,10.591891,0.47368422,22.36066,10.591891,10.591891,0.5,21.183783,Public,Public,3.0,Health Center,Rural
390,1.0,3.0,91.0,Yes,Yes,4.2157135,4.2157135,0.104166664,40.47085,4.2157135,8.094171,0.1169321,36.05266,Private,Private,2.0,Hospital,Urban
391,1.0,3.0,413.0,Yes,Yes,3.311097,3.311097,1.0,3.311097,3.311097,3.311097,1.0,3.311097,Private,Private,3.0,Health Post,Rural
393,1.0,3.0,191.0,Yes,Yes,11.332551,11.332551,1.0,11.332551,11.332551,11.332551,1.0,11.332551,Public,Public,3.0,Health Post,Rural
395,1.0,3.0,211.0,Yes,Yes,6.8216763,6.8216763,1.0,6.8216763,6.8216763,6.8216763,1.0,6.8216763,Public,Public,2.0,Health Post,Urban
396,1.0,3.0,161.0,Yes,Yes,21.09545,21.09545,1.0,21.09545,21.09545,21.09545,1.0,21.09545,Public,Public,3.0,Health Post,Rural
397,1.0,3.0,161.0,Yes,Yes,8.745562,8.745562,0.75,11.660749,8.745562,8.745562,1.0,8.745562,Public,Public,3.0,Health Center,Rural
398,1.0,3.0,11.0,Yes,Yes,5.8374767,5.8374767,0.90909094,6.4212246,5.8374767,5.8374767,0.5,11.674953,Public,Public,3.0,Health Center,Rural
399,1.0,3.0,123.0,Yes,Yes,3.1502404,3.1502404,1.0,3.1502404,3.1502404,3.1502404,0.5,6.300481,Public,Public,3.0,Health Post,Rural
400,1.0,3.0,311.0,Yes,Yes,6.761975,6.761975,1.0,6.761975,6.761975,6.761975,1.0,6.761975,Public,Public,3.0,Health Post,Rural
401,1.0,5.0,71.0,Yes,Yes,3.3493352,3.3493352,0.8333333,4.019202,3.3493352,3.3493352,0.5,6.6986704,Public,Public,3.0,Health Center,Rural
402,1.0,5.0,111.0,Yes,Yes,19.02197,19.02197,1.0,19.02197,19.02197,19.02197,1.0,19.02197,Public,Public,3.0,Health Post,Rural
403,1.0,5.0,111.0,Yes,Yes,19.02197,19.02197,1.0,19.02197,19.02197,19.02197,0.5,38.04394,Public,Public,3.0,Health Post,Rural
404,1.0,5.0,201.0,Yes,Yes,5.218436,5.218436,0.90909094,5.7402797,5.218436,5.218436,0.33333334,15.655308,Public,Public,3.0,Health Center,Rural
405,1.0,5.0,171.0,Yes,Yes,16.021149,16.021149,1.0,16.021149,16.021149,16.021149,0.5,32.042297,Public,Public,3.0,Health Post,Rural
406,1.0,5.0,121.0,Yes,Yes,17.195131,17.195131,1.0,17.195131,17.195131,17.195131,1.0,17.195131,Public,Public,3.0,Health Post,Rural
407,1.0,5.0,51.0,Yes,Yes,5.8374767,5.8374767,1.0,5.8374767,5.8374767,5.8374767,1.0,5.8374767,Public,Public,3.0,Health Center,Rural
408,1.0,5.0,141.0,Yes,Yes,22.085344,22.085344,1.0,22.085344,22.085344,22.085344,1.0,22.085344,Public,Public,3.0,Health Post,Rural
409,1.0,5.0,999.0,Yes,Yes,2.9746516,2.9746516,0.10309278,28.85412,2.9746516,5.7708244,0.077151075,38.55619,Public,Public,2.0,Hospital,Urban
410,1.0,5.0,11.0,Yes,Yes,31.677856,31.677856,1.0,31.677856,31.677856,31.677856,0.5,63.355713,Private,Private,3.0,Health Post,Rural
411,1.0,5.0,11.0,Yes,Yes,31.677856,31.677856,1.0,31.677856,31.677856,31.677856,1.0,31.677856,Private,Private,3.0,Health Post,Rural
412,1.0,7.0,351.0,Yes,Yes,22.021889,22.021889,1.0,22.021889,22.021889,22.021889,0.5,44.043777,Private,Private,3.0,Health Post,Rural
413,1.0,7.0,351.0,Yes,Yes,22.021889,22.021889,1.0,22.021889,22.021889,22.021889,0.5,44.043777,Public,Public,3.0,Health Post,Rural
414,1.0,1.0,101.0,Yes,Yes,26.792147,26.792147,1.0,26.792147,26.792147,26.792147,0.5,53.584293,Public,Public,3.0,Health Post,Rural
415,1.0,1.0,121.0,Yes,Yes,16.993713,16.993713,1.0,16.993713,16.993713,16.993713,0.5,33.987427,Public,Public,3.0,Health Post,Rural
416,1.0,1.0,161.0,Yes,Yes,8.357173,8.357173,1.0,8.357173,8.357173,8.357173,0.5,16.714346,Public,Public,3.0,Health Post,Rural
417,1.0,1.0,161.0,Yes,Yes,8.357173,8.357173,1.0,8.357173,8.357173,8.357173,0.33333334,25.071518,Public,Public,3.0,Health Center,Rural
418,1.0,1.0,161.0,Yes,Yes,8.567411,8.567411,1.0,8.567411,8.567411,8.567411,0.5,17.134823,Public,Public,3.0,Health Post,Rural
419,1.0,1.0,151.0,Yes,Yes,23.716568,23.716568,1.0,23.716568,23.716568,23.716568,0.6666667,35.574852,Public,Public,3.0,Health Post,Rural
420,1.0,1.0,999.0,Yes,Yes,14.583888,14.583888,1.0,14.583888,14.583888,14.583888,0.5,29.167776,Public,Public,3.0,Health Post,Rural
421,1.0,1.0,999.0,Yes,Yes,16.503323,16.503323,1.0,16.503323,16.503323,16.503323,0.33333334,49.509968,Public,Public,3.0,Health Post,Rural
422,1.0,1.0,999.0,Yes,Yes,29.98971,29.98971,1.0,29.98971,29.98971,29.98971,0.6666667,44.984566,Private,Private,2.0,Health Post,Urban
423,1.0,1.0,999.0,Yes,Yes,2.7565384,2.7565384,0.06896552,39.969807,2.7565384,7.9939613,0.07741711,35.60632,Public,Public,2.0,Hospital,Urban
424,1.0,2.0,13.0,Yes,Yes,14.892297,14.892297,1.0,14.892297,14.892297,14.892297,1.0,14.892297,Public,Public,3.0,Health Post,Rural
425,1.0,2.0,13.0,Yes,Yes,8.132702,8.132702,0.2631579,30.904266,8.132702,8.132702,0.4,20.331755,Public,Public,2.0,Health Center,Urban
427,1.0,2.0,172.0,Yes,Yes,11.434975,11.434975,1.0,11.434975,11.434975,11.434975,1.0,11.434975,Private,Private,2.0,Hospital,Urban
428,1.0,2.0,172.0,Yes,Yes,5.7894945,5.7894945,0.041841004,138.36891,5.7894945,27.673784,0.093937084,61.63162,Public,Public,2.0,Hospital,Urban
