fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2q5_c,m2q6_hr,m2q6_mn,m2q7_hr,m2q7_mn,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq14
132,13,11-50,11-50,5 or less,603.0,8.0,0.0,8.0,30.0,13.0,Other,Primary,Certificate,Female,45 or older,No,No,Sickness/maternity,No,,,,,,,,,,,,,
133,1,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,1.0,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Post-Secondary,Diploma,In the 1990s,Male,35-44,Yes,,Consultation/visiting patient,No
133,2,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,2.0,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",Yes,,2.0,2.0,Clinical Officer,Post-Secondary,Diploma,In the 1990s,Male,35-44,No,"On call (pre on call, post on call)",,
133,3,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,3.0,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",Yes,,3.0,3.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,No
133,4,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,4.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,4.0,4.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
133,5,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,5.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,5.0,5.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
133,6,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,6.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,6.0,6.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
133,7,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,7.0,Other,Primary,None,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,7.0,7.0,Other,Primary,None,After 2000,Female,25-34,No,Authorised absence (permision/leave),,
133,8,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,8.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
133,9,11-50,6-10,5 or less,303.0,14.0,0.0,15.0,3.0,9.0,Other,Secondary,Certificate,Male,Younger than 25,No,No,"On call (pre on call, post on call)",Yes,,9.0,9.0,Other,Secondary,Certificate,After 2000,Male,Younger than 25,No,"On call (pre on call, post on call)",,
135,1,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,1.0,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,5.0,1.0,Clinical Officer,Secondary,Diploma,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,No
135,2,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,2.0,Doctor,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,4.0,2.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
135,3,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,3.0,Doctor,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
135,4,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,4.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,9.0,4.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Looking for information/teaching,Yes
135,5,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,5.0,Nurse,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,7.0,5.0,Nurse,Secondary,Certificate,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,No
135,6,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,6.0,Nurse,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
135,7,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,7.0,Other,Primary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
135,8,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,8.0,Nurse,Secondary,Certificate,Female,35-44,No,Yes,,Yes,,6.0,8.0,Nurse,Secondary,Certificate,In the 1990s,Female,35-44,Yes,,Laboratory/investigations/X-ray,No
135,9,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,9.0,Nurse,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,10.0,9.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,No,Training/seminar/meeting,,
135,10,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,10.0,Other,Secondary,Certificate,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
135,11,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,11.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,8.0,11.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
135,12,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,12.0,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,Yes,,1.0,12.0,Other,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Discussion with colleages/staff meeting,Yes
135,13,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,13.0,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,3.0,13.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Discussion with colleages/staff meeting,Yes
135,14,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,14.0,Other,Secondary,Diploma,Male,25-34,No,No,"On call (pre on call, post on call)",Yes,,2.0,14.0,Other,Secondary,Diploma,After 2000,Male,25-34,Yes,,Discussion with colleages/staff meeting,No
135,15,11-50,11-50,5 or less,601.0,13.0,5.0,13.0,30.0,15.0,Other,Secondary,Certificate,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
136,1,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,1.0,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,
136,2,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,2.0,Clinical Officer,Post-Secondary,Diploma,Female,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,4.0,2.0,Clinical Officer,Post-Secondary,Diploma,In the 1990s,Female,45 or older,Yes,,Consultation/visiting patient,Yes
136,3,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,3.0,Clinical Officer,Post-Secondary,Diploma,Female,45 or older,Yes,Yes,,Yes,Yes,10.0,3.0,Clinical Officer,Post-Secondary,Diploma,In the 1990s,Female,45 or older,Yes,,Consultation/visiting patient,Yes
136,4,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,4.0,Clinical Officer,Post-Secondary,Diploma,Female,45 or older,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
136,5,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,5.0,Clinical Officer,Post-Secondary,Diploma,Female,45 or older,Yes,Yes,,Yes,Yes,1.0,5.0,Clinical Officer,Post-Secondary,Diploma,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,No
136,6,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,6.0,Nurse,Post-Secondary,Diploma,Female,45 or older,No,No,Authorised absence (permision/leave),Yes,,6.0,6.0,Nurse,Post-Secondary,Diploma,Before 1990,Female,45 or older,No,Authorised absence (permision/leave),,
136,7,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,7.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,Training/seminar/meeting,Yes,,3.0,7.0,Nurse,Post-Secondary,Diploma,After 2000,Female,35-44,No,Official mission,,
136,8,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,8.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
136,9,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,9.0,Nurse,Post-Secondary,Diploma,Female,45 or older,No,Yes,,Yes,,2.0,9.0,Nurse,Post-Secondary,Diploma,In the 1990s,Female,45 or older,Yes,,Consultation/visiting patient,No
136,10,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,10.0,Nurse,Post-Secondary,Certificate,Female,25-34,No,Yes,,Yes,,8.0,10.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
136,11,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,11.0,Nurse,Post-Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
136,12,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,12.0,Nurse,Post-Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
136,13,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,13.0,Nurse,Post-Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
136,14,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,14.0,Nurse,Post-Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
136,15,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,15.0,Other,Post-Secondary,Diploma,Female,25-34,No,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
136,16,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,16.0,Other,Post-Secondary,Certificate,Female,45 or older,No,No,Official mission,Yes,,9.0,16.0,Other,Post-Secondary,Certificate,In the 1990s,Female,45 or older,No,"On call (pre on call, post on call)",,
136,17,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,17.0,Other,Post-Secondary,Certificate,Female,25-34,No,Yes,,Yes,,5.0,17.0,Other,Post-Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
136,18,11-50,11-50,5 or less,103.0,8.0,55.0,9.0,30.0,18.0,Other,Post-Secondary,Certificate,Female,35-44,No,No,Authorised absence (permision/leave),Yes,,7.0,18.0,Other,Post-Secondary,Certificate,After 2000,Female,35-44,No,Authorised absence (permision/leave),,
138,1,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,1.0,Doctor,Post-Secondary,Advanced,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
138,2,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,2.0,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,3,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,3.0,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,4,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,4.0,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",Yes,,1.0,4.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,35-44,No,"On call (pre on call, post on call)",,
138,5,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,5.0,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,6,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,6.0,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,Yes,,Yes,Yes,2.0,6.0,Doctor,Post-Secondary,Advanced,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
138,7,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,7.0,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,8,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,8.0,Clinical Officer,Post-Secondary,Diploma,Female,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,
138,9,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,9.0,Clinical Officer,Post-Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,10,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,10.0,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,No,Authorised absence (permision/leave),No,,,,,,,,,,,,,
138,11,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,11.0,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,12,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,12.0,Clinical Officer,Post-Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,13,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,13.0,Clinical Officer,Post-Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,14,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,14.0,Clinical Officer,Post-Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,3.0,14.0,Clinical Officer,Post-Secondary,Diploma,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,No
138,15,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,15.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
138,16,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,16.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
138,17,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,17.0,Nurse,Post-Secondary,Diploma,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
138,18,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,18.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
138,19,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,19.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
138,20,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,20.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
138,21,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,21.0,Nurse,Post-Secondary,Diploma,Female,25-34,No,Yes,,Yes,,4.0,21.0,Nurse,Post-Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
138,22,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,22.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
138,23,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,23.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
138,24,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,24.0,Nurse,Post-Secondary,Diploma,Female,45 or older,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,25,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,25.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,Sickness/maternity,Yes,,5.0,25.0,Nurse,Post-Secondary,Diploma,After 2000,Female,35-44,Yes,,Consultation/visiting patient,No
138,26,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,26.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,27,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,27.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,28,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,28.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,29,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,29.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,30,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,30.0,Nurse,Post-Secondary,Diploma,Female,35-44,No,Yes,,Yes,,6.0,30.0,Nurse,Post-Secondary,Diploma,After 2000,Female,35-44,No,"On call (pre on call, post on call)",,
138,31,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,31.0,Other,Post-Secondary,Diploma,Male,45 or older,No,Yes,,No,,,,,,,,,,,,,
138,32,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,32.0,Other,Post-Secondary,Diploma,Male,45 or older,No,Yes,,Yes,,7.0,32.0,Other,Post-Secondary,Diploma,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,No
138,33,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,33.0,Other,Post-Secondary,Diploma,Male,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
138,34,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,34.0,Other,Post-Secondary,Diploma,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
138,35,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,35.0,Other,Post-Secondary,Diploma,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,36,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,36.0,Other,Post-Secondary,Diploma,Male,45 or older,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,37,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,37.0,Other,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,38,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,38.0,Other,Post-Secondary,Diploma,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
138,39,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,39.0,Other,Post-Secondary,Diploma,Male,25-34,No,Yes,,Yes,,8.0,39.0,Other,Post-Secondary,Diploma,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
138,40,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,40.0,Other,Post-Secondary,Diploma,Female,35-44,No,No,"On call (pre on call, post on call)",Yes,,9.0,40.0,Other,Post-Secondary,Diploma,After 2000,Female,35-44,Yes,,Consultation/visiting patient,No
138,41,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,41.0,Other,Post-Secondary,Diploma,Male,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
138,42,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,42.0,Other,Post-Secondary,Certificate,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
138,43,Over 50,11-50,Over 5,101.0,9.0,54.0,11.0,0.0,43.0,Other,Post-Secondary,Certificate,Female,45 or older,No,No,Authorised absence (permision/leave),Yes,,10.0,43.0,Other,Post-Secondary,Certificate,In the 1990s,Female,45 or older,No,Authorised absence (permision/leave),,
140,1,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,1.0,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
140,2,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,2.0,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,No,"On call (pre on call, post on call)",,
140,3,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,3.0,Nurse,Secondary,Diploma,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,3.0,3.0,Nurse,Secondary,Diploma,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,Yes
140,4,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,4.0,Nurse,Primary,Advanced,Female,45 or older,No,Yes,,Yes,,4.0,4.0,Nurse,Primary,Advanced,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,Yes
140,5,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,5.0,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,Yes,,5.0,5.0,Nurse,Secondary,Diploma,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
140,6,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,6.0,Nurse,Secondary,-9.0,Female,35-44,No,No,Authorised absence (permision/leave),Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,Female,35-44,Yes,,Discussion with colleages/staff meeting,Yes
140,7,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,7.0,Nurse,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,7.0,7.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,Yes,,Discussion with colleages/staff meeting,Yes
140,8,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,8.0,Nurse,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,After 2000,Female,45 or older,Yes,,Laboratory/investigations/X-ray,No
140,9,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,9.0,Other,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,9.0,9.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,No,Authorised absence (permision/leave),,
140,10,11-50,6-10,5 or less,601.0,13.0,0.0,13.0,30.0,10.0,Nurse,Primary,Certificate,Female,35-44,No,Yes,,Yes,,10.0,10.0,Nurse,Secondary,Certificate,After 2000,Female,45 or older,Yes,,Discussion with colleages/staff meeting,Yes
142,1,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,1.0,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,7.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,45 or older,No,"On call (pre on call, post on call)",Consultation/visiting patient,No
142,2,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,2.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,No,Authorised absence (permision/leave),Yes,,1.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
142,3,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,3.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,2.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
142,4,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,4.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,3.0,4.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,No,"On call (pre on call, post on call)",Consultation/visiting patient,No
142,5,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,5.0,Other,Secondary,Diploma,Female,45 or older,No,Yes,,No,,9.0,5.0,Other,Secondary,Diploma,In the 1990s,Female,45 or older,Yes,,Consultation/visiting patient,Yes
142,6,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,6.0,Other,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",Yes,,4.0,6.0,Other,Secondary,Certificate,After 2000,Female,35-44,Yes,,Laboratory/investigations/X-ray,No
142,7,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,7.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,8.0,7.0,Doctor,Secondary,Certificate,After 2000,Male,25-34,No,"On call (pre on call, post on call)",Consultation/visiting patient,Yes
142,8,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,8.0,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,10.0,8.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Laboratory/investigations/X-ray,Yes
142,9,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,9.0,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,5.0,9.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
142,10,11-50,6-10,5 or less,704.0,9.0,47.0,10.0,11.0,10.0,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,6.0,10.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
143,1,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,1.0,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,Yes,,Yes,Yes,7.0,1.0,Doctor,Post-Secondary,Advanced,After 2000,Male,45 or older,Yes,,Consultation/visiting patient,Yes
143,2,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,2.0,Doctor,Post-Secondary,Advanced,Male,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,9.0,2.0,Doctor,Post-Secondary,Advanced,After 2000,Male,25-34,Yes,,Consultation/visiting patient,No
143,3,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,3.0,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
143,4,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,4.0,Doctor,Post-Secondary,Advanced,Female,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
143,5,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,5.0,Doctor,Post-Secondary,Advanced,Female,45 or older,Yes,No,Training/seminar/meeting,No,,,,,,,,,,,,,
143,6,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,6.0,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
143,7,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,7.0,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,No,Other (specify),No,,,,,,,,,,,,,
143,8,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,8.0,Doctor,Post-Secondary,Diploma,Male,35-44,Yes,No,Other (specify),No,,,,,,,,,,,,,
143,9,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,9.0,Doctor,Post-Secondary,Diploma,Male,35-44,Yes,No,Other (specify),Yes,,8.0,9.0,Doctor,Post-Secondary,Diploma,After 2000,Male,35-44,No,"On call (pre on call, post on call)",,
143,10,11-50,11-50,Over 5,603.0,8.0,0.0,8.0,30.0,10.0,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,No,Other (specify),No,,,,,,,,,,,,,
